Home_Team,Away_Team,Result,Link,Season,Round,League
Montpellier,PSG,1-1,/match/montpellier-hsc/paris-saint-germain-fc/2014,2014,1,ligue_1
Girondins Bordeaux,Monaco,0-2,/match/bordeaux/monaco/2014,2014,1,ligue_1
Evian Thonon Gail.,Sochaux,1-1,/match/evian-thonon-gaillard/sochaux/2014,2014,1,ligue_1
Lille,Lorient,1-0,/match/lillestrom/lorient/2014,2014,1,ligue_1
Olympique Lyonnais,Nice,4-0,/match/olympique-lyonnais/nice/2014,2014,1,ligue_1
Nantes,Bastia,0-0,/match/nantes/bastia/2014,2014,1,ligue_1
Stade Rennais,Stade de Reims,2-1,/match/stade-rennes/stade-reims/2014,2014,1,ligue_1
Valenciennes,Toulouse,3-0,/match/valenciennes-afc/toulouse-fc/2014,2014,1,ligue_1
Ajaccio,Saint-Étienne,0-1,/match/ajaccio/saint-etienne/2014,2014,1,ligue_1
Guingamp,Olympique,1-3,/match/guingamp/olympique-marsella/2014,2014,1,ligue_1
Sochaux,Olympique Lyonnais,1-3,/match/sochaux/olympique-lyonnais/2014,2014,2,ligue_1
Olympique,Evian Thonon Gail.,2-0,/match/olympique-marsella/evian-thonon-gaillard/2014,2014,2,ligue_1
Bastia,Valenciennes,2-0,/match/bastia/valenciennes-afc/2014,2014,2,ligue_1
Nice,Stade Rennais,2-1,/match/nice/stade-rennes/2014,2014,2,ligue_1
Stade de Reims,Lille,2-1,/match/stade-reims/lillestrom/2014,2014,2,ligue_1
Saint-Étienne,Guingamp,1-0,/match/saint-etienne/guingamp/2014,2014,2,ligue_1
Toulouse,Girondins Bordeaux,1-1,/match/toulouse-fc/bordeaux/2014,2014,2,ligue_1
Monaco,Montpellier,4-1,/match/monaco/montpellier-hsc/2014,2014,2,ligue_1
Lorient,Nantes,2-1,/match/lorient/nantes/2014,2014,2,ligue_1
PSG,Ajaccio,1-1,/match/paris-saint-germain-fc/ajaccio/2014,2014,2,ligue_1
Monaco,Toulouse,0-0,/match/monaco/toulouse-fc/2014,2014,3,ligue_1
Valenciennes,Olympique,0-1,/match/valenciennes-afc/olympique-marsella/2014,2014,3,ligue_1
Girondins Bordeaux,Bastia,1-0,/match/bordeaux/bastia/2014,2014,3,ligue_1
Evian Thonon Gail.,Stade Rennais,1-2,/match/evian-thonon-gaillard/stade-rennes/2014,2014,3,ligue_1
Guingamp,Lorient,2-0,/match/guingamp/lorient/2014,2014,3,ligue_1
Olympique Lyonnais,Stade de Reims,0-1,/match/olympique-lyonnais/stade-reims/2014,2014,3,ligue_1
Montpellier,Sochaux,2-1,/match/montpellier-hsc/sochaux/2014,2014,3,ligue_1
Lille,Saint-Étienne,1-0,/match/lillestrom/saint-etienne/2014,2014,3,ligue_1
Ajaccio,Nice,0-0,/match/ajaccio/nice/2014,2014,3,ligue_1
Nantes,PSG,1-2,/match/nantes/paris-saint-germain-fc/2014,2014,3,ligue_1
Evian Thonon Gail.,Olympique Lyonnais,2-1,/match/evian-thonon-gaillard/olympique-lyonnais/2014,2014,4,ligue_1
PSG,Guingamp,2-0,/match/paris-saint-germain-fc/guingamp/2014,2014,4,ligue_1
Bastia,Toulouse,2-1,/match/bastia/toulouse-fc/2014,2014,4,ligue_1
Lorient,Valenciennes,1-0,/match/lorient/valenciennes-afc/2014,2014,4,ligue_1
Stade de Reims,Nantes,0-0,/match/stade-reims/nantes/2014,2014,4,ligue_1
Stade Rennais,Lille,0-0,/match/stade-rennes/lillestrom/2014,2014,4,ligue_1
Sochaux,Ajaccio,0-0,/match/sochaux/ajaccio/2014,2014,4,ligue_1
Saint-Étienne,Girondins Bordeaux,2-1,/match/saint-etienne/bordeaux/2014,2014,4,ligue_1
Nice,Montpellier,2-2,/match/nice/montpellier-hsc/2014,2014,4,ligue_1
Olympique,Monaco,1-2,/match/olympique-marsella/monaco/2014,2014,4,ligue_1
Girondins Bordeaux,PSG,0-2,/match/bordeaux/paris-saint-germain-fc/2014,2014,5,ligue_1
Toulouse,Olympique,1-1,/match/toulouse-fc/olympique-marsella/2014,2014,5,ligue_1
Ajaccio,Evian Thonon Gail.,2-3,/match/ajaccio/evian-thonon-gaillard/2014,2014,5,ligue_1
Guingamp,Bastia,1-1,/match/guingamp/bastia/2014,2014,5,ligue_1
Montpellier,Stade de Reims,0-0,/match/montpellier-hsc/stade-reims/2014,2014,5,ligue_1
Nantes,Sochaux,1-0,/match/nantes/sochaux/2014,2014,5,ligue_1
Valenciennes,Saint-Étienne,1-3,/match/valenciennes-afc/saint-etienne/2014,2014,5,ligue_1
Monaco,Lorient,1-0,/match/monaco/lorient/2014,2014,5,ligue_1
Lille,Nice,0-2,/match/lillestrom/nice/2014,2014,5,ligue_1
Olympique Lyonnais,Stade Rennais,0-0,/match/olympique-lyonnais/stade-rennes/2014,2014,5,ligue_1
Saint-Étienne,Toulouse,1-2,/match/saint-etienne/toulouse-fc/2014,2014,6,ligue_1
Bastia,Olympique,0-0,/match/bastia/olympique-marsella/2014,2014,6,ligue_1
Evian Thonon Gail.,Montpellier,2-2,/match/evian-thonon-gaillard/montpellier-hsc/2014,2014,6,ligue_1
Stade de Reims,Guingamp,1-1,/match/stade-reims/guingamp/2014,2014,6,ligue_1
Stade Rennais,Ajaccio,2-0,/match/stade-rennes/ajaccio/2014,2014,6,ligue_1
Sochaux,Lille,0-2,/match/sochaux/lillestrom/2014,2014,6,ligue_1
Lorient,Girondins Bordeaux,3-3,/match/lorient/bordeaux/2014,2014,6,ligue_1
Olympique Lyonnais,Nantes,3-1,/match/olympique-lyonnais/nantes/2014,2014,6,ligue_1
Nice,Valenciennes,4-0,/match/nice/valenciennes-afc/2014,2014,6,ligue_1
PSG,Monaco,1-1,/match/paris-saint-germain-fc/monaco/2014,2014,6,ligue_1
Lille,Evian Thonon Gail.,3-0,/match/lillestrom/evian-thonon-gaillard/2014,2014,7,ligue_1
Olympique,Saint-Étienne,2-1,/match/olympique-marsella/saint-etienne/2014,2014,7,ligue_1
Ajaccio,Olympique Lyonnais,2-1,/match/ajaccio/olympique-lyonnais/2014,2014,7,ligue_1
Girondins Bordeaux,Stade de Reims,0-0,/match/bordeaux/stade-reims/2014,2014,7,ligue_1
Guingamp,Sochaux,5-1,/match/guingamp/sochaux/2014,2014,7,ligue_1
Nantes,Nice,2-0,/match/nantes/nice/2014,2014,7,ligue_1
Toulouse,Lorient,1-0,/match/toulouse-fc/lorient/2014,2014,7,ligue_1
Valenciennes,PSG,0-1,/match/valenciennes-afc/paris-saint-germain-fc/2014,2014,7,ligue_1
Monaco,Bastia,3-0,/match/monaco/bastia/2014,2014,7,ligue_1
Montpellier,Stade Rennais,0-0,/match/montpellier-hsc/stade-rennes/2014,2014,7,ligue_1
Lorient,Olympique,0-2,/match/lorient/olympique-marsella/2014,2014,8,ligue_1
PSG,Toulouse,2-0,/match/paris-saint-germain-fc/toulouse-fc/2014,2014,8,ligue_1
Evian Thonon Gail.,Girondins Bordeaux,1-1,/match/evian-thonon-gaillard/bordeaux/2014,2014,8,ligue_1
Olympique Lyonnais,Lille,0-0,/match/olympique-lyonnais/lillestrom/2014,2014,8,ligue_1
Nice,Guingamp,1-0,/match/nice/guingamp/2014,2014,8,ligue_1
Saint-Étienne,Bastia,2-2,/match/saint-etienne/bastia/2014,2014,8,ligue_1
Sochaux,Valenciennes,2-0,/match/sochaux/valenciennes-afc/2014,2014,8,ligue_1
Stade Rennais,Nantes,1-3,/match/stade-rennes/nantes/2014,2014,8,ligue_1
Ajaccio,Montpellier,1-1,/match/ajaccio/montpellier-hsc/2014,2014,8,ligue_1
Stade de Reims,Monaco,1-1,/match/stade-reims/monaco/2014,2014,8,ligue_1
Bastia,Lorient,4-1,/match/bastia/lorient/2014,2014,9,ligue_1
Monaco,Saint-Étienne,2-1,/match/monaco/saint-etienne/2014,2014,9,ligue_1
Guingamp,Stade Rennais,2-0,/match/guingamp/stade-rennes/2014,2014,9,ligue_1
Lille,Ajaccio,3-0,/match/lillestrom/ajaccio/2014,2014,9,ligue_1
Nantes,Evian Thonon Gail.,3-0,/match/nantes/evian-thonon-gaillard/2014,2014,9,ligue_1
Toulouse,Nice,1-0,/match/toulouse-fc/nice/2014,2014,9,ligue_1
Valenciennes,Stade de Reims,1-1,/match/valenciennes-afc/stade-reims/2014,2014,9,ligue_1
Montpellier,Olympique Lyonnais,5-1,/match/montpellier-hsc/olympique-lyonnais/2014,2014,9,ligue_1
Girondins Bordeaux,Sochaux,4-1,/match/bordeaux/sochaux/2014,2014,9,ligue_1
Olympique,PSG,1-2,/match/olympique-marsella/paris-saint-germain-fc/2014,2014,9,ligue_1
Nice,Olympique,1-0,/match/nice/olympique-marsella/2014,2014,10,ligue_1
Stade de Reims,Toulouse,1-2,/match/stade-reims/toulouse-fc/2014,2014,10,ligue_1
PSG,Bastia,4-0,/match/paris-saint-germain-fc/bastia/2014,2014,10,ligue_1
Ajaccio,Nantes,0-1,/match/ajaccio/nantes/2014,2014,10,ligue_1
Evian Thonon Gail.,Guingamp,1-2,/match/evian-thonon-gaillard/guingamp/2014,2014,10,ligue_1
Montpellier,Lille,0-1,/match/montpellier-hsc/lillestrom/2014,2014,10,ligue_1
Stade Rennais,Valenciennes,2-2,/match/stade-rennes/valenciennes-afc/2014,2014,10,ligue_1
Sochaux,Monaco,2-2,/match/sochaux/monaco/2014,2014,10,ligue_1
Saint-Étienne,Lorient,3-2,/match/saint-etienne/lorient/2014,2014,10,ligue_1
Olympique Lyonnais,Girondins Bordeaux,1-1,/match/olympique-lyonnais/bordeaux/2014,2014,10,ligue_1
Nantes,Lille,0-1,/match/nantes/lillestrom/2014,2014,11,ligue_1
Olympique,Stade de Reims,2-3,/match/olympique-marsella/stade-reims/2014,2014,11,ligue_1
Bastia,Nice,1-0,/match/bastia/nice/2014,2014,11,ligue_1
Guingamp,Ajaccio,2-1,/match/guingamp/ajaccio/2014,2014,11,ligue_1
Lorient,Sochaux,2-1,/match/lorient/sochaux/2014,2014,11,ligue_1
Toulouse,Stade Rennais,0-5,/match/toulouse-fc/stade-rennes/2014,2014,11,ligue_1
Valenciennes,Evian Thonon Gail.,0-1,/match/valenciennes-afc/evian-thonon-gaillard/2014,2014,11,ligue_1
