Home_Team,Away_Team,Result,Link,Season,Round,League
Espanyol,Granada,3-0,/match/espanyol/granada/2012,2012,1,primera_division
Racing,Getafe,1-2,/match/racing/getafe/2012,2012,1,primera_division
R. Sociedad,Atlético,0-4,/match/real-sociedad/atletico-madrid/2012,2012,1,primera_division
Real Betis,Sevilla,1-1,/match/betis/sevilla/2012,2012,1,primera_division
Osasuna,Valencia,1-1,/match/osasuna/valencia-cf/2012,2012,1,primera_division
Rayo Vallecano,Mallorca,0-1,/match/rayo-vallecano/mallorca/2012,2012,1,primera_division
Málaga,Barcelona,1-4,/match/malaga/barcelona/2012,2012,1,primera_division
Levante,Real Zaragoza,0-0,/match/levante/real-zaragoza/2012,2012,1,primera_division
Real Madrid,Athletic,4-1,/match/real-madrid/athletic-bilbao/2012,2012,1,primera_division
Villarreal,Real Sporting,3-0,/match/villarreal/sporting-gijon/2012,2012,1,primera_division
Real Sporting,R. Sociedad,1-2,/match/sporting-gijon/real-sociedad/2012,2012,2,primera_division
Valencia,Racing,4-3,/match/valencia-cf/racing/2012,2012,2,primera_division
Granada,Real Betis,0-1,/match/granada/betis/2012,2012,2,primera_division
Atlético,Osasuna,0-0,/match/atletico-madrid/osasuna/2012,2012,2,primera_division
Athletic,Rayo Vallecano,1-1,/match/athletic-bilbao/rayo-vallecano/2012,2012,2,primera_division
Mallorca,Espanyol,1-0,/match/mallorca/espanyol/2012,2012,2,primera_division
Getafe,Levante,1-1,/match/getafe/levante/2012,2012,2,primera_division
Real Zaragoza,Real Madrid,0-6,/match/real-zaragoza/real-madrid/2012,2012,2,primera_division
Sevilla,Málaga,2-1,/match/sevilla/malaga/2012,2012,2,primera_division
Barcelona,Villarreal,5-0,/match/barcelona/villarreal/2012,2012,2,primera_division
R. Sociedad,Barcelona,2-2,/match/real-sociedad/barcelona/2012,2012,3,primera_division
Villarreal,Sevilla,2-2,/match/villarreal/sevilla/2012,2012,3,primera_division
Real Madrid,Getafe,4-2,/match/real-madrid/getafe/2012,2012,3,primera_division
Valencia,Atlético,1-0,/match/valencia-cf/atletico-madrid/2012,2012,3,primera_division
Real Betis,Mallorca,1-0,/match/betis/mallorca/2012,2012,3,primera_division
Racing,Levante,0-0,/match/racing/levante/2012,2012,3,primera_division
