Home_Team,Away_Team,Result,Link,Season,Round,League
Osasuna,Real Madrid,1-4,/match/osasuna/real-madrid/1994,1994,1,primera_division
Athletic,Albacete,4-1,/match/athletic-bilbao/albacete/1994,1994,1,primera_division
Racing,Rayo Vallecano,1-0,/match/racing/rayo-vallecano/1994,1994,1,primera_division
Deportivo,Celta,0-0,/match/deportivo/celta/1994,1994,1,primera_division
Real Zaragoza,Sevilla,1-2,/match/real-zaragoza/sevilla/1994,1994,1,primera_division
Atlético,CD Logroñés,1-0,/match/atletico-madrid/logrones-cd/1994,1994,1,primera_division
Real Valladolid,Real Sporting,0-1,/match/valladolid/sporting-gijon/1994,1994,1,primera_division
Barcelona,R. Sociedad,3-0,/match/barcelona/real-sociedad/1994,1994,1,primera_division
Tenerife,Lleida,1-0,/match/tenerife/ue-lleida/1994,1994,1,primera_division
Real Oviedo,Valencia,0-3,/match/real-oviedo/valencia-cf/1994,1994,1,primera_division
Valencia,Atlético,2-2,/match/valencia-cf/atletico-madrid/1994,1994,2,primera_division
Real Sporting,Deportivo,0-2,/match/sporting-gijon/deportivo/1994,1994,2,primera_division
Albacete,Barcelona,0-0,/match/albacete/barcelona/1994,1994,2,primera_division
R. Sociedad,Real Zaragoza,2-2,/match/real-sociedad/real-zaragoza/1994,1994,2,primera_division
Lleida,Athletic,1-2,/match/ue-lleida/athletic-bilbao/1994,1994,2,primera_division
Sevilla,Osasuna,1-1,/match/sevilla/osasuna/1994,1994,2,primera_division
Real Madrid,Real Valladolid,1-3,/match/real-madrid/valladolid/1994,1994,2,primera_division
Rayo Vallecano,Tenerife,4-3,/match/rayo-vallecano/tenerife/1994,1994,2,primera_division
Celta,Real Oviedo,1-1,/match/celta/real-oviedo/1994,1994,2,primera_division
CD Logroñés,Racing,0-1,/match/logrones-cd/racing/1994,1994,2,primera_division
Deportivo,Real Madrid,4-0,/match/deportivo/real-madrid/1994,1994,3,primera_division
Real Valladolid,Sevilla,2-2,/match/valladolid/sevilla/1994,1994,3,primera_division
Real Oviedo,Real Sporting,0-1,/match/real-oviedo/sporting-gijon/1994,1994,3,primera_division
Osasuna,R. Sociedad,0-2,/match/osasuna/real-sociedad/1994,1994,3,primera_division
Racing,Valencia,0-1,/match/racing/valencia-cf/1994,1994,3,primera_division
Athletic,Barcelona,0-0,/match/athletic-bilbao/barcelona/1994,1994,3,primera_division
Real Zaragoza,Albacete,1-1,/match/real-zaragoza/albacete/1994,1994,3,primera_division
Lleida,Rayo Vallecano,0-1,/match/ue-lleida/rayo-vallecano/1994,1994,3,primera_division
Atlético,Celta,3-2,/match/atletico-madrid/celta/1994,1994,3,primera_division
Tenerife,CD Logroñés,2-0,/match/tenerife/logrones-cd/1994,1994,3,primera_division
Valencia,Tenerife,3-2,/match/valencia-cf/tenerife/1994,1994,4,primera_division
Real Sporting,Atlético,1-1,/match/sporting-gijon/atletico-madrid/1994,1994,4,primera_division
CD Logroñés,Lleida,2-1,/match/logrones-cd/ue-lleida/1994,1994,4,primera_division
Sevilla,Deportivo,0-0,/match/sevilla/deportivo/1994,1994,4,primera_division
Real Madrid,Real Oviedo,0-1,/match/real-madrid/real-oviedo/1994,1994,4,primera_division
