Home_Team,Away_Team,Result,Link,Season,Round,League
Espanyol,Barcelona,0-1,/match/espanyol/barcelona/1991,1991,1,primera_division
Real Betis,Real Sporting,2-2,/match/betis/sporting-gijon/1991,1991,1,primera_division
CD Logroñés,Mallorca,1-2,/match/logrones-cd/mallorca/1991,1991,1,primera_division
R. Sociedad,Real Zaragoza,1-0,/match/real-sociedad/real-zaragoza/1991,1991,1,primera_division
Real Burgos CF,Cádiz,1-0,/match/real-burgos-cf/cadiz/1991,1991,1,primera_division
Real Madrid,CD Castellón,1-0,/match/real-madrid/cd-castellon/1991,1991,1,primera_division
Real Oviedo,Sevilla,0-0,/match/real-oviedo/sevilla/1991,1991,1,primera_division
Tenerife,Athletic,1-0,/match/tenerife/athletic-bilbao/1991,1991,1,primera_division
Valencia,Atlético,1-1,/match/valencia-cf/atletico-madrid/1991,1991,1,primera_division
Real Valladolid,Osasuna,1-1,/match/valladolid/osasuna/1991,1991,1,primera_division
Sevilla,Real Madrid,2-0,/match/sevilla/real-madrid/1991,1991,2,primera_division
Athletic,Real Burgos CF,2-1,/match/athletic-bilbao/real-burgos-cf/1991,1991,2,primera_division
Atlético,Real Betis,2-1,/match/atletico-madrid/betis/1991,1991,2,primera_division
Barcelona,Valencia,3-1,/match/barcelona/valencia-cf/1991,1991,2,primera_division
Cádiz,R. Sociedad,1-1,/match/cadiz/real-sociedad/1991,1991,2,primera_division
CD Castellón,Espanyol,1-1,/match/cd-castellon/espanyol/1991,1991,2,primera_division
Real Sporting,Real Valladolid,4-0,/match/sporting-gijon/valladolid/1991,1991,2,primera_division
Mallorca,Real Oviedo,1-1,/match/mallorca/real-oviedo/1991,1991,2,primera_division
Osasuna,Tenerife,3-1,/match/osasuna/tenerife/1991,1991,2,primera_division
Real Zaragoza,CD Logroñés,0-1,/match/real-zaragoza/logrones-cd/1991,1991,2,primera_division
Real Betis,Barcelona,2-3,/match/betis/barcelona/1991,1991,3,primera_division
Real Madrid,Mallorca,3-0,/match/real-madrid/mallorca/1991,1991,3,primera_division
Valencia,CD Castellón,1-0,/match/valencia-cf/cd-castellon/1991,1991,3,primera_division
