,Home_Team,Away_Team,Result,Date,Link,Year,Round,League
0,MVV Maastricht,Willem II,2-1,Sat 12 Aug ,/match/mvv/willem-ii/1990,1990,1,eredivisie
1,Twente 1965,Roda JC,1-1,Sat 12 Aug ,/match/fc-twente-1965/roda-jc/1990,1990,1,eredivisie
2,Sparta Rotterdam,NEC Nijmegen,1-2,Sun 13 Aug ,/match/sparta-rotterdam/nec/1990,1990,1,eredivisie
3,Vitesse,Fortuna Sittard,1-1,Sun 13 Aug ,/match/vitesse/fortuna-sittard/1990,1990,1,eredivisie
4,ADO Den Haag,Ajax,0-4,Sun 13 Aug ,/match/ado-den-haag/ajax/1990,1990,1,eredivisie
5,RKC Waalwijk,Groningen,3-1,Sun 13 Aug ,/match/rkc-waalwijk/fc-groningen/1990,1990,1,eredivisie
6,Utrecht,Feyenoord,3-0,Sun 13 Aug ,/match/fc-utrecht/feyenoord/1990,1990,1,eredivisie
7,FC Volendam,HFC Haarlem ,1-0,Sun 13 Aug ,/match/fc-volendam/haarlem/1990,1990,1,eredivisie
8,PSV,Den Bosch,1-1,Sun 03 Sep ,/match/psv/fc-den-bosch/1990,1990,1,eredivisie
9,Roda JC,Sparta Rotterdam,1-1,Wed 16 Aug ,/match/roda-jc/sparta-rotterdam/1990,1990,2,eredivisie
10,Willem II,Twente 1965,0-0,Wed 16 Aug ,/match/willem-ii/fc-twente-1965/1990,1990,2,eredivisie
11,HFC Haarlem ,RKC Waalwijk,0-2,Wed 16 Aug ,/match/haarlem/rkc-waalwijk/1990,1990,2,eredivisie
12,Ajax,Vitesse,5-2,Wed 16 Aug ,/match/ajax/vitesse/1990,1990,2,eredivisie
13,Feyenoord,FC Volendam,1-1,Wed 16 Aug ,/match/feyenoord/fc-volendam/1990,1990,2,eredivisie
14,Den Bosch,MVV Maastricht,0-3,Wed 16 Aug ,/match/fc-den-bosch/mvv/1990,1990,2,eredivisie
15,NEC Nijmegen,ADO Den Haag,3-3,Tue 19 Sep ,/match/nec/ado-den-haag/1990,1990,2,eredivisie
16,Fortuna Sittard,Utrecht,1-0,Sun 08 Oct ,/match/fortuna-sittard/fc-utrecht/1990,1990,2,eredivisie
17,Groningen,PSV,0-0,Sun 25 Feb ,/match/fc-groningen/psv/1990,1990,2,eredivisie
18,HFC Haarlem ,Utrecht,1-2,Sat 19 Aug ,/match/haarlem/fc-utrecht/1990,1990,3,eredivisie
19,NEC Nijmegen,Twente 1965,2-2,Sat 19 Aug ,/match/nec/fc-twente-1965/1990,1990,3,eredivisie
20,Roda JC,MVV Maastricht,3-2,Sat 19 Aug ,/match/roda-jc/mvv/1990,1990,3,eredivisie
21,Willem II,PSV,3-4,Sat 19 Aug ,/match/willem-ii/psv/1990,1990,3,eredivisie
22,Den Bosch,RKC Waalwijk,1-2,Sat 19 Aug ,/match/fc-den-bosch/rkc-waalwijk/1990,1990,3,eredivisie
23,Feyenoord,Fortuna Sittard,0-2,Sun 20 Aug ,/match/feyenoord/fortuna-sittard/1990,1990,3,eredivisie
24,Groningen,FC Volendam,3-0,Sun 20 Aug ,/match/fc-groningen/fc-volendam/1990,1990,3,eredivisie
25,Ajax,Sparta Rotterdam,1-2,Sun 20 Aug ,/match/ajax/sparta-rotterdam/1990,1990,3,eredivisie
26,ADO Den Haag,Vitesse,2-1,Sun 20 Aug ,/match/ado-den-haag/vitesse/1990,1990,3,eredivisie
27,Fortuna Sittard,HFC Haarlem ,1-0,Wed 23 Aug ,/match/fortuna-sittard/haarlem/1990,1990,4,eredivisie
28,MVV Maastricht,NEC Nijmegen,2-0,Wed 23 Aug ,/match/mvv/nec/1990,1990,4,eredivisie
29,RKC Waalwijk,Willem II,2-2,Wed 23 Aug ,/match/rkc-waalwijk/willem-ii/1990,1990,4,eredivisie
30,PSV,Roda JC,3-4,Wed 23 Aug ,/match/psv/roda-jc/1990,1990,4,eredivisie
31,FC Volendam,Den Bosch,3-0,Wed 23 Aug ,/match/fc-volendam/fc-den-bosch/1990,1990,4,eredivisie
32,Utrecht,Groningen,1-0,Wed 23 Aug ,/match/fc-utrecht/fc-groningen/1990,1990,4,eredivisie
33,Twente 1965,Ajax,2-1,Sun 03 Sep ,/match/fc-twente-1965/ajax/1990,1990,4,eredivisie
34,Vitesse,Feyenoord,2-1,Sun 03 Sep ,/match/vitesse/feyenoord/1990,1990,4,eredivisie
35,Sparta Rotterdam,ADO Den Haag,3-1,Sun 12 Nov ,/match/sparta-rotterdam/ado-den-haag/1990,1990,4,eredivisie
36,Willem II,FC Volendam,5-1,Sat 26 Aug ,/match/willem-ii/fc-volendam/1990,1990,5,eredivisie
37,HFC Haarlem ,Feyenoord,3-1,Sun 27 Aug ,/match/haarlem/feyenoord/1990,1990,5,eredivisie
38,Groningen,Fortuna Sittard,0-0,Sun 27 Aug ,/match/fc-groningen/fortuna-sittard/1990,1990,5,eredivisie
39,ADO Den Haag,Twente 1965,3-1,Sun 27 Aug ,/match/ado-den-haag/fc-twente-1965/1990,1990,5,eredivisie
40,NEC Nijmegen,PSV,1-4,Sun 27 Aug ,/match/nec/psv/1990,1990,5,eredivisie
41,Den Bosch,Utrecht,2-0,Sun 27 Aug ,/match/fc-den-bosch/fc-utrecht/1990,1990,5,eredivisie
42,Sparta Rotterdam,Vitesse,1-1,Sun 27 Aug ,/match/sparta-rotterdam/vitesse/1990,1990,5,eredivisie
43,Roda JC,RKC Waalwijk,3-0,Sun 27 Aug ,/match/roda-jc/rkc-waalwijk/1990,1990,5,eredivisie
44,Ajax,MVV Maastricht,5-0,Sun 27 Aug ,/match/ajax/mvv/1990,1990,5,eredivisie
45,MVV Maastricht,ADO Den Haag,3-0,Fri 08 Sep ,/match/mvv/ado-den-haag/1990,1990,6,eredivisie
46,Fortuna Sittard,Den Bosch,2-0,Sat 09 Sep ,/match/fortuna-sittard/fc-den-bosch/1990,1990,6,eredivisie
47,Twente 1965,Sparta Rotterdam,2-0,Sat 09 Sep ,/match/fc-twente-1965/sparta-rotterdam/1990,1990,6,eredivisie
48,RKC Waalwijk,NEC Nijmegen,3-1,Sun 10 Sep ,/match/rkc-waalwijk/nec/1990,1990,6,eredivisie
49,Vitesse,HFC Haarlem ,4-0,Sun 10 Sep ,/match/vitesse/haarlem/1990,1990,6,eredivisie
50,Feyenoord,Groningen,3-3,Sun 10 Sep ,/match/feyenoord/fc-groningen/1990,1990,6,eredivisie
51,PSV,Ajax,2-0,Sun 10 Sep ,/match/psv/ajax/1990,1990,6,eredivisie
52,Utrecht,Willem II,2-1,Sun 10 Sep ,/match/fc-utrecht/willem-ii/1990,1990,6,eredivisie
53,FC Volendam,Roda JC,2-0,Sun 10 Sep ,/match/fc-volendam/roda-jc/1990,1990,6,eredivisie
54,Roda JC,Utrecht,1-0,Fri 15 Sep ,/match/roda-jc/fc-utrecht/1990,1990,7,eredivisie
55,NEC Nijmegen,FC Volendam,2-2,Sat 16 Sep ,/match/nec/fc-volendam/1990,1990,7,eredivisie
56,Willem II,Fortuna Sittard,2-0,Sat 16 Sep ,/match/willem-ii/fortuna-sittard/1990,1990,7,eredivisie
57,Twente 1965,Vitesse,1-1,Sun 17 Sep ,/match/fc-twente-1965/vitesse/1990,1990,7,eredivisie
58,Groningen,HFC Haarlem ,3-3,Sun 17 Sep ,/match/fc-groningen/haarlem/1990,1990,7,eredivisie
59,Sparta Rotterdam,MVV Maastricht,2-2,Sun 17 Sep ,/match/sparta-rotterdam/mvv/1990,1990,7,eredivisie
60,ADO Den Haag,PSV,1-5,Sun 17 Sep ,/match/ado-den-haag/psv/1990,1990,7,eredivisie
61,Ajax,RKC Waalwijk,0-0,Sun 17 Sep ,/match/ajax/rkc-waalwijk/1990,1990,7,eredivisie
62,Den Bosch,Feyenoord,1-1,Tue 19 Sep ,/match/fc-den-bosch/feyenoord/1990,1990,7,eredivisie
63,PSV,Sparta Rotterdam,9-1,Sat 23 Sep ,/match/psv/sparta-rotterdam/1990,1990,8,eredivisie
64,MVV Maastricht,Twente 1965,0-0,Sat 23 Sep ,/match/mvv/fc-twente-1965/1990,1990,8,eredivisie
65,HFC Haarlem ,Den Bosch,2-0,Sat 23 Sep ,/match/haarlem/fc-den-bosch/1990,1990,8,eredivisie
66,Feyenoord,Willem II,4-1,Sat 23 Sep ,/match/feyenoord/willem-ii/1990,1990,8,eredivisie
67,RKC Waalwijk,ADO Den Haag,3-2,Sun 24 Sep ,/match/rkc-waalwijk/ado-den-haag/1990,1990,8,eredivisie
68,Vitesse,Groningen,0-1,Sun 24 Sep ,/match/vitesse/fc-groningen/1990,1990,8,eredivisie
69,Fortuna Sittard,Roda JC,1-1,Sun 24 Sep ,/match/fortuna-sittard/roda-jc/1990,1990,8,eredivisie
70,Utrecht,NEC Nijmegen,3-0,Sun 24 Sep ,/match/fc-utrecht/nec/1990,1990,8,eredivisie
71,FC Volendam,Ajax,2-2,Sun 24 Sep ,/match/fc-volendam/ajax/1990,1990,8,eredivisie
72,MVV Maastricht,Vitesse,1-5,Sat 30 Sep ,/match/mvv/vitesse/1990,1990,9,eredivisie
73,Den Bosch,Groningen,0-0,Sat 30 Sep ,/match/fc-den-bosch/fc-groningen/1990,1990,9,eredivisie
74,Twente 1965,PSV,0-0,Sun 01 Oct ,/match/fc-twente-1965/psv/1990,1990,9,eredivisie
75,NEC Nijmegen,Fortuna Sittard,1-0,Sun 01 Oct ,/match/nec/fortuna-sittard/1990,1990,9,eredivisie
76,ADO Den Haag,FC Volendam,2-1,Sun 01 Oct ,/match/ado-den-haag/fc-volendam/1990,1990,9,eredivisie
77,Sparta Rotterdam,RKC Waalwijk,2-1,Sun 01 Oct ,/match/sparta-rotterdam/rkc-waalwijk/1990,1990,9,eredivisie
78,Ajax,Utrecht,3-0,Sun 01 Oct ,/match/ajax/fc-utrecht/1990,1990,9,eredivisie
79,Roda JC,Feyenoord,2-0,Tue 03 Oct ,/match/roda-jc/feyenoord/1990,1990,9,eredivisie
80,Willem II,HFC Haarlem ,3-2,Sat 07 Oct ,/match/willem-ii/haarlem/1990,1990,9,eredivisie
81,HFC Haarlem ,Roda JC,0-0,Sat 14 Oct ,/match/haarlem/roda-jc/1990,1990,10,eredivisie
82,PSV,MVV Maastricht,8-1,Sat 14 Oct ,/match/psv/mvv/1990,1990,10,eredivisie
83,Groningen,Willem II,1-1,Sat 14 Oct ,/match/fc-groningen/willem-ii/1990,1990,10,eredivisie
84,RKC Waalwijk,Twente 1965,0-0,Sun 15 Oct ,/match/rkc-waalwijk/fc-twente-1965/1990,1990,10,eredivisie
85,Vitesse,Den Bosch,0-0,Sun 15 Oct ,/match/vitesse/fc-den-bosch/1990,1990,10,eredivisie
86,Fortuna Sittard,Ajax,0-0,Sun 15 Oct ,/match/fortuna-sittard/ajax/1990,1990,10,eredivisie
87,FC Volendam,Sparta Rotterdam,2-0,Sun 15 Oct ,/match/fc-volendam/sparta-rotterdam/1990,1990,10,eredivisie
88,Feyenoord,NEC Nijmegen,2-1,Sun 15 Oct ,/match/feyenoord/nec/1990,1990,10,eredivisie
89,Utrecht,ADO Den Haag,2-1,Sun 15 Oct ,/match/fc-utrecht/ado-den-haag/1990,1990,10,eredivisie
90,PSV,Vitesse,0-1,Sat 21 Oct ,/match/psv/vitesse/1990,1990,11,eredivisie
91,Willem II,Den Bosch,1-0,Sat 21 Oct ,/match/willem-ii/fc-den-bosch/1990,1990,11,eredivisie
92,NEC Nijmegen,HFC Haarlem ,3-1,Sat 21 Oct ,/match/nec/haarlem/1990,1990,11,eredivisie
93,MVV Maastricht,RKC Waalwijk,3-0,Sat 21 Oct ,/match/mvv/rkc-waalwijk/1990,1990,11,eredivisie
94,Roda JC,Groningen,1-1,Sun 22 Oct ,/match/roda-jc/fc-groningen/1990,1990,11,eredivisie
95,Sparta Rotterdam,Utrecht,0-1,Sun 22 Oct ,/match/sparta-rotterdam/fc-utrecht/1990,1990,11,eredivisie
96,Twente 1965,FC Volendam,1-0,Sun 22 Oct ,/match/fc-twente-1965/fc-volendam/1990,1990,11,eredivisie
97,ADO Den Haag,Fortuna Sittard,4-1,Sun 22 Oct ,/match/ado-den-haag/fortuna-sittard/1990,1990,11,eredivisie
98,Ajax,Feyenoord,1-1,Sun 22 Oct ,/match/ajax/feyenoord/1990,1990,11,eredivisie
99,Fortuna Sittard,Sparta Rotterdam,2-1,Sat 28 Oct ,/match/fortuna-sittard/sparta-rotterdam/1990,1990,12,eredivisie
100,Groningen,NEC Nijmegen,1-1,Sat 28 Oct ,/match/fc-groningen/nec/1990,1990,12,eredivisie
101,Den Bosch,Roda JC,1-1,Sat 28 Oct ,/match/fc-den-bosch/roda-jc/1990,1990,12,eredivisie
102,Vitesse,Willem II,2-0,Sun 29 Oct ,/match/vitesse/willem-ii/1990,1990,12,eredivisie
103,HFC Haarlem ,Ajax,0-4,Sun 29 Oct ,/match/haarlem/ajax/1990,1990,12,eredivisie
104,RKC Waalwijk,PSV,0-3,Sun 29 Oct ,/match/rkc-waalwijk/psv/1990,1990,12,eredivisie
105,FC Volendam,MVV Maastricht,4-1,Sun 29 Oct ,/match/fc-volendam/mvv/1990,1990,12,eredivisie
106,Utrecht,Twente 1965,1-2,Sun 29 Oct ,/match/fc-utrecht/fc-twente-1965/1990,1990,12,eredivisie
107,Feyenoord,ADO Den Haag,0-2,Wed 01 Nov ,/match/feyenoord/ado-den-haag/1990,1990,12,eredivisie
108,PSV,FC Volendam,2-2,Sat 04 Nov ,/match/psv/fc-volendam/1990,1990,13,eredivisie
109,NEC Nijmegen,Den Bosch,2-2,Sat 04 Nov ,/match/nec/fc-den-bosch/1990,1990,13,eredivisie
110,RKC Waalwijk,Vitesse,0-1,Sun 05 Nov ,/match/rkc-waalwijk/vitesse/1990,1990,13,eredivisie
111,Roda JC,Willem II,4-1,Sun 05 Nov ,/match/roda-jc/willem-ii/1990,1990,13,eredivisie
112,Sparta Rotterdam,Feyenoord,2-2,Sun 05 Nov ,/match/sparta-rotterdam/feyenoord/1990,1990,13,eredivisie
113,Ajax,Groningen,3-2,Sun 05 Nov ,/match/ajax/fc-groningen/1990,1990,13,eredivisie
114,ADO Den Haag,HFC Haarlem ,6-1,Sun 05 Nov ,/match/ado-den-haag/haarlem/1990,1990,13,eredivisie
115,Twente 1965,Fortuna Sittard,1-1,Sun 05 Nov ,/match/fc-twente-1965/fortuna-sittard/1990,1990,13,eredivisie
116,MVV Maastricht,Utrecht,0-0,Wed 08 Nov ,/match/mvv/fc-utrecht/1990,1990,13,eredivisie
117,HFC Haarlem ,Sparta Rotterdam,0-4,Sat 18 Nov ,/match/haarlem/sparta-rotterdam/1990,1990,14,eredivisie
118,Willem II,NEC Nijmegen,0-1,Sat 18 Nov ,/match/willem-ii/nec/1990,1990,14,eredivisie
119,Fortuna Sittard,MVV Maastricht,1-1,Sun 19 Nov ,/match/fortuna-sittard/mvv/1990,1990,14,eredivisie
120,Vitesse,Roda JC,2-0,Sun 19 Nov ,/match/vitesse/roda-jc/1990,1990,14,eredivisie
121,Feyenoord,Twente 1965,2-3,Sun 19 Nov ,/match/feyenoord/fc-twente-1965/1990,1990,14,eredivisie
122,FC Volendam,RKC Waalwijk,1-0,Sun 19 Nov ,/match/fc-volendam/rkc-waalwijk/1990,1990,14,eredivisie
123,Groningen,ADO Den Haag,2-1,Sun 19 Nov ,/match/fc-groningen/ado-den-haag/1990,1990,14,eredivisie
124,Den Bosch,Ajax,0-1,Sun 19 Nov ,/match/fc-den-bosch/ajax/1990,1990,14,eredivisie
125,Utrecht,PSV,1-7,Sun 19 Nov ,/match/fc-utrecht/psv/1990,1990,14,eredivisie
126,MVV Maastricht,Feyenoord,1-1,Fri 24 Nov ,/match/mvv/feyenoord/1990,1990,15,eredivisie
127,NEC Nijmegen,Roda JC,0-1,Sat 25 Nov ,/match/nec/roda-jc/1990,1990,15,eredivisie
128,PSV,Fortuna Sittard,2-0,Sat 25 Nov ,/match/psv/fortuna-sittard/1990,1990,15,eredivisie
129,Sparta Rotterdam,Groningen,3-0,Sun 26 Nov ,/match/sparta-rotterdam/fc-groningen/1990,1990,15,eredivisie
130,RKC Waalwijk,Utrecht,3-3,Sun 26 Nov ,/match/rkc-waalwijk/fc-utrecht/1990,1990,15,eredivisie
131,FC Volendam,Vitesse,1-0,Sun 26 Nov ,/match/fc-volendam/vitesse/1990,1990,15,eredivisie
132,ADO Den Haag,Den Bosch,3-1,Sun 26 Nov ,/match/ado-den-haag/fc-den-bosch/1990,1990,15,eredivisie
133,Ajax,Willem II,1-0,Sun 26 Nov ,/match/ajax/willem-ii/1990,1990,15,eredivisie
134,Twente 1965,HFC Haarlem ,2-2,Sun 26 Nov ,/match/fc-twente-1965/haarlem/1990,1990,15,eredivisie
135,Roda JC,Ajax,1-1,Fri 01 Dec ,/match/roda-jc/ajax/1990,1990,16,eredivisie
136,Fortuna Sittard,RKC Waalwijk,1-1,Sat 02 Dec ,/match/fortuna-sittard/rkc-waalwijk/1990,1990,16,eredivisie
137,HFC Haarlem ,MVV Maastricht,1-1,Sat 02 Dec ,/match/haarlem/mvv/1990,1990,16,eredivisie
138,Den Bosch,Sparta Rotterdam,3-0,Sat 02 Dec ,/match/fc-den-bosch/sparta-rotterdam/1990,1990,16,eredivisie
139,NEC Nijmegen,Vitesse,0-4,Sun 03 Dec ,/match/nec/vitesse/1990,1990,16,eredivisie
140,Willem II,ADO Den Haag,1-1,Sun 03 Dec ,/match/willem-ii/ado-den-haag/1990,1990,16,eredivisie
141,Utrecht,FC Volendam,0-3,Sun 03 Dec ,/match/fc-utrecht/fc-volendam/1990,1990,16,eredivisie
142,Feyenoord,PSV,4-0,Sun 03 Dec ,/match/feyenoord/psv/1990,1990,16,eredivisie
143,Groningen,Twente 1965,5-0,Wed 13 Dec ,/match/fc-groningen/fc-twente-1965/1990,1990,16,eredivisie
144,PSV,HFC Haarlem ,4-0,Sat 16 Dec ,/match/psv/haarlem/1990,1990,17,eredivisie
145,MVV Maastricht,Groningen,1-3,Sat 16 Dec ,/match/mvv/fc-groningen/1990,1990,17,eredivisie
146,RKC Waalwijk,Feyenoord,3-0,Sun 17 Dec ,/match/rkc-waalwijk/feyenoord/1990,1990,17,eredivisie
147,Sparta Rotterdam,Willem II,1-1,Sun 17 Dec ,/match/sparta-rotterdam/willem-ii/1990,1990,17,eredivisie
148,Vitesse,Utrecht,5-1,Sun 17 Dec ,/match/vitesse/fc-utrecht/1990,1990,17,eredivisie
149,Ajax,NEC Nijmegen,3-0,Sun 17 Dec ,/match/ajax/nec/1990,1990,17,eredivisie
150,ADO Den Haag,Roda JC,1-3,Sun 17 Dec ,/match/ado-den-haag/roda-jc/1990,1990,17,eredivisie
151,FC Volendam,Fortuna Sittard,2-2,Sun 17 Dec ,/match/fc-volendam/fortuna-sittard/1990,1990,17,eredivisie
152,Twente 1965,Den Bosch,4-1,Sun 17 Dec ,/match/fc-twente-1965/fc-den-bosch/1990,1990,17,eredivisie
153,Willem II,MVV Maastricht,1-1,Sat 20 Jan ,/match/willem-ii/mvv/1990,1990,18,eredivisie
154,Fortuna Sittard,Vitesse,0-0,Sat 20 Jan ,/match/fortuna-sittard/vitesse/1990,1990,18,eredivisie
155,HFC Haarlem ,FC Volendam,2-1,Sat 20 Jan ,/match/haarlem/fc-volendam/1990,1990,18,eredivisie
156,NEC Nijmegen,Sparta Rotterdam,1-2,Sat 20 Jan ,/match/nec/sparta-rotterdam/1990,1990,18,eredivisie
157,Feyenoord,Utrecht,0-0,Sun 21 Jan ,/match/feyenoord/fc-utrecht/1990,1990,18,eredivisie
158,Groningen,RKC Waalwijk,1-2,Sun 21 Jan ,/match/fc-groningen/rkc-waalwijk/1990,1990,18,eredivisie
159,Den Bosch,PSV,1-1,Sun 21 Jan ,/match/fc-den-bosch/psv/1990,1990,18,eredivisie
160,Roda JC,Twente 1965,2-0,Sun 21 Jan ,/match/roda-jc/fc-twente-1965/1990,1990,18,eredivisie
161,Ajax,ADO Den Haag,1-0,Tue 24 Apr ,/match/ajax/ado-den-haag/1990,1990,18,eredivisie
162,Vitesse,Ajax,1-1,Sun 10 Dec ,/match/vitesse/ajax/1990,1990,19,eredivisie
163,FC Volendam,Feyenoord,2-0,Sun 10 Dec ,/match/fc-volendam/feyenoord/1990,1990,19,eredivisie
164,PSV,Groningen,2-0,Sat 23 Dec ,/match/psv/fc-groningen/1990,1990,19,eredivisie
165,MVV Maastricht,Den Bosch,3-0,Sat 23 Dec ,/match/mvv/fc-den-bosch/1990,1990,19,eredivisie
166,Twente 1965,Willem II,2-0,Sat 23 Dec ,/match/fc-twente-1965/willem-ii/1990,1990,19,eredivisie
167,ADO Den Haag,NEC Nijmegen,2-2,Sun 24 Dec ,/match/ado-den-haag/nec/1990,1990,19,eredivisie
168,Utrecht,Fortuna Sittard,0-1,Sun 24 Dec ,/match/fc-utrecht/fortuna-sittard/1990,1990,19,eredivisie
169,RKC Waalwijk,HFC Haarlem ,1-0,Sun 24 Dec ,/match/rkc-waalwijk/haarlem/1990,1990,19,eredivisie
170,Sparta Rotterdam,Roda JC,3-1,Sun 24 Dec ,/match/sparta-rotterdam/roda-jc/1990,1990,19,eredivisie
171,PSV,Willem II,2-1,Sat 27 Jan ,/match/psv/willem-ii/1990,1990,20,eredivisie
172,MVV Maastricht,Roda JC,1-1,Sat 27 Jan ,/match/mvv/roda-jc/1990,1990,20,eredivisie
173,RKC Waalwijk,Den Bosch,1-1,Sun 28 Jan ,/match/rkc-waalwijk/fc-den-bosch/1990,1990,20,eredivisie
174,Vitesse,ADO Den Haag,1-1,Sun 28 Jan ,/match/vitesse/ado-den-haag/1990,1990,20,eredivisie
175,Twente 1965,NEC Nijmegen,2-1,Sun 28 Jan ,/match/fc-twente-1965/nec/1990,1990,20,eredivisie
176,Utrecht,HFC Haarlem ,0-0,Sun 28 Jan ,/match/fc-utrecht/haarlem/1990,1990,20,eredivisie
177,Fortuna Sittard,Feyenoord,1-1,Wed 31 Jan ,/match/fortuna-sittard/feyenoord/1990,1990,20,eredivisie
178,FC Volendam,Groningen,1-2,Wed 07 Feb ,/match/fc-volendam/fc-groningen/1990,1990,20,eredivisie
179,Sparta Rotterdam,Ajax,1-2,Sun 25 Feb ,/match/sparta-rotterdam/ajax/1990,1990,20,eredivisie
180,NEC Nijmegen,MVV Maastricht,0-0,Sat 03 Feb ,/match/nec/mvv/1990,1990,21,eredivisie
181,Roda JC,PSV,3-1,Sat 03 Feb ,/match/roda-jc/psv/1990,1990,21,eredivisie
182,Willem II,RKC Waalwijk,0-2,Sat 03 Feb ,/match/willem-ii/rkc-waalwijk/1990,1990,21,eredivisie
183,Den Bosch,FC Volendam,0-0,Sat 03 Feb ,/match/fc-den-bosch/fc-volendam/1990,1990,21,eredivisie
184,Feyenoord,Vitesse,0-0,Sun 04 Feb ,/match/feyenoord/vitesse/1990,1990,21,eredivisie
185,Groningen,Utrecht,2-0,Sun 04 Feb ,/match/fc-groningen/fc-utrecht/1990,1990,21,eredivisie
186,HFC Haarlem ,Fortuna Sittard,0-3,Sun 04 Feb ,/match/haarlem/fortuna-sittard/1990,1990,21,eredivisie
187,ADO Den Haag,Sparta Rotterdam,1-0,Sun 04 Feb ,/match/ado-den-haag/sparta-rotterdam/1990,1990,21,eredivisie
188,Ajax,Twente 1965,4-0,Sun 04 Feb ,/match/ajax/fc-twente-1965/1990,1990,21,eredivisie
189,MVV Maastricht,Ajax,1-0,Fri 09 Feb ,/match/mvv/ajax/1990,1990,22,eredivisie
190,PSV,NEC Nijmegen,6-0,Sat 10 Feb ,/match/psv/nec/1990,1990,22,eredivisie
191,RKC Waalwijk,Roda JC,3-1,Sat 10 Feb ,/match/rkc-waalwijk/roda-jc/1990,1990,22,eredivisie
192,Fortuna Sittard,Groningen,0-0,Sat 10 Feb ,/match/fortuna-sittard/fc-groningen/1990,1990,22,eredivisie
193,Vitesse,Sparta Rotterdam,2-1,Sun 11 Feb ,/match/vitesse/sparta-rotterdam/1990,1990,22,eredivisie
194,FC Volendam,Willem II,2-1,Sun 11 Feb ,/match/fc-volendam/willem-ii/1990,1990,22,eredivisie
195,Feyenoord,HFC Haarlem ,5-0,Sun 11 Feb ,/match/feyenoord/haarlem/1990,1990,22,eredivisie
196,Twente 1965,ADO Den Haag,1-0,Sun 11 Feb ,/match/fc-twente-1965/ado-den-haag/1990,1990,22,eredivisie
197,Utrecht,Den Bosch,1-1,Sun 25 Feb ,/match/fc-utrecht/fc-den-bosch/1990,1990,22,eredivisie
198,HFC Haarlem ,Vitesse,0-2,Sat 17 Feb ,/match/haarlem/vitesse/1990,1990,23,eredivisie
199,NEC Nijmegen,RKC Waalwijk,2-1,Sat 17 Feb ,/match/nec/rkc-waalwijk/1990,1990,23,eredivisie
200,Willem II,Utrecht,0-0,Sat 17 Feb ,/match/willem-ii/fc-utrecht/1990,1990,23,eredivisie
201,Den Bosch,Fortuna Sittard,1-1,Sat 17 Feb ,/match/fc-den-bosch/fortuna-sittard/1990,1990,23,eredivisie
202,Groningen,Feyenoord,3-3,Sun 18 Feb ,/match/fc-groningen/feyenoord/1990,1990,23,eredivisie
203,ADO Den Haag,MVV Maastricht,6-1,Sun 18 Feb ,/match/ado-den-haag/mvv/1990,1990,23,eredivisie
204,Roda JC,FC Volendam,2-1,Sun 18 Feb ,/match/roda-jc/fc-volendam/1990,1990,23,eredivisie
205,Ajax,PSV,3-2,Sun 18 Feb ,/match/ajax/psv/1990,1990,23,eredivisie
206,Sparta Rotterdam,Twente 1965,3-0,Wed 14 Mar ,/match/sparta-rotterdam/fc-twente-1965/1990,1990,23,eredivisie
207,HFC Haarlem ,Groningen,0-1,Sat 03 Mar ,/match/haarlem/fc-groningen/1990,1990,24,eredivisie
208,MVV Maastricht,Sparta Rotterdam,1-2,Sat 03 Mar ,/match/mvv/sparta-rotterdam/1990,1990,24,eredivisie
209,Fortuna Sittard,Willem II,3-0,Sat 03 Mar ,/match/fortuna-sittard/willem-ii/1990,1990,24,eredivisie
210,Vitesse,Twente 1965,1-2,Sat 03 Mar ,/match/vitesse/fc-twente-1965/1990,1990,24,eredivisie
211,FC Volendam,NEC Nijmegen,1-0,Sat 03 Mar ,/match/fc-volendam/nec/1990,1990,24,eredivisie
212,PSV,ADO Den Haag,9-2,Sun 04 Mar ,/match/psv/ado-den-haag/1990,1990,24,eredivisie
213,RKC Waalwijk,Ajax,0-3,Sun 04 Mar ,/match/rkc-waalwijk/ajax/1990,1990,24,eredivisie
214,Feyenoord,Den Bosch,2-0,Sun 04 Mar ,/match/feyenoord/fc-den-bosch/1990,1990,24,eredivisie
215,Utrecht,Roda JC,0-1,Sun 04 Mar ,/match/fc-utrecht/roda-jc/1990,1990,24,eredivisie
216,NEC Nijmegen,Utrecht,0-0,Sat 10 Mar ,/match/nec/fc-utrecht/1990,1990,25,eredivisie
217,Willem II,Feyenoord,0-1,Sat 10 Mar ,/match/willem-ii/feyenoord/1990,1990,25,eredivisie
218,Roda JC,Fortuna Sittard,0-1,Sat 10 Mar ,/match/roda-jc/fortuna-sittard/1990,1990,25,eredivisie
219,Den Bosch,HFC Haarlem ,1-0,Sat 10 Mar ,/match/fc-den-bosch/haarlem/1990,1990,25,eredivisie
220,Twente 1965,MVV Maastricht,3-0,Sun 11 Mar ,/match/fc-twente-1965/mvv/1990,1990,25,eredivisie
221,Sparta Rotterdam,PSV,0-4,Sun 11 Mar ,/match/sparta-rotterdam/psv/1990,1990,25,eredivisie
222,Groningen,Vitesse,3-1,Sun 11 Mar ,/match/fc-groningen/vitesse/1990,1990,25,eredivisie
223,Ajax,FC Volendam,0-0,Sun 11 Mar ,/match/ajax/fc-volendam/1990,1990,25,eredivisie
