1,Naval,3,1,0,0,2,0,18,2006,1,primeira_liga
2,Rio Ave,3,1,0,0,2,0,18,2006,1,primeira_liga
3,Sporting CP,3,1,0,0,2,1,18,2006,1,primeira_liga
4,Porto,3,1,0,0,1,0,18,2006,1,primeira_liga
5,Gil Vicente,3,1,0,0,1,0,18,2006,1,primeira_liga
6,Nacional,3,1,0,0,1,0,18,2006,1,primeira_liga
7,Sporting Braga,3,1,0,0,1,0,18,2006,1,primeira_liga
8,Académica,1,0,1,0,0,0,18,2006,1,primeira_liga
9,Benfica,1,0,1,0,0,0,18,2006,1,primeira_liga
10,Boavista,1,0,1,0,0,0,18,2006,1,primeira_liga
11,Vitória Setúbal,1,0,1,0,0,0,18,2006,1,primeira_liga
12,Belenenses,0,0,0,1,1,2,18,2006,1,primeira_liga
13,Estrela Amadora,0,0,0,1,0,1,18,2006,1,primeira_liga
14,Marítimo,0,0,0,1,0,1,18,2006,1,primeira_liga
15,Paços Ferreira,0,0,0,1,0,1,18,2006,1,primeira_liga
16,União de Leiria,0,0,0,1,0,1,18,2006,1,primeira_liga
17,Penafiel,0,0,0,1,0,2,18,2006,1,primeira_liga
18,Vitória,0,0,0,1,0,2,18,2006,1,primeira_liga
1,Rio Ave,6,2,0,0,5,1,18,2006,2,primeira_liga
2,Gil Vicente,6,2,0,0,3,0,18,2006,2,primeira_liga
3,Sporting CP,6,2,0,0,4,2,18,2006,2,primeira_liga
4,Porto,6,2,0,0,4,2,18,2006,2,primeira_liga
5,Sporting Braga,6,2,0,0,2,0,18,2006,2,primeira_liga
6,Nacional,4,1,1,0,3,2,18,2006,2,primeira_liga
7,Naval,3,1,0,1,4,3,18,2006,2,primeira_liga
8,Belenenses,3,1,0,1,4,3,18,2006,2,primeira_liga
9,Paços Ferreira,3,1,0,1,1,1,18,2006,2,primeira_liga
10,Académica,2,0,2,0,2,2,18,2006,2,primeira_liga
11,Boavista,2,0,2,0,1,1,18,2006,2,primeira_liga
12,Estrela Amadora,1,0,1,1,1,2,18,2006,2,primeira_liga
13,Vitória Setúbal,1,0,1,1,0,1,18,2006,2,primeira_liga
14,Benfica,1,0,1,1,0,2,18,2006,2,primeira_liga
15,Marítimo,0,0,0,2,1,3,18,2006,2,primeira_liga
16,União de Leiria,0,0,0,2,1,4,18,2006,2,primeira_liga
17,Penafiel,0,0,0,2,0,3,18,2006,2,primeira_liga
18,Vitória,0,0,0,2,1,5,18,2006,2,primeira_liga
1,Porto,9,3,0,0,7,2,18,2006,3,primeira_liga
2,Sporting Braga,9,3,0,0,4,0,18,2006,3,primeira_liga
3,Sporting CP,9,3,0,0,6,3,18,2006,3,primeira_liga
4,Nacional,7,2,1,0,4,2,18,2006,3,primeira_liga
5,Rio Ave,6,2,0,1,5,4,18,2006,3,primeira_liga
6,Belenenses,6,2,0,1,7,3,18,2006,3,primeira_liga
7,Gil Vicente,6,2,0,1,3,1,18,2006,3,primeira_liga
8,Boavista,5,1,2,0,5,2,18,2006,3,primeira_liga
9,Estrela Amadora,4,1,1,1,3,3,18,2006,3,primeira_liga
10,Vitória Setúbal,4,1,1,1,1,1,18,2006,3,primeira_liga
11,Naval,3,1,0,2,5,5,18,2006,3,primeira_liga
12,Paços Ferreira,3,1,0,2,2,5,18,2006,3,primeira_liga
13,Académica,2,0,2,1,2,3,18,2006,3,primeira_liga
14,Marítimo,1,0,1,2,1,3,18,2006,3,primeira_liga
15,Benfica,1,0,1,2,1,4,18,2006,3,primeira_liga
16,União de Leiria,1,0,1,2,1,4,18,2006,3,primeira_liga
17,Vitória,0,0,0,3,1,7,18,2006,3,primeira_liga
18,Penafiel,0,0,0,3,0,6,18,2006,3,primeira_liga
1,Porto,10,3,1,0,7,2,18,2006,4,primeira_liga
2,Sporting Braga,10,3,1,0,4,0,18,2006,4,primeira_liga
3,Nacional,10,3,1,0,6,3,18,2006,4,primeira_liga
4,Rio Ave,9,3,0,1,7,5,18,2006,4,primeira_liga
5,Belenenses,9,3,0,1,10,4,18,2006,4,primeira_liga
6,Sporting CP,9,3,0,1,7,5,18,2006,4,primeira_liga
