Home_Team,Away_Team,Result,Link,Season,Round,League
Udinese,Cagliari,1-0,/match/udinese/cagliari/1996,1996,1,serie_a
Juventus,Cremonese,4-1,/match/juventus-fc/us-cremonese/1996,1996,1,serie_a
SSC Bari,Napoli,1-1,/match/as-bari/napoli/1996,1996,1,serie_a
Atalanta,Parma,1-1,/match/atalanta/parma-fc/1996,1996,1,serie_a
Lazio,Piacenza,4-1,/match/lazio/piacenza/1996,1996,1,serie_a
Padova,Milan,1-2,/match/calcio-padova/milan/1996,1996,1,serie_a
Sampdoria,Roma,1-1,/match/sampdoria/roma/1996,1996,1,serie_a
Inter,Vicenza ,1-0,/match/internazionale/vicenza-calcio/1996,1996,1,serie_a
Fiorentina,Torino,2-0,/match/fiorentina/torino-fc/1996,1996,1,serie_a
Cremonese,Sampdoria,0-0,/match/us-cremonese/sampdoria/1996,1996,2,serie_a
Torino,SSC Bari,3-1,/match/torino-fc/as-bari/1996,1996,2,serie_a
Parma,Inter,2-1,/match/parma-fc/internazionale/1996,1996,2,serie_a
Napoli,Padova,2-0,/match/napoli/calcio-padova/1996,1996,2,serie_a
Piacenza,Juventus,0-4,/match/piacenza/juventus-fc/1996,1996,2,serie_a
Roma,Atalanta,0-1,/match/roma/atalanta/1996,1996,2,serie_a
Vicenza ,Fiorentina,1-0,/match/vicenza-calcio/fiorentina/1996,1996,2,serie_a
Cagliari,Lazio,0-1,/match/cagliari/lazio/1996,1996,2,serie_a
Milan,Udinese,2-1,/match/milan/udinese/1996,1996,2,serie_a
SSC Bari,Lazio,3-3,/match/as-bari/lazio/1996,1996,3,serie_a
Atalanta,Napoli,1-3,/match/atalanta/napoli/1996,1996,3,serie_a
Inter,Piacenza,0-0,/match/internazionale/piacenza/1996,1996,3,serie_a
Padova,Torino,1-1,/match/calcio-padova/torino-fc/1996,1996,3,serie_a
Sampdoria,Parma,3-0,/match/sampdoria/parma-fc/1996,1996,3,serie_a
Juventus,Vicenza ,1-0,/match/juventus-fc/vicenza-calcio/1996,1996,3,serie_a
Fiorentina,Cagliari,3-1,/match/fiorentina/cagliari/1996,1996,3,serie_a
Udinese,Cremonese,3-2,/match/udinese/us-cremonese/1996,1996,3,serie_a
Roma,Milan,1-2,/match/roma/milan/1996,1996,3,serie_a
Cremonese,Roma,0-1,/match/us-cremonese/roma/1996,1996,4,serie_a
Torino,Sampdoria,1-1,/match/torino-fc/sampdoria/1996,1996,4,serie_a
Lazio,Udinese,2-2,/match/lazio/udinese/1996,1996,4,serie_a
Napoli,Inter,2-1,/match/napoli/internazionale/1996,1996,4,serie_a
Piacenza,SSC Bari,3-2,/match/piacenza/as-bari/1996,1996,4,serie_a
