Home_Team,Away_Team,Result,Link,Season,Round,League
Dordrecht,FC Eindhoven,1-1,/match/fc-dordrecht/fc-eindhoven/2004,2004,1,eerste_divisie
AGOVV Apeldoorn,TOP Oss,1-2,/match/agovv-apeldoorn/fc-oss/2004,2004,1,eerste_divisie
SC Telstar,MVV Maastricht,3-1,/match/stormvogels-telstar/mvv/2004,2004,1,eerste_divisie
Helmond Sport,Cambuur,2-0,/match/helmond-sport/sc-cambuur-leeuwarden/2004,2004,1,eerste_divisie
VVV Venlo,Heracles,1-1,/match/vvv/heracles/2004,2004,1,eerste_divisie
Fortuna Sittard,BV Veendam ,2-2,/match/fortuna-sittard/veendam/2004,2004,1,eerste_divisie
Emmen,Excelsior,0-0,/match/emmen/excelsior/2004,2004,1,eerste_divisie
Sparta Rotterdam,De Graafschap,6-1,/match/sparta-rotterdam/graafschap/2004,2004,1,eerste_divisie
HFC Haarlem ,Den Bosch,1-3,/match/haarlem/fc-den-bosch/2004,2004,1,eerste_divisie
BV Veendam ,Helmond Sport,0-3,/match/veendam/helmond-sport/2004,2004,2,eerste_divisie
Den Bosch,Sparta Rotterdam,2-0,/match/fc-den-bosch/sparta-rotterdam/2004,2004,2,eerste_divisie
MVV Maastricht,HFC Haarlem ,1-1,/match/mvv/haarlem/2004,2004,2,eerste_divisie
TOP Oss,SC Telstar,3-0,/match/fc-oss/stormvogels-telstar/2004,2004,2,eerste_divisie
De Graafschap,Fortuna Sittard,1-1,/match/graafschap/fortuna-sittard/2004,2004,2,eerste_divisie
Excelsior,VVV Venlo,0-1,/match/excelsior/vvv/2004,2004,2,eerste_divisie
FC Eindhoven,Emmen,1-1,/match/fc-eindhoven/emmen/2004,2004,2,eerste_divisie
Heracles,AGOVV Apeldoorn,2-4,/match/heracles/agovv-apeldoorn/2004,2004,2,eerste_divisie
Cambuur,Go Ahead Eagles,0-4,/match/sc-cambuur-leeuwarden/go-ahead-eagles/2004,2004,2,eerste_divisie
