Home_Team,Away_Team,Result,Link,Season,Round,League
Jong Utrecht,FC Eindhoven,1-2,/match/jong-utrecht/fc-eindhoven/2021,2021,1,eerste_divisie
Cambuur,NEC Nijmegen,2-0,/match/sc-cambuur-leeuwarden/nec/2021,2021,1,eerste_divisie
Jong PSV,Excelsior,1-6,/match/jong-psv/excelsior/2021,2021,1,eerste_divisie
TOP Oss,Helmond Sport,1-2,/match/fc-oss/helmond-sport/2021,2021,1,eerste_divisie
NAC Breda,Jong AZ,6-1,/match/nac-breda/az-alkmaar-sub23/2021,2021,1,eerste_divisie
SC Telstar,FC Volendam,2-2,/match/stormvogels-telstar/fc-volendam/2021,2021,1,eerste_divisie
Jong Ajax,Roda JC,0-4,/match/jong-ajax/roda-jc/2021,2021,1,eerste_divisie
Dordrecht,Go Ahead Eagles,0-0,/match/fc-dordrecht/go-ahead-eagles/2021,2021,1,eerste_divisie
Almere City,MVV Maastricht,0-0,/match/almere-city/mvv/2021,2021,1,eerste_divisie
De Graafschap,Den Bosch,4-2,/match/graafschap/fc-den-bosch/2021,2021,1,eerste_divisie
FC Eindhoven,SC Telstar,2-3,/match/fc-eindhoven/stormvogels-telstar/2021,2021,2,eerste_divisie
MVV Maastricht,Cambuur,1-7,/match/mvv/sc-cambuur-leeuwarden/2021,2021,2,eerste_divisie
Roda JC,TOP Oss,3-0,/match/roda-jc/fc-oss/2021,2021,2,eerste_divisie
Excelsior,Almere City,4-6,/match/excelsior/almere-city/2021,2021,2,eerste_divisie
Den Bosch,Dordrecht,2-1,/match/fc-den-bosch/fc-dordrecht/2021,2021,2,eerste_divisie
Helmond Sport,NAC Breda,0-2,/match/helmond-sport/nac-breda/2021,2021,2,eerste_divisie
Jong Ajax,Jong PSV,1-2,/match/jong-ajax/jong-psv/2021,2021,2,eerste_divisie
Jong Utrecht,Jong AZ,1-2,/match/jong-utrecht/az-alkmaar-sub23/2021,2021,2,eerste_divisie
FC Volendam,NEC Nijmegen,1-3,/match/fc-volendam/nec/2021,2021,2,eerste_divisie
Go Ahead Eagles,De Graafschap,0-0,/match/go-ahead-eagles/graafschap/2021,2021,2,eerste_divisie
FC Volendam,Jong Utrecht,0-1,/match/fc-volendam/jong-utrecht/2021,2021,3,eerste_divisie
