Home_Team,Away_Team,Result,Link,Season,Round,League
Gil Vicente,Nacional,2-0,/match/gil-vicente/nacional/1998,1998,1,segunda_liga
Academico Viseu,Estoril,1-0,/match/academico-viseu/estoril/1998,1998,1,segunda_liga
Torreense,União Madeira,1-0,/match/torreense/uniao-madeira/1998,1998,1,segunda_liga
FC Felgueiras,Espinho,2-1,/match/fc-felgueiras/espinho/1998,1998,1,segunda_liga
Feirense,União de Leiria,2-2,/match/feirense/uniao-leiria/1998,1998,1,segunda_liga
Desportivo Aves,Moreirense,0-1,/match/desportivo-aves/moreirense-fc/1998,1998,1,segunda_liga
FC Maia,Uniao Lamas,3-0,/match/fc-maia/uniao-lamas/1998,1998,1,segunda_liga
Paços Ferreira,Penafiel,1-1,/match/pacos-ferreira/penafiel/1998,1998,1,segunda_liga
Beira Mar SC,Alverca,0-0,/match/beira-mar/alverca/1998,1998,1,segunda_liga
Uniao Lamas,Desportivo Aves,4-0,/match/uniao-lamas/desportivo-aves/1998,1998,2,segunda_liga
Espinho,Feirense,1-1,/match/espinho/feirense/1998,1998,2,segunda_liga
Penafiel,FC Felgueiras,3-2,/match/penafiel/fc-felgueiras/1998,1998,2,segunda_liga
Estoril,Beira Mar SC,1-1,/match/estoril/beira-mar/1998,1998,2,segunda_liga
União de Leiria,Gil Vicente,0-0,/match/uniao-leiria/gil-vicente/1998,1998,2,segunda_liga
Nacional,FC Maia,1-1,/match/nacional/fc-maia/1998,1998,2,segunda_liga
Alverca,Paços Ferreira,2-1,/match/alverca/pacos-ferreira/1998,1998,2,segunda_liga
União Madeira,Academico Viseu,2-1,/match/uniao-madeira/academico-viseu/1998,1998,2,segunda_liga
Moreirense,Torreense,1-0,/match/moreirense-fc/torreense/1998,1998,2,segunda_liga
Gil Vicente,Espinho,3-0,/match/gil-vicente/espinho/1998,1998,3,segunda_liga
Academico Viseu,Moreirense,4-1,/match/academico-viseu/moreirense-fc/1998,1998,3,segunda_liga
Torreense,Uniao Lamas,0-1,/match/torreense/uniao-lamas/1998,1998,3,segunda_liga
Feirense,Penafiel,1-3,/match/feirense/penafiel/1998,1998,3,segunda_liga
Desportivo Aves,Nacional,2-0,/match/desportivo-aves/nacional/1998,1998,3,segunda_liga
FC Maia,União de Leiria,2-2,/match/fc-maia/uniao-leiria/1998,1998,3,segunda_liga
Paços Ferreira,FC Felgueiras,0-0,/match/pacos-ferreira/fc-felgueiras/1998,1998,3,segunda_liga
Beira Mar SC,União Madeira,0-2,/match/beira-mar/uniao-madeira/1998,1998,3,segunda_liga
Alverca,Estoril,1-1,/match/alverca/estoril/1998,1998,3,segunda_liga
Nacional,Torreense,0-2,/match/nacional/torreense/1998,1998,4,segunda_liga
Uniao Lamas,Academico Viseu,1-1,/match/uniao-lamas/academico-viseu/1998,1998,4,segunda_liga
Espinho,FC Maia,3-1,/match/espinho/fc-maia/1998,1998,4,segunda_liga
União Madeira,Alverca,1-3,/match/uniao-madeira/alverca/1998,1998,4,segunda_liga
FC Felgueiras,Feirense,1-0,/match/fc-felgueiras/feirense/1998,1998,4,segunda_liga
Penafiel,Gil Vicente,1-1,/match/penafiel/gil-vicente/1998,1998,4,segunda_liga
Estoril,Paços Ferreira,2-2,/match/estoril/pacos-ferreira/1998,1998,4,segunda_liga
Moreirense,Beira Mar SC,0-1,/match/moreirense-fc/beira-mar/1998,1998,4,segunda_liga
União de Leiria,Desportivo Aves,2-2,/match/uniao-leiria/desportivo-aves/1998,1998,4,segunda_liga
