Home_Team,Away_Team,Result,Link,Season,Round,League
Blackburn Rovers,Wolves,1-2,/match/blackburn-rovers-fc/wolverhampton/2012,2012,1,premier_league
Fulham,Aston Villa,0-0,/match/fulham/aston-villa-fc/2012,2012,1,premier_league
Liverpool,Sunderland,1-1,/match/liverpool/sunderland-afc/2012,2012,1,premier_league
Queens Park Range.,Bolton Wanderers,0-4,/match/queens-park-rangers-fc/bolton-wanderers-fc/2012,2012,1,premier_league
Wigan Athletic,Norwich City,1-1,/match/wigan-athletic/norwich-city-fc/2012,2012,1,premier_league
Newcastle,Arsenal,0-0,/match/newcastle-united-fc/arsenal/2012,2012,1,premier_league
Stoke City,Chelsea,0-0,/match/stoke-city/chelsea-fc/2012,2012,1,premier_league
West Bromwich Alb.,Man. Utd,1-2,/match/west-bromwich/manchester-united-fc/2012,2012,1,premier_league
Man. City,Swansea City,4-0,/match/manchester-city-fc/swansea-city-afc/2012,2012,1,premier_league
Tottenham Hotspur,Everton,2-0,/match/tottenham-hotspur-fc/everton-fc/2012,2012,1,premier_league
Sunderland,Newcastle,0-1,/match/sunderland-afc/newcastle-united-fc/2012,2012,2,premier_league
Arsenal,Liverpool,0-2,/match/arsenal/liverpool/2012,2012,2,premier_league
Aston Villa,Blackburn Rovers,3-1,/match/aston-villa-fc/blackburn-rovers-fc/2012,2012,2,premier_league
Everton,Queens Park Range.,0-1,/match/everton-fc/queens-park-rangers-fc/2012,2012,2,premier_league
Swansea City,Wigan Athletic,0-0,/match/swansea-city-afc/wigan-athletic/2012,2012,2,premier_league
Chelsea,West Bromwich Alb.,2-1,/match/chelsea-fc/west-bromwich/2012,2012,2,premier_league
Norwich City,Stoke City,1-1,/match/norwich-city-fc/stoke-city/2012,2012,2,premier_league
Wolves,Fulham,2-0,/match/wolverhampton/fulham/2012,2012,2,premier_league
Bolton Wanderers,Man. City,2-3,/match/bolton-wanderers-fc/manchester-city-fc/2012,2012,2,premier_league
Man. Utd,Tottenham Hotspur,3-0,/match/manchester-united-fc/tottenham-hotspur-fc/2012,2012,2,premier_league
Aston Villa,Wolves,0-0,/match/aston-villa-fc/wolverhampton/2012,2012,3,premier_league
Wigan Athletic,Queens Park Range.,2-0,/match/wigan-athletic/queens-park-rangers-fc/2012,2012,3,premier_league
Blackburn Rovers,Everton,0-1,/match/blackburn-rovers-fc/everton-fc/2012,2012,3,premier_league
Chelsea,Norwich City,3-1,/match/chelsea-fc/norwich-city-fc/2012,2012,3,premier_league
Swansea City,Sunderland,0-0,/match/swansea-city-afc/sunderland-afc/2012,2012,3,premier_league
Liverpool,Bolton Wanderers,3-1,/match/liverpool/bolton-wanderers-fc/2012,2012,3,premier_league
Newcastle,Fulham,2-1,/match/newcastle-united-fc/fulham/2012,2012,3,premier_league
