Home_Team,Away_Team,Result,Link,Season,Round,League
Chelsea,Hull City,2-1,/match/chelsea-fc/hull-city/2010,2010,1,premier_league
Aston Villa,Wigan Athletic,0-2,/match/aston-villa-fc/wigan-athletic/2010,2010,1,premier_league
Blackburn Rovers,Man. City,0-2,/match/blackburn-rovers-fc/manchester-city-fc/2010,2010,1,premier_league
Bolton Wanderers,Sunderland,0-1,/match/bolton-wanderers-fc/sunderland-afc/2010,2010,1,premier_league
Portsmouth,Fulham,0-1,/match/portsmouth/fulham/2010,2010,1,premier_league
Stoke City,Burnley,2-0,/match/stoke-city/burnley-fc/2010,2010,1,premier_league
Wolves,West Ham,0-2,/match/wolverhampton/west-ham-united/2010,2010,1,premier_league
Everton,Arsenal,1-6,/match/everton-fc/arsenal/2010,2010,1,premier_league
Man. Utd,Birmingham City,1-0,/match/manchester-united-fc/birmingham-city-fc/2010,2010,1,premier_league
Tottenham Hotspur,Liverpool,2-1,/match/tottenham-hotspur-fc/liverpool/2010,2010,1,premier_league
Sunderland,Chelsea,1-3,/match/sunderland-afc/chelsea-fc/2010,2010,2,premier_league
Wigan Athletic,Wolves,0-1,/match/wigan-athletic/wolverhampton/2010,2010,2,premier_league
Birmingham City,Portsmouth,1-0,/match/birmingham-city-fc/portsmouth/2010,2010,2,premier_league
Burnley,Man. Utd,1-0,/match/burnley-fc/manchester-united-fc/2010,2010,2,premier_league
Hull City,Tottenham Hotspur,1-5,/match/hull-city/tottenham-hotspur-fc/2010,2010,2,premier_league
Liverpool,Stoke City,4-0,/match/liverpool/stoke-city/2010,2010,2,premier_league
West Ham,Aston Villa,2-1,/match/west-ham-united/aston-villa-fc/2010,2010,2,premier_league
Fulham,Blackburn Rovers,3-0,/match/fulham/blackburn-rovers-fc/2010,2010,2,premier_league
Arsenal,Bolton Wanderers,4-2,/match/arsenal/bolton-wanderers-fc/2010,2010,2,premier_league
Man. City,Everton,0-2,/match/manchester-city-fc/everton-fc/2010,2010,2,premier_league
Arsenal,Portsmouth,4-1,/match/arsenal/portsmouth/2010,2010,3,premier_league
Birmingham City,Stoke City,0-0,/match/birmingham-city-fc/stoke-city/2010,2010,3,premier_league
Hull City,Bolton Wanderers,1-0,/match/hull-city/bolton-wanderers-fc/2010,2010,3,premier_league
Man. City,Wolves,1-0,/match/manchester-city-fc/wolverhampton/2010,2010,3,premier_league
Sunderland,Blackburn Rovers,2-1,/match/sunderland-afc/blackburn-rovers-fc/2010,2010,3,premier_league
Wigan Athletic,Man. Utd,0-5,/match/wigan-athletic/manchester-united-fc/2010,2010,3,premier_league
West Ham,Tottenham Hotspur,1-2,/match/west-ham-united/tottenham-hotspur-fc/2010,2010,3,premier_league
Burnley,Everton,1-0,/match/burnley-fc/everton-fc/2010,2010,3,premier_league
Fulham,Chelsea,0-2,/match/fulham/chelsea-fc/2010,2010,3,premier_league
Liverpool,Aston Villa,1-3,/match/liverpool/aston-villa-fc/2010,2010,3,premier_league
Chelsea,Burnley,3-0,/match/chelsea-fc/burnley-fc/2010,2010,4,premier_league
Blackburn Rovers,West Ham,0-0,/match/blackburn-rovers-fc/west-ham-united/2010,2010,4,premier_league
Bolton Wanderers,Liverpool,2-3,/match/bolton-wanderers-fc/liverpool/2010,2010,4,premier_league
Stoke City,Sunderland,1-0,/match/stoke-city/sunderland-afc/2010,2010,4,premier_league
Tottenham Hotspur,Birmingham City,2-1,/match/tottenham-hotspur-fc/birmingham-city-fc/2010,2010,4,premier_league
Wolves,Hull City,1-1,/match/wolverhampton/hull-city/2010,2010,4,premier_league
Man. Utd,Arsenal,2-1,/match/manchester-united-fc/arsenal/2010,2010,4,premier_league
Portsmouth,Man. City,0-1,/match/portsmouth/manchester-city-fc/2010,2010,4,premier_league
Everton,Wigan Athletic,2-1,/match/everton-fc/wigan-athletic/2010,2010,4,premier_league
Aston Villa,Fulham,2-0,/match/aston-villa-fc/fulham/2010,2010,4,premier_league
Blackburn Rovers,Wolves,3-1,/match/blackburn-rovers-fc/wolverhampton/2010,2010,5,premier_league
Liverpool,Burnley,4-0,/match/liverpool/burnley-fc/2010,2010,5,premier_league
Man. City,Arsenal,4-2,/match/manchester-city-fc/arsenal/2010,2010,5,premier_league
Portsmouth,Bolton Wanderers,2-3,/match/portsmouth/bolton-wanderers-fc/2010,2010,5,premier_league
Stoke City,Chelsea,1-2,/match/stoke-city/chelsea-fc/2010,2010,5,premier_league
Sunderland,Hull City,4-1,/match/sunderland-afc/hull-city/2010,2010,5,premier_league
Wigan Athletic,West Ham,1-0,/match/wigan-athletic/west-ham-united/2010,2010,5,premier_league
Tottenham Hotspur,Man. Utd,1-3,/match/tottenham-hotspur-fc/manchester-united-fc/2010,2010,5,premier_league
Birmingham City,Aston Villa,0-1,/match/birmingham-city-fc/aston-villa-fc/2010,2010,5,premier_league
Fulham,Everton,2-1,/match/fulham/everton-fc/2010,2010,5,premier_league
Burnley,Sunderland,3-1,/match/burnley-fc/sunderland-afc/2010,2010,6,premier_league
Arsenal,Wigan Athletic,4-0,/match/arsenal/wigan-athletic/2010,2010,6,premier_league
Aston Villa,Portsmouth,2-0,/match/aston-villa-fc/portsmouth/2010,2010,6,premier_league
Bolton Wanderers,Stoke City,1-1,/match/bolton-wanderers-fc/stoke-city/2010,2010,6,premier_league
Hull City,Birmingham City,0-1,/match/hull-city/birmingham-city-fc/2010,2010,6,premier_league
West Ham,Liverpool,2-3,/match/west-ham-united/liverpool/2010,2010,6,premier_league
Man. Utd,Man. City,4-3,/match/manchester-united-fc/manchester-city-fc/2010,2010,6,premier_league
Wolves,Fulham,2-1,/match/wolverhampton/fulham/2010,2010,6,premier_league
Everton,Blackburn Rovers,3-0,/match/everton-fc/blackburn-rovers-fc/2010,2010,6,premier_league
Chelsea,Tottenham Hotspur,3-0,/match/chelsea-fc/tottenham-hotspur-fc/2010,2010,6,premier_league
Portsmouth,Everton,0-1,/match/portsmouth/everton-fc/2010,2010,7,premier_league
Birmingham City,Bolton Wanderers,1-2,/match/birmingham-city-fc/bolton-wanderers-fc/2010,2010,7,premier_league
Blackburn Rovers,Aston Villa,2-1,/match/blackburn-rovers-fc/aston-villa-fc/2010,2010,7,premier_league
Liverpool,Hull City,6-1,/match/liverpool/hull-city/2010,2010,7,premier_league
Stoke City,Man. Utd,0-2,/match/stoke-city/manchester-united-fc/2010,2010,7,premier_league
