Home_Team,Away_Team,Result,Link,Season,Round,League
Sunderland,Tottenham Hotspur,1-0,/match/sunderland-afc/tottenham-hotspur-fc/2008,2008,1,premier_league
Bolton Wanderers,Newcastle,1-3,/match/bolton-wanderers-fc/newcastle-united-fc/2008,2008,1,premier_league
Derby County,Portsmouth,2-2,/match/derby-county-fc/portsmouth/2008,2008,1,premier_league
Everton,Wigan Athletic,2-1,/match/everton-fc/wigan-athletic/2008,2008,1,premier_league
Middlesbrough,Blackburn Rovers,1-2,/match/middlesbrough-fc/blackburn-rovers-fc/2008,2008,1,premier_league
West Ham,Man. City,0-2,/match/west-ham-united/manchester-city-fc/2008,2008,1,premier_league
Aston Villa,Liverpool,1-2,/match/aston-villa-fc/liverpool/2008,2008,1,premier_league
Arsenal,Fulham,2-1,/match/arsenal/fulham/2008,2008,1,premier_league
Chelsea,Birmingham City,3-2,/match/chelsea-fc/birmingham-city-fc/2008,2008,1,premier_league
Man. Utd,Reading,0-0,/match/manchester-united-fc/reading-fc/2008,2008,1,premier_league
Tottenham Hotspur,Everton,1-3,/match/tottenham-hotspur-fc/everton-fc/2008,2008,2,premier_league
Birmingham City,Sunderland,2-2,/match/birmingham-city-fc/sunderland-afc/2008,2008,2,premier_league
Fulham,Bolton Wanderers,2-1,/match/fulham/bolton-wanderers-fc/2008,2008,2,premier_league
Man. City,Derby County,1-0,/match/manchester-city-fc/derby-county-fc/2008,2008,2,premier_league
Portsmouth,Man. Utd,1-1,/match/portsmouth/manchester-united-fc/2008,2008,2,premier_league
Reading,Chelsea,1-2,/match/reading-fc/chelsea-fc/2008,2008,2,premier_league
Wigan Athletic,Middlesbrough,1-0,/match/wigan-athletic/middlesbrough-fc/2008,2008,2,premier_league
Blackburn Rovers,Aston Villa,0-4,/match/blackburn-rovers-fc/aston-villa-fc/2008,2008,2,premier_league
Newcastle,Arsenal,1-1,/match/newcastle-united-fc/arsenal/2008,2008,2,premier_league
Liverpool,West Ham,4-0,/match/liverpool/west-ham-united/2008,2008,2,premier_league
Portsmouth,Bolton Wanderers,3-1,/match/portsmouth/bolton-wanderers-fc/2008,2008,3,premier_league
Birmingham City,West Ham,0-1,/match/birmingham-city-fc/west-ham-united/2008,2008,3,premier_league
Fulham,Middlesbrough,1-2,/match/fulham/middlesbrough-fc/2008,2008,3,premier_league
Reading,Everton,1-0,/match/reading-fc/everton-fc/2008,2008,3,premier_league
Tottenham Hotspur,Derby County,4-0,/match/tottenham-hotspur-fc/derby-county-fc/2008,2008,3,premier_league
Wigan Athletic,Sunderland,3-0,/match/wigan-athletic/sunderland-afc/2008,2008,3,premier_league
Newcastle,Aston Villa,0-0,/match/newcastle-united-fc/aston-villa-fc/2008,2008,3,premier_league
Man. City,Man. Utd,1-0,/match/manchester-city-fc/manchester-united-fc/2008,2008,3,premier_league
Blackburn Rovers,Arsenal,1-1,/match/blackburn-rovers-fc/arsenal/2008,2008,3,premier_league
Liverpool,Chelsea,1-1,/match/liverpool/chelsea-fc/2008,2008,3,premier_league
Sunderland,Liverpool,0-2,/match/sunderland-afc/liverpool/2008,2008,4,premier_league
Arsenal,Man. City,1-0,/match/arsenal/manchester-city-fc/2008,2008,4,premier_league
Aston Villa,Fulham,2-1,/match/aston-villa-fc/fulham/2008,2008,4,premier_league
Bolton Wanderers,Reading,3-0,/match/bolton-wanderers-fc/reading-fc/2008,2008,4,premier_league
Chelsea,Portsmouth,1-0,/match/chelsea-fc/portsmouth/2008,2008,4,premier_league
Derby County,Birmingham City,1-2,/match/derby-county-fc/birmingham-city-fc/2008,2008,4,premier_league
West Ham,Wigan Athletic,1-1,/match/west-ham-united/wigan-athletic/2008,2008,4,premier_league
Everton,Blackburn Rovers,1-1,/match/everton-fc/blackburn-rovers-fc/2008,2008,4,premier_league
Middlesbrough,Newcastle,2-2,/match/middlesbrough-fc/newcastle-united-fc/2008,2008,4,premier_league
Man. Utd,Tottenham Hotspur,1-0,/match/manchester-united-fc/tottenham-hotspur-fc/2008,2008,4,premier_league
Bolton Wanderers,Everton,1-2,/match/bolton-wanderers-fc/everton-fc/2008,2008,5,premier_league
Fulham,Tottenham Hotspur,3-3,/match/fulham/tottenham-hotspur-fc/2008,2008,5,premier_league
Liverpool,Derby County,6-0,/match/liverpool/derby-county-fc/2008,2008,5,premier_league
Middlesbrough,Birmingham City,2-0,/match/middlesbrough-fc/birmingham-city-fc/2008,2008,5,premier_league
Newcastle,Wigan Athletic,1-0,/match/newcastle-united-fc/wigan-athletic/2008,2008,5,premier_league
Reading,West Ham,0-3,/match/reading-fc/west-ham-united/2008,2008,5,premier_league
Man. Utd,Sunderland,1-0,/match/manchester-united-fc/sunderland-afc/2008,2008,5,premier_league
Arsenal,Portsmouth,3-1,/match/arsenal/portsmouth/2008,2008,5,premier_league
Blackburn Rovers,Man. City,1-0,/match/blackburn-rovers-fc/manchester-city-fc/2008,2008,5,premier_league
Aston Villa,Chelsea,2-0,/match/aston-villa-fc/chelsea-fc/2008,2008,5,premier_league
Everton,Man. Utd,0-1,/match/everton-fc/manchester-united-fc/2008,2008,6,premier_league
Portsmouth,Liverpool,0-0,/match/portsmouth/liverpool/2008,2008,6,premier_league
Tottenham Hotspur,Arsenal,1-3,/match/tottenham-hotspur-fc/arsenal/2008,2008,6,premier_league
Birmingham City,Bolton Wanderers,1-0,/match/birmingham-city-fc/bolton-wanderers-fc/2008,2008,6,premier_league
Sunderland,Reading,2-1,/match/sunderland-afc/reading-fc/2008,2008,6,premier_league
West Ham,Middlesbrough,3-0,/match/west-ham-united/middlesbrough-fc/2008,2008,6,premier_league
Wigan Athletic,Fulham,1-1,/match/wigan-athletic/fulham/2008,2008,6,premier_league
Chelsea,Blackburn Rovers,0-0,/match/chelsea-fc/blackburn-rovers-fc/2008,2008,6,premier_league
Man. City,Aston Villa,1-0,/match/manchester-city-fc/aston-villa-fc/2008,2008,6,premier_league
Derby County,Newcastle,1-0,/match/derby-county-fc/newcastle-united-fc/2008,2008,6,premier_league
Arsenal,Derby County,5-0,/match/arsenal/derby-county-fc/2008,2008,7,premier_league
Liverpool,Birmingham City,0-0,/match/liverpool/birmingham-city-fc/2008,2008,7,premier_league
Middlesbrough,Sunderland,2-2,/match/middlesbrough-fc/sunderland-afc/2008,2008,7,premier_league
Reading,Wigan Athletic,2-1,/match/reading-fc/wigan-athletic/2008,2008,7,premier_league
Fulham,Man. City,3-3,/match/fulham/manchester-city-fc/2008,2008,7,premier_league
Newcastle,West Ham,3-1,/match/newcastle-united-fc/west-ham-united/2008,2008,7,premier_league
Aston Villa,Everton,2-0,/match/aston-villa-fc/everton-fc/2008,2008,7,premier_league
Blackburn Rovers,Portsmouth,0-1,/match/blackburn-rovers-fc/portsmouth/2008,2008,7,premier_league
Bolton Wanderers,Tottenham Hotspur,1-1,/match/bolton-wanderers-fc/tottenham-hotspur-fc/2008,2008,7,premier_league
Man. Utd,Chelsea,2-0,/match/manchester-united-fc/chelsea-fc/2008,2008,7,premier_league
Man. City,Newcastle,3-1,/match/manchester-city-fc/newcastle-united-fc/2008,2008,8,premier_league
Chelsea,Fulham,0-0,/match/chelsea-fc/fulham/2008,2008,8,premier_league
Derby County,Bolton Wanderers,1-1,/match/derby-county-fc/bolton-wanderers-fc/2008,2008,8,premier_league
Portsmouth,Reading,7-4,/match/portsmouth/reading-fc/2008,2008,8,premier_league
Sunderland,Blackburn Rovers,1-2,/match/sunderland-afc/blackburn-rovers-fc/2008,2008,8,premier_league
West Ham,Arsenal,0-1,/match/west-ham-united/arsenal/2008,2008,8,premier_league
Wigan Athletic,Liverpool,0-1,/match/wigan-athletic/liverpool/2008,2008,8,premier_league
Birmingham City,Man. Utd,0-1,/match/birmingham-city-fc/manchester-united-fc/2008,2008,8,premier_league
Everton,Middlesbrough,2-0,/match/everton-fc/middlesbrough-fc/2008,2008,8,premier_league
Tottenham Hotspur,Aston Villa,4-4,/match/tottenham-hotspur-fc/aston-villa-fc/2008,2008,8,premier_league
Man. Utd,Wigan Athletic,4-0,/match/manchester-united-fc/wigan-athletic/2008,2008,9,premier_league
Aston Villa,West Ham,1-0,/match/aston-villa-fc/west-ham-united/2008,2008,9,premier_league
Arsenal,Sunderland,3-2,/match/arsenal/sunderland-afc/2008,2008,9,premier_league
Reading,Derby County,1-0,/match/reading-fc/derby-county-fc/2008,2008,9,premier_league
Blackburn Rovers,Birmingham City,2-1,/match/blackburn-rovers-fc/birmingham-city-fc/2008,2008,9,premier_league
Bolton Wanderers,Chelsea,0-1,/match/bolton-wanderers-fc/chelsea-fc/2008,2008,9,premier_league
Liverpool,Tottenham Hotspur,2-2,/match/liverpool/tottenham-hotspur-fc/2008,2008,9,premier_league
Man. City,Middlesbrough,3-1,/match/manchester-city-fc/middlesbrough-fc/2008,2008,9,premier_league
Newcastle,Everton,3-2,/match/newcastle-united-fc/everton-fc/2008,2008,9,premier_league
Fulham,Portsmouth,0-2,/match/fulham/portsmouth/2008,2008,9,premier_league
Everton,Liverpool,1-2,/match/everton-fc/liverpool/2008,2008,10,premier_league
Arsenal,Bolton Wanderers,2-0,/match/arsenal/bolton-wanderers-fc/2008,2008,10,premier_league
Blackburn Rovers,Reading,4-2,/match/blackburn-rovers-fc/reading-fc/2008,2008,10,premier_league
Fulham,Derby County,0-0,/match/fulham/derby-county-fc/2008,2008,10,premier_league
Man. City,Birmingham City,1-0,/match/manchester-city-fc/birmingham-city-fc/2008,2008,10,premier_league
Middlesbrough,Chelsea,0-2,/match/middlesbrough-fc/chelsea-fc/2008,2008,10,premier_league
Wigan Athletic,Portsmouth,0-2,/match/wigan-athletic/portsmouth/2008,2008,10,premier_league
Aston Villa,Man. Utd,1-4,/match/aston-villa-fc/manchester-united-fc/2008,2008,10,premier_league
West Ham,Sunderland,3-1,/match/west-ham-united/sunderland-afc/2008,2008,10,premier_league
Newcastle,Tottenham Hotspur,3-1,/match/newcastle-united-fc/tottenham-hotspur-fc/2008,2008,10,premier_league
Birmingham City,Wigan Athletic,3-2,/match/birmingham-city-fc/wigan-athletic/2008,2008,11,premier_league
Chelsea,Man. City,6-0,/match/chelsea-fc/manchester-city-fc/2008,2008,11,premier_league
Man. Utd,Middlesbrough,4-1,/match/manchester-united-fc/middlesbrough-fc/2008,2008,11,premier_league
Reading,Newcastle,2-1,/match/reading-fc/newcastle-united-fc/2008,2008,11,premier_league
Sunderland,Fulham,1-1,/match/sunderland-afc/fulham/2008,2008,11,premier_league
Portsmouth,West Ham,0-0,/match/portsmouth/west-ham-united/2008,2008,11,premier_league
Bolton Wanderers,Aston Villa,1-1,/match/bolton-wanderers-fc/aston-villa-fc/2008,2008,11,premier_league
Derby County,Everton,0-2,/match/derby-county-fc/everton-fc/2008,2008,11,premier_league
Tottenham Hotspur,Blackburn Rovers,1-2,/match/tottenham-hotspur-fc/blackburn-rovers-fc/2008,2008,11,premier_league
Liverpool,Arsenal,1-1,/match/liverpool/arsenal/2008,2008,11,premier_league
Arsenal,Man. Utd,2-2,/match/arsenal/manchester-united-fc/2008,2008,12,premier_league
Aston Villa,Derby County,2-0,/match/aston-villa-fc/derby-county-fc/2008,2008,12,premier_league
Everton,Birmingham City,3-1,/match/everton-fc/birmingham-city-fc/2008,2008,12,premier_league
Fulham,Reading,3-1,/match/fulham/reading-fc/2008,2008,12,premier_league
Middlesbrough,Tottenham Hotspur,1-1,/match/middlesbrough-fc/tottenham-hotspur-fc/2008,2008,12,premier_league
Newcastle,Portsmouth,1-4,/match/newcastle-united-fc/portsmouth/2008,2008,12,premier_league
Wigan Athletic,Chelsea,0-2,/match/wigan-athletic/chelsea-fc/2008,2008,12,premier_league
Blackburn Rovers,Liverpool,0-0,/match/blackburn-rovers-fc/liverpool/2008,2008,12,premier_league
West Ham,Bolton Wanderers,1-1,/match/west-ham-united/bolton-wanderers-fc/2008,2008,12,premier_league
Man. City,Sunderland,1-0,/match/manchester-city-fc/sunderland-afc/2008,2008,12,premier_league
Sunderland,Newcastle,1-1,/match/sunderland-afc/newcastle-united-fc/2008,2008,13,premier_league
Derby County,West Ham,0-5,/match/derby-county-fc/west-ham-united/2008,2008,13,premier_league
Liverpool,Fulham,2-0,/match/liverpool/fulham/2008,2008,13,premier_league
Birmingham City,Aston Villa,1-2,/match/birmingham-city-fc/aston-villa-fc/2008,2008,13,premier_league
Chelsea,Everton,1-1,/match/chelsea-fc/everton-fc/2008,2008,13,premier_league
Bolton Wanderers,Middlesbrough,0-0,/match/bolton-wanderers-fc/middlesbrough-fc/2008,2008,13,premier_league
Man. Utd,Blackburn Rovers,2-0,/match/manchester-united-fc/blackburn-rovers-fc/2008,2008,13,premier_league
Tottenham Hotspur,Wigan Athletic,4-0,/match/tottenham-hotspur-fc/wigan-athletic/2008,2008,13,premier_league
Portsmouth,Man. City,0-0,/match/portsmouth/manchester-city-fc/2008,2008,13,premier_league
Reading,Arsenal,1-3,/match/reading-fc/arsenal/2008,2008,13,premier_league
Newcastle,Liverpool,0-3,/match/newcastle-united-fc/liverpool/2008,2008,14,premier_league
Arsenal,Wigan Athletic,2-0,/match/arsenal/wigan-athletic/2008,2008,14,premier_league
Birmingham City,Portsmouth,0-2,/match/birmingham-city-fc/portsmouth/2008,2008,14,premier_league
Bolton Wanderers,Man. Utd,1-0,/match/bolton-wanderers-fc/manchester-united-fc/2008,2008,14,premier_league
Everton,Sunderland,7-1,/match/everton-fc/sunderland-afc/2008,2008,14,premier_league
Man. City,Reading,2-1,/match/manchester-city-fc/reading-fc/2008,2008,14,premier_league
Middlesbrough,Aston Villa,0-3,/match/middlesbrough-fc/aston-villa-fc/2008,2008,14,premier_league
Derby County,Chelsea,0-2,/match/derby-county-fc/chelsea-fc/2008,2008,14,premier_league
West Ham,Tottenham Hotspur,1-1,/match/west-ham-united/tottenham-hotspur-fc/2008,2008,14,premier_league
Fulham,Blackburn Rovers,2-2,/match/fulham/blackburn-rovers-fc/2008,2008,14,premier_league
Chelsea,West Ham,1-0,/match/chelsea-fc/west-ham-united/2008,2008,15,premier_league
Blackburn Rovers,Newcastle,3-1,/match/blackburn-rovers-fc/newcastle-united-fc/2008,2008,15,premier_league
Portsmouth,Everton,0-0,/match/portsmouth/everton-fc/2008,2008,15,premier_league
Reading,Middlesbrough,1-1,/match/reading-fc/middlesbrough-fc/2008,2008,15,premier_league
Sunderland,Derby County,1-0,/match/sunderland-afc/derby-county-fc/2008,2008,15,premier_league
Wigan Athletic,Man. City,1-1,/match/wigan-athletic/manchester-city-fc/2008,2008,15,premier_league
