Home_Team,Away_Team,Result,Link,Season,Round,League
Tottenham Hotspur,Man. City,0-0,/match/tottenham-hotspur-fc/manchester-city-fc/2011,2011,1,premier_league
Aston Villa,West Ham,3-0,/match/aston-villa-fc/west-ham-united/2011,2011,1,premier_league
Blackburn Rovers,Everton,1-0,/match/blackburn-rovers-fc/everton-fc/2011,2011,1,premier_league
Wigan Athletic,Blackpool,0-4,/match/wigan-athletic/blackpool-fc/2011,2011,1,premier_league
Bolton Wanderers,Fulham,0-0,/match/bolton-wanderers-fc/fulham/2011,2011,1,premier_league
Sunderland,Birmingham City,2-2,/match/sunderland-afc/birmingham-city-fc/2011,2011,1,premier_league
Wolves,Stoke City,2-1,/match/wolverhampton/stoke-city/2011,2011,1,premier_league
Chelsea,West Bromwich Alb.,6-0,/match/chelsea-fc/west-bromwich/2011,2011,1,premier_league
Liverpool,Arsenal,1-1,/match/liverpool/arsenal/2011,2011,1,premier_league
Man. Utd,Newcastle,3-0,/match/manchester-united-fc/newcastle-united-fc/2011,2011,1,premier_league
Arsenal,Blackpool,6-0,/match/arsenal/blackpool-fc/2011,2011,2,premier_league
Birmingham City,Blackburn Rovers,2-1,/match/birmingham-city-fc/blackburn-rovers-fc/2011,2011,2,premier_league
Everton,Wolves,1-1,/match/everton-fc/wolverhampton/2011,2011,2,premier_league
Stoke City,Tottenham Hotspur,1-2,/match/stoke-city/tottenham-hotspur-fc/2011,2011,2,premier_league
West Bromwich Alb.,Sunderland,1-0,/match/west-bromwich/sunderland-afc/2011,2011,2,premier_league
West Ham,Bolton Wanderers,1-3,/match/west-ham-united/bolton-wanderers-fc/2011,2011,2,premier_league
Wigan Athletic,Chelsea,0-6,/match/wigan-athletic/chelsea-fc/2011,2011,2,premier_league
Newcastle,Aston Villa,6-0,/match/newcastle-united-fc/aston-villa-fc/2011,2011,2,premier_league
Fulham,Man. Utd,2-2,/match/fulham/manchester-united-fc/2011,2011,2,premier_league
Man. City,Liverpool,3-0,/match/manchester-city-fc/liverpool/2011,2011,2,premier_league
Blackburn Rovers,Arsenal,1-2,/match/blackburn-rovers-fc/arsenal/2011,2011,3,premier_league
Blackpool,Fulham,2-2,/match/blackpool-fc/fulham/2011,2011,3,premier_league
Chelsea,Stoke City,2-0,/match/chelsea-fc/stoke-city/2011,2011,3,premier_league
Tottenham Hotspur,Wigan Athletic,0-1,/match/tottenham-hotspur-fc/wigan-athletic/2011,2011,3,premier_league
Wolves,Newcastle,1-1,/match/wolverhampton/newcastle-united-fc/2011,2011,3,premier_league
Man. Utd,West Ham,3-0,/match/manchester-united-fc/west-ham-united/2011,2011,3,premier_league
Bolton Wanderers,Birmingham City,2-2,/match/bolton-wanderers-fc/birmingham-city-fc/2011,2011,3,premier_league
Liverpool,West Bromwich Alb.,1-0,/match/liverpool/west-bromwich/2011,2011,3,premier_league
Sunderland,Man. City,1-0,/match/sunderland-afc/manchester-city-fc/2011,2011,3,premier_league
Aston Villa,Everton,1-0,/match/aston-villa-fc/everton-fc/2011,2011,3,premier_league
Everton,Man. Utd,3-3,/match/everton-fc/manchester-united-fc/2011,2011,4,premier_league
Arsenal,Bolton Wanderers,4-1,/match/arsenal/bolton-wanderers-fc/2011,2011,4,premier_league
Fulham,Wolves,2-1,/match/fulham/wolverhampton/2011,2011,4,premier_league
Man. City,Blackburn Rovers,1-1,/match/manchester-city-fc/blackburn-rovers-fc/2011,2011,4,premier_league
Newcastle,Blackpool,0-2,/match/newcastle-united-fc/blackpool-fc/2011,2011,4,premier_league
West Bromwich Alb.,Tottenham Hotspur,1-1,/match/west-bromwich/tottenham-hotspur-fc/2011,2011,4,premier_league
West Ham,Chelsea,1-3,/match/west-ham-united/chelsea-fc/2011,2011,4,premier_league
Wigan Athletic,Sunderland,1-1,/match/wigan-athletic/sunderland-afc/2011,2011,4,premier_league
Birmingham City,Liverpool,0-0,/match/birmingham-city-fc/liverpool/2011,2011,4,premier_league
Stoke City,Aston Villa,2-1,/match/stoke-city/aston-villa-fc/2011,2011,4,premier_league
Stoke City,West Ham,1-1,/match/stoke-city/west-ham-united/2011,2011,5,premier_league
Aston Villa,Bolton Wanderers,1-1,/match/aston-villa-fc/bolton-wanderers-fc/2011,2011,5,premier_league
Blackburn Rovers,Fulham,1-1,/match/blackburn-rovers-fc/fulham/2011,2011,5,premier_league
Everton,Newcastle,0-1,/match/everton-fc/newcastle-united-fc/2011,2011,5,premier_league
Tottenham Hotspur,Wolves,3-1,/match/tottenham-hotspur-fc/wolverhampton/2011,2011,5,premier_league
