Home_Team,Away_Team,Result,Link,Season,Round,League
Arsenal,Leicester,4-3,/match/arsenal/leicester-city-fc/2018,2018,1,premier_league
Watford,Liverpool,3-3,/match/watford-fc/liverpool/2018,2018,1,premier_league
Chelsea,Burnley,2-3,/match/chelsea-fc/burnley-fc/2018,2018,1,premier_league
Crystal Palace,Huddersfield Town,0-3,/match/crystal-palace-fc/huddersfield-town-fc/2018,2018,1,premier_league
Everton,Stoke City,1-0,/match/everton-fc/stoke-city/2018,2018,1,premier_league
Southampton,Swansea City,0-0,/match/southampton-fc/swansea-city-afc/2018,2018,1,premier_league
West Bromwich Alb.,AFC Bournemouth,1-0,/match/west-bromwich/afc-bournemouth/2018,2018,1,premier_league
Brighton Hove Alb.,Man. City,0-2,/match/brighton-amp-hov/manchester-city-fc/2018,2018,1,premier_league
Newcastle,Tottenham Hotspur,0-2,/match/newcastle-united-fc/tottenham-hotspur-fc/2018,2018,1,premier_league
Man. Utd,West Ham,4-0,/match/manchester-united-fc/west-ham-united/2018,2018,1,premier_league
Swansea City,Man. Utd,0-4,/match/swansea-city-afc/manchester-united-fc/2018,2018,2,premier_league
AFC Bournemouth,Watford,0-2,/match/afc-bournemouth/watford-fc/2018,2018,2,premier_league
Burnley,West Bromwich Alb.,0-1,/match/burnley-fc/west-bromwich/2018,2018,2,premier_league
Leicester,Brighton Hove Alb.,2-0,/match/leicester-city-fc/brighton-amp-hov/2018,2018,2,premier_league
Liverpool,Crystal Palace,1-0,/match/liverpool/crystal-palace-fc/2018,2018,2,premier_league
Southampton,West Ham,3-2,/match/southampton-fc/west-ham-united/2018,2018,2,premier_league
Stoke City,Arsenal,1-0,/match/stoke-city/arsenal/2018,2018,2,premier_league
Huddersfield Town,Newcastle,1-0,/match/huddersfield-town-fc/newcastle-united-fc/2018,2018,2,premier_league
Tottenham Hotspur,Chelsea,1-2,/match/tottenham-hotspur-fc/chelsea-fc/2018,2018,2,premier_league
Man. City,Everton,1-1,/match/manchester-city-fc/everton-fc/2018,2018,2,premier_league
AFC Bournemouth,Man. City,1-2,/match/afc-bournemouth/manchester-city-fc/2018,2018,3,premier_league
Crystal Palace,Swansea City,0-2,/match/crystal-palace-fc/swansea-city-afc/2018,2018,3,premier_league
Huddersfield Town,Southampton,0-0,/match/huddersfield-town-fc/southampton-fc/2018,2018,3,premier_league
Newcastle,West Ham,3-0,/match/newcastle-united-fc/west-ham-united/2018,2018,3,premier_league
Watford,Brighton Hove Alb.,0-0,/match/watford-fc/brighton-amp-hov/2018,2018,3,premier_league
Man. Utd,Leicester,2-0,/match/manchester-united-fc/leicester-city-fc/2018,2018,3,premier_league
Chelsea,Everton,2-0,/match/chelsea-fc/everton-fc/2018,2018,3,premier_league
West Bromwich Alb.,Stoke City,1-1,/match/west-bromwich/stoke-city/2018,2018,3,premier_league
Liverpool,Arsenal,4-0,/match/liverpool/arsenal/2018,2018,3,premier_league
Tottenham Hotspur,Burnley,1-1,/match/tottenham-hotspur-fc/burnley-fc/2018,2018,3,premier_league
Man. City,Liverpool,5-0,/match/manchester-city-fc/liverpool/2018,2018,4,premier_league
Arsenal,AFC Bournemouth,3-0,/match/arsenal/afc-bournemouth/2018,2018,4,premier_league
Brighton Hove Alb.,West Bromwich Alb.,3-1,/match/brighton-amp-hov/west-bromwich/2018,2018,4,premier_league
Everton,Tottenham Hotspur,0-3,/match/everton-fc/tottenham-hotspur-fc/2018,2018,4,premier_league
Leicester,Chelsea,1-2,/match/leicester-city-fc/chelsea-fc/2018,2018,4,premier_league
Southampton,Watford,0-2,/match/southampton-fc/watford-fc/2018,2018,4,premier_league
Stoke City,Man. Utd,2-2,/match/stoke-city/manchester-united-fc/2018,2018,4,premier_league
Burnley,Crystal Palace,1-0,/match/burnley-fc/crystal-palace-fc/2018,2018,4,premier_league
Swansea City,Newcastle,0-1,/match/swansea-city-afc/newcastle-united-fc/2018,2018,4,premier_league
West Ham,Huddersfield Town,2-0,/match/west-ham-united/huddersfield-town-fc/2018,2018,4,premier_league
AFC Bournemouth,Brighton Hove Alb.,2-1,/match/afc-bournemouth/brighton-amp-hov/2018,2018,5,premier_league
Crystal Palace,Southampton,0-1,/match/crystal-palace-fc/southampton-fc/2018,2018,5,premier_league
Huddersfield Town,Leicester,1-1,/match/huddersfield-town-fc/leicester-city-fc/2018,2018,5,premier_league
Liverpool,Burnley,1-1,/match/liverpool/burnley-fc/2018,2018,5,premier_league
Newcastle,Stoke City,2-1,/match/newcastle-united-fc/stoke-city/2018,2018,5,premier_league
Watford,Man. City,0-6,/match/watford-fc/manchester-city-fc/2018,2018,5,premier_league
West Bromwich Alb.,West Ham,0-0,/match/west-bromwich/west-ham-united/2018,2018,5,premier_league
Tottenham Hotspur,Swansea City,0-0,/match/tottenham-hotspur-fc/swansea-city-afc/2018,2018,5,premier_league
Chelsea,Arsenal,0-0,/match/chelsea-fc/arsenal/2018,2018,5,premier_league
Man. Utd,Everton,4-0,/match/manchester-united-fc/everton-fc/2018,2018,5,premier_league
West Ham,Tottenham Hotspur,2-3,/match/west-ham-united/tottenham-hotspur-fc/2018,2018,6,premier_league
Burnley,Huddersfield Town,0-0,/match/burnley-fc/huddersfield-town-fc/2018,2018,6,premier_league
Everton,AFC Bournemouth,2-1,/match/everton-fc/afc-bournemouth/2018,2018,6,premier_league
Man. City,Crystal Palace,5-0,/match/manchester-city-fc/crystal-palace-fc/2018,2018,6,premier_league
Southampton,Man. Utd,0-1,/match/southampton-fc/manchester-united-fc/2018,2018,6,premier_league
Stoke City,Chelsea,0-4,/match/stoke-city/chelsea-fc/2018,2018,6,premier_league
Swansea City,Watford,1-2,/match/swansea-city-afc/watford-fc/2018,2018,6,premier_league
Leicester,Liverpool,2-3,/match/leicester-city-fc/liverpool/2018,2018,6,premier_league
Brighton Hove Alb.,Newcastle,1-0,/match/brighton-amp-hov/newcastle-united-fc/2018,2018,6,premier_league
Arsenal,West Bromwich Alb.,2-0,/match/arsenal/west-bromwich/2018,2018,6,premier_league
Huddersfield Town,Tottenham Hotspur,0-4,/match/huddersfield-town-fc/tottenham-hotspur-fc/2018,2018,7,premier_league
AFC Bournemouth,Leicester,0-0,/match/afc-bournemouth/leicester-city-fc/2018,2018,7,premier_league
Man. Utd,Crystal Palace,4-0,/match/manchester-united-fc/crystal-palace-fc/2018,2018,7,premier_league
Stoke City,Southampton,2-1,/match/stoke-city/southampton-fc/2018,2018,7,premier_league
West Bromwich Alb.,Watford,2-2,/match/west-bromwich/watford-fc/2018,2018,7,premier_league
West Ham,Swansea City,1-0,/match/west-ham-united/swansea-city-afc/2018,2018,7,premier_league
Chelsea,Man. City,0-1,/match/chelsea-fc/manchester-city-fc/2018,2018,7,premier_league
Arsenal,Brighton Hove Alb.,2-0,/match/arsenal/brighton-amp-hov/2018,2018,7,premier_league
Everton,Burnley,0-1,/match/everton-fc/burnley-fc/2018,2018,7,premier_league
Newcastle,Liverpool,1-1,/match/newcastle-united-fc/liverpool/2018,2018,7,premier_league
Liverpool,Man. Utd,0-0,/match/liverpool/manchester-united-fc/2018,2018,8,premier_league
Burnley,West Ham,1-1,/match/burnley-fc/west-ham-united/2018,2018,8,premier_league
Crystal Palace,Chelsea,2-1,/match/crystal-palace-fc/chelsea-fc/2018,2018,8,premier_league
Man. City,Stoke City,7-2,/match/manchester-city-fc/stoke-city/2018,2018,8,premier_league
Swansea City,Huddersfield Town,2-0,/match/swansea-city-afc/huddersfield-town-fc/2018,2018,8,premier_league
