Home_Team,Away_Team,Result,Link,Season,Round,League
Hull City,Leicester,2-1,/match/hull-city/leicester-city-fc/2017,2017,1,premier_league
Burnley,Swansea City,0-1,/match/burnley-fc/swansea-city-afc/2017,2017,1,premier_league
Crystal Palace,West Bromwich Alb.,0-1,/match/crystal-palace-fc/west-bromwich/2017,2017,1,premier_league
Everton,Tottenham Hotspur,1-1,/match/everton-fc/tottenham-hotspur-fc/2017,2017,1,premier_league
Middlesbrough,Stoke City,1-1,/match/middlesbrough-fc/stoke-city/2017,2017,1,premier_league
Southampton,Watford,1-1,/match/southampton-fc/watford-fc/2017,2017,1,premier_league
Man. City,Sunderland,2-1,/match/manchester-city-fc/sunderland-afc/2017,2017,1,premier_league
AFC Bournemouth,Man. Utd,1-3,/match/afc-bournemouth/manchester-united-fc/2017,2017,1,premier_league
Arsenal,Liverpool,3-4,/match/arsenal/liverpool/2017,2017,1,premier_league
Chelsea,West Ham,2-1,/match/chelsea-fc/west-ham-united/2017,2017,1,premier_league
Man. Utd,Southampton,2-0,/match/manchester-united-fc/southampton-fc/2017,2017,2,premier_league
Stoke City,Man. City,1-4,/match/stoke-city/manchester-city-fc/2017,2017,2,premier_league
Burnley,Liverpool,2-0,/match/burnley-fc/liverpool/2017,2017,2,premier_league
Swansea City,Hull City,0-2,/match/swansea-city-afc/hull-city/2017,2017,2,premier_league
Tottenham Hotspur,Crystal Palace,1-0,/match/tottenham-hotspur-fc/crystal-palace-fc/2017,2017,2,premier_league
Watford,Chelsea,1-2,/match/watford-fc/chelsea-fc/2017,2017,2,premier_league
West Bromwich Alb.,Everton,1-2,/match/west-bromwich/everton-fc/2017,2017,2,premier_league
Leicester,Arsenal,0-0,/match/leicester-city-fc/arsenal/2017,2017,2,premier_league
Sunderland,Middlesbrough,1-2,/match/sunderland-afc/middlesbrough-fc/2017,2017,2,premier_league
West Ham,AFC Bournemouth,1-0,/match/west-ham-united/afc-bournemouth/2017,2017,2,premier_league
Tottenham Hotspur,Liverpool,1-1,/match/tottenham-hotspur-fc/liverpool/2017,2017,3,premier_league
Chelsea,Burnley,3-0,/match/chelsea-fc/burnley-fc/2017,2017,3,premier_league
Crystal Palace,AFC Bournemouth,1-1,/match/crystal-palace-fc/afc-bournemouth/2017,2017,3,premier_league
Everton,Stoke City,1-0,/match/everton-fc/stoke-city/2017,2017,3,premier_league
Leicester,Swansea City,2-1,/match/leicester-city-fc/swansea-city-afc/2017,2017,3,premier_league
