Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
18,Nîmes,20,5,5,9,21,28,22,1998,19,ligue_2
19,Sporting Toulon,18,4,6,9,17,29,22,1998,19,ligue_2
20,ES Wasquehal,18,5,3,11,21,35,22,1998,19,ligue_2
21,Le Mans,17,4,5,10,17,23,22,1998,19,ligue_2
22,Louhans Cuiseaux,13,3,4,12,11,27,22,1998,19,ligue_2
1,Nancy,42,12,6,2,36,16,22,1998,20,ligue_2
2,Lorient,38,11,5,4,37,20,22,1998,20,ligue_2
3,Sochaux,35,10,5,5,29,17,22,1998,20,ligue_2
4,Troyes,35,9,8,3,29,21,22,1998,20,ligue_2
5,Lille,33,8,9,3,32,18,22,1998,20,ligue_2
6,Valence,33,8,9,3,27,21,22,1998,20,ligue_2
7,Beauvais Oise,29,6,11,3,23,20,22,1998,20,ligue_2
8,Nice,28,6,10,4,22,20,22,1998,20,ligue_2
9,FC Mulhouse,27,7,6,7,29,25,22,1998,20,ligue_2
10,Stade Lavallois,27,8,3,9,25,22,22,1998,20,ligue_2
11,FC Gueugnon,27,8,3,9,21,22,22,1998,20,ligue_2
12,Amiens SC,25,6,7,7,22,24,22,1998,20,ligue_2
13,Niort,24,5,9,6,21,22,22,1998,20,ligue_2
14,FC Martigues,24,6,6,8,24,42,22,1998,20,ligue_2
15,Saint-Étienne,23,5,8,7,25,28,22,1998,20,ligue_2
16,Nîmes,23,6,5,9,22,28,22,1998,20,ligue_2
17,Red Star,22,5,7,8,19,29,22,1998,20,ligue_2
18,Caen,21,5,6,9,27,29,22,1998,20,ligue_2
19,ES Wasquehal,21,6,3,11,22,35,22,1998,20,ligue_2
20,Le Mans,20,5,5,10,19,23,22,1998,20,ligue_2
21,Sporting Toulon,18,4,6,10,17,30,22,1998,20,ligue_2
22,Louhans Cuiseaux,14,3,5,12,13,29,22,1998,20,ligue_2
1,Nancy,42,12,6,3,36,17,22,1998,21,ligue_2
2,Lorient,41,12,5,4,39,20,22,1998,21,ligue_2
3,Lille,36,9,9,3,35,18,22,1998,21,ligue_2
4,Sochaux,36,10,6,5,30,18,22,1998,21,ligue_2
5,Valence,36,9,9,3,29,21,22,1998,21,ligue_2
6,Troyes,36,9,9,3,29,21,22,1998,21,ligue_2
7,FC Gueugnon,30,9,3,9,23,23,22,1998,21,ligue_2
8,Nice,29,6,11,4,23,21,22,1998,21,ligue_2
9,Beauvais Oise,29,6,11,4,23,23,22,1998,21,ligue_2
10,FC Mulhouse,28,7,7,7,29,25,22,1998,21,ligue_2
11,Amiens SC,28,7,7,7,24,24,22,1998,21,ligue_2
12,Stade Lavallois,27,8,3,10,25,24,22,1998,21,ligue_2
13,FC Martigues,27,7,6,8,25,42,22,1998,21,ligue_2
14,Red Star,25,6,7,8,22,30,22,1998,21,ligue_2
15,Niort,24,5,9,7,21,24,22,1998,21,ligue_2
16,Nîmes,24,6,6,9,22,28,22,1998,21,ligue_2
17,Le Mans,23,6,5,10,20,23,22,1998,21,ligue_2
18,Saint-Étienne,23,5,8,8,25,29,22,1998,21,ligue_2
19,Caen,21,5,6,10,28,31,22,1998,21,ligue_2
20,ES Wasquehal,21,6,3,12,22,37,22,1998,21,ligue_2
21,Sporting Toulon,18,4,6,11,18,33,22,1998,21,ligue_2
22,Louhans Cuiseaux,15,3,6,12,13,29,22,1998,21,ligue_2
1,Lorient,42,12,6,4,40,21,22,1998,22,ligue_2
2,Nancy,42,12,6,4,37,20,22,1998,22,ligue_2
3,Sochaux,39,11,6,5,31,18,22,1998,22,ligue_2
4,Lille,37,9,10,3,36,19,22,1998,22,ligue_2
5,Troyes,36,9,9,4,30,23,22,1998,22,ligue_2
6,Valence,36,9,9,4,29,22,22,1998,22,ligue_2
7,Stade Lavallois,30,9,3,10,28,24,22,1998,22,ligue_2
8,Nice,30,6,12,4,24,22,22,1998,22,ligue_2
9,FC Gueugnon,30,9,3,10,23,24,22,1998,22,ligue_2
10,Beauvais Oise,29,6,11,5,24,25,22,1998,22,ligue_2
11,FC Mulhouse,28,7,7,8,30,27,22,1998,22,ligue_2
12,Amiens SC,28,7,7,8,24,27,22,1998,22,ligue_2
13,FC Martigues,28,7,7,8,26,43,22,1998,22,ligue_2
14,Niort,27,6,9,7,22,24,22,1998,22,ligue_2
15,Le Mans,26,7,5,10,22,24,22,1998,22,ligue_2
16,Nîmes,25,6,7,9,23,29,22,1998,22,ligue_2
17,Red Star,25,6,7,9,22,32,22,1998,22,ligue_2
18,Caen,24,6,6,10,30,32,22,1998,22,ligue_2
19,Saint-Étienne,24,5,9,8,26,30,22,1998,22,ligue_2
20,ES Wasquehal,24,7,3,12,25,38,22,1998,22,ligue_2
21,Sporting Toulon,21,5,6,11,20,34,22,1998,22,ligue_2
22,Louhans Cuiseaux,18,4,6,12,15,29,22,1998,22,ligue_2
1,Lorient,45,13,6,4,42,22,22,1998,23,ligue_2
2,Nancy,42,12,6,4,37,20,22,1998,23,ligue_2
3,Sochaux,40,11,7,5,31,18,22,1998,23,ligue_2
4,Lille,38,9,11,3,36,19,22,1998,23,ligue_2
5,Valence,38,9,11,4,30,23,22,1998,23,ligue_2
6,Troyes,36,9,9,4,30,23,22,1998,23,ligue_2
7,FC Gueugnon,33,10,3,10,24,24,22,1998,23,ligue_2
8,FC Martigues,32,8,8,8,28,43,22,1998,23,ligue_2
9,Nice,31,6,13,4,25,23,22,1998,23,ligue_2
10,Beauvais Oise,31,6,13,5,25,26,22,1998,23,ligue_2
11,Amiens SC,31,8,7,8,25,27,22,1998,23,ligue_2
12,Stade Lavallois,30,9,3,10,28,24,22,1998,23,ligue_2
13,Le Mans,30,8,6,10,25,24,22,1998,23,ligue_2
14,FC Mulhouse,28,7,7,8,30,27,22,1998,23,ligue_2
15,Niort,27,6,9,8,22,25,22,1998,23,ligue_2
16,Red Star,26,6,8,9,23,33,22,1998,23,ligue_2
17,Nîmes,25,6,7,10,23,31,22,1998,23,ligue_2
18,ES Wasquehal,25,7,4,12,25,38,22,1998,23,ligue_2
19,Caen,24,6,6,10,30,32,22,1998,23,ligue_2
20,Saint-Étienne,24,5,9,9,26,33,22,1998,23,ligue_2
21,Sporting Toulon,22,5,7,12,20,35,22,1998,23,ligue_2
22,Louhans Cuiseaux,18,4,6,13,16,31,22,1998,23,ligue_2
1,Lorient,48,14,6,4,43,22,22,1998,24,ligue_2
2,Nancy,46,13,7,4,40,20,22,1998,24,ligue_2
3,Lille,41,10,11,3,38,20,22,1998,24,ligue_2
4,Sochaux,40,11,7,6,31,19,22,1998,24,ligue_2
5,Troyes,39,10,9,5,31,25,22,1998,24,ligue_2
6,Valence,38,9,11,4,30,23,22,1998,24,ligue_2
7,Stade Lavallois,34,10,4,10,29,24,22,1998,24,ligue_2
8,Nice,34,7,13,4,27,23,22,1998,24,ligue_2
9,Amiens SC,34,9,7,8,26,27,22,1998,24,ligue_2
10,FC Gueugnon,33,10,3,11,24,26,22,1998,24,ligue_2
11,FC Martigues,32,8,8,8,28,43,22,1998,24,ligue_2
12,Beauvais Oise,31,6,13,5,25,26,22,1998,24,ligue_2
13,Le Mans,30,8,6,10,25,24,22,1998,24,ligue_2
14,Niort,30,7,9,8,23,25,22,1998,24,ligue_2
15,FC Mulhouse,28,7,7,10,30,29,22,1998,24,ligue_2
16,Caen,27,7,6,11,32,35,22,1998,24,ligue_2
17,Saint-Étienne,27,6,9,9,27,33,22,1998,24,ligue_2
18,Red Star,26,6,8,10,23,34,22,1998,24,ligue_2
19,Nîmes,25,6,7,11,24,33,22,1998,24,ligue_2
20,ES Wasquehal,25,7,4,13,25,39,22,1998,24,ligue_2
21,Sporting Toulon,22,5,7,12,20,35,22,1998,24,ligue_2
22,Louhans Cuiseaux,18,4,6,14,16,32,22,1998,24,ligue_2
1,Lorient,51,15,6,4,47,22,22,1998,25,ligue_2
2,Nancy,47,13,8,4,41,21,22,1998,25,ligue_2
3,Lille,42,10,12,3,39,21,22,1998,25,ligue_2
4,Sochaux,40,11,7,7,32,21,22,1998,25,ligue_2
5,Troyes,39,10,9,6,31,26,22,1998,25,ligue_2
6,Valence,38,9,11,5,31,26,22,1998,25,ligue_2
7,Stade Lavallois,37,11,4,10,30,24,22,1998,25,ligue_2
8,FC Gueugnon,36,11,3,11,25,26,22,1998,25,ligue_2
9,Nice,35,7,14,4,29,25,22,1998,25,ligue_2
10,Amiens SC,35,9,8,8,28,29,22,1998,25,ligue_2
11,Beauvais Oise,34,7,13,5,28,27,22,1998,25,ligue_2
12,FC Martigues,32,8,8,9,29,45,22,1998,25,ligue_2
13,FC Mulhouse,31,8,7,10,34,29,22,1998,25,ligue_2
14,Le Mans,31,8,7,10,26,25,22,1998,25,ligue_2
15,Niort,31,7,10,8,24,26,22,1998,25,ligue_2
16,Red Star,29,7,8,10,25,35,22,1998,25,ligue_2
17,Nîmes,28,7,7,11,26,34,22,1998,25,ligue_2
18,ES Wasquehal,28,8,4,13,30,41,22,1998,25,ligue_2
19,Caen,27,7,6,12,34,40,22,1998,25,ligue_2
20,Saint-Étienne,27,6,9,10,27,37,22,1998,25,ligue_2
21,Sporting Toulon,22,5,7,13,20,39,22,1998,25,ligue_2
22,Louhans Cuiseaux,18,4,6,15,16,33,22,1998,25,ligue_2
1,Lorient,54,16,6,4,48,22,22,1998,26,ligue_2
2,Nancy,48,13,9,4,41,21,22,1998,26,ligue_2
3,Lille,45,11,12,3,43,22,22,1998,26,ligue_2
4,Sochaux,43,12,7,7,34,21,22,1998,26,ligue_2
5,Troyes,39,10,9,7,31,28,22,1998,26,ligue_2
6,Stade Lavallois,38,11,5,10,32,26,22,1998,26,ligue_2
7,Valence,38,9,11,6,31,28,22,1998,26,ligue_2
8,Beauvais Oise,37,8,13,5,31,29,22,1998,26,ligue_2
9,Nice,36,7,15,4,29,25,22,1998,26,ligue_2
10,FC Gueugnon,36,11,3,12,27,29,22,1998,26,ligue_2
11,Amiens SC,35,9,8,9,29,31,22,1998,26,ligue_2
12,Niort,34,8,10,8,26,26,22,1998,26,ligue_2
13,FC Mulhouse,32,8,8,10,34,29,22,1998,26,ligue_2
14,Le Mans,32,8,8,10,27,26,22,1998,26,ligue_2
15,FC Martigues,32,8,8,10,29,46,22,1998,26,ligue_2
16,Saint-Étienne,30,7,9,10,29,38,22,1998,26,ligue_2
17,Nîmes,29,7,8,11,27,35,22,1998,26,ligue_2
18,ES Wasquehal,29,8,5,13,32,43,22,1998,26,ligue_2
19,Red Star,29,7,8,11,26,39,22,1998,26,ligue_2
20,Caen,27,7,6,13,34,42,22,1998,26,ligue_2
21,Sporting Toulon,23,5,8,13,20,39,22,1998,26,ligue_2
22,Louhans Cuiseaux,21,5,6,15,18,33,22,1998,26,ligue_2
1,Lorient,57,17,6,4,50,22,22,1998,27,ligue_2
2,Nancy,51,14,9,4,43,22,22,1998,27,ligue_2
3,Lille,45,11,12,4,43,26,22,1998,27,ligue_2
4,Sochaux,44,12,8,7,34,21,22,1998,27,ligue_2
5,Valence,39,9,12,6,31,28,22,1998,27,ligue_2
6,Troyes,39,10,9,8,32,30,22,1998,27,ligue_2
7,FC Gueugnon,39,12,3,12,31,29,22,1998,27,ligue_2
8,Stade Lavallois,38,11,5,11,32,28,22,1998,27,ligue_2
9,Beauvais Oise,37,8,13,6,31,31,22,1998,27,ligue_2
10,Nice,36,7,15,5,30,27,22,1998,27,ligue_2
11,Amiens SC,35,9,8,10,30,33,22,1998,27,ligue_2
12,Niort,34,8,10,9,27,28,22,1998,27,ligue_2
13,FC Mulhouse,33,8,9,10,37,32,22,1998,27,ligue_2
14,Le Mans,33,8,9,10,27,26,22,1998,27,ligue_2
15,Saint-Étienne,33,8,9,10,31,39,22,1998,27,ligue_2
16,FC Martigues,33,8,9,10,29,46,22,1998,27,ligue_2
17,Nîmes,32,8,8,11,30,37,22,1998,27,ligue_2
18,ES Wasquehal,32,9,5,13,34,44,22,1998,27,ligue_2
19,Caen,30,8,6,13,36,42,22,1998,27,ligue_2
20,Red Star,29,7,8,12,28,42,22,1998,27,ligue_2
21,Sporting Toulon,26,6,8,13,22,40,22,1998,27,ligue_2
22,Louhans Cuiseaux,22,5,7,15,21,36,22,1998,27,ligue_2
1,Lorient,57,17,6,5,50,23,22,1998,28,ligue_2
2,Nancy,52,14,10,4,44,23,22,1998,28,ligue_2
3,Lille,48,12,12,4,44,26,22,1998,28,ligue_2
4,Sochaux,45,12,9,7,35,22,22,1998,28,ligue_2
5,Valence,40,9,13,6,31,28,22,1998,28,ligue_2
6,Troyes,40,10,10,8,32,30,22,1998,28,ligue_2
7,Stade Lavallois,39,11,6,11,33,29,22,1998,28,ligue_2
8,FC Gueugnon,39,12,3,13,31,31,22,1998,28,ligue_2
9,Beauvais Oise,38,8,14,6,32,32,22,1998,28,ligue_2
10,Nice,37,7,16,5,30,27,22,1998,28,ligue_2
11,Le Mans,36,9,9,10,33,29,22,1998,28,ligue_2
12,Amiens SC,36,9,9,10,30,33,22,1998,28,ligue_2
13,FC Martigues,36,9,9,10,31,46,22,1998,28,ligue_2
14,Niort,35,8,11,9,27,28,22,1998,28,ligue_2
15,FC Mulhouse,34,8,10,10,38,33,22,1998,28,ligue_2
16,Saint-Étienne,34,8,10,10,31,39,22,1998,28,ligue_2
17,Nîmes,33,8,9,11,30,37,22,1998,28,ligue_2
18,ES Wasquehal,32,9,5,14,34,45,22,1998,28,ligue_2
19,Caen,31,8,7,13,36,42,22,1998,28,ligue_2
20,Red Star,29,7,8,13,31,48,22,1998,28,ligue_2
21,Sporting Toulon,29,7,8,13,23,40,22,1998,28,ligue_2
22,Louhans Cuiseaux,23,5,8,15,22,37,22,1998,28,ligue_2
1,Lorient,58,17,7,5,51,24,22,1998,29,ligue_2
2,Nancy,52,14,10,5,44,24,22,1998,29,ligue_2
3,Lille,51,13,12,4,47,27,22,1998,29,ligue_2
4,Sochaux,45,12,9,8,35,24,22,1998,29,ligue_2
5,Beauvais Oise,41,9,14,6,33,32,22,1998,29,ligue_2
6,Stade Lavallois,40,11,7,11,33,29,22,1998,29,ligue_2
7,Valence,40,9,13,7,31,29,22,1998,29,ligue_2
8,Troyes,40,10,10,9,32,31,22,1998,29,ligue_2
9,FC Gueugnon,40,12,4,13,32,32,22,1998,29,ligue_2
10,Amiens SC,39,10,9,10,32,34,22,1998,29,ligue_2
11,Le Mans,37,9,10,10,34,30,22,1998,29,ligue_2
12,Nice,37,7,16,6,31,29,22,1998,29,ligue_2
13,Niort,36,8,12,9,27,28,22,1998,29,ligue_2
14,Nîmes,36,9,9,11,31,37,22,1998,29,ligue_2
15,FC Martigues,36,9,9,11,32,48,22,1998,29,ligue_2
16,Saint-Étienne,35,8,11,10,32,40,22,1998,29,ligue_2
17,ES Wasquehal,35,10,5,14,36,46,22,1998,29,ligue_2
18,FC Mulhouse,34,8,10,11,39,36,22,1998,29,ligue_2
19,Caen,32,8,8,13,37,43,22,1998,29,ligue_2
20,Red Star,32,8,8,13,33,48,22,1998,29,ligue_2
21,Sporting Toulon,30,7,9,13,24,41,22,1998,29,ligue_2
22,Louhans Cuiseaux,26,6,8,15,23,37,22,1998,29,ligue_2
1,Lorient,58,17,7,6,53,27,22,1998,30,ligue_2
2,Nancy,55,15,10,5,46,24,22,1998,30,ligue_2
3,Lille,51,13,12,5,47,28,22,1998,30,ligue_2
4,Sochaux,46,12,10,8,36,25,22,1998,30,ligue_2
5,Troyes,43,11,10,9,33,31,22,1998,30,ligue_2
6,Amiens SC,42,11,9,10,33,34,22,1998,30,ligue_2
7,Stade Lavallois,41,11,8,11,34,30,22,1998,30,ligue_2
8,Valence,41,9,14,7,32,30,22,1998,30,ligue_2
9,Beauvais Oise,41,9,14,7,33,33,22,1998,30,ligue_2
10,FC Gueugnon,40,12,4,14,32,33,22,1998,30,ligue_2
11,Nîmes,39,10,9,11,32,37,22,1998,30,ligue_2
12,Le Mans,38,9,11,10,35,31,22,1998,30,ligue_2
13,Nice,37,7,16,7,31,30,22,1998,30,ligue_2
14,Niort,37,8,13,9,28,29,22,1998,30,ligue_2
15,FC Martigues,37,9,10,11,33,49,22,1998,30,ligue_2
16,FC Mulhouse,35,8,11,11,40,37,22,1998,30,ligue_2
17,Caen,35,9,8,13,38,43,22,1998,30,ligue_2
18,Saint-Étienne,35,8,11,11,32,42,22,1998,30,ligue_2
19,Red Star,35,9,8,13,36,50,22,1998,30,ligue_2
20,ES Wasquehal,35,10,5,15,36,51,22,1998,30,ligue_2
21,Sporting Toulon,31,7,10,13,25,42,22,1998,30,ligue_2
22,Louhans Cuiseaux,29,7,8,15,28,37,22,1998,30,ligue_2
1,Lorient,61,18,7,6,57,27,22,1998,31,ligue_2
2,Nancy,56,15,11,5,47,25,22,1998,31,ligue_2
3,Lille,52,13,13,5,48,29,22,1998,31,ligue_2
4,Sochaux,47,12,11,8,37,26,22,1998,31,ligue_2
5,Troyes,46,12,10,9,36,31,22,1998,31,ligue_2
6,Amiens SC,45,12,9,10,35,35,22,1998,31,ligue_2
7,Stade Lavallois,42,11,9,11,35,31,22,1998,31,ligue_2
8,Valence,42,9,15,7,32,30,22,1998,31,ligue_2
9,Beauvais Oise,41,9,14,8,34,35,22,1998,31,ligue_2
10,FC Gueugnon,41,12,5,14,33,34,22,1998,31,ligue_2
11,Niort,40,9,13,9,31,29,22,1998,31,ligue_2
12,Le Mans,39,9,12,10,36,32,22,1998,31,ligue_2
13,Nîmes,39,10,9,12,32,41,22,1998,31,ligue_2
14,Nice,38,7,17,7,32,31,22,1998,31,ligue_2
15,Caen,38,10,8,13,43,43,22,1998,31,ligue_2
16,Saint-Étienne,38,9,11,11,34,43,22,1998,31,ligue_2
17,FC Martigues,37,9,10,12,33,52,22,1998,31,ligue_2
18,Red Star,36,9,9,13,36,50,22,1998,31,ligue_2
19,ES Wasquehal,36,10,6,15,37,52,22,1998,31,ligue_2
20,FC Mulhouse,35,8,11,12,41,39,22,1998,31,ligue_2
21,Sporting Toulon,31,7,10,14,25,45,22,1998,31,ligue_2
22,Louhans Cuiseaux,29,7,8,16,28,42,22,1998,31,ligue_2
1,Lorient,62,18,8,6,58,28,22,1998,32,ligue_2
2,Nancy,57,15,12,5,47,25,22,1998,32,ligue_2
3,Lille,52,13,13,6,48,31,22,1998,32,ligue_2
4,Sochaux,50,13,11,8,41,27,22,1998,32,ligue_2
5,Troyes,49,13,10,9,38,31,22,1998,32,ligue_2
6,Amiens SC,45,12,9,11,37,39,22,1998,32,ligue_2
7,Niort,43,10,13,9,33,29,22,1998,32,ligue_2
8,Valence,43,9,16,7,33,31,22,1998,32,ligue_2
9,Le Mans,42,10,12,10,40,34,22,1998,32,ligue_2
10,Stade Lavallois,42,11,9,12,35,32,22,1998,32,ligue_2
11,Nîmes,42,11,9,12,34,41,22,1998,32,ligue_2
12,Caen,41,11,8,13,46,45,22,1998,32,ligue_2
13,Beauvais Oise,41,9,14,9,36,38,22,1998,32,ligue_2
14,FC Gueugnon,41,12,5,15,33,36,22,1998,32,ligue_2
15,Saint-Étienne,39,9,12,11,34,43,22,1998,32,ligue_2
16,Red Star,39,10,9,13,38,50,22,1998,32,ligue_2
17,Nice,38,7,17,8,32,33,22,1998,32,ligue_2
18,FC Martigues,38,9,11,12,33,52,22,1998,32,ligue_2
19,ES Wasquehal,37,10,7,15,37,52,22,1998,32,ligue_2
20,FC Mulhouse,35,8,11,13,41,41,22,1998,32,ligue_2
21,Louhans Cuiseaux,32,8,8,16,29,42,22,1998,32,ligue_2
22,Sporting Toulon,31,7,10,15,26,49,22,1998,32,ligue_2
1,Lorient,65,19,8,6,60,29,22,1998,33,ligue_2
2,Nancy,60,16,12,5,48,25,22,1998,33,ligue_2
3,Sochaux,53,14,11,8,42,27,22,1998,33,ligue_2
4,Lille,52,13,13,7,49,34,22,1998,33,ligue_2
5,Troyes,49,13,10,10,38,32,22,1998,33,ligue_2
6,Valence,46,10,16,7,36,32,22,1998,33,ligue_2
7,Amiens SC,46,12,10,11,37,39,22,1998,33,ligue_2
8,Le Mans,45,11,12,10,42,35,22,1998,33,ligue_2
9,Stade Lavallois,45,12,9,12,37,32,22,1998,33,ligue_2
10,Niort,44,10,14,9,34,30,22,1998,33,ligue_2
11,Caen,44,12,8,13,48,45,22,1998,33,ligue_2
12,Nîmes,42,11,9,13,34,42,22,1998,33,ligue_2
13,Beauvais Oise,41,9,14,10,36,40,22,1998,33,ligue_2
14,FC Gueugnon,41,12,5,16,34,38,22,1998,33,ligue_2
15,Red Star,40,10,10,13,38,50,22,1998,33,ligue_2
16,ES Wasquehal,40,11,7,15,38,52,22,1998,33,ligue_2
17,Saint-Étienne,39,9,12,12,34,45,22,1998,33,ligue_2
18,Nice,38,7,17,9,32,34,22,1998,33,ligue_2
19,FC Martigues,38,9,11,13,33,53,22,1998,33,ligue_2
20,FC Mulhouse,35,8,11,14,42,43,22,1998,33,ligue_2
21,Sporting Toulon,34,8,10,15,27,49,22,1998,33,ligue_2
22,Louhans Cuiseaux,33,8,9,16,30,43,22,1998,33,ligue_2
1,Lorient,66,19,9,6,60,29,22,1998,34,ligue_2
2,Nancy,63,17,12,5,49,25,22,1998,34,ligue_2
3,Lille,53,13,14,7,50,35,22,1998,34,ligue_2
4,Sochaux,53,14,11,9,42,28,22,1998,34,ligue_2
5,Troyes,50,13,11,10,39,33,22,1998,34,ligue_2
6,Caen,47,13,8,13,50,45,22,1998,34,ligue_2
7,Valence,47,10,17,7,38,34,22,1998,34,ligue_2
8,Amiens SC,47,12,11,11,37,39,22,1998,34,ligue_2
9,Le Mans,46,11,13,10,43,36,22,1998,34,ligue_2
10,Stade Lavallois,45,12,9,13,39,35,22,1998,34,ligue_2
11,Niort,45,10,15,9,35,31,22,1998,34,ligue_2
12,Nîmes,43,11,10,13,34,42,22,1998,34,ligue_2
13,Red Star,43,11,10,13,40,51,22,1998,34,ligue_2
14,Beauvais Oise,42,9,15,10,37,41,22,1998,34,ligue_2
15,FC Gueugnon,42,12,6,16,36,40,22,1998,34,ligue_2
16,Saint-Étienne,42,10,12,12,37,47,22,1998,34,ligue_2
17,ES Wasquehal,41,11,8,15,39,53,22,1998,34,ligue_2
18,Nice,39,7,18,9,32,34,22,1998,34,ligue_2
19,FC Martigues,38,9,11,14,33,55,22,1998,34,ligue_2
20,Louhans Cuiseaux,36,9,9,16,31,43,22,1998,34,ligue_2
21,FC Mulhouse,35,8,11,15,43,45,22,1998,34,ligue_2
22,Sporting Toulon,34,8,10,16,27,50,22,1998,34,ligue_2
1,Lorient,66,19,9,7,60,30,22,1998,35,ligue_2
2,Nancy,66,18,12,5,51,25,22,1998,35,ligue_2
3,Lille,56,14,14,7,52,35,22,1998,35,ligue_2
4,Sochaux,53,14,11,10,43,31,22,1998,35,ligue_2
5,Troyes,51,13,12,10,40,34,22,1998,35,ligue_2
6,Stade Lavallois,48,13,9,13,40,35,22,1998,35,ligue_2
7,Valence,48,10,18,7,39,35,22,1998,35,ligue_2
8,Amiens SC,48,12,12,11,38,40,22,1998,35,ligue_2
9,Caen,47,13,8,14,50,47,22,1998,35,ligue_2
10,Le Mans,46,11,13,11,43,37,22,1998,35,ligue_2
11,Niort,45,10,15,10,36,34,22,1998,35,ligue_2
12,FC Gueugnon,45,13,6,16,39,41,22,1998,35,ligue_2
13,Saint-Étienne,45,11,12,12,40,48,22,1998,35,ligue_2
14,Nîmes,44,11,11,13,35,43,22,1998,35,ligue_2
15,ES Wasquehal,44,12,8,15,40,53,22,1998,35,ligue_2
16,Red Star,43,11,10,14,40,53,22,1998,35,ligue_2
17,Nice,42,8,18,9,34,34,22,1998,35,ligue_2
18,Beauvais Oise,42,9,15,11,37,43,22,1998,35,ligue_2
19,FC Mulhouse,38,9,11,15,44,45,22,1998,35,ligue_2
20,FC Martigues,38,9,11,15,33,56,22,1998,35,ligue_2
21,Sporting Toulon,37,9,10,16,29,50,22,1998,35,ligue_2
22,Louhans Cuiseaux,36,9,9,17,31,45,22,1998,35,ligue_2
1,Nancy,69,19,12,5,54,27,22,1998,36,ligue_2
2,Lorient,66,19,9,8,62,33,22,1998,36,ligue_2
3,Lille,59,15,14,7,55,35,22,1998,36,ligue_2
4,Sochaux,53,14,11,11,43,32,22,1998,36,ligue_2
5,Troyes,52,13,13,10,40,34,22,1998,36,ligue_2
6,Valence,51,11,18,7,40,35,22,1998,36,ligue_2
7,Amiens SC,51,13,12,11,39,40,22,1998,36,ligue_2
8,Le Mans,49,12,13,11,45,37,22,1998,36,ligue_2
9,Stade Lavallois,48,13,9,14,40,38,22,1998,36,ligue_2
10,Saint-Étienne,48,12,12,12,43,49,22,1998,36,ligue_2
11,Caen,47,13,8,15,50,49,22,1998,36,ligue_2
12,Nîmes,47,12,11,13,37,44,22,1998,36,ligue_2
13,Niort,46,10,16,10,36,34,22,1998,36,ligue_2
14,FC Gueugnon,45,13,6,17,39,42,22,1998,36,ligue_2
15,Beauvais Oise,45,10,15,11,38,43,22,1998,36,ligue_2
16,Red Star,44,11,11,14,40,53,22,1998,36,ligue_2
17,ES Wasquehal,44,12,8,16,41,55,22,1998,36,ligue_2
18,Nice,42,8,18,10,34,35,22,1998,36,ligue_2
19,Louhans Cuiseaux,39,10,9,17,32,45,22,1998,36,ligue_2
20,FC Martigues,39,9,12,15,33,56,22,1998,36,ligue_2
21,FC Mulhouse,38,9,11,16,44,46,22,1998,36,ligue_2
22,Sporting Toulon,37,9,10,17,30,53,22,1998,36,ligue_2
1,Lorient,69,20,9,8,64,33,22,1998,37,ligue_2
2,Nancy,69,19,12,6,56,31,22,1998,37,ligue_2
3,Lille,59,15,14,8,55,37,22,1998,37,ligue_2
4,Sochaux,56,15,11,11,45,32,22,1998,37,ligue_2
5,Valence,54,12,18,7,44,37,22,1998,37,ligue_2
6,Le Mans,52,13,13,11,48,39,22,1998,37,ligue_2
7,Troyes,52,13,13,11,40,36,22,1998,37,ligue_2
8,Amiens SC,51,13,12,12,39,42,22,1998,37,ligue_2
9,Caen,50,14,8,15,53,50,22,1998,37,ligue_2
10,Niort,49,11,16,10,38,34,22,1998,37,ligue_2
11,Stade Lavallois,48,13,9,15,42,41,22,1998,37,ligue_2
12,FC Gueugnon,48,14,6,17,41,43,22,1998,37,ligue_2
13,Saint-Étienne,48,12,12,13,43,51,22,1998,37,ligue_2
14,Nîmes,47,12,11,14,38,47,22,1998,37,ligue_2
15,Red Star,47,12,11,14,44,55,22,1998,37,ligue_2
16,Nice,45,9,18,10,36,35,22,1998,37,ligue_2
17,Beauvais Oise,45,10,15,12,38,44,22,1998,37,ligue_2
18,ES Wasquehal,44,12,8,17,43,59,22,1998,37,ligue_2
19,Louhans Cuiseaux,42,11,9,17,33,45,22,1998,37,ligue_2
20,FC Martigues,42,10,12,15,35,57,22,1998,37,ligue_2
21,FC Mulhouse,38,9,11,17,45,48,22,1998,37,ligue_2
22,Sporting Toulon,37,9,10,18,31,55,22,1998,37,ligue_2
1,Lorient,72,21,9,8,65,33,22,1998,38,ligue_2
2,Nancy,70,19,13,6,58,33,22,1998,38,ligue_2
3,Lille,59,15,14,9,55,38,22,1998,38,ligue_2
4,Sochaux,59,16,11,11,47,32,22,1998,38,ligue_2
5,Le Mans,55,14,13,11,49,39,22,1998,38,ligue_2
6,Troyes,55,14,13,11,41,36,22,1998,38,ligue_2
7,Valence,54,12,18,8,44,38,22,1998,38,ligue_2
8,Amiens SC,54,14,12,12,40,42,22,1998,38,ligue_2
9,Caen,50,14,8,16,53,51,22,1998,38,ligue_2
10,Red Star,50,13,11,14,45,55,22,1998,38,ligue_2
11,Niort,49,11,16,11,38,35,22,1998,38,ligue_2
12,Stade Lavallois,49,13,10,15,43,42,22,1998,38,ligue_2
13,FC Gueugnon,49,14,7,17,43,45,22,1998,38,ligue_2
