Home_Team,Away_Team,Result,Link,Season,Round,League
Paços Ferreira,Sporting Braga,0-2,/match/pacos-ferreira/sporting-braga/2014,2014,1,primeira_liga
Estoril,Nacional,3-1,/match/estoril/nacional/2014,2014,1,primeira_liga
Vitória,Olhanense,2-0,/match/vitoria-guimaraes/sc-olhanense/2014,2014,1,primeira_liga
Sporting CP,Arouca,5-1,/match/sporting-lisbon/arouca/2014,2014,1,primeira_liga
Belenenses,Rio Ave,0-3,/match/belenenses/rio-ave/2014,2014,1,primeira_liga
Gil Vicente,Académica,2-0,/match/gil-vicente/academica/2014,2014,1,primeira_liga
Marítimo,Benfica,2-1,/match/maritimo/benfica/2014,2014,1,primeira_liga
Vitória Setúbal,Porto,1-3,/match/vitoria-setubal/fc-porto/2014,2014,1,primeira_liga
Olhanense,Paços Ferreira,1-0,/match/sc-olhanense/pacos-ferreira/2014,2014,2,primeira_liga
Académica,Sporting CP,0-4,/match/academica/sporting-lisbon/2014,2014,2,primeira_liga
Rio Ave,Vitória Setúbal,2-0,/match/rio-ave/vitoria-setubal/2014,2014,2,primeira_liga
Nacional,Vitória,1-1,/match/nacional/vitoria-guimaraes/2014,2014,2,primeira_liga
Benfica,Gil Vicente,2-1,/match/benfica/gil-vicente/2014,2014,2,primeira_liga
Arouca,Estoril,1-2,/match/arouca/estoril/2014,2014,2,primeira_liga
Porto,Marítimo,3-0,/match/fc-porto/maritimo/2014,2014,2,primeira_liga
Sporting Braga,Belenenses,2-1,/match/sporting-braga/belenenses/2014,2014,2,primeira_liga
Vitória,Vitória Setúbal,1-4,/match/vitoria-guimaraes/vitoria-setubal/2014,2014,3,primeira_liga
Sporting CP,Benfica,1-1,/match/sporting-lisbon/benfica/2014,2014,3,primeira_liga
Arouca,Rio Ave,1-0,/match/arouca/rio-ave/2014,2014,3,primeira_liga
Marítimo,Olhanense,1-1,/match/maritimo/sc-olhanense/2014,2014,3,primeira_liga
Belenenses,Nacional,2-3,/match/belenenses/nacional/2014,2014,3,primeira_liga
Paços Ferreira,Porto,0-1,/match/pacos-ferreira/fc-porto/2014,2014,3,primeira_liga
Gil Vicente,Sporting Braga,1-0,/match/gil-vicente/sporting-braga/2014,2014,3,primeira_liga
Estoril,Académica,1-1,/match/estoril/academica/2014,2014,3,primeira_liga
Rio Ave,Vitória,0-1,/match/rio-ave/vitoria-guimaraes/2014,2014,4,primeira_liga
Benfica,Paços Ferreira,3-1,/match/benfica/pacos-ferreira/2014,2014,4,primeira_liga
Porto,Gil Vicente,2-0,/match/fc-porto/gil-vicente/2014,2014,4,primeira_liga
Académica,Belenenses,2-1,/match/academica/belenenses/2014,2014,4,primeira_liga
Vitória Setúbal,Marítimo,2-4,/match/vitoria-setubal/maritimo/2014,2014,4,primeira_liga
Nacional,Arouca,0-1,/match/nacional/arouca/2014,2014,4,primeira_liga
Olhanense,Sporting CP,0-2,/match/sc-olhanense/sporting-lisbon/2014,2014,4,primeira_liga
Sporting Braga,Estoril,3-2,/match/sporting-braga/estoril/2014,2014,4,primeira_liga
Arouca,Sporting Braga,0-1,/match/arouca/sporting-braga/2014,2014,5,primeira_liga
Gil Vicente,Olhanense,1-1,/match/gil-vicente/sc-olhanense/2014,2014,5,primeira_liga
Belenenses,Marítimo,1-0,/match/belenenses/maritimo/2014,2014,5,primeira_liga
Sporting CP,Rio Ave,1-1,/match/sporting-lisbon/rio-ave/2014,2014,5,primeira_liga
Nacional,Académica,1-0,/match/nacional/academica/2014,2014,5,primeira_liga
Vitória,Benfica,0-1,/match/vitoria-guimaraes/benfica/2014,2014,5,primeira_liga
Estoril,Porto,2-2,/match/estoril/fc-porto/2014,2014,5,primeira_liga
Paços Ferreira,Vitória Setúbal,1-1,/match/pacos-ferreira/vitoria-setubal/2014,2014,5,primeira_liga
Porto,Vitória,1-0,/match/fc-porto/vitoria-guimaraes/2014,2014,6,primeira_liga
Académica,Arouca,0-0,/match/academica/arouca/2014,2014,6,primeira_liga
Rio Ave,Nacional,0-3,/match/rio-ave/nacional/2014,2014,6,primeira_liga
Marítimo,Paços Ferreira,3-4,/match/maritimo/pacos-ferreira/2014,2014,6,primeira_liga
Olhanense,Estoril,1-2,/match/sc-olhanense/estoril/2014,2014,6,primeira_liga
Benfica,Belenenses,1-1,/match/benfica/belenenses/2014,2014,6,primeira_liga
Sporting Braga,Sporting CP,1-2,/match/sporting-braga/sporting-lisbon/2014,2014,6,primeira_liga
Vitória Setúbal,Gil Vicente,2-2,/match/vitoria-setubal/gil-vicente/2014,2014,6,primeira_liga
Académica,Rio Ave,0-1,/match/academica/rio-ave/2014,2014,7,primeira_liga
Belenenses,Olhanense,2-0,/match/belenenses/sc-olhanense/2014,2014,7,primeira_liga
Sporting CP,Vitória Setúbal,4-0,/match/sporting-lisbon/vitoria-setubal/2014,2014,7,primeira_liga
Gil Vicente,Paços Ferreira,2-1,/match/gil-vicente/pacos-ferreira/2014,2014,7,primeira_liga
Nacional,Sporting Braga,3-0,/match/nacional/sporting-braga/2014,2014,7,primeira_liga
Arouca,Porto,1-3,/match/arouca/fc-porto/2014,2014,7,primeira_liga
Estoril,Benfica,1-2,/match/estoril/benfica/2014,2014,7,primeira_liga
Vitória,Marítimo,1-0,/match/vitoria-guimaraes/maritimo/2014,2014,7,primeira_liga
Sporting Braga,Académica,0-1,/match/sporting-braga/academica/2014,2014,8,primeira_liga
Olhanense,Arouca,1-0,/match/sc-olhanense/arouca/2014,2014,8,primeira_liga
Rio Ave,Gil Vicente,0-1,/match/rio-ave/gil-vicente/2014,2014,8,primeira_liga
Vitória Setúbal,Belenenses,0-0,/match/vitoria-setubal/belenenses/2014,2014,8,primeira_liga
Benfica,Nacional,2-0,/match/benfica/nacional/2014,2014,8,primeira_liga
Porto,Sporting CP,3-1,/match/fc-porto/sporting-lisbon/2014,2014,8,primeira_liga
Marítimo,Estoril,1-3,/match/maritimo/estoril/2014,2014,8,primeira_liga
Paços Ferreira,Vitória,1-3,/match/pacos-ferreira/vitoria-guimaraes/2014,2014,8,primeira_liga
Académica,Benfica,0-3,/match/academica/benfica/2014,2014,9,primeira_liga
Belenenses,Porto,1-1,/match/belenenses/fc-porto/2014,2014,9,primeira_liga
Sporting CP,Marítimo,3-2,/match/sporting-lisbon/maritimo/2014,2014,9,primeira_liga
Arouca,Paços Ferreira,0-0,/match/arouca/pacos-ferreira/2014,2014,9,primeira_liga
Nacional,Olhanense,0-0,/match/nacional/sc-olhanense/2014,2014,9,primeira_liga
Estoril,Vitória Setúbal,0-2,/match/estoril/vitoria-setubal/2014,2014,9,primeira_liga
Gil Vicente,Vitória,1-0,/match/gil-vicente/vitoria-guimaraes/2014,2014,9,primeira_liga
Sporting Braga,Rio Ave,0-1,/match/sporting-braga/rio-ave/2014,2014,9,primeira_liga
Benfica,Sporting Braga,1-0,/match/benfica/sporting-braga/2014,2014,10,primeira_liga
Porto,Nacional,1-1,/match/fc-porto/nacional/2014,2014,10,primeira_liga
Rio Ave,Estoril,0-2,/match/rio-ave/estoril/2014,2014,10,primeira_liga
Vitória Setúbal,Arouca,1-0,/match/vitoria-setubal/arouca/2014,2014,10,primeira_liga
Marítimo,Gil Vicente,3-2,/match/maritimo/gil-vicente/2014,2014,10,primeira_liga
Paços Ferreira,Belenenses,1-0,/match/pacos-ferreira/belenenses/2014,2014,10,primeira_liga
Vitória,Sporting CP,0-1,/match/vitoria-guimaraes/sporting-lisbon/2014,2014,10,primeira_liga
Olhanense,Académica,0-1,/match/sc-olhanense/academica/2014,2014,10,primeira_liga
Sporting Braga,Olhanense,4-1,/match/sporting-braga/sc-olhanense/2014,2014,11,primeira_liga
Académica,Porto,1-0,/match/academica/fc-porto/2014,2014,11,primeira_liga
Arouca,Marítimo,1-2,/match/arouca/maritimo/2014,2014,11,primeira_liga
Belenenses,Gil Vicente,0-0,/match/belenenses/gil-vicente/2014,2014,11,primeira_liga
Nacional,Vitória Setúbal,2-2,/match/nacional/vitoria-setubal/2014,2014,11,primeira_liga
Rio Ave,Benfica,1-3,/match/rio-ave/benfica/2014,2014,11,primeira_liga
Sporting CP,Paços Ferreira,4-0,/match/sporting-lisbon/pacos-ferreira/2014,2014,11,primeira_liga
Estoril,Vitória,0-2,/match/estoril/vitoria-guimaraes/2014,2014,11,primeira_liga
Benfica,Arouca,2-2,/match/benfica/arouca/2014,2014,12,primeira_liga
Paços Ferreira,Estoril,0-3,/match/pacos-ferreira/estoril/2014,2014,12,primeira_liga
Vitória,Belenenses,0-0,/match/vitoria-guimaraes/belenenses/2014,2014,12,primeira_liga
Porto,Sporting Braga,2-0,/match/fc-porto/sporting-braga/2014,2014,12,primeira_liga
Marítimo,Nacional,2-2,/match/maritimo/nacional/2014,2014,12,primeira_liga
Olhanense,Rio Ave,0-1,/match/sc-olhanense/rio-ave/2014,2014,12,primeira_liga
Gil Vicente,Sporting CP,0-2,/match/gil-vicente/sporting-lisbon/2014,2014,12,primeira_liga
Vitória Setúbal,Académica,1-0,/match/vitoria-setubal/academica/2014,2014,12,primeira_liga
Académica,Marítimo,1-1,/match/academica/maritimo/2014,2014,13,primeira_liga
Sporting Braga,Vitória Setúbal,2-0,/match/sporting-braga/vitoria-setubal/2014,2014,13,primeira_liga
Sporting CP,Belenenses,3-0,/match/sporting-lisbon/belenenses/2014,2014,13,primeira_liga
Arouca,Vitória,0-2,/match/arouca/vitoria-guimaraes/2014,2014,13,primeira_liga
Olhanense,Benfica,2-3,/match/sc-olhanense/benfica/2014,2014,13,primeira_liga
Rio Ave,Porto,1-3,/match/rio-ave/fc-porto/2014,2014,13,primeira_liga
Nacional,Paços Ferreira,2-1,/match/nacional/pacos-ferreira/2014,2014,13,primeira_liga
Estoril,Gil Vicente,2-0,/match/estoril/gil-vicente/2014,2014,13,primeira_liga
Marítimo,Sporting Braga,2-2,/match/maritimo/sporting-braga/2014,2014,14,primeira_liga
Porto,Olhanense,4-0,/match/fc-porto/sc-olhanense/2014,2014,14,primeira_liga
Vitória Setúbal,Benfica,0-2,/match/vitoria-setubal/benfica/2014,2014,14,primeira_liga
Paços Ferreira,Rio Ave,0-0,/match/pacos-ferreira/rio-ave/2014,2014,14,primeira_liga
Vitória,Académica,3-0,/match/vitoria-guimaraes/academica/2014,2014,14,primeira_liga
Sporting CP,Nacional,0-0,/match/sporting-lisbon/nacional/2014,2014,14,primeira_liga
Gil Vicente,Arouca,0-3,/match/gil-vicente/arouca/2014,2014,14,primeira_liga
Belenenses,Estoril,0-0,/match/belenenses/estoril/2014,2014,14,primeira_liga
Sporting Braga,Vitória,3-0,/match/sporting-braga/vitoria-guimaraes/2014,2014,15,primeira_liga
Rio Ave,Marítimo,1-1,/match/rio-ave/maritimo/2014,2014,15,primeira_liga
Estoril,Sporting CP,0-0,/match/estoril/sporting-lisbon/2014,2014,15,primeira_liga
Arouca,Belenenses,2-0,/match/arouca/belenenses/2014,2014,15,primeira_liga
Académica,Paços Ferreira,4-2,/match/academica/pacos-ferreira/2014,2014,15,primeira_liga
Benfica,Porto,2-0,/match/benfica/fc-porto/2014,2014,15,primeira_liga
Olhanense,Vitória Setúbal,2-1,/match/sc-olhanense/vitoria-setubal/2014,2014,15,primeira_liga
Nacional,Gil Vicente,2-0,/match/nacional/gil-vicente/2014,2014,15,primeira_liga
