Home_Team,Away_Team,Result,Link,Season,Round,League
Porto,Nacional,2-0,/match/fc-porto/nacional/1990,1990,1,primeira_liga
Portimonense,Beira Mar SC,2-2,/match/portimonense/beira-mar/1990,1990,1,primeira_liga
Feirense,União Madeira,1-0,/match/feirense/uniao-madeira/1990,1990,1,primeira_liga
Sporting Braga,Estrela Amadora,1-0,/match/sporting-braga/estrela-amadora/1990,1990,1,primeira_liga
Marítimo,Belenenses,0-0,/match/maritimo/belenenses/1990,1990,1,primeira_liga
Sporting CP,Vitória,3-2,/match/sporting-lisbon/vitoria-guimaraes/1990,1990,1,primeira_liga
Chaves,Penafiel,3-2,/match/chaves/penafiel/1990,1990,1,primeira_liga
Tirsense,Boavista,1-1,/match/tirsense/boavista/1990,1990,1,primeira_liga
Benfica,Vitória Setúbal,5-1,/match/benfica/vitoria-setubal/1990,1990,1,primeira_liga
Penafiel,Porto,0-2,/match/penafiel/fc-porto/1990,1990,2,primeira_liga
Boavista,Chaves,2-0,/match/boavista/chaves/1990,1990,2,primeira_liga
Vitória Setúbal,Marítimo,2-1,/match/vitoria-setubal/maritimo/1990,1990,2,primeira_liga
Vitória,Benfica,1-1,/match/vitoria-guimaraes/benfica/1990,1990,2,primeira_liga
Belenenses,Sporting Braga,2-1,/match/belenenses/sporting-braga/1990,1990,2,primeira_liga
Beira Mar SC,Sporting CP,0-1,/match/beira-mar/sporting-lisbon/1990,1990,2,primeira_liga
Nacional,Portimonense,1-1,/match/nacional/portimonense/1990,1990,2,primeira_liga
União Madeira,Tirsense,0-0,/match/uniao-madeira/tirsense/1990,1990,2,primeira_liga
Estrela Amadora,Feirense,3-0,/match/estrela-amadora/feirense/1990,1990,2,primeira_liga
Tirsense,Estrela Amadora,0-0,/match/tirsense/estrela-amadora/1990,1990,3,primeira_liga
Portimonense,Penafiel,2-1,/match/portimonense/penafiel/1990,1990,3,primeira_liga
Boavista,União Madeira,5-1,/match/boavista/uniao-madeira/1990,1990,3,primeira_liga
Feirense,Belenenses,1-0,/match/feirense/belenenses/1990,1990,3,primeira_liga
Sporting Braga,Vitória Setúbal,0-3,/match/sporting-braga/vitoria-setubal/1990,1990,3,primeira_liga
Benfica,Beira Mar SC,5-0,/match/benfica/beira-mar/1990,1990,3,primeira_liga
Chaves,Porto,1-2,/match/chaves/fc-porto/1990,1990,3,primeira_liga
Marítimo,Vitória,2-3,/match/maritimo/vitoria-guimaraes/1990,1990,3,primeira_liga
Sporting CP,Nacional,2-0,/match/sporting-lisbon/nacional/1990,1990,3,primeira_liga
Belenenses,Tirsense,1-0,/match/belenenses/tirsense/1990,1990,4,primeira_liga
União Madeira,Chaves,1-1,/match/uniao-madeira/chaves/1990,1990,4,primeira_liga
Nacional,Benfica,1-4,/match/nacional/benfica/1990,1990,4,primeira_liga
Porto,Portimonense,4-0,/match/fc-porto/portimonense/1990,1990,4,primeira_liga
Beira Mar SC,Marítimo,0-0,/match/beira-mar/maritimo/1990,1990,4,primeira_liga
Vitória Setúbal,Feirense,2-0,/match/vitoria-setubal/feirense/1990,1990,4,primeira_liga
Penafiel,Sporting CP,0-0,/match/penafiel/sporting-lisbon/1990,1990,4,primeira_liga
Estrela Amadora,Boavista,3-2,/match/estrela-amadora/boavista/1990,1990,4,primeira_liga
Vitória,Sporting Braga,2-0,/match/vitoria-guimaraes/sporting-braga/1990,1990,4,primeira_liga
Boavista,Belenenses,4-2,/match/boavista/belenenses/1990,1990,5,primeira_liga
Benfica,Penafiel,7-0,/match/benfica/penafiel/1990,1990,5,primeira_liga
União Madeira,Estrela Amadora,1-2,/match/uniao-madeira/estrela-amadora/1990,1990,5,primeira_liga
Sporting CP,Porto,1-0,/match/sporting-lisbon/fc-porto/1990,1990,5,primeira_liga
Feirense,Vitória,0-0,/match/feirense/vitoria-guimaraes/1990,1990,5,primeira_liga
Chaves,Portimonense,4-2,/match/chaves/portimonense/1990,1990,5,primeira_liga
Sporting Braga,Beira Mar SC,2-0,/match/sporting-braga/beira-mar/1990,1990,5,primeira_liga
Tirsense,Vitória Setúbal,2-1,/match/tirsense/vitoria-setubal/1990,1990,5,primeira_liga
Marítimo,Nacional,2-2,/match/maritimo/nacional/1990,1990,5,primeira_liga
Vitória Setúbal,Boavista,1-0,/match/vitoria-setubal/boavista/1990,1990,6,primeira_liga
Porto,Benfica,1-0,/match/fc-porto/benfica/1990,1990,6,primeira_liga
Penafiel,Marítimo,0-1,/match/penafiel/maritimo/1990,1990,6,primeira_liga
Portimonense,Sporting CP,0-2,/match/portimonense/sporting-lisbon/1990,1990,6,primeira_liga
Nacional,Sporting Braga,0-0,/match/nacional/sporting-braga/1990,1990,6,primeira_liga
Estrela Amadora,Chaves,1-1,/match/estrela-amadora/chaves/1990,1990,6,primeira_liga
Belenenses,União Madeira,2-0,/match/belenenses/uniao-madeira/1990,1990,6,primeira_liga
Vitória,Tirsense,1-0,/match/vitoria-guimaraes/tirsense/1990,1990,6,primeira_liga
Beira Mar SC,Feirense,1-0,/match/beira-mar/feirense/1990,1990,6,primeira_liga
Marítimo,Porto,0-0,/match/maritimo/fc-porto/1990,1990,7,primeira_liga
Sporting Braga,Penafiel,3-0,/match/sporting-braga/penafiel/1990,1990,7,primeira_liga
Feirense,Nacional,1-1,/match/feirense/nacional/1990,1990,7,primeira_liga
Benfica,Portimonense,5-0,/match/benfica/portimonense/1990,1990,7,primeira_liga
União Madeira,Vitória Setúbal,1-1,/match/uniao-madeira/vitoria-setubal/1990,1990,7,primeira_liga
Estrela Amadora,Belenenses,4-1,/match/estrela-amadora/belenenses/1990,1990,7,primeira_liga
Tirsense,Beira Mar SC,2-0,/match/tirsense/beira-mar/1990,1990,7,primeira_liga
Chaves,Sporting CP,2-1,/match/chaves/sporting-lisbon/1990,1990,7,primeira_liga
Boavista,Vitória,1-2,/match/boavista/vitoria-guimaraes/1990,1990,7,primeira_liga
Belenenses,Chaves,3-0,/match/belenenses/chaves/1990,1990,8,primeira_liga
Porto,Sporting Braga,3-0,/match/fc-porto/sporting-braga/1990,1990,8,primeira_liga
Penafiel,Feirense,2-0,/match/penafiel/feirense/1990,1990,8,primeira_liga
Portimonense,Marítimo,2-2,/match/portimonense/maritimo/1990,1990,8,primeira_liga
Nacional,Tirsense,0-0,/match/nacional/tirsense/1990,1990,8,primeira_liga
Beira Mar SC,Boavista,2-0,/match/beira-mar/boavista/1990,1990,8,primeira_liga
Vitória,União Madeira,3-0,/match/vitoria-guimaraes/uniao-madeira/1990,1990,8,primeira_liga
Sporting CP,Benfica,0-1,/match/sporting-lisbon/benfica/1990,1990,8,primeira_liga
Vitória Setúbal,Estrela Amadora,2-1,/match/vitoria-setubal/estrela-amadora/1990,1990,8,primeira_liga
Marítimo,Sporting CP,1-2,/match/maritimo/sporting-lisbon/1990,1990,9,primeira_liga
União Madeira,Beira Mar SC,4-1,/match/uniao-madeira/beira-mar/1990,1990,9,primeira_liga
Feirense,Porto,1-4,/match/feirense/fc-porto/1990,1990,9,primeira_liga
Belenenses,Vitória Setúbal,0-0,/match/belenenses/vitoria-setubal/1990,1990,9,primeira_liga
Chaves,Benfica,0-0,/match/chaves/benfica/1990,1990,9,primeira_liga
Boavista,Nacional,4-1,/match/boavista/nacional/1990,1990,9,primeira_liga
Tirsense,Penafiel,1-1,/match/tirsense/penafiel/1990,1990,9,primeira_liga
Estrela Amadora,Vitória,1-2,/match/estrela-amadora/vitoria-guimaraes/1990,1990,9,primeira_liga
Sporting Braga,Portimonense,3-1,/match/sporting-braga/portimonense/1990,1990,9,primeira_liga
Benfica,Marítimo,4-0,/match/benfica/maritimo/1990,1990,10,primeira_liga
Vitória,Belenenses,2-1,/match/vitoria-guimaraes/belenenses/1990,1990,10,primeira_liga
Porto,Tirsense,7-0,/match/fc-porto/tirsense/1990,1990,10,primeira_liga
Portimonense,Feirense,2-0,/match/portimonense/feirense/1990,1990,10,primeira_liga
Nacional,União Madeira,0-0,/match/nacional/uniao-madeira/1990,1990,10,primeira_liga
Sporting CP,Sporting Braga,0-0,/match/sporting-lisbon/sporting-braga/1990,1990,10,primeira_liga
Penafiel,Boavista,2-1,/match/penafiel/boavista/1990,1990,10,primeira_liga
Vitória Setúbal,Chaves,4-1,/match/vitoria-setubal/chaves/1990,1990,10,primeira_liga
Beira Mar SC,Estrela Amadora,1-0,/match/beira-mar/estrela-amadora/1990,1990,10,primeira_liga
Boavista,Porto,0-1,/match/boavista/fc-porto/1990,1990,11,primeira_liga
União Madeira,Penafiel,2-1,/match/uniao-madeira/penafiel/1990,1990,11,primeira_liga
Feirense,Sporting CP,1-2,/match/feirense/sporting-lisbon/1990,1990,11,primeira_liga
Sporting Braga,Benfica,0-4,/match/sporting-braga/benfica/1990,1990,11,primeira_liga
Estrela Amadora,Nacional,3-0,/match/estrela-amadora/nacional/1990,1990,11,primeira_liga
Vitória Setúbal,Vitória,0-1,/match/vitoria-setubal/vitoria-guimaraes/1990,1990,11,primeira_liga
Chaves,Marítimo,2-1,/match/chaves/maritimo/1990,1990,11,primeira_liga
Belenenses,Beira Mar SC,1-0,/match/belenenses/beira-mar/1990,1990,11,primeira_liga
Tirsense,Portimonense,1-0,/match/tirsense/portimonense/1990,1990,11,primeira_liga
Porto,União Madeira,1-0,/match/fc-porto/uniao-madeira/1990,1990,12,primeira_liga
Portimonense,Boavista,0-2,/match/portimonense/boavista/1990,1990,12,primeira_liga
Penafiel,Estrela Amadora,1-0,/match/penafiel/estrela-amadora/1990,1990,12,primeira_liga
Beira Mar SC,Vitória Setúbal,0-0,/match/beira-mar/vitoria-setubal/1990,1990,12,primeira_liga
Benfica,Feirense,3-1,/match/benfica/feirense/1990,1990,12,primeira_liga
Marítimo,Sporting Braga,1-1,/match/maritimo/sporting-braga/1990,1990,12,primeira_liga
Sporting CP,Tirsense,1-0,/match/sporting-lisbon/tirsense/1990,1990,12,primeira_liga
Vitória,Chaves,1-0,/match/vitoria-guimaraes/chaves/1990,1990,12,primeira_liga
Nacional,Belenenses,3-0,/match/nacional/belenenses/1990,1990,12,primeira_liga
União Madeira,Portimonense,2-0,/match/uniao-madeira/portimonense/1990,1990,13,primeira_liga
Estrela Amadora,Porto,1-1,/match/estrela-amadora/fc-porto/1990,1990,13,primeira_liga
Feirense,Marítimo,2-0,/match/feirense/maritimo/1990,1990,13,primeira_liga
Tirsense,Benfica,1-1,/match/tirsense/benfica/1990,1990,13,primeira_liga
Chaves,Sporting Braga,1-1,/match/chaves/sporting-braga/1990,1990,13,primeira_liga
Vitória,Beira Mar SC,2-0,/match/vitoria-guimaraes/beira-mar/1990,1990,13,primeira_liga
Belenenses,Penafiel,2-1,/match/belenenses/penafiel/1990,1990,13,primeira_liga
Vitória Setúbal,Nacional,3-0,/match/vitoria-setubal/nacional/1990,1990,13,primeira_liga
Boavista,Sporting CP,0-0,/match/boavista/sporting-lisbon/1990,1990,13,primeira_liga
Beira Mar SC,Chaves,0-0,/match/beira-mar/chaves/1990,1990,14,primeira_liga
Nacional,Vitória,0-0,/match/nacional/vitoria-guimaraes/1990,1990,14,primeira_liga
Porto,Belenenses,3-0,/match/fc-porto/belenenses/1990,1990,14,primeira_liga
Marítimo,Tirsense,0-0,/match/maritimo/tirsense/1990,1990,14,primeira_liga
Benfica,Boavista,1-1,/match/benfica/boavista/1990,1990,14,primeira_liga
Sporting CP,União Madeira,2-0,/match/sporting-lisbon/uniao-madeira/1990,1990,14,primeira_liga
Sporting Braga,Feirense,3-1,/match/sporting-braga/feirense/1990,1990,14,primeira_liga
Portimonense,Estrela Amadora,1-0,/match/portimonense/estrela-amadora/1990,1990,14,primeira_liga
Penafiel,Vitória Setúbal,1-0,/match/penafiel/vitoria-setubal/1990,1990,14,primeira_liga
Beira Mar SC,Nacional,1-0,/match/beira-mar/nacional/1990,1990,15,primeira_liga
Estrela Amadora,Sporting CP,0-0,/match/estrela-amadora/sporting-lisbon/1990,1990,15,primeira_liga
Vitória Setúbal,Porto,0-1,/match/vitoria-setubal/fc-porto/1990,1990,15,primeira_liga
União Madeira,Benfica,0-3,/match/uniao-madeira/benfica/1990,1990,15,primeira_liga
Tirsense,Sporting Braga,0-0,/match/tirsense/sporting-braga/1990,1990,15,primeira_liga
Boavista,Marítimo,1-1,/match/boavista/maritimo/1990,1990,15,primeira_liga
Belenenses,Portimonense,1-0,/match/belenenses/portimonense/1990,1990,15,primeira_liga
Vitória,Penafiel,2-0,/match/vitoria-guimaraes/penafiel/1990,1990,15,primeira_liga
