Home_Team,Away_Team,Result,Link,Season,Round,League
Girona,Alavés,1-0,/match/girona-fc/alaves/2014,2014,1,segunda_division
Mirandés,Barcelona B,2-1,/match/mirandes/barcelona-b/2014,2014,1,segunda_division
Hércules,Real Zaragoza,1-1,/match/hercules/real-zaragoza/2014,2014,1,segunda_division
Las Palmas,Deportivo,0-1,/match/ud-palmas/deportivo/2014,2014,1,segunda_division
Córdoba,Ponferradina,1-0,/match/cordoba/ponferradina-sd/2014,2014,1,segunda_division
Lugo,Numancia,0-0,/match/lugo/numancia/2014,2014,1,segunda_division
Alcorcón,Tenerife,1-0,/match/ad-alcorcon/tenerife/2014,2014,1,segunda_division
Real Sporting,RM Castilla,1-0,/match/sporting-gijon/rm-castilla/2014,2014,1,segunda_division
Sabadell,Mallorca,4-0,/match/sabadell/mallorca/2014,2014,1,segunda_division
Real Jaén,Eibar,1-2,/match/real-jaen/eibar/2014,2014,1,segunda_division
Real Murcia,Recreativo,2-3,/match/real-murcia/recreativo/2014,2014,1,segunda_division
Real Zaragoza,Mirandés,0-0,/match/real-zaragoza/mirandes/2014,2014,2,segunda_division
Deportivo,Córdoba,0-1,/match/deportivo/cordoba/2014,2014,2,segunda_division
Alavés,Las Palmas,1-1,/match/alaves/ud-palmas/2014,2014,2,segunda_division
Eibar,Girona,0-3,/match/eibar/girona-fc/2014,2014,2,segunda_division
Barcelona B,Lugo,2-1,/match/barcelona-b/lugo/2014,2014,2,segunda_division
RM Castilla,Alcorcón,0-1,/match/rm-castilla/ad-alcorcon/2014,2014,2,segunda_division
Tenerife,Hércules,0-0,/match/tenerife/hercules/2014,2014,2,segunda_division
Recreativo,Real Sporting,1-1,/match/recreativo/sporting-gijon/2014,2014,2,segunda_division
Ponferradina,Sabadell,2-0,/match/ponferradina-sd/sabadell/2014,2014,2,segunda_division
Numancia,Real Jaén,4-2,/match/numancia/real-jaen/2014,2014,2,segunda_division
Mallorca,Real Murcia,2-4,/match/mallorca/real-murcia/2014,2014,2,segunda_division
Hércules,RM Castilla,2-1,/match/hercules/rm-castilla/2014,2014,3,segunda_division
Las Palmas,Eibar,1-1,/match/ud-palmas/eibar/2014,2014,3,segunda_division
Girona,Numancia,2-2,/match/girona-fc/numancia/2014,2014,3,segunda_division
Barcelona B,Real Zaragoza,1-0,/match/barcelona-b/real-zaragoza/2014,2014,3,segunda_division
