Home_Team,Away_Team,Result,Link,Season,Round,League
Levante,Poli Ejido,2-0,/match/levante/ejido/2006,2006,1,segunda_division
Xerez,RM Castilla,2-1,/match/xerez/rm-castilla/2006,2006,1,segunda_division
Real Sporting,Albacete,2-0,/match/sporting-gijon/albacete/2006,2006,1,segunda_division
Tenerife,Gimnàstic,3-1,/match/tenerife/gimnastic-tarragona/2006,2006,1,segunda_division
Lorca Deportiva,Racing Ferrol,1-1,/match/lorca-deportiva-cf-sad/racing-club-ferrol/2006,2006,1,segunda_division
Ciudad de Murcia,Recreativo,3-1,/match/ciudad-de-murcia/recreativo/2006,2006,1,segunda_division
Eibar,Elche,1-2,/match/eibar/elche/2006,2006,1,segunda_division
Lleida,CD Castellón,1-0,/match/ue-lleida/cd-castellon/2006,2006,1,segunda_division
Real Valladolid,Real Murcia,1-0,/match/valladolid/real-murcia/2006,2006,1,segunda_division
Hércules,At. Malagueño,1-1,/match/hercules/atletico-malagueno/2006,2006,1,segunda_division
Numancia,Almería,3-0,/match/numancia/almeria/2006,2006,1,segunda_division
CD Castellón,Numancia,0-1,/match/cd-castellon/numancia/2006,2006,2,segunda_division
Recreativo,Tenerife,3-1,/match/recreativo/tenerife/2006,2006,2,segunda_division
Racing Ferrol,Levante,1-2,/match/racing-club-ferrol/levante/2006,2006,2,segunda_division
Almería,Xerez,3-0,/match/almeria/xerez/2006,2006,2,segunda_division
At. Malagueño,Ciudad de Murcia,0-1,/match/atletico-malagueno/ciudad-de-murcia/2006,2006,2,segunda_division
Gimnàstic,Real Sporting,0-4,/match/gimnastic-tarragona/sporting-gijon/2006,2006,2,segunda_division
Poli Ejido,Lleida,2-1,/match/ejido/ue-lleida/2006,2006,2,segunda_division
RM Castilla,Hércules,3-0,/match/rm-castilla/hercules/2006,2006,2,segunda_division
Real Murcia,Eibar,1-0,/match/real-murcia/eibar/2006,2006,2,segunda_division
Elche,Lorca Deportiva,1-3,/match/elche/lorca-deportiva-cf-sad/2006,2006,2,segunda_division
Albacete,Real Valladolid,2-3,/match/albacete/valladolid/2006,2006,2,segunda_division
Lleida,Numancia,5-0,/match/ue-lleida/numancia/2006,2006,3,segunda_division
Eibar,Albacete,1-1,/match/eibar/albacete/2006,2006,3,segunda_division
Real Valladolid,Gimnàstic,0-2,/match/valladolid/gimnastic-tarragona/2006,2006,3,segunda_division
Hércules,Almería,2-2,/match/hercules/almeria/2006,2006,3,segunda_division
Levante,Elche,1-0,/match/levante/elche/2006,2006,3,segunda_division
Real Sporting,Recreativo,1-1,/match/sporting-gijon/recreativo/2006,2006,3,segunda_division
Xerez,CD Castellón,2-1,/match/xerez/cd-castellon/2006,2006,3,segunda_division
Poli Ejido,Racing Ferrol,4-2,/match/ejido/racing-club-ferrol/2006,2006,3,segunda_division
Tenerife,At. Malagueño,3-2,/match/tenerife/atletico-malagueno/2006,2006,3,segunda_division
Lorca Deportiva,Real Murcia,0-1,/match/lorca-deportiva-cf-sad/real-murcia/2006,2006,3,segunda_division
Ciudad de Murcia,RM Castilla,2-1,/match/ciudad-de-murcia/rm-castilla/2006,2006,3,segunda_division
Almería,Ciudad de Murcia,1-0,/match/almeria/ciudad-de-murcia/2006,2006,4,segunda_division
RM Castilla,Tenerife,1-2,/match/rm-castilla/tenerife/2006,2006,4,segunda_division
At. Malagueño,Real Sporting,1-0,/match/atletico-malagueno/sporting-gijon/2006,2006,4,segunda_division
CD Castellón,Hércules,1-2,/match/cd-castellon/hercules/2006,2006,4,segunda_division
Recreativo,Real Valladolid,2-0,/match/recreativo/valladolid/2006,2006,4,segunda_division
Racing Ferrol,Lleida,0-0,/match/racing-club-ferrol/ue-lleida/2006,2006,4,segunda_division
Numancia,Xerez,1-1,/match/numancia/xerez/2006,2006,4,segunda_division
Gimnàstic,Eibar,1-0,/match/gimnastic-tarragona/eibar/2006,2006,4,segunda_division
Albacete,Lorca Deportiva,1-0,/match/albacete/lorca-deportiva-cf-sad/2006,2006,4,segunda_division
Elche,Poli Ejido,2-0,/match/elche/ejido/2006,2006,4,segunda_division
Real Murcia,Levante,0-0,/match/real-murcia/levante/2006,2006,4,segunda_division
Lleida,Xerez,0-1,/match/ue-lleida/xerez/2006,2006,5,segunda_division
Eibar,Recreativo,2-1,/match/eibar/recreativo/2006,2006,5,segunda_division
Racing Ferrol,Elche,2-1,/match/racing-club-ferrol/elche/2006,2006,5,segunda_division
Hércules,Numancia,4-0,/match/hercules/numancia/2006,2006,5,segunda_division
