Home_Team,Away_Team,Result,Link,Season,Round,League
Almería,At. Malagueño,3-2,/match/almeria/atletico-malagueno/2004,2004,1,segunda_division
Cádiz,Poli Ejido,2-1,/match/cadiz/ejido/2004,2004,1,segunda_division
Ciudad de Murcia,Recreativo,1-1,/match/ciudad-de-murcia/recreativo/2004,2004,1,segunda_division
Eibar,Algeciras,2-1,/match/eibar/algeciras-cf/2004,2004,1,segunda_division
Terrassa FC,Xerez,1-1,/match/terrassa-ii/xerez/2004,2004,1,segunda_division
Numancia,Córdoba,1-0,/match/numancia/cordoba/2004,2004,1,segunda_division
Real Sporting,Getafe,0-2,/match/sporting-gijon/getafe/2004,2004,1,segunda_division
Leganés,UD Salamanca,0-0,/match/leganes/salamanca/2004,2004,1,segunda_division
Tenerife,Alavés,1-0,/match/tenerife/alaves/2004,2004,1,segunda_division
Rayo Vallecano,Levante,0-2,/match/rayo-vallecano/levante/2004,2004,1,segunda_division
Elche,Las Palmas,1-2,/match/elche/ud-palmas/2004,2004,1,segunda_division
Las Palmas,Leganés,2-2,/match/ud-palmas/leganes/2004,2004,2,segunda_division
Xerez,Rayo Vallecano,0-0,/match/xerez/rayo-vallecano/2004,2004,2,segunda_division
At. Malagueño,Cádiz,1-3,/match/atletico-malagueno/cadiz/2004,2004,2,segunda_division
Levante,Elche,1-1,/match/levante/elche/2004,2004,2,segunda_division
Recreativo,Eibar,1-0,/match/recreativo/eibar/2004,2004,2,segunda_division
UD Salamanca,Numancia,1-0,/match/salamanca/numancia/2004,2004,2,segunda_division
Alavés,Real Sporting,2-1,/match/alaves/sporting-gijon/2004,2004,2,segunda_division
Poli Ejido,Terrassa FC,2-1,/match/ejido/terrassa-ii/2004,2004,2,segunda_division
Córdoba,Ciudad de Murcia,1-1,/match/cordoba/ciudad-de-murcia/2004,2004,2,segunda_division
Algeciras,Tenerife,1-1,/match/algeciras-cf/tenerife/2004,2004,2,segunda_division
Getafe,Almería,1-1,/match/getafe/almeria/2004,2004,2,segunda_division
Elche,Xerez,1-1,/match/elche/xerez/2004,2004,3,segunda_division
At. Malagueño,Getafe,1-1,/match/atletico-malagueno/getafe/2004,2004,3,segunda_division
Rayo Vallecano,Poli Ejido,3-1,/match/rayo-vallecano/ejido/2004,2004,3,segunda_division
Tenerife,Recreativo,2-1,/match/tenerife/recreativo/2004,2004,3,segunda_division
Ciudad de Murcia,UD Salamanca,1-1,/match/ciudad-de-murcia/salamanca/2004,2004,3,segunda_division
Real Sporting,Algeciras,3-2,/match/sporting-gijon/algeciras-cf/2004,2004,3,segunda_division
Almería,Alavés,2-1,/match/almeria/alaves/2004,2004,3,segunda_division
Cádiz,Terrassa FC,2-0,/match/cadiz/terrassa-ii/2004,2004,3,segunda_division
Eibar,Córdoba,0-0,/match/eibar/cordoba/2004,2004,3,segunda_division
Leganés,Levante,0-0,/match/leganes/levante/2004,2004,3,segunda_division
Numancia,Las Palmas,2-0,/match/numancia/ud-palmas/2004,2004,3,segunda_division
UD Salamanca,Eibar,1-2,/match/salamanca/eibar/2004,2004,4,segunda_division
Terrassa FC,Rayo Vallecano,1-2,/match/terrassa-ii/rayo-vallecano/2004,2004,4,segunda_division
Algeciras,Almería,0-0,/match/algeciras-cf/almeria/2004,2004,4,segunda_division
Las Palmas,Ciudad de Murcia,2-3,/match/ud-palmas/ciudad-de-murcia/2004,2004,4,segunda_division
Recreativo,Real Sporting,1-1,/match/recreativo/sporting-gijon/2004,2004,4,segunda_division
Xerez,Leganés,1-1,/match/xerez/leganes/2004,2004,4,segunda_division
Levante,Numancia,4-0,/match/levante/numancia/2004,2004,4,segunda_division
Alavés,At. Malagueño,1-0,/match/alaves/atletico-malagueno/2004,2004,4,segunda_division
Poli Ejido,Elche,1-2,/match/ejido/elche/2004,2004,4,segunda_division
Córdoba,Tenerife,1-1,/match/cordoba/tenerife/2004,2004,4,segunda_division
Getafe,Cádiz,3-2,/match/getafe/cadiz/2004,2004,4,segunda_division
Numancia,Xerez,0-0,/match/numancia/xerez/2004,2004,5,segunda_division
Leganés,Poli Ejido,0-0,/match/leganes/ejido/2004,2004,5,segunda_division
Elche,Terrassa FC,2-3,/match/elche/terrassa-ii/2004,2004,5,segunda_division
Eibar,Las Palmas,1-1,/match/eibar/ud-palmas/2004,2004,5,segunda_division
Almería,Recreativo,2-2,/match/almeria/recreativo/2004,2004,5,segunda_division
Getafe,Alavés,0-0,/match/getafe/alaves/2004,2004,5,segunda_division
Ciudad de Murcia,Levante,0-0,/match/ciudad-de-murcia/levante/2004,2004,5,segunda_division
Tenerife,UD Salamanca,1-1,/match/tenerife/salamanca/2004,2004,5,segunda_division
Real Sporting,Córdoba,1-1,/match/sporting-gijon/cordoba/2004,2004,5,segunda_division
Cádiz,Rayo Vallecano,1-0,/match/cadiz/rayo-vallecano/2004,2004,5,segunda_division
At. Malagueño,Algeciras,0-0,/match/atletico-malagueno/algeciras-cf/2004,2004,5,segunda_division
Poli Ejido,Numancia,1-3,/match/ejido/numancia/2004,2004,6,segunda_division
Recreativo,At. Malagueño,0-0,/match/recreativo/atletico-malagueno/2004,2004,6,segunda_division
Las Palmas,Tenerife,1-1,/match/ud-palmas/tenerife/2004,2004,6,segunda_division
Alavés,Cádiz,2-0,/match/alaves/cadiz/2004,2004,6,segunda_division
Córdoba,Almería,0-1,/match/cordoba/almeria/2004,2004,6,segunda_division
Algeciras,Getafe,3-0,/match/algeciras-cf/getafe/2004,2004,6,segunda_division
Levante,Eibar,1-0,/match/levante/eibar/2004,2004,6,segunda_division
Terrassa FC,Leganés,0-1,/match/terrassa-ii/leganes/2004,2004,6,segunda_division
UD Salamanca,Real Sporting,0-2,/match/salamanca/sporting-gijon/2004,2004,6,segunda_division
Rayo Vallecano,Elche,1-2,/match/rayo-vallecano/elche/2004,2004,6,segunda_division
Xerez,Ciudad de Murcia,2-1,/match/xerez/ciudad-de-murcia/2004,2004,6,segunda_division
Tenerife,Levante,1-1,/match/tenerife/levante/2004,2004,7,segunda_division
Leganés,Rayo Vallecano,1-1,/match/leganes/rayo-vallecano/2004,2004,7,segunda_division
Eibar,Xerez,0-0,/match/eibar/xerez/2004,2004,7,segunda_division
Cádiz,Elche,1-1,/match/cadiz/elche/2004,2004,7,segunda_division
Ciudad de Murcia,Poli Ejido,2-2,/match/ciudad-de-murcia/ejido/2004,2004,7,segunda_division
Alavés,Algeciras,1-1,/match/alaves/algeciras-cf/2004,2004,7,segunda_division
Real Sporting,Las Palmas,1-1,/match/sporting-gijon/ud-palmas/2004,2004,7,segunda_division
Numancia,Terrassa FC,2-0,/match/numancia/terrassa-ii/2004,2004,7,segunda_division
Almería,UD Salamanca,0-0,/match/almeria/salamanca/2004,2004,7,segunda_division
At. Malagueño,Córdoba,2-2,/match/atletico-malagueno/cordoba/2004,2004,7,segunda_division
Getafe,Recreativo,0-0,/match/getafe/recreativo/2004,2004,7,segunda_division
Las Palmas,Almería,1-1,/match/ud-palmas/almeria/2004,2004,8,segunda_division
Levante,Real Sporting,2-1,/match/levante/sporting-gijon/2004,2004,8,segunda_division
Córdoba,Getafe,0-0,/match/cordoba/getafe/2004,2004,8,segunda_division
Terrassa FC,Ciudad de Murcia,0-0,/match/terrassa-ii/ciudad-de-murcia/2004,2004,8,segunda_division
Poli Ejido,Eibar,0-0,/match/ejido/eibar/2004,2004,8,segunda_division
Elche,Leganés,1-0,/match/elche/leganes/2004,2004,8,segunda_division
Rayo Vallecano,Numancia,2-5,/match/rayo-vallecano/numancia/2004,2004,8,segunda_division
Xerez,Tenerife,0-0,/match/xerez/tenerife/2004,2004,8,segunda_division
UD Salamanca,At. Malagueño,1-1,/match/salamanca/atletico-malagueno/2004,2004,8,segunda_division
Algeciras,Cádiz,0-1,/match/algeciras-cf/cadiz/2004,2004,8,segunda_division
Recreativo,Alavés,0-0,/match/recreativo/alaves/2004,2004,8,segunda_division
