Home_Team,Away_Team,Result,Link,Season,Round,League
Grimsby Town,Bolton Wanderers,3-3,/match/grimsby-town/bolton-wanderers-fc/1995,1995,1,championship
Oldham Athletic,Charlton Athletic,5-2,/match/oldham-athletic-afc/charlton-athletic-fc/1995,1995,1,championship
Bristol City,Sunderland,0-0,/match/bristol-city-fc/sunderland-afc/1995,1995,1,championship
Wolves,Reading,1-0,/match/wolverhampton/reading-fc/1995,1995,1,championship
Sheffield United,Watford,3-0,/match/sheffield-united/watford-fc/1995,1995,1,championship
Middlesbrough,Burnley,2-0,/match/middlesbrough-fc/burnley-fc/1995,1995,1,championship
Barnsley,Derby County,2-1,/match/barnsley-fc/derby-county-fc/1995,1995,1,championship
Stoke City,Tranmere Rovers,1-0,/match/stoke-city/tranmere-rovers/1995,1995,1,championship
Portsmouth,Notts County,2-1,/match/portsmouth/notts-county/1995,1995,1,championship
Luton Town,West Bromwich Alb.,1-1,/match/luton-town-fc/west-bromwich/1995,1995,1,championship
Millwall,Southend United,3-1,/match/millwall-fc/southend-united/1995,1995,1,championship
Swindon Town,Port Vale,2-0,/match/swindon-town/port-vale/1995,1995,1,championship
Southend United,Middlesbrough,0-2,/match/southend-united/middlesbrough-fc/1995,1995,2,championship
Reading,Portsmouth,0-0,/match/reading-fc/portsmouth/1995,1995,2,championship
Sunderland,Millwall,1-1,/match/sunderland-afc/millwall-fc/1995,1995,2,championship
Burnley,Stoke City,1-1,/match/burnley-fc/stoke-city/1995,1995,2,championship
Bolton Wanderers,Bristol City,0-2,/match/bolton-wanderers-fc/bristol-city-fc/1995,1995,2,championship
Derby County,Luton Town,0-0,/match/derby-county-fc/luton-town-fc/1995,1995,2,championship
Charlton Athletic,Barnsley,2-2,/match/charlton-athletic-fc/barnsley-fc/1995,1995,2,championship
Port Vale,Oldham Athletic,3-1,/match/port-vale/oldham-athletic-afc/1995,1995,2,championship
Watford,Grimsby Town,0-0,/match/watford-fc/grimsby-town/1995,1995,2,championship
Tranmere Rovers,Swindon Town,3-2,/match/tranmere-rovers/swindon-town/1995,1995,2,championship
Notts County,Wolves,1-1,/match/notts-county/wolverhampton/1995,1995,2,championship
Luton Town,Southend United,2-2,/match/luton-town-fc/southend-united/1995,1995,2,championship
Sheffield United,Notts County,1-3,/match/sheffield-united/notts-county/1995,1995,3,championship
Grimsby Town,Tranmere Rovers,3-1,/match/grimsby-town/tranmere-rovers/1995,1995,3,championship
Bristol City,Port Vale,0-0,/match/bristol-city-fc/port-vale/1995,1995,3,championship
Millwall,Derby County,4-1,/match/millwall-fc/derby-county-fc/1995,1995,3,championship
Oldham Athletic,Burnley,3-0,/match/oldham-athletic-afc/burnley-fc/1995,1995,3,championship
Swindon Town,Watford,1-0,/match/swindon-town/watford-fc/1995,1995,3,championship
Barnsley,Reading,0-2,/match/barnsley-fc/reading-fc/1995,1995,3,championship
Stoke City,Sunderland,0-1,/match/stoke-city/sunderland-afc/1995,1995,3,championship
Portsmouth,Charlton Athletic,1-1,/match/portsmouth/charlton-athletic-fc/1995,1995,3,championship
Middlesbrough,Bolton Wanderers,1-0,/match/middlesbrough-fc/bolton-wanderers-fc/1995,1995,3,championship
Wolves,West Bromwich Alb.,2-0,/match/wolverhampton/west-bromwich/1995,1995,3,championship
Sunderland,Grimsby Town,2-2,/match/sunderland-afc/grimsby-town/1995,1995,3,championship
Notts County,Oldham Athletic,1-3,/match/notts-county/oldham-athletic-afc/1995,1995,4,championship
Port Vale,Barnsley,2-1,/match/port-vale/barnsley-fc/1995,1995,4,championship
Tranmere Rovers,Luton Town,4-2,/match/tranmere-rovers/luton-town-fc/1995,1995,4,championship
Burnley,Bristol City,1-1,/match/burnley-fc/bristol-city-fc/1995,1995,4,championship
Reading,Stoke City,4-0,/match/reading-fc/stoke-city/1995,1995,4,championship
Bolton Wanderers,Millwall,1-0,/match/bolton-wanderers-fc/millwall-fc/1995,1995,4,championship
Charlton Athletic,Sheffield United,1-1,/match/charlton-athletic-fc/sheffield-united/1995,1995,4,championship
Watford,Wolves,2-1,/match/watford-fc/wolverhampton/1995,1995,4,championship
Southend United,Portsmouth,1-2,/match/southend-united/portsmouth/1995,1995,4,championship
West Bromwich Alb.,Swindon Town,0-0,/match/west-bromwich/swindon-town/1995,1995,4,championship
Derby County,Middlesbrough,0-1,/match/derby-county-fc/middlesbrough-fc/1995,1995,4,championship
Derby County,Grimsby Town,2-1,/match/derby-county-fc/grimsby-town/1995,1995,4,championship
Southend United,Oldham Athletic,1-0,/match/southend-united/oldham-athletic-afc/1995,1995,5,championship
Burnley,Barnsley,0-1,/match/burnley-fc/barnsley-fc/1995,1995,5,championship
Port Vale,Luton Town,0-1,/match/port-vale/luton-town-fc/1995,1995,5,championship
Notts County,Swindon Town,0-1,/match/notts-county/swindon-town/1995,1995,5,championship
Charlton Athletic,Bristol City,3-2,/match/charlton-athletic-fc/bristol-city-fc/1995,1995,5,championship
Bolton Wanderers,Stoke City,4-0,/match/bolton-wanderers-fc/stoke-city/1995,1995,5,championship
Reading,Millwall,0-0,/match/reading-fc/millwall-fc/1995,1995,5,championship
Tranmere Rovers,Sheffield United,2-1,/match/tranmere-rovers/sheffield-united/1995,1995,5,championship
Sunderland,Wolves,1-1,/match/sunderland-afc/wolverhampton/1995,1995,5,championship
Watford,Middlesbrough,1-1,/match/watford-fc/middlesbrough-fc/1995,1995,5,championship
