Home_Team,Away_Team,Result,Link,Season,Round,League
Middlesbrough,Charlton Athletic,2-1,/match/middlesbrough-fc/charlton-athletic-fc/1998,1998,1,championship
Oxford City,Huddersfield Town,2-0,/match/oxford-city/huddersfield-town-fc/1998,1998,1,championship
West Bromwich Alb.,Tranmere Rovers,2-1,/match/west-bromwich/tranmere-rovers/1998,1998,1,championship
Norwich City,Wolves,0-2,/match/norwich-city-fc/wolverhampton/1998,1998,1,championship
Man. City,Portsmouth,2-2,/match/manchester-city-fc/portsmouth/1998,1998,1,championship
Bury,Reading,1-1,/match/bury/reading-fc/1998,1998,1,championship
Bradford City,Stockport County,2-1,/match/bradford-city/stockport-county/1998,1998,1,championship
Birmingham City,Stoke City,2-0,/match/birmingham-city-fc/stoke-city/1998,1998,1,championship
Queens Park Range.,Ipswich Town,0-0,/match/queens-park-rangers-fc/ipswich-town-fc/1998,1998,1,championship
Port Vale,Nottingham Forest,0-1,/match/port-vale/nottingham-forest-fc/1998,1998,1,championship
Swindon Town,Crewe Alexandra,2-0,/match/swindon-town/crewe-alexandra/1998,1998,1,championship
Sheffield United,Sunderland,2-0,/match/sheffield-united/sunderland-afc/1998,1998,1,championship
Tranmere Rovers,Queens Park Range.,2-1,/match/tranmere-rovers/queens-park-rangers-fc/1998,1998,1,championship
Sunderland,Man. City,3-1,/match/sunderland-afc/manchester-city-fc/1998,1998,1,championship
Bradford City,Stoke City,0-0,/match/bradford-city/stoke-city/1998,1998,1,championship
Nottingham Forest,Norwich City,4-1,/match/nottingham-forest-fc/norwich-city-fc/1998,1998,1,championship
Charlton Athletic,Oxford City,3-2,/match/charlton-athletic-fc/oxford-city/1998,1998,1,championship
Wolves,Sheffield United,0-0,/match/wolverhampton/sheffield-united/1998,1998,1,championship
Stockport County,Bury,0-0,/match/stockport-county/bury/1998,1998,1,championship
Reading,Swindon Town,0-1,/match/reading-fc/swindon-town/1998,1998,1,championship
Portsmouth,Port Vale,3-1,/match/portsmouth/port-vale/1998,1998,1,championship
Crewe Alexandra,West Bromwich Alb.,2-3,/match/crewe-alexandra/west-bromwich/1998,1998,1,championship
Man. City,Tranmere Rovers,1-1,/match/manchester-city-fc/tranmere-rovers/1998,1998,1,championship
Middlesbrough,Stoke City,0-1,/match/middlesbrough-fc/stoke-city/1998,1998,1,championship
Bradford City,Ipswich Town,2-1,/match/bradford-city/ipswich-town-fc/1998,1998,1,championship
Norwich City,Crewe Alexandra,0-2,/match/norwich-city-fc/crewe-alexandra/1998,1998,1,championship
Swindon Town,Huddersfield Town,1-1,/match/swindon-town/huddersfield-town-fc/1998,1998,1,championship
Sheffield United,Portsmouth,2-1,/match/sheffield-united/portsmouth/1998,1998,1,championship
Queens Park Range.,Stockport County,2-1,/match/queens-park-rangers-fc/stockport-county/1998,1998,1,championship
Port Vale,Sunderland,3-1,/match/port-vale/sunderland-afc/1998,1998,1,championship
Oxford City,Nottingham Forest,0-1,/match/oxford-city/nottingham-forest-fc/1998,1998,1,championship
Bury,Charlton Athletic,0-0,/match/bury/charlton-athletic-fc/1998,1998,1,championship
Birmingham City,Reading,3-0,/match/birmingham-city-fc/reading-fc/1998,1998,1,championship
West Bromwich Alb.,Wolves,1-0,/match/west-bromwich/wolverhampton/1998,1998,1,championship
Stockport County,Birmingham City,2-2,/match/stockport-county/birmingham-city-fc/1998,1998,1,championship
Portsmouth,Oxford City,2-1,/match/portsmouth/oxford-city/1998,1998,1,championship
Nottingham Forest,Queens Park Range.,4-0,/match/nottingham-forest-fc/queens-park-rangers-fc/1998,1998,1,championship
Charlton Athletic,Man. City,2-1,/match/charlton-athletic-fc/manchester-city-fc/1998,1998,1,championship
Tranmere Rovers,Middlesbrough,0-2,/match/tranmere-rovers/middlesbrough-fc/1998,1998,1,championship
Stoke City,Swindon Town,1-2,/match/stoke-city/swindon-town/1998,1998,1,championship
Reading,Bradford City,0-3,/match/reading-fc/bradford-city/1998,1998,1,championship
Sunderland,Norwich City,0-1,/match/sunderland-afc/norwich-city-fc/1998,1998,1,championship
Ipswich Town,West Bromwich Alb.,1-1,/match/ipswich-town-fc/west-bromwich/1998,1998,1,championship
Wolves,Bury,4-2,/match/wolverhampton/bury/1998,1998,1,championship
Huddersfield Town,Sheffield United,0-0,/match/huddersfield-town-fc/sheffield-united/1998,1998,1,championship
Reading,Queens Park Range.,1-2,/match/reading-fc/queens-park-rangers-fc/1998,1998,2,championship
Sunderland,Oxford City,3-1,/match/sunderland-afc/oxford-city/1998,1998,2,championship
Ipswich Town,Swindon Town,2-1,/match/ipswich-town-fc/swindon-town/1998,1998,2,championship
Huddersfield Town,Bradford City,1-2,/match/huddersfield-town-fc/bradford-city/1998,1998,2,championship
Tranmere Rovers,Birmingham City,0-3,/match/tranmere-rovers/birmingham-city-fc/1998,1998,2,championship
Stockport County,Middlesbrough,1-1,/match/stockport-county/middlesbrough-fc/1998,1998,2,championship
Portsmouth,Norwich City,1-1,/match/portsmouth/norwich-city-fc/1998,1998,2,championship
Crewe Alexandra,Bury,1-2,/match/crewe-alexandra/bury/1998,1998,2,championship
Nottingham Forest,Man. City,1-3,/match/nottingham-forest-fc/manchester-city-fc/1998,1998,2,championship
