Home_Team,Away_Team,Result,Link,Season,Round,League
Watford,Portsmouth,1-0,/match/watford-fc/portsmouth/1990,1990,1,championship
West Bromwich Alb.,Sheffield United,0-3,/match/west-bromwich/sheffield-united/1990,1990,1,championship
Blackburn Rovers,Oldham Athletic,1-0,/match/blackburn-rovers-fc/oldham-athletic-afc/1990,1990,1,championship
Bradford City,Port Vale,2-2,/match/bradford-city/port-vale/1990,1990,1,championship
Brighton Hove Alb.,AFC Bournemouth,2-1,/match/brighton-amp-hov/afc-bournemouth/1990,1990,1,championship
Hull City,Leicester,1-1,/match/hull-city/leicester-city-fc/1990,1990,1,championship
Ipswich Town,Barnsley,3-1,/match/ipswich-town-fc/barnsley-fc/1990,1990,1,championship
Middlesbrough,Wolves,4-2,/match/middlesbrough-fc/wolverhampton/1990,1990,1,championship
Newcastle,Leeds United,5-2,/match/newcastle-united-fc/leeds-united-afc/1990,1990,1,championship
Plymouth Argyle,Oxford United,2-0,/match/plymouth-argyle/oxford-united/1990,1990,1,championship
Stoke City,West Ham,1-1,/match/stoke-city/west-ham-united/1990,1990,1,championship
Swindon Town,Sunderland,0-2,/match/swindon-town/sunderland-afc/1990,1990,1,championship
Sunderland,Ipswich Town,2-4,/match/sunderland-afc/ipswich-town-fc/1990,1990,1,championship
Oldham Athletic,Watford,1-1,/match/oldham-athletic-afc/watford-fc/1990,1990,1,championship
AFC Bournemouth,West Bromwich Alb.,1-1,/match/afc-bournemouth/west-bromwich/1990,1990,1,championship
West Ham,Bradford City,2-0,/match/west-ham-united/bradford-city/1990,1990,1,championship
Leeds United,Middlesbrough,2-1,/match/leeds-united-afc/middlesbrough-fc/1990,1990,1,championship
Leicester,Blackburn Rovers,0-1,/match/leicester-city-fc/blackburn-rovers-fc/1990,1990,1,championship
Wolves,Bradford City,1-1,/match/wolverhampton/bradford-city/1990,1990,1,championship
West Ham,Plymouth Argyle,3-2,/match/west-ham-united/plymouth-argyle/1990,1990,1,championship
Sheffield United,Ipswich Town,2-0,/match/sheffield-united/ipswich-town-fc/1990,1990,1,championship
Portsmouth,Stoke City,0-0,/match/portsmouth/stoke-city/1990,1990,1,championship
Port Vale,West Bromwich Alb.,2-1,/match/port-vale/west-bromwich/1990,1990,1,championship
Oxford United,Watford,1-1,/match/oxford-united/watford-fc/1990,1990,1,championship
Oldham Athletic,Swindon Town,2-2,/match/oldham-athletic-afc/swindon-town/1990,1990,1,championship
Leicester,Newcastle,2-2,/match/leicester-city-fc/newcastle-united-fc/1990,1990,1,championship
Leeds United,Blackburn Rovers,1-1,/match/leeds-united-afc/blackburn-rovers-fc/1990,1990,1,championship
Barnsley,Brighton Hove Alb.,1-0,/match/barnsley-fc/brighton-amp-hov/1990,1990,1,championship
AFC Bournemouth,Hull City,5-4,/match/afc-bournemouth/hull-city/1990,1990,1,championship
Sunderland,Middlesbrough,2-1,/match/sunderland-afc/middlesbrough-fc/1990,1990,1,championship
Watford,Leicester,3-1,/match/watford-fc/leicester-city-fc/1990,1990,2,championship
West Bromwich Alb.,Sunderland,1-1,/match/west-bromwich/sunderland-afc/1990,1990,2,championship
Blackburn Rovers,Oxford United,2-2,/match/blackburn-rovers-fc/oxford-united/1990,1990,2,championship
Bradford City,Portsmouth,1-1,/match/bradford-city/portsmouth/1990,1990,2,championship
Brighton Hove Alb.,Port Vale,2-0,/match/brighton-amp-hov/port-vale/1990,1990,2,championship
Hull City,West Ham,1-1,/match/hull-city/west-ham-united/1990,1990,2,championship
Ipswich Town,AFC Bournemouth,1-1,/match/ipswich-town-fc/afc-bournemouth/1990,1990,2,championship
Middlesbrough,Sheffield United,3-3,/match/middlesbrough-fc/sheffield-united/1990,1990,2,championship
Newcastle,Oldham Athletic,2-1,/match/newcastle-united-fc/oldham-athletic-afc/1990,1990,2,championship
Plymouth Argyle,Barnsley,2-1,/match/plymouth-argyle/barnsley-fc/1990,1990,2,championship
Stoke City,Leeds United,1-1,/match/stoke-city/leeds-united-afc/1990,1990,2,championship
Swindon Town,Wolves,3-1,/match/swindon-town/wolverhampton/1990,1990,2,championship
Barnsley,Stoke City,3-2,/match/barnsley-fc/stoke-city/1990,1990,2,championship
Port Vale,Blackburn Rovers,0-0,/match/port-vale/blackburn-rovers-fc/1990,1990,2,championship
AFC Bournemouth,Newcastle,2-1,/match/afc-bournemouth/newcastle-united-fc/1990,1990,2,championship
Barnsley,Middlesbrough,1-1,/match/barnsley-fc/middlesbrough-fc/1990,1990,2,championship
Leeds United,Ipswich Town,1-1,/match/leeds-united-afc/ipswich-town-fc/1990,1990,2,championship
Leicester,West Bromwich Alb.,1-3,/match/leicester-city-fc/west-bromwich/1990,1990,2,championship
Oldham Athletic,Plymouth Argyle,3-2,/match/oldham-athletic-afc/plymouth-argyle/1990,1990,2,championship
Oxford United,Bradford City,2-1,/match/oxford-united/bradford-city/1990,1990,2,championship
Portsmouth,Hull City,2-2,/match/portsmouth/hull-city/1990,1990,2,championship
Sheffield United,Brighton Hove Alb.,5-4,/match/sheffield-united/brighton-amp-hov/1990,1990,2,championship
Sunderland,Watford,4-0,/match/sunderland-afc/watford-fc/1990,1990,2,championship
West Ham,Swindon Town,1-1,/match/west-ham-united/swindon-town/1990,1990,2,championship
Wolves,Stoke City,0-0,/match/wolverhampton/stoke-city/1990,1990,2,championship
Wolves,Brighton Hove Alb.,2-4,/match/wolverhampton/brighton-amp-hov/1990,1990,2,championship
Sheffield United,Swindon Town,2-0,/match/sheffield-united/swindon-town/1990,1990,2,championship
Portsmouth,Plymouth Argyle,0-3,/match/portsmouth/plymouth-argyle/1990,1990,2,championship
Port Vale,Hull City,1-1,/match/port-vale/hull-city/1990,1990,2,championship
Oxford United,Newcastle,2-1,/match/oxford-united/newcastle-united-fc/1990,1990,2,championship
Middlesbrough,AFC Bournemouth,2-1,/match/middlesbrough-fc/afc-bournemouth/1990,1990,2,championship
Ipswich Town,Wolves,1-3,/match/ipswich-town-fc/wolverhampton/1990,1990,2,championship
Hull City,Leeds United,0-1,/match/hull-city/leeds-united-afc/1990,1990,2,championship
Bradford City,Leicester,2-0,/match/bradford-city/leicester-city-fc/1990,1990,2,championship
Blackburn Rovers,Sunderland,1-1,/match/blackburn-rovers-fc/sunderland-afc/1990,1990,2,championship
Brighton Hove Alb.,West Ham,3-0,/match/brighton-amp-hov/west-ham-united/1990,1990,2,championship
Plymouth Argyle,Sheffield United,0-0,/match/plymouth-argyle/sheffield-united/1990,1990,2,championship
Newcastle,Portsmouth,1-0,/match/newcastle-united-fc/portsmouth/1990,1990,2,championship
West Bromwich Alb.,Oxford United,3-2,/match/west-bromwich/oxford-united/1990,1990,2,championship
Watford,Port Vale,1-0,/match/watford-fc/port-vale/1990,1990,2,championship
Stoke City,Oldham Athletic,1-2,/match/stoke-city/oldham-athletic-afc/1990,1990,2,championship
Swindon Town,Barnsley,0-0,/match/swindon-town/barnsley-fc/1990,1990,2,championship
Oldham Athletic,West Bromwich Alb.,2-1,/match/oldham-athletic-afc/west-bromwich/1990,1990,2,championship
AFC Bournemouth,Blackburn Rovers,2-4,/match/afc-bournemouth/blackburn-rovers-fc/1990,1990,2,championship
Barnsley,Bradford City,2-0,/match/barnsley-fc/bradford-city/1990,1990,2,championship
Leeds United,Swindon Town,4-0,/match/leeds-united-afc/swindon-town/1990,1990,2,championship
Leicester,Brighton Hove Alb.,1-0,/match/leicester-city-fc/brighton-amp-hov/1990,1990,2,championship
Oxford United,Ipswich Town,2-2,/match/oxford-united/ipswich-town-fc/1990,1990,2,championship
Portsmouth,Middlesbrough,3-1,/match/portsmouth/middlesbrough-fc/1990,1990,2,championship
Sheffield United,Hull City,0-0,/match/sheffield-united/hull-city/1990,1990,2,championship
Stoke City,Port Vale,1-1,/match/stoke-city/port-vale/1990,1990,2,championship
West Ham,Watford,1-0,/match/west-ham-united/watford-fc/1990,1990,2,championship
Wolves,Plymouth Argyle,1-0,/match/wolverhampton/plymouth-argyle/1990,1990,2,championship
Sunderland,Newcastle,0-0,/match/sunderland-afc/newcastle-united-fc/1990,1990,2,championship
AFC Bournemouth,Port Vale,1-0,/match/afc-bournemouth/port-vale/1990,1990,2,championship
Barnsley,Wolves,2-2,/match/barnsley-fc/wolverhampton/1990,1990,2,championship
Portsmouth,West Ham,0-1,/match/portsmouth/west-ham-united/1990,1990,2,championship
Stoke City,Bradford City,1-1,/match/stoke-city/bradford-city/1990,1990,2,championship
Swindon Town,Plymouth Argyle,3-0,/match/swindon-town/plymouth-argyle/1990,1990,2,championship
Sheffield United,Oldham Athletic,2-1,/match/sheffield-united/oldham-athletic-afc/1990,1990,2,championship
West Bromwich Alb.,Blackburn Rovers,2-2,/match/west-bromwich/blackburn-rovers-fc/1990,1990,2,championship
Newcastle,Watford,2-1,/match/newcastle-united-fc/watford-fc/1990,1990,2,championship
Middlesbrough,Hull City,1-0,/match/middlesbrough-fc/hull-city/1990,1990,2,championship
Leicester,Sunderland,2-3,/match/leicester-city-fc/sunderland-afc/1990,1990,2,championship
Leeds United,Oxford United,2-1,/match/leeds-united-afc/oxford-united/1990,1990,2,championship
Brighton Hove Alb.,Ipswich Town,1-0,/match/brighton-amp-hov/ipswich-town-fc/1990,1990,2,championship
Blackburn Rovers,Barnsley,5-0,/match/blackburn-rovers-fc/barnsley-fc/1990,1990,2,championship
Bradford City,Swindon Town,1-1,/match/bradford-city/swindon-town/1990,1990,2,championship
Hull City,Newcastle,1-3,/match/hull-city/newcastle-united-fc/1990,1990,2,championship
Ipswich Town,Stoke City,2-2,/match/ipswich-town-fc/stoke-city/1990,1990,2,championship
Oldham Athletic,Leicester,1-0,/match/oldham-athletic-afc/leicester-city-fc/1990,1990,2,championship
Oxford United,AFC Bournemouth,1-2,/match/oxford-united/afc-bournemouth/1990,1990,2,championship
Plymouth Argyle,Brighton Hove Alb.,2-1,/match/plymouth-argyle/brighton-amp-hov/1990,1990,2,championship
Port Vale,Leeds United,0-0,/match/port-vale/leeds-united-afc/1990,1990,2,championship
Sunderland,Sheffield United,1-1,/match/sunderland-afc/sheffield-united/1990,1990,2,championship
Watford,Middlesbrough,1-0,/match/watford-fc/middlesbrough-fc/1990,1990,2,championship
West Ham,West Bromwich Alb.,2-3,/match/west-ham-united/west-bromwich/1990,1990,2,championship
Wolves,Portsmouth,5-0,/match/wolverhampton/portsmouth/1990,1990,2,championship
West Ham,Leeds United,0-1,/match/west-ham-united/leeds-united-afc/1990,1990,3,championship
Wolves,Sheffield United,1-2,/match/wolverhampton/sheffield-united/1990,1990,3,championship
Bradford City,Brighton Hove Alb.,2-0,/match/bradford-city/brighton-amp-hov/1990,1990,3,championship
Hull City,Swindon Town,2-3,/match/hull-city/swindon-town/1990,1990,3,championship
Ipswich Town,Newcastle,2-1,/match/ipswich-town-fc/newcastle-united-fc/1990,1990,3,championship
Oldham Athletic,Barnsley,2-0,/match/oldham-athletic-afc/barnsley-fc/1990,1990,3,championship
Plymouth Argyle,Stoke City,3-0,/match/plymouth-argyle/stoke-city/1990,1990,3,championship
Port Vale,Leicester,2-1,/match/port-vale/leicester-city-fc/1990,1990,3,championship
Sunderland,AFC Bournemouth,3-2,/match/sunderland-afc/afc-bournemouth/1990,1990,3,championship
Watford,West Bromwich Alb.,0-2,/match/watford-fc/west-bromwich/1990,1990,3,championship
Oxford United,Portsmouth,2-1,/match/oxford-united/portsmouth/1990,1990,3,championship
Brighton Hove Alb.,Watford,1-0,/match/brighton-amp-hov/watford-fc/1990,1990,3,championship
AFC Bournemouth,Oldham Athletic,2-0,/match/afc-bournemouth/oldham-athletic-afc/1990,1990,3,championship
Barnsley,Port Vale,0-3,/match/barnsley-fc/port-vale/1990,1990,3,championship
Leeds United,Sunderland,2-0,/match/leeds-united-afc/sunderland-afc/1990,1990,3,championship
Leicester,Oxford United,0-0,/match/leicester-city-fc/oxford-united/1990,1990,3,championship
Newcastle,Bradford City,1-0,/match/newcastle-united-fc/bradford-city/1990,1990,3,championship
Portsmouth,Blackburn Rovers,1-1,/match/portsmouth/blackburn-rovers-fc/1990,1990,3,championship
Sheffield United,West Ham,0-2,/match/sheffield-united/west-ham-united/1990,1990,3,championship
Stoke City,Hull City,1-1,/match/stoke-city/hull-city/1990,1990,3,championship
Swindon Town,Ipswich Town,3-0,/match/swindon-town/ipswich-town-fc/1990,1990,3,championship
Middlesbrough,Plymouth Argyle,0-2,/match/middlesbrough-fc/plymouth-argyle/1990,1990,3,championship
West Bromwich Alb.,Wolves,1-2,/match/west-bromwich/wolverhampton/1990,1990,3,championship
Watford,AFC Bournemouth,2-2,/match/watford-fc/afc-bournemouth/1990,1990,3,championship
Barnsley,Sheffield United,1-2,/match/barnsley-fc/sheffield-united/1990,1990,3,championship
Hull City,Oldham Athletic,0-0,/match/hull-city/oldham-athletic-afc/1990,1990,3,championship
Plymouth Argyle,Leicester,3-1,/match/plymouth-argyle/leicester-city-fc/1990,1990,3,championship
Portsmouth,Leeds United,3-3,/match/portsmouth/leeds-united-afc/1990,1990,3,championship
Stoke City,West Bromwich Alb.,2-1,/match/stoke-city/west-bromwich/1990,1990,3,championship
Swindon Town,Oxford United,3-0,/match/swindon-town/oxford-united/1990,1990,3,championship
Wolves,Port Vale,2-0,/match/wolverhampton/port-vale/1990,1990,3,championship
Bradford City,Ipswich Town,1-0,/match/bradford-city/ipswich-town-fc/1990,1990,3,championship
Newcastle,Blackburn Rovers,2-1,/match/newcastle-united-fc/blackburn-rovers-fc/1990,1990,3,championship
West Ham,Sunderland,5-0,/match/west-ham-united/sunderland-afc/1990,1990,3,championship
Middlesbrough,Brighton Hove Alb.,2-2,/match/middlesbrough-fc/brighton-amp-hov/1990,1990,3,championship
Ipswich Town,Plymouth Argyle,3-0,/match/ipswich-town-fc/plymouth-argyle/1990,1990,3,championship
AFC Bournemouth,Portsmouth,0-1,/match/afc-bournemouth/portsmouth/1990,1990,3,championship
Blackburn Rovers,Watford,2-2,/match/blackburn-rovers-fc/watford-fc/1990,1990,3,championship
Brighton Hove Alb.,Newcastle,0-3,/match/brighton-amp-hov/newcastle-united-fc/1990,1990,3,championship
Leeds United,Wolves,1-0,/match/leeds-united-afc/wolverhampton/1990,1990,3,championship
Leicester,Swindon Town,2-1,/match/leicester-city-fc/swindon-town/1990,1990,3,championship
Oldham Athletic,Middlesbrough,2-0,/match/oldham-athletic-afc/middlesbrough-fc/1990,1990,3,championship
Oxford United,Barnsley,2-3,/match/oxford-united/barnsley-fc/1990,1990,3,championship
Port Vale,West Ham,2-2,/match/port-vale/west-ham-united/1990,1990,3,championship
Sheffield United,Stoke City,2-1,/match/sheffield-united/stoke-city/1990,1990,3,championship
Sunderland,Bradford City,1-0,/match/sunderland-afc/bradford-city/1990,1990,3,championship
West Bromwich Alb.,Hull City,1-1,/match/west-bromwich/hull-city/1990,1990,3,championship
West Ham,Oxford United,3-2,/match/west-ham-united/oxford-united/1990,1990,3,championship
Barnsley,Leicester,2-2,/match/barnsley-fc/leicester-city-fc/1990,1990,3,championship
Bradford City,Leeds United,0-1,/match/bradford-city/leeds-united-afc/1990,1990,3,championship
Hull City,Brighton Hove Alb.,0-2,/match/hull-city/brighton-amp-hov/1990,1990,3,championship
Middlesbrough,West Bromwich Alb.,0-0,/match/middlesbrough-fc/west-bromwich/1990,1990,3,championship
