Home_Team,Away_Team,Result,Link,Season,Round,League
Tranmere Rovers,Cambridge United,2-0,/match/tranmere-rovers/cambridge-united/1993,1993,1,championship
Watford,Millwall,3-1,/match/watford-fc/millwall-fc/1993,1993,1,championship
Brentford,Wolves,0-2,/match/brentford/wolverhampton/1993,1993,1,championship
Bristol City,Portsmouth,3-3,/match/bristol-city-fc/portsmouth/1993,1993,1,championship
Charlton Athletic,Grimsby Town,3-1,/match/charlton-athletic-fc/grimsby-town/1993,1993,1,championship
Leicester,Luton Town,2-1,/match/leicester-city-fc/luton-town-fc/1993,1993,1,championship
Newcastle,Southend United,3-2,/match/newcastle-united-fc/southend-united/1993,1993,1,championship
Oxford United,Bristol Rovers,2-1,/match/oxford-united/bristol-rovers/1993,1993,1,championship
Peterborough,Derby County,1-0,/match/peterborough-u/derby-county-fc/1993,1993,1,championship
Swindon Town,Sunderland,1-0,/match/swindon-town/sunderland-afc/1993,1993,1,championship
Birmingham City,Notts County,1-0,/match/birmingham-city-fc/notts-county/1993,1993,1,championship
Barnsley,West Ham,0-1,/match/barnsley-fc/west-ham-united/1993,1993,1,championship
Wolves,Leicester,3-0,/match/wolverhampton/leicester-city-fc/1993,1993,1,championship
Cambridge United,Charlton Athletic,0-1,/match/cambridge-united/charlton-athletic-fc/1993,1993,1,championship
Bristol Rovers,Swindon Town,3-4,/match/bristol-rovers/swindon-town/1993,1993,1,championship
Bristol Rovers,Brentford,2-1,/match/bristol-rovers/brentford/1993,1993,1,championship
Cambridge United,Birmingham City,0-3,/match/cambridge-united/birmingham-city-fc/1993,1993,1,championship
Derby County,Newcastle,1-2,/match/derby-county-fc/newcastle-united-fc/1993,1993,1,championship
Grimsby Town,Watford,3-2,/match/grimsby-town/watford-fc/1993,1993,1,championship
Luton Town,Bristol City,0-3,/match/luton-town-fc/bristol-city-fc/1993,1993,1,championship
Millwall,Oxford United,3-1,/match/millwall-fc/oxford-united/1993,1993,1,championship
Portsmouth,Barnsley,1-0,/match/portsmouth/barnsley-fc/1993,1993,1,championship
Southend United,Peterborough,0-1,/match/southend-united/peterborough-u/1993,1993,1,championship
Sunderland,Tranmere Rovers,1-0,/match/sunderland-afc/tranmere-rovers/1993,1993,1,championship
West Ham,Charlton Athletic,0-1,/match/west-ham-united/charlton-athletic-fc/1993,1993,1,championship
Wolves,Swindon Town,2-2,/match/wolverhampton/swindon-town/1993,1993,1,championship
Notts County,Leicester,1-1,/match/notts-county/leicester-city-fc/1993,1993,1,championship
Notts County,Watford,1-2,/match/notts-county/watford-fc/1993,1993,1,championship
Charlton Athletic,Bristol Rovers,4-1,/match/charlton-athletic-fc/bristol-rovers/1993,1993,1,championship
Leicester,Derby County,3-2,/match/leicester-city-fc/derby-county-fc/1993,1993,1,championship
Tranmere Rovers,Bristol Rovers,2-1,/match/tranmere-rovers/bristol-rovers/1993,1993,1,championship
Watford,Derby County,0-0,/match/watford-fc/derby-county-fc/1993,1993,1,championship
Barnsley,Millwall,0-0,/match/barnsley-fc/millwall-fc/1993,1993,1,championship
Brentford,Southend United,2-1,/match/brentford/southend-united/1993,1993,1,championship
Bristol City,Sunderland,0-0,/match/bristol-city-fc/sunderland-afc/1993,1993,1,championship
Charlton Athletic,Luton Town,0-0,/match/charlton-athletic-fc/luton-town-fc/1993,1993,1,championship
Leicester,Portsmouth,1-0,/match/leicester-city-fc/portsmouth/1993,1993,1,championship
