Home_Team,Away_Team,Result,Link,Season,Round,League
Stade de Reims,Lorient,1-3,/match/stade-reims/lorient/2003,2003,1,ligue_2
Clermont,Niort,0-1,/match/clermont-foot/chamois-niortais/2003,2003,1,ligue_2
Chateauroux,Beauvais Oise,1-0,/match/berrichonne-chateauroux/as-beauvais/2003,2003,1,ligue_2
Caen,Valence,3-1,/match/caen/valence/2003,2003,1,ligue_2
Amiens SC,Le Mans,0-1,/match/amiens-sc/mans-uc-72/2003,2003,1,ligue_2
Nancy,Creteil,2-3,/match/nancy/creteil-lusitanos/2003,2003,1,ligue_2
Stade Lavallois,ES Wasquehal,1-0,/match/stade-lavallois/waquehal/2003,2003,1,ligue_2
Istres,Toulouse,0-4,/match/istres/toulouse-fc/2003,2003,1,ligue_2
FC Gueugnon,Metz,0-2,/match/fc-gueugnon/metz/2003,2003,1,ligue_2
Grenoble,Saint-Étienne,1-0,/match/grenoble-foot-38/saint-etienne/2003,2003,1,ligue_2
Niort,Amiens SC,2-0,/match/chamois-niortais/amiens-sc/2003,2003,2,ligue_2
Metz,Stade de Reims,0-0,/match/metz/stade-reims/2003,2003,2,ligue_2
Le Mans,FC Gueugnon,3-1,/match/mans-uc-72/fc-gueugnon/2003,2003,2,ligue_2
Creteil,Stade Lavallois,1-1,/match/creteil-lusitanos/stade-lavallois/2003,2003,2,ligue_2
Caen,Chateauroux,4-1,/match/caen/berrichonne-chateauroux/2003,2003,2,ligue_2
Beauvais Oise,Clermont,1-0,/match/as-beauvais/clermont-foot/2003,2003,2,ligue_2
ES Wasquehal,Grenoble,1-1,/match/waquehal/grenoble-foot-38/2003,2003,2,ligue_2
Valence,Nancy,2-0,/match/valence/nancy/2003,2003,2,ligue_2
Saint-Étienne,Istres,3-0,/match/saint-etienne/istres/2003,2003,2,ligue_2
Lorient,Toulouse,1-0,/match/lorient/toulouse-fc/2003,2003,2,ligue_2
Nancy,Caen,0-0,/match/nancy/caen/2003,2003,3,ligue_2
Toulouse,Metz,3-0,/match/toulouse-fc/metz/2003,2003,3,ligue_2
Istres,Lorient,1-1,/match/istres/lorient/2003,2003,3,ligue_2
FC Gueugnon,ES Wasquehal,0-2,/match/fc-gueugnon/waquehal/2003,2003,3,ligue_2
Grenoble,Niort,1-0,/match/grenoble-foot-38/chamois-niortais/2003,2003,3,ligue_2
Clermont,Valence,1-0,/match/clermont-foot/valence/2003,2003,3,ligue_2
Chateauroux,Creteil,2-0,/match/berrichonne-chateauroux/creteil-lusitanos/2003,2003,3,ligue_2
Amiens SC,Saint-Étienne,1-0,/match/amiens-sc/saint-etienne/2003,2003,3,ligue_2
Stade de Reims,Le Mans,1-2,/match/stade-reims/mans-uc-72/2003,2003,3,ligue_2
Stade Lavallois,Beauvais Oise,2-0,/match/stade-lavallois/as-beauvais/2003,2003,3,ligue_2
Niort,Istres,1-3,/match/chamois-niortais/istres/2003,2003,4,ligue_2
Metz,Lorient,2-1,/match/metz/lorient/2003,2003,4,ligue_2
Le Mans,Toulouse,2-1,/match/mans-uc-72/toulouse-fc/2003,2003,4,ligue_2
Creteil,Grenoble,0-0,/match/creteil-lusitanos/grenoble-foot-38/2003,2003,4,ligue_2
Caen,Stade Lavallois,0-0,/match/caen/stade-lavallois/2003,2003,4,ligue_2
Beauvais Oise,FC Gueugnon,1-0,/match/as-beauvais/fc-gueugnon/2003,2003,4,ligue_2
ES Wasquehal,Clermont,2-0,/match/waquehal/clermont-foot/2003,2003,4,ligue_2
Valence,Chateauroux,4-0,/match/valence/berrichonne-chateauroux/2003,2003,4,ligue_2
Saint-Étienne,Stade de Reims,0-0,/match/saint-etienne/stade-reims/2003,2003,4,ligue_2
Nancy,Amiens SC,1-0,/match/nancy/amiens-sc/2003,2003,4,ligue_2
Grenoble,Beauvais Oise,0-2,/match/grenoble-foot-38/as-beauvais/2003,2003,5,ligue_2
Clermont,Creteil,1-2,/match/clermont-foot/creteil-lusitanos/2003,2003,5,ligue_2
Toulouse,Caen,2-0,/match/toulouse-fc/caen/2003,2003,5,ligue_2
Stade Lavallois,Valence,1-2,/match/stade-lavallois/valence/2003,2003,5,ligue_2
Istres,Metz,1-1,/match/istres/metz/2003,2003,5,ligue_2
FC Gueugnon,Saint-Étienne,0-2,/match/fc-gueugnon/saint-etienne/2003,2003,5,ligue_2
Chateauroux,Nancy,1-0,/match/berrichonne-chateauroux/nancy/2003,2003,5,ligue_2
