Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
1,Olympique Lyonnais,51,16,3,3,41,16,20,2007,22,ligue_1
2,Lille,38,10,8,4,30,20,20,2007,22,ligue_1
3,Lens,37,10,7,5,32,25,20,2007,22,ligue_1
4,Olympique,36,11,3,8,30,22,20,2007,22,ligue_1
5,Saint-Étienne,35,10,5,7,36,27,20,2007,22,ligue_1
6,Sochaux,35,9,8,5,24,22,20,2007,22,ligue_1
7,Girondins Bordeaux,33,10,3,9,24,25,20,2007,22,ligue_1
8,Toulouse,32,9,5,8,24,26,20,2007,22,ligue_1
9,Le Mans,31,7,10,5,26,23,20,2007,22,ligue_1
10,Stade Rennais,31,8,7,7,19,18,20,2007,22,ligue_1
11,Lorient,31,8,7,7,23,23,20,2007,22,ligue_1
12,Nancy,30,8,6,8,19,21,20,2007,22,ligue_1
13,Auxerre,29,7,8,7,24,27,20,2007,22,ligue_1
14,Monaco,26,7,5,10,25,23,20,2007,22,ligue_1
15,Valenciennes,25,7,4,11,19,31,20,2007,22,ligue_1
16,PSG,21,4,9,9,19,27,20,2007,22,ligue_1
17,Troyes,21,4,9,9,22,31,20,2007,22,ligue_1
18,Nantes,20,4,8,10,17,26,20,2007,22,ligue_1
19,Nice,17,3,8,11,16,24,20,2007,22,ligue_1
20,Sedan,15,2,9,11,25,38,20,2007,22,ligue_1
1,Olympique Lyonnais,51,16,3,4,41,17,20,2007,23,ligue_1
2,Lens,40,11,7,5,35,26,20,2007,23,ligue_1
3,Lille,39,10,9,4,30,20,20,2007,23,ligue_1
4,Olympique,37,11,4,8,31,23,20,2007,23,ligue_1
5,Sochaux,36,9,9,5,24,22,20,2007,23,ligue_1
6,Saint-Étienne,35,10,5,8,37,29,20,2007,23,ligue_1
7,Lorient,34,9,7,7,25,24,20,2007,23,ligue_1
8,Nancy,33,9,6,8,21,22,20,2007,23,ligue_1
9,Girondins Bordeaux,33,10,3,10,25,27,20,2007,23,ligue_1
10,Stade Rennais,32,8,8,7,19,18,20,2007,23,ligue_1
11,Toulouse,32,9,5,9,25,28,20,2007,23,ligue_1
12,Le Mans,31,7,10,6,27,25,20,2007,23,ligue_1
13,Monaco,29,8,5,10,27,24,20,2007,23,ligue_1
14,Auxerre,29,7,8,8,25,29,20,2007,23,ligue_1
15,Valenciennes,25,7,4,12,20,34,20,2007,23,ligue_1
16,Troyes,24,5,9,9,23,31,20,2007,23,ligue_1
17,PSG,22,4,10,9,20,28,20,2007,23,ligue_1
18,Nantes,21,4,9,10,17,26,20,2007,23,ligue_1
19,Nice,20,4,8,11,18,25,20,2007,23,ligue_1
20,Sedan,18,3,9,11,27,39,20,2007,23,ligue_1
1,Olympique Lyonnais,54,17,3,4,42,17,20,2007,24,ligue_1
2,Lens,43,12,7,5,38,27,20,2007,24,ligue_1
3,Lille,39,10,9,5,30,21,20,2007,24,ligue_1
4,Olympique,37,11,4,9,31,24,20,2007,24,ligue_1
5,Saint-Étienne,36,10,6,8,38,30,20,2007,24,ligue_1
6,Sochaux,36,9,9,6,25,25,20,2007,24,ligue_1
7,Girondins Bordeaux,36,11,3,10,26,27,20,2007,24,ligue_1
8,Toulouse,35,10,5,9,26,28,20,2007,24,ligue_1
9,Le Mans,34,8,10,6,30,27,20,2007,24,ligue_1
10,Lorient,34,9,7,8,25,25,20,2007,24,ligue_1
11,Nancy,34,9,7,8,22,23,20,2007,24,ligue_1
12,Stade Rennais,33,8,9,7,20,19,20,2007,24,ligue_1
13,Auxerre,30,7,9,8,26,30,20,2007,24,ligue_1
14,Monaco,29,8,5,11,29,28,20,2007,24,ligue_1
15,Valenciennes,28,8,4,12,25,36,20,2007,24,ligue_1
16,PSG,25,5,10,9,24,30,20,2007,24,ligue_1
17,Troyes,24,5,9,10,23,34,20,2007,24,ligue_1
18,Nice,23,5,8,11,21,25,20,2007,24,ligue_1
19,Nantes,21,4,9,11,19,31,20,2007,24,ligue_1
20,Sedan,18,3,9,12,29,42,20,2007,24,ligue_1
1,Olympique Lyonnais,57,18,3,4,44,18,20,2007,25,ligue_1
2,Lens,44,12,8,5,38,27,20,2007,25,ligue_1
3,Lille,39,10,9,6,31,23,20,2007,25,ligue_1
4,Sochaux,39,10,9,6,27,25,20,2007,25,ligue_1
5,Olympique,38,11,5,9,31,24,20,2007,25,ligue_1
6,Toulouse,38,11,5,9,27,28,20,2007,25,ligue_1
7,Saint-Étienne,36,10,6,9,39,33,20,2007,25,ligue_1
8,Stade Rennais,36,9,9,7,23,20,20,2007,25,ligue_1
9,Girondins Bordeaux,36,11,3,11,26,28,20,2007,25,ligue_1
10,Le Mans,34,8,10,7,30,29,20,2007,25,ligue_1
11,Lorient,34,9,7,9,25,26,20,2007,25,ligue_1
12,Nancy,34,9,7,9,22,26,20,2007,25,ligue_1
13,Auxerre,31,7,10,8,28,32,20,2007,25,ligue_1
14,Monaco,30,8,6,11,29,28,20,2007,25,ligue_1
15,PSG,28,6,10,9,27,30,20,2007,25,ligue_1
16,Valenciennes,28,8,4,13,25,37,20,2007,25,ligue_1
17,Troyes,27,6,9,10,24,34,20,2007,25,ligue_1
18,Nice,26,6,8,11,22,25,20,2007,25,ligue_1
19,Nantes,22,4,10,11,19,31,20,2007,25,ligue_1
20,Sedan,19,3,10,12,31,44,20,2007,25,ligue_1
1,Olympique Lyonnais,58,18,4,4,47,21,20,2007,26,ligue_1
2,Lens,45,12,9,5,40,29,20,2007,26,ligue_1
3,Toulouse,41,12,5,9,30,28,20,2007,26,ligue_1
4,Sochaux,40,10,10,6,30,28,20,2007,26,ligue_1
5,Saint-Étienne,39,11,6,9,41,33,20,2007,26,ligue_1
6,Lille,39,10,9,7,32,25,20,2007,26,ligue_1
7,Girondins Bordeaux,39,12,3,11,28,29,20,2007,26,ligue_1
8,Olympique,38,11,5,10,31,27,20,2007,26,ligue_1
9,Stade Rennais,36,9,9,8,23,22,20,2007,26,ligue_1
10,Nancy,35,9,8,9,24,28,20,2007,26,ligue_1
11,Le Mans,34,8,10,8,30,31,20,2007,26,ligue_1
12,Lorient,34,9,7,10,25,29,20,2007,26,ligue_1
13,Monaco,33,9,6,11,31,28,20,2007,26,ligue_1
14,Auxerre,32,7,11,8,29,33,20,2007,26,ligue_1
15,Troyes,30,7,9,10,27,34,20,2007,26,ligue_1
16,Nice,29,7,8,11,24,26,20,2007,26,ligue_1
17,PSG,28,6,10,10,27,32,20,2007,26,ligue_1
18,Valenciennes,28,8,4,14,26,39,20,2007,26,ligue_1
19,Nantes,23,4,11,11,20,32,20,2007,26,ligue_1
20,Sedan,22,4,10,12,33,44,20,2007,26,ligue_1
1,Olympique Lyonnais,61,19,4,4,50,22,20,2007,27,ligue_1
2,Lens,48,13,9,5,41,29,20,2007,27,ligue_1
3,Lille,42,11,9,7,36,25,20,2007,27,ligue_1
4,Toulouse,42,12,6,9,30,28,20,2007,27,ligue_1
5,Sochaux,40,10,10,7,31,30,20,2007,27,ligue_1
6,Girondins Bordeaux,40,12,4,11,28,29,20,2007,27,ligue_1
7,Saint-Étienne,39,11,6,10,42,36,20,2007,27,ligue_1
8,Olympique,38,11,5,11,31,28,20,2007,27,ligue_1
9,Stade Rennais,36,9,9,9,23,23,20,2007,27,ligue_1
10,Nancy,36,9,9,9,25,29,20,2007,27,ligue_1
11,Le Mans,35,8,11,8,31,32,20,2007,27,ligue_1
12,Auxerre,35,8,11,8,30,33,20,2007,27,ligue_1
13,Lorient,35,9,8,10,25,29,20,2007,27,ligue_1
14,Monaco,34,9,7,11,31,28,20,2007,27,ligue_1
15,Nice,30,7,9,11,24,26,20,2007,27,ligue_1
16,Troyes,30,7,9,11,27,38,20,2007,27,ligue_1
17,Valenciennes,29,8,5,14,26,39,20,2007,27,ligue_1
18,PSG,28,6,10,11,27,34,20,2007,27,ligue_1
19,Nantes,26,5,11,11,22,33,20,2007,27,ligue_1
20,Sedan,25,5,10,12,35,44,20,2007,27,ligue_1
1,Olympique Lyonnais,62,19,5,4,51,23,20,2007,28,ligue_1
2,Lens,49,13,10,5,42,30,20,2007,28,ligue_1
3,Lille,43,11,10,7,36,25,20,2007,28,ligue_1
4,Toulouse,43,12,7,9,31,29,20,2007,28,ligue_1
5,Girondins Bordeaux,43,13,4,11,30,29,20,2007,28,ligue_1
6,Sochaux,40,10,10,8,31,32,20,2007,28,ligue_1
7,Saint-Étienne,39,11,6,11,43,38,20,2007,28,ligue_1
8,Olympique,39,11,6,11,32,29,20,2007,28,ligue_1
9,Le Mans,38,9,11,8,33,33,20,2007,28,ligue_1
10,Auxerre,38,9,11,8,31,33,20,2007,28,ligue_1
11,Stade Rennais,37,9,10,9,24,24,20,2007,28,ligue_1
12,Lorient,36,9,9,10,25,29,20,2007,28,ligue_1
13,Nancy,36,9,9,10,26,31,20,2007,28,ligue_1
14,Monaco,35,9,8,11,32,29,20,2007,28,ligue_1
15,Valenciennes,32,9,5,14,29,40,20,2007,28,ligue_1
16,Nice,31,7,10,11,25,27,20,2007,28,ligue_1
17,Troyes,30,7,9,12,28,41,20,2007,28,ligue_1
18,Nantes,29,6,11,11,24,34,20,2007,28,ligue_1
19,PSG,28,6,10,12,27,35,20,2007,28,ligue_1
20,Sedan,26,5,11,12,36,45,20,2007,28,ligue_1
1,Olympique Lyonnais,65,20,5,4,54,23,20,2007,29,ligue_1
2,Lens,49,13,10,6,42,31,20,2007,29,ligue_1
3,Girondins Bordeaux,44,13,5,11,31,30,20,2007,29,ligue_1
4,Lille,43,11,10,8,36,27,20,2007,29,ligue_1
5,Sochaux,43,11,10,8,35,34,20,2007,29,ligue_1
6,Toulouse,43,12,7,10,33,33,20,2007,29,ligue_1
7,Saint-Étienne,42,12,6,11,46,39,20,2007,29,ligue_1
8,Olympique,42,12,6,11,35,29,20,2007,29,ligue_1
9,Le Mans,41,10,11,8,35,33,20,2007,29,ligue_1
10,Auxerre,41,10,11,8,32,33,20,2007,29,ligue_1
11,Stade Rennais,40,10,10,9,25,24,20,2007,29,ligue_1
12,Monaco,38,10,8,11,34,30,20,2007,29,ligue_1
13,Lorient,37,9,10,10,25,29,20,2007,29,ligue_1
14,Nancy,36,9,9,11,26,34,20,2007,29,ligue_1
15,Valenciennes,33,9,6,14,29,40,20,2007,29,ligue_1
16,Nice,31,7,10,12,25,30,20,2007,29,ligue_1
17,Troyes,30,7,9,13,29,44,20,2007,29,ligue_1
18,Nantes,29,6,11,12,25,36,20,2007,29,ligue_1
19,PSG,28,6,10,13,27,36,20,2007,29,ligue_1
20,Sedan,27,5,12,12,37,46,20,2007,29,ligue_1
1,Olympique Lyonnais,66,20,6,4,54,23,20,2007,30,ligue_1
2,Lens,49,13,10,7,43,33,20,2007,30,ligue_1
3,Girondins Bordeaux,47,14,5,11,34,30,20,2007,30,ligue_1
4,Sochaux,46,12,10,8,36,34,20,2007,30,ligue_1
5,Toulouse,46,13,7,10,34,33,20,2007,30,ligue_1
6,Lille,43,11,10,9,36,29,20,2007,30,ligue_1
7,Saint-Étienne,42,12,6,12,46,40,20,2007,30,ligue_1
8,Olympique,42,12,6,12,36,31,20,2007,30,ligue_1
9,Le Mans,42,10,12,8,37,35,20,2007,30,ligue_1
10,Auxerre,42,10,12,8,34,35,20,2007,30,ligue_1
11,Stade Rennais,41,10,11,9,25,24,20,2007,30,ligue_1
12,Lorient,40,10,10,10,27,30,20,2007,30,ligue_1
13,Monaco,39,10,9,11,35,31,20,2007,30,ligue_1
14,Valenciennes,36,10,6,14,31,40,20,2007,30,ligue_1
15,Nancy,36,9,9,12,26,37,20,2007,30,ligue_1
16,Nice,32,7,11,12,26,31,20,2007,30,ligue_1
17,PSG,31,7,10,13,29,37,20,2007,30,ligue_1
18,Sedan,30,6,12,12,38,46,20,2007,30,ligue_1
19,Troyes,30,7,9,14,29,45,20,2007,30,ligue_1
20,Nantes,29,6,11,13,25,37,20,2007,30,ligue_1
1,Olympique Lyonnais,67,20,7,4,54,23,20,2007,31,ligue_1
2,Lens,49,13,10,8,43,34,20,2007,31,ligue_1
3,Toulouse,49,14,7,10,36,33,20,2007,31,ligue_1
4,Girondins Bordeaux,48,14,6,11,34,30,20,2007,31,ligue_1
5,Sochaux,47,12,11,8,37,35,20,2007,31,ligue_1
6,Olympique,45,13,6,12,40,32,20,2007,31,ligue_1
7,Saint-Étienne,45,13,6,12,48,41,20,2007,31,ligue_1
8,Stade Rennais,44,11,11,9,26,24,20,2007,31,ligue_1
9,Lille,43,11,10,10,37,33,20,2007,31,ligue_1
10,Auxerre,43,10,13,8,34,35,20,2007,31,ligue_1
11,Lorient,43,11,10,10,28,30,20,2007,31,ligue_1
12,Le Mans,42,10,12,9,38,37,20,2007,31,ligue_1
13,Monaco,40,10,10,11,35,31,20,2007,31,ligue_1
14,Valenciennes,37,10,7,14,31,40,20,2007,31,ligue_1
15,Nancy,36,9,9,13,26,38,20,2007,31,ligue_1
16,PSG,34,8,10,13,31,38,20,2007,31,ligue_1
17,Nice,33,7,12,12,27,32,20,2007,31,ligue_1
18,Troyes,31,7,10,14,29,45,20,2007,31,ligue_1
19,Sedan,30,6,12,13,38,48,20,2007,31,ligue_1
20,Nantes,29,6,11,14,26,39,20,2007,31,ligue_1
1,Olympique Lyonnais,70,21,7,4,55,23,20,2007,32,ligue_1
2,Toulouse,52,15,7,10,38,33,20,2007,32,ligue_1
3,Lens,50,13,11,8,43,34,20,2007,32,ligue_1
4,Girondins Bordeaux,49,14,7,11,34,30,20,2007,32,ligue_1
5,Sochaux,47,12,11,9,37,37,20,2007,32,ligue_1
6,Olympique,46,13,7,12,40,32,20,2007,32,ligue_1
7,Lille,46,12,10,10,39,33,20,2007,32,ligue_1
8,Saint-Étienne,45,13,6,13,49,43,20,2007,32,ligue_1
9,Stade Rennais,45,11,12,9,26,24,20,2007,32,ligue_1
10,Lorient,44,11,11,10,28,30,20,2007,32,ligue_1
11,Le Mans,43,10,13,9,38,37,20,2007,32,ligue_1
12,Auxerre,43,10,13,9,34,37,20,2007,32,ligue_1
13,Monaco,41,10,11,11,35,31,20,2007,32,ligue_1
14,Valenciennes,38,10,8,14,31,40,20,2007,32,ligue_1
15,Nancy,37,9,10,13,26,38,20,2007,32,ligue_1
16,Nice,36,8,12,12,29,33,20,2007,32,ligue_1
17,PSG,35,8,11,13,31,38,20,2007,32,ligue_1
18,Troyes,32,7,11,14,29,45,20,2007,32,ligue_1
19,Sedan,30,6,12,14,38,49,20,2007,32,ligue_1
20,Nantes,30,6,12,14,26,39,20,2007,32,ligue_1
1,Olympique Lyonnais,71,21,8,4,55,23,20,2007,33,ligue_1
2,Lens,53,14,11,8,45,34,20,2007,33,ligue_1
3,Girondins Bordeaux,52,15,7,11,36,30,20,2007,33,ligue_1
4,Toulouse,52,15,7,11,40,36,20,2007,33,ligue_1
5,Olympique,49,14,7,12,42,33,20,2007,33,ligue_1
6,Stade Rennais,48,12,12,9,29,26,20,2007,33,ligue_1
7,Sochaux,48,12,12,9,38,38,20,2007,33,ligue_1
8,Lille,46,12,10,11,40,36,20,2007,33,ligue_1
9,Saint-Étienne,45,13,6,14,49,45,20,2007,33,ligue_1
10,Lorient,45,11,12,10,29,31,20,2007,33,ligue_1
11,Monaco,44,11,11,11,38,32,20,2007,33,ligue_1
12,Auxerre,44,10,14,9,34,37,20,2007,33,ligue_1
13,Le Mans,43,10,13,10,38,39,20,2007,33,ligue_1
14,Nancy,40,10,10,13,27,38,20,2007,33,ligue_1
15,PSG,38,9,11,13,35,38,20,2007,33,ligue_1
16,Valenciennes,38,10,8,15,31,41,20,2007,33,ligue_1
17,Nice,37,8,13,12,30,34,20,2007,33,ligue_1
18,Troyes,32,7,11,15,30,47,20,2007,33,ligue_1
19,Sedan,31,6,13,14,39,50,20,2007,33,ligue_1
20,Nantes,30,6,12,15,26,43,20,2007,33,ligue_1
1,Olympique Lyonnais,74,22,8,4,57,24,20,2007,34,ligue_1
2,Girondins Bordeaux,55,16,7,11,37,30,20,2007,34,ligue_1
3,Lens,53,14,11,9,45,35,20,2007,34,ligue_1
4,Olympique,52,15,7,12,46,35,20,2007,34,ligue_1
5,Toulouse,52,15,7,12,41,39,20,2007,34,ligue_1
6,Stade Rennais,51,13,12,9,31,26,20,2007,34,ligue_1
7,Sochaux,48,12,12,10,40,42,20,2007,34,ligue_1
8,Saint-Étienne,46,13,7,14,49,45,20,2007,34,ligue_1
9,Lille,46,12,10,12,40,37,20,2007,34,ligue_1
10,Lorient,46,11,13,10,29,31,20,2007,34,ligue_1
11,Monaco,45,11,12,11,40,34,20,2007,34,ligue_1
12,Auxerre,45,10,15,9,34,37,20,2007,34,ligue_1
13,Le Mans,43,10,13,11,39,41,20,2007,34,ligue_1
14,Nancy,43,11,10,13,28,38,20,2007,34,ligue_1
15,PSG,41,10,11,13,38,39,20,2007,34,ligue_1
16,Valenciennes,39,10,9,15,33,43,20,2007,34,ligue_1
17,Nice,38,8,14,12,30,34,20,2007,34,ligue_1
18,Troyes,35,8,11,15,33,49,20,2007,34,ligue_1
19,Sedan,31,6,13,15,41,53,20,2007,34,ligue_1
20,Nantes,30,6,12,16,26,45,20,2007,34,ligue_1
1,Olympique Lyonnais,75,22,9,4,58,25,20,2007,35,ligue_1
2,Lens,56,15,11,9,47,35,20,2007,35,ligue_1
3,Girondins Bordeaux,56,16,8,11,37,30,20,2007,35,ligue_1
4,Olympique,55,16,7,12,48,36,20,2007,35,ligue_1
5,Stade Rennais,52,13,13,9,31,26,20,2007,35,ligue_1
6,Toulouse,52,15,7,13,41,41,20,2007,35,ligue_1
7,Sochaux,51,13,12,10,41,42,20,2007,35,ligue_1
8,Saint-Étienne,49,14,7,14,51,46,20,2007,35,ligue_1
9,Auxerre,48,11,15,9,35,37,20,2007,35,ligue_1
10,Lille,46,12,10,13,41,39,20,2007,35,ligue_1
11,Lorient,46,11,13,11,30,34,20,2007,35,ligue_1
12,Nancy,46,12,10,13,31,38,20,2007,35,ligue_1
13,Monaco,45,11,12,12,41,36,20,2007,35,ligue_1
14,Le Mans,44,10,14,11,40,42,20,2007,35,ligue_1
15,PSG,42,10,12,13,39,40,20,2007,35,ligue_1
16,Valenciennes,39,10,9,16,33,44,20,2007,35,ligue_1
17,Nice,38,8,14,13,30,37,20,2007,35,ligue_1
18,Troyes,35,8,11,16,33,50,20,2007,35,ligue_1
19,Sedan,34,7,13,15,44,54,20,2007,35,ligue_1
20,Nantes,31,6,13,16,27,46,20,2007,35,ligue_1
1,Olympique Lyonnais,78,23,9,4,61,25,20,2007,36,ligue_1
2,Olympique,58,17,7,12,50,37,20,2007,36,ligue_1
3,Lens,56,15,11,10,47,38,20,2007,36,ligue_1
4,Girondins Bordeaux,56,16,8,12,37,31,20,2007,36,ligue_1
5,Sochaux,54,14,12,10,43,43,20,2007,36,ligue_1
6,Stade Rennais,53,13,14,9,33,28,20,2007,36,ligue_1
7,Toulouse,52,15,7,14,41,42,20,2007,36,ligue_1
8,Saint-Étienne,49,14,7,15,51,47,20,2007,36,ligue_1
9,Lille,49,13,10,13,43,40,20,2007,36,ligue_1
10,Lorient,49,12,13,11,32,35,20,2007,36,ligue_1
11,Auxerre,48,11,15,10,36,39,20,2007,36,ligue_1
12,Le Mans,47,11,14,11,41,42,20,2007,36,ligue_1
13,Nancy,46,12,10,14,32,40,20,2007,36,ligue_1
14,Monaco,45,11,12,13,42,38,20,2007,36,ligue_1
15,PSG,42,10,12,14,39,41,20,2007,36,ligue_1
16,Valenciennes,42,11,9,16,34,44,20,2007,36,ligue_1
17,Nice,41,9,14,13,31,37,20,2007,36,ligue_1
18,Troyes,36,8,12,16,35,52,20,2007,36,ligue_1
19,Sedan,34,7,13,16,45,56,20,2007,36,ligue_1
20,Nantes,34,7,13,16,28,46,20,2007,36,ligue_1
1,Olympique Lyonnais,78,23,9,5,61,26,20,2007,37,ligue_1
2,Olympique,61,18,7,12,52,38,20,2007,37,ligue_1
3,Lens,57,15,12,10,47,38,20,2007,37,ligue_1
4,Girondins Bordeaux,57,16,9,12,38,32,20,2007,37,ligue_1
5,Stade Rennais,56,14,14,9,37,29,20,2007,37,ligue_1
6,Toulouse,55,16,7,14,44,42,20,2007,37,ligue_1
7,Sochaux,54,14,12,11,45,48,20,2007,37,ligue_1
8,Auxerre,51,12,15,10,38,40,20,2007,37,ligue_1
9,Saint-Étienne,49,14,7,16,52,49,20,2007,37,ligue_1
10,Lille,49,13,10,14,44,42,20,2007,37,ligue_1
11,Nancy,49,13,10,14,37,42,20,2007,37,ligue_1
12,Lorient,49,12,13,12,33,39,20,2007,37,ligue_1
13,Monaco,48,12,12,13,43,38,20,2007,37,ligue_1
14,Le Mans,48,11,15,11,42,43,20,2007,37,ligue_1
15,PSG,45,11,12,14,41,42,20,2007,37,ligue_1
16,Valenciennes,43,11,10,16,35,45,20,2007,37,ligue_1
17,Nice,42,9,15,13,31,37,20,2007,37,ligue_1
18,Troyes,36,8,12,17,36,54,20,2007,37,ligue_1
19,Sedan,35,7,14,16,46,57,20,2007,37,ligue_1
20,Nantes,34,7,13,17,28,49,20,2007,37,ligue_1
1,Olympique Lyonnais,81,24,9,5,64,27,20,2007,38,ligue_1
2,Olympique,64,19,7,12,53,38,20,2007,38,ligue_1
3,Toulouse,58,17,7,14,47,43,20,2007,38,ligue_1
4,Stade Rennais,57,14,15,9,38,30,20,2007,38,ligue_1
5,Lens,57,15,12,11,47,41,20,2007,38,ligue_1
6,Girondins Bordeaux,57,16,9,13,39,35,20,2007,38,ligue_1
7,Sochaux,57,15,12,11,46,48,20,2007,38,ligue_1
8,Auxerre,54,13,15,10,41,41,20,2007,38,ligue_1
9,Monaco,51,13,12,13,45,38,20,2007,38,ligue_1
10,Lille,50,13,11,14,45,43,20,2007,38,ligue_1
11,Saint-Étienne,49,14,7,17,52,50,20,2007,38,ligue_1
12,Le Mans,49,11,16,11,45,46,20,2007,38,ligue_1
13,Nancy,49,13,10,15,37,44,20,2007,38,ligue_1
14,Lorient,49,12,13,13,33,40,20,2007,38,ligue_1
15,PSG,48,12,12,14,42,42,20,2007,38,ligue_1
16,Nice,43,9,16,13,34,40,20,2007,38,ligue_1
17,Valenciennes,43,11,10,17,36,48,20,2007,38,ligue_1
18,Troyes,39,9,12,17,39,54,20,2007,38,ligue_1
19,Sedan,35,7,14,17,46,58,20,2007,38,ligue_1
20,Nantes,34,7,13,18,29,52,20,2007,38,ligue_1
