Home_Team,Away_Team,Result,Link,Season,Round,League
Fortuna Köln,Wolfsburg,2-0,/match/fortuna-koln/wolfsburg/1997,1997,1,2_liga
Hertha BSC,Mainz 05,1-0,/match/hertha-bsc/mainz-amat/1997,1997,1,2_liga
Lokomotive Leipzig,KFC Uerdingen 05,3-1,/match/lokomotive-leipzig/kfc-uerdingen-05/1997,1997,1,2_liga
RW Essen,Stuttgarter,0-4,/match/rot-weiss-essen/stuttgarter-kickers/1997,1997,1,2_liga
Zwickau,Waldhof Mannheim,2-0,/match/zwickau/waldhof-mannheim/1997,1997,1,2_liga
VfB Oldenburg,Meppen,1-1,/match/vfb-oldenburg/meppen/1997,1997,1,2_liga
VfB Lübeck,Eintracht,1-1,/match/lubeck/eintracht-frankfurt/1997,1997,1,2_liga
Gutersloh,Carl Zeiss Jena,0-0,/match/gutersloh/fc-carl-zeiss-jena/1997,1997,1,2_liga
Kaiserslautern,Unterhaching,0-0,/match/kaiserslautern/unterhaching/1997,1997,1,2_liga
Mainz 05,Lokomotive Leipzig,2-1,/match/mainz-amat/lokomotive-leipzig/1997,1997,2,2_liga
Meppen,VfB Lübeck,2-0,/match/meppen/lubeck/1997,1997,2,2_liga
Waldhof Mannheim,Fortuna Köln,3-3,/match/waldhof-mannheim/fortuna-koln/1997,1997,2,2_liga
Eintracht,Zwickau,2-1,/match/eintracht-frankfurt/zwickau/1997,1997,2,2_liga
Stuttgarter,Kaiserslautern,0-2,/match/stuttgarter-kickers/kaiserslautern/1997,1997,2,2_liga
Carl Zeiss Jena,RW Essen,4-0,/match/fc-carl-zeiss-jena/rot-weiss-essen/1997,1997,2,2_liga
KFC Uerdingen 05,Gutersloh,0-2,/match/kfc-uerdingen-05/gutersloh/1997,1997,2,2_liga
Unterhaching,VfB Oldenburg,1-1,/match/unterhaching/vfb-oldenburg/1997,1997,2,2_liga
Wolfsburg,Hertha BSC,1-1,/match/wolfsburg/hertha-bsc/1997,1997,2,2_liga
Fortuna Köln,Hertha BSC,2-0,/match/fortuna-koln/hertha-bsc/1997,1997,3,2_liga
Kaiserslautern,Carl Zeiss Jena,2-0,/match/kaiserslautern/fc-carl-zeiss-jena/1997,1997,3,2_liga
Zwickau,Meppen,1-1,/match/zwickau/meppen/1997,1997,3,2_liga
Lokomotive Leipzig,Wolfsburg,0-2,/match/lokomotive-leipzig/wolfsburg/1997,1997,3,2_liga
RW Essen,KFC Uerdingen 05,1-2,/match/rot-weiss-essen/kfc-uerdingen-05/1997,1997,3,2_liga
VfB Oldenburg,Stuttgarter,1-1,/match/vfb-oldenburg/stuttgarter-kickers/1997,1997,3,2_liga
VfB Lübeck,Unterhaching,0-0,/match/lubeck/unterhaching/1997,1997,3,2_liga
Gutersloh,Mainz 05,0-0,/match/gutersloh/mainz-amat/1997,1997,3,2_liga
Waldhof Mannheim,Eintracht,1-2,/match/waldhof-mannheim/eintracht-frankfurt/1997,1997,3,2_liga
Mainz 05,RW Essen,2-1,/match/mainz-amat/rot-weiss-essen/1997,1997,4,2_liga
Unterhaching,Zwickau,2-1,/match/unterhaching/zwickau/1997,1997,4,2_liga
Wolfsburg,Gutersloh,3-0,/match/wolfsburg/gutersloh/1997,1997,4,2_liga
Meppen,Waldhof Mannheim,1-1,/match/meppen/waldhof-mannheim/1997,1997,4,2_liga
Eintracht,Fortuna Köln,3-1,/match/eintracht-frankfurt/fortuna-koln/1997,1997,4,2_liga
Stuttgarter,VfB Lübeck,2-3,/match/stuttgarter-kickers/lubeck/1997,1997,4,2_liga
Carl Zeiss Jena,VfB Oldenburg,3-1,/match/fc-carl-zeiss-jena/vfb-oldenburg/1997,1997,4,2_liga
KFC Uerdingen 05,Kaiserslautern,0-1,/match/kfc-uerdingen-05/kaiserslautern/1997,1997,4,2_liga
Hertha BSC,Lokomotive Leipzig,1-1,/match/hertha-bsc/lokomotive-leipzig/1997,1997,4,2_liga
Kaiserslautern,Mainz 05,1-1,/match/kaiserslautern/mainz-amat/1997,1997,5,2_liga
RW Essen,Wolfsburg,0-1,/match/rot-weiss-essen/wolfsburg/1997,1997,5,2_liga
Waldhof Mannheim,Unterhaching,1-1,/match/waldhof-mannheim/unterhaching/1997,1997,5,2_liga
Fortuna Köln,Lokomotive Leipzig,2-3,/match/fortuna-koln/lokomotive-leipzig/1997,1997,5,2_liga
Gutersloh,Hertha BSC,1-0,/match/gutersloh/hertha-bsc/1997,1997,5,2_liga
VfB Oldenburg,KFC Uerdingen 05,1-2,/match/vfb-oldenburg/kfc-uerdingen-05/1997,1997,5,2_liga
VfB Lübeck,Carl Zeiss Jena,1-0,/match/lubeck/fc-carl-zeiss-jena/1997,1997,5,2_liga
Eintracht,Meppen,0-1,/match/eintracht-frankfurt/meppen/1997,1997,5,2_liga
Zwickau,Stuttgarter,0-1,/match/zwickau/stuttgarter-kickers/1997,1997,5,2_liga
Mainz 05,VfB Oldenburg,3-0,/match/mainz-amat/vfb-oldenburg/1997,1997,6,2_liga
