Home_Team,Away_Team,Result,Link,Season,Round,League
Saarbrücken,Fortuna,1-2,/match/saarbrucken/fortuna-dusseldorf/1995,1995,1,2_liga
Hertha BSC,Hansa Rostock,0-1,/match/hertha-bsc/hansa-rostock/1995,1995,1,2_liga
FC St. Pauli,Wolfsburg,0-0,/match/st-pauli/wolfsburg/1995,1995,1,2_liga
Fortuna Köln,Chemnitzer,3-0,/match/fortuna-koln/chemnitzer/1995,1995,1,2_liga
Mainz 05,FC 08 Homburg,4-1,/match/mainz-amat/homburg/1995,1995,1,2_liga
Wattenscheid 09,Lokomotive Leipzig,4-2,/match/wattenscheid-09/lokomotive-leipzig/1995,1995,1,2_liga
Hannover 96,Meppen,1-0,/match/hannover-96/meppen/1995,1995,1,2_liga
Zwickau,FSV Frankfurt,2-2,/match/zwickau/fsv-frankfurt/1995,1995,1,2_liga
Nürnberg,Waldhof Mannheim,0-0,/match/fc-nurnberg/waldhof-mannheim/1995,1995,1,2_liga
Wolfsburg,Mainz 05,2-0,/match/wolfsburg/mainz-amat/1995,1995,2,2_liga
Hansa Rostock,FC St. Pauli,3-0,/match/hansa-rostock/st-pauli/1995,1995,2,2_liga
FSV Frankfurt,Fortuna Köln,0-5,/match/fsv-frankfurt/fortuna-koln/1995,1995,2,2_liga
Chemnitzer,Saarbrücken,1-1,/match/chemnitzer/saarbrucken/1995,1995,2,2_liga
Fortuna,Wattenscheid 09,1-1,/match/fortuna-dusseldorf/wattenscheid-09/1995,1995,2,2_liga
FC 08 Homburg,Zwickau,3-1,/match/homburg/zwickau/1995,1995,2,2_liga
Lokomotive Leipzig,Hannover 96,3-1,/match/lokomotive-leipzig/hannover-96/1995,1995,2,2_liga
Meppen,Nürnberg,1-2,/match/meppen/fc-nurnberg/1995,1995,2,2_liga
Waldhof Mannheim,Hertha BSC,3-0,/match/waldhof-mannheim/hertha-bsc/1995,1995,2,2_liga
Mainz 05,Hansa Rostock,2-2,/match/mainz-amat/hansa-rostock/1995,1995,3,2_liga
Hannover 96,Fortuna,0-3,/match/hannover-96/fortuna-dusseldorf/1995,1995,3,2_liga
FSV Frankfurt,FC 08 Homburg,1-2,/match/fsv-frankfurt/homburg/1995,1995,3,2_liga
Zwickau,Wolfsburg,1-3,/match/zwickau/wolfsburg/1995,1995,3,2_liga
Wattenscheid 09,Chemnitzer,2-2,/match/wattenscheid-09/chemnitzer/1995,1995,3,2_liga
Nürnberg,Lokomotive Leipzig,3-1,/match/fc-nurnberg/lokomotive-leipzig/1995,1995,3,2_liga
Hertha BSC,Meppen,5-1,/match/hertha-bsc/meppen/1995,1995,3,2_liga
FC St. Pauli,Waldhof Mannheim,1-1,/match/st-pauli/waldhof-mannheim/1995,1995,3,2_liga
Fortuna Köln,Saarbrücken,4-0,/match/fortuna-koln/saarbrucken/1995,1995,3,2_liga
Wolfsburg,FSV Frankfurt,4-1,/match/wolfsburg/fsv-frankfurt/1995,1995,4,2_liga
Lokomotive Leipzig,Hertha BSC,0-1,/match/lokomotive-leipzig/hertha-bsc/1995,1995,4,2_liga
Waldhof Mannheim,Mainz 05,4-0,/match/waldhof-mannheim/mainz-amat/1995,1995,4,2_liga
Fortuna,Nürnberg,1-1,/match/fortuna-dusseldorf/fc-nurnberg/1995,1995,4,2_liga
Hansa Rostock,Zwickau,2-0,/match/hansa-rostock/zwickau/1995,1995,4,2_liga
FC 08 Homburg,Fortuna Köln,0-0,/match/homburg/fortuna-koln/1995,1995,4,2_liga
Meppen,FC St. Pauli,3-2,/match/meppen/st-pauli/1995,1995,4,2_liga
Chemnitzer,Hannover 96,1-1,/match/chemnitzer/hannover-96/1995,1995,4,2_liga
Saarbrücken,Wattenscheid 09,2-0,/match/saarbrucken/wattenscheid-09/1995,1995,4,2_liga
FC St. Pauli,Lokomotive Leipzig,2-2,/match/st-pauli/lokomotive-leipzig/1995,1995,5,2_liga
Nürnberg,Chemnitzer,2-1,/match/fc-nurnberg/chemnitzer/1995,1995,5,2_liga
