Home_Team,Away_Team,Result,Link,Season,Round,League
Stuttgart,Hannover 96,2-1,/match/stuttgart/hannover-96/2020,2020,1,2_liga
Dynamo Dresden,Nürnberg,0-1,/match/sg-dynamo-dresden/fc-nurnberg/2020,2020,1,2_liga
Holstein Kiel,Sandhausen,1-1,/match/holstein-kiel/sv-sandhausen/2020,2020,1,2_liga
VfL Osnabrück,Heidenheim,1-3,/match/vfl-osnabruck/heidenheim/2020,2020,1,2_liga
Hamburger SV,Darmstadt 98,1-1,/match/hamburger-sv/darmstadt-98/2020,2020,1,2_liga
Jahn Regensburg,VfL Bochum,3-1,/match/ssv-jahn-regensburg/bochum/2020,2020,1,2_liga
Greuther Fürth,Erzgebirge Aue,0-2,/match/greuther-furth/fc-erzgebirge-aue/2020,2020,1,2_liga
Wehen Wiesbaden,Karlsruher SC,1-2,/match/wehen-wiesbaden/karlsruher-sc/2020,2020,1,2_liga
Arminia Bielefeld,FC St. Pauli,1-1,/match/arminia-bielefeld/st-pauli/2020,2020,1,2_liga
VfL Bochum,Arminia Bielefeld,3-3,/match/bochum/arminia-bielefeld/2020,2020,2,2_liga
Sandhausen,VfL Osnabrück,0-1,/match/sv-sandhausen/vfl-osnabruck/2020,2020,2,2_liga
FC St. Pauli,Greuther Fürth,1-3,/match/st-pauli/greuther-furth/2020,2020,2,2_liga
Karlsruher SC,Dynamo Dresden,4-2,/match/karlsruher-sc/sg-dynamo-dresden/2020,2020,2,2_liga
Hannover 96,Jahn Regensburg,1-1,/match/hannover-96/ssv-jahn-regensburg/2020,2020,2,2_liga
Heidenheim,Stuttgart,2-2,/match/heidenheim/stuttgart/2020,2020,2,2_liga
Erzgebirge Aue,Wehen Wiesbaden,3-2,/match/fc-erzgebirge-aue/wehen-wiesbaden/2020,2020,2,2_liga
Darmstadt 98,Holstein Kiel,2-0,/match/darmstadt-98/holstein-kiel/2020,2020,2,2_liga
Nürnberg,Hamburger SV,0-4,/match/fc-nurnberg/hamburger-sv/2020,2020,2,2_liga
Hamburger SV,VfL Bochum,1-0,/match/hamburger-sv/bochum/2020,2020,3,2_liga
Sandhausen,Nürnberg,3-2,/match/sv-sandhausen/fc-nurnberg/2020,2020,3,2_liga
Arminia Bielefeld,Erzgebirge Aue,3-1,/match/arminia-bielefeld/fc-erzgebirge-aue/2020,2020,3,2_liga
Stuttgart,FC St. Pauli,2-1,/match/stuttgart/st-pauli/2020,2020,3,2_liga
Wehen Wiesbaden,Hannover 96,0-3,/match/wehen-wiesbaden/hannover-96/2020,2020,3,2_liga
Greuther Fürth,Jahn Regensburg,1-0,/match/greuther-furth/ssv-jahn-regensburg/2020,2020,3,2_liga
Holstein Kiel,Karlsruher SC,2-1,/match/holstein-kiel/karlsruher-sc/2020,2020,3,2_liga
Dynamo Dresden,Heidenheim,2-1,/match/sg-dynamo-dresden/heidenheim/2020,2020,3,2_liga
VfL Osnabrück,Darmstadt 98,4-0,/match/vfl-osnabruck/darmstadt-98/2020,2020,3,2_liga
Erzgebirge Aue,Stuttgart,0-0,/match/fc-erzgebirge-aue/stuttgart/2020,2020,4,2_liga
Darmstadt 98,Dynamo Dresden,0-0,/match/darmstadt-98/sg-dynamo-dresden/2020,2020,4,2_liga
VfL Bochum,Wehen Wiesbaden,3-3,/match/bochum/wehen-wiesbaden/2020,2020,4,2_liga
Hannover 96,Greuther Fürth,1-1,/match/hannover-96/greuther-furth/2020,2020,4,2_liga
Jahn Regensburg,Arminia Bielefeld,1-3,/match/ssv-jahn-regensburg/arminia-bielefeld/2020,2020,4,2_liga
Heidenheim,Sandhausen,0-2,/match/heidenheim/sv-sandhausen/2020,2020,4,2_liga
Karlsruher SC,Hamburger SV,2-4,/match/karlsruher-sc/hamburger-sv/2020,2020,4,2_liga
Nürnberg,VfL Osnabrück,1-0,/match/fc-nurnberg/vfl-osnabruck/2020,2020,4,2_liga
FC St. Pauli,Holstein Kiel,2-1,/match/st-pauli/holstein-kiel/2020,2020,4,2_liga
Nürnberg,Heidenheim,2-2,/match/fc-nurnberg/heidenheim/2020,2020,5,2_liga
Sandhausen,Darmstadt 98,1-0,/match/sv-sandhausen/darmstadt-98/2020,2020,5,2_liga
Arminia Bielefeld,Greuther Fürth,2-2,/match/arminia-bielefeld/greuther-furth/2020,2020,5,2_liga
Dynamo Dresden,FC St. Pauli,3-3,/match/sg-dynamo-dresden/st-pauli/2020,2020,5,2_liga
Wehen Wiesbaden,Jahn Regensburg,0-5,/match/wehen-wiesbaden/ssv-jahn-regensburg/2020,2020,5,2_liga
