Home_Team,Away_Team,Result,Link,Season,Round,League
FC St. Pauli,VfL Osnabrück,2-2,/match/st-pauli/vfl-osnabruck/2009,2009,1,2_liga
Alemannia Aachen,Wehen Burghausen,2-1,/match/alemannia-aachen/sv-wehen-wiesbaden/2009,2009,1,2_liga
Mainz 05,Kaiserslautern,3-3,/match/mainz-amat/kaiserslautern/2009,2009,1,2_liga
TuS Koblenz,Rot-Weiß,3-0,/match/tus-koblenz/rot-weib-oberhausen/2009,2009,1,2_liga
Ingolstadt 04,Greuther Fürth,3-2,/match/fc-ingolstadt-04/greuther-furth/2009,2009,1,2_liga
Rot Weiss Ahlen,FSV Frankfurt,2-1,/match/rot-weiss-ahlen/fsv-frankfurt/2009,2009,1,2_liga
SC Freiburg,1860 München,2-1,/match/sc-freiburg/1860-munchen/2009,2009,1,2_liga
Nürnberg,FC Augsburg,2-1,/match/fc-nurnberg/fc-augsburg/2009,2009,1,2_liga
MSV Duisburg,Hansa Rostock,2-2,/match/msv-duisburg/hansa-rostock/2009,2009,1,2_liga
FSV Frankfurt,TuS Koblenz,0-0,/match/fsv-frankfurt/tus-koblenz/2009,2009,2,2_liga
VfL Osnabrück,SC Freiburg,2-2,/match/vfl-osnabruck/sc-freiburg/2009,2009,2,2_liga
Greuther Fürth,FC St. Pauli,5-2,/match/greuther-furth/st-pauli/2009,2009,2,2_liga
Rot-Weiß,Ingolstadt 04,2-1,/match/rot-weib-oberhausen/fc-ingolstadt-04/2009,2009,2,2_liga
FC Augsburg,Rot Weiss Ahlen,3-0,/match/fc-augsburg/rot-weiss-ahlen/2009,2009,2,2_liga
1860 München,Mainz 05,1-2,/match/1860-munchen/mainz-amat/2009,2009,2,2_liga
Wehen Burghausen,MSV Duisburg,1-1,/match/sv-wehen-wiesbaden/msv-duisburg/2009,2009,2,2_liga
Hansa Rostock,Alemannia Aachen,1-0,/match/hansa-rostock/alemannia-aachen/2009,2009,2,2_liga
Kaiserslautern,Nürnberg,2-1,/match/kaiserslautern/fc-nurnberg/2009,2009,2,2_liga
Ingolstadt 04,Kaiserslautern,1-3,/match/fc-ingolstadt-04/kaiserslautern/2009,2009,3,2_liga
Mainz 05,VfL Osnabrück,4-2,/match/mainz-amat/vfl-osnabruck/2009,2009,3,2_liga
MSV Duisburg,FC Augsburg,2-0,/match/msv-duisburg/fc-augsburg/2009,2009,3,2_liga
FSV Frankfurt,Greuther Fürth,1-1,/match/fsv-frankfurt/greuther-furth/2009,2009,3,2_liga
Rot Weiss Ahlen,1860 München,2-1,/match/rot-weiss-ahlen/1860-munchen/2009,2009,3,2_liga
TuS Koblenz,Wehen Burghausen,0-0,/match/tus-koblenz/sv-wehen-wiesbaden/2009,2009,3,2_liga
FC St. Pauli,Rot-Weiß,4-1,/match/st-pauli/rot-weib-oberhausen/2009,2009,3,2_liga
Nürnberg,Alemannia Aachen,2-2,/match/fc-nurnberg/alemannia-aachen/2009,2009,3,2_liga
SC Freiburg,Hansa Rostock,1-0,/match/sc-freiburg/hansa-rostock/2009,2009,3,2_liga
Rot-Weiß,Rot Weiss Ahlen,1-3,/match/rot-weib-oberhausen/rot-weiss-ahlen/2009,2009,4,2_liga
Kaiserslautern,FC St. Pauli,4-1,/match/kaiserslautern/st-pauli/2009,2009,4,2_liga
Alemannia Aachen,Ingolstadt 04,1-0,/match/alemannia-aachen/fc-ingolstadt-04/2009,2009,4,2_liga
FC Augsburg,SC Freiburg,1-3,/match/fc-augsburg/sc-freiburg/2009,2009,4,2_liga
VfL Osnabrück,FSV Frankfurt,3-2,/match/vfl-osnabruck/fsv-frankfurt/2009,2009,4,2_liga
Wehen Burghausen,Nürnberg,2-2,/match/sv-wehen-wiesbaden/fc-nurnberg/2009,2009,4,2_liga
Greuther Fürth,TuS Koblenz,4-3,/match/greuther-furth/tus-koblenz/2009,2009,4,2_liga
Hansa Rostock,Mainz 05,2-2,/match/hansa-rostock/mainz-amat/2009,2009,4,2_liga
1860 München,MSV Duisburg,2-0,/match/1860-munchen/msv-duisburg/2009,2009,4,2_liga
Rot Weiss Ahlen,Hansa Rostock,2-2,/match/rot-weiss-ahlen/hansa-rostock/2009,2009,5,2_liga
TuS Koblenz,FC Augsburg,2-1,/match/tus-koblenz/fc-augsburg/2009,2009,5,2_liga
FC St. Pauli,1860 München,1-0,/match/st-pauli/1860-munchen/2009,2009,5,2_liga
Mainz 05,Nürnberg,2-0,/match/mainz-amat/fc-nurnberg/2009,2009,5,2_liga
MSV Duisburg,Alemannia Aachen,3-2,/match/msv-duisburg/alemannia-aachen/2009,2009,5,2_liga
Ingolstadt 04,VfL Osnabrück,2-1,/match/fc-ingolstadt-04/vfl-osnabruck/2009,2009,5,2_liga
FSV Frankfurt,Rot-Weiß,3-1,/match/fsv-frankfurt/rot-weib-oberhausen/2009,2009,5,2_liga
SC Freiburg,Wehen Burghausen,5-0,/match/sc-freiburg/sv-wehen-wiesbaden/2009,2009,5,2_liga
Greuther Fürth,Kaiserslautern,0-1,/match/greuther-furth/kaiserslautern/2009,2009,5,2_liga
Rot-Weiß,Greuther Fürth,0-4,/match/rot-weib-oberhausen/greuther-furth/2009,2009,6,2_liga
VfL Osnabrück,TuS Koblenz,1-0,/match/vfl-osnabruck/tus-koblenz/2009,2009,6,2_liga
Hansa Rostock,FC St. Pauli,3-0,/match/hansa-rostock/st-pauli/2009,2009,6,2_liga
FC Augsburg,Mainz 05,0-2,/match/fc-augsburg/mainz-amat/2009,2009,6,2_liga
Kaiserslautern,FSV Frankfurt,2-1,/match/kaiserslautern/fsv-frankfurt/2009,2009,6,2_liga
1860 München,Ingolstadt 04,1-1,/match/1860-munchen/fc-ingolstadt-04/2009,2009,6,2_liga
Wehen Burghausen,Rot Weiss Ahlen,1-3,/match/sv-wehen-wiesbaden/rot-weiss-ahlen/2009,2009,6,2_liga
Alemannia Aachen,SC Freiburg,1-0,/match/alemannia-aachen/sc-freiburg/2009,2009,6,2_liga
Nürnberg,MSV Duisburg,0-1,/match/fc-nurnberg/msv-duisburg/2009,2009,6,2_liga
Rot-Weiß,FC Augsburg,2-1,/match/rot-weib-oberhausen/fc-augsburg/2009,2009,7,2_liga
FSV Frankfurt,1860 München,0-3,/match/fsv-frankfurt/1860-munchen/2009,2009,7,2_liga
SC Freiburg,MSV Duisburg,2-0,/match/sc-freiburg/msv-duisburg/2009,2009,7,2_liga
Ingolstadt 04,Hansa Rostock,4-2,/match/fc-ingolstadt-04/hansa-rostock/2009,2009,7,2_liga
Rot Weiss Ahlen,Nürnberg,1-1,/match/rot-weiss-ahlen/fc-nurnberg/2009,2009,7,2_liga
TuS Koblenz,Kaiserslautern,5-0,/match/tus-koblenz/kaiserslautern/2009,2009,7,2_liga
FC St. Pauli,Alemannia Aachen,3-2,/match/st-pauli/alemannia-aachen/2009,2009,7,2_liga
Greuther Fürth,VfL Osnabrück,4-2,/match/greuther-furth/vfl-osnabruck/2009,2009,7,2_liga
Mainz 05,Wehen Burghausen,5-0,/match/mainz-amat/sv-wehen-wiesbaden/2009,2009,7,2_liga
Kaiserslautern,Rot Weiss Ahlen,4-1,/match/kaiserslautern/rot-weiss-ahlen/2009,2009,8,2_liga
VfL Osnabrück,Rot-Weiß,2-1,/match/vfl-osnabruck/rot-weib-oberhausen/2009,2009,8,2_liga
Nürnberg,SC Freiburg,2-0,/match/fc-nurnberg/sc-freiburg/2009,2009,8,2_liga
FC Augsburg,FC St. Pauli,3-2,/match/fc-augsburg/st-pauli/2009,2009,8,2_liga
1860 München,Greuther Fürth,3-1,/match/1860-munchen/greuther-furth/2009,2009,8,2_liga
Wehen Burghausen,FSV Frankfurt,3-1,/match/sv-wehen-wiesbaden/fsv-frankfurt/2009,2009,8,2_liga
MSV Duisburg,Ingolstadt 04,6-1,/match/msv-duisburg/fc-ingolstadt-04/2009,2009,8,2_liga
