Home_Team,Away_Team,Result,Link,Season,Round,League
Alemannia Aachen,Union Berlin,2-2,/match/alemannia-aachen/1-fc-union-berlin/2011,2011,1,2_liga
FSV Frankfurt,Arminia Bielefeld,2-1,/match/fsv-frankfurt/arminia-bielefeld/2011,2011,1,2_liga
Hertha BSC,Rot-Weiß,3-2,/match/hertha-bsc/rot-weib-oberhausen/2011,2011,1,2_liga
Ingolstadt 04,FC Augsburg,1-4,/match/fc-ingolstadt-04/fc-augsburg/2011,2011,1,2_liga
Paderborn,Erzgebirge Aue,0-1,/match/paderborn/fc-erzgebirge-aue/2011,2011,1,2_liga
VfL Osnabrück,MSV Duisburg,1-3,/match/vfl-osnabruck/msv-duisburg/2011,2011,1,2_liga
Greuther Fürth,Karlsruher SC,4-1,/match/greuther-furth/karlsruher-sc/2011,2011,1,2_liga
Energie Cottbus,Fortuna,2-0,/match/energie-cottbus/fortuna-dusseldorf/2011,2011,1,2_liga
VfL Bochum,1860 München,3-2,/match/bochum/1860-munchen/2011,2011,1,2_liga
Erzgebirge Aue,VfL Bochum,1-0,/match/fc-erzgebirge-aue/bochum/2011,2011,2,2_liga
Rot-Weiß,FSV Frankfurt,1-0,/match/rot-weib-oberhausen/fsv-frankfurt/2011,2011,2,2_liga
FC Augsburg,Paderborn,1-0,/match/fc-augsburg/paderborn/2011,2011,2,2_liga
Union Berlin,Greuther Fürth,1-2,/match/1-fc-union-berlin/greuther-furth/2011,2011,2,2_liga
MSV Duisburg,Ingolstadt 04,4-1,/match/msv-duisburg/fc-ingolstadt-04/2011,2011,2,2_liga
Karlsruher SC,Alemannia Aachen,3-0,/match/karlsruher-sc/alemannia-aachen/2011,2011,2,2_liga
1860 München,VfL Osnabrück,3-1,/match/1860-munchen/vfl-osnabruck/2011,2011,2,2_liga
Arminia Bielefeld,Energie Cottbus,1-2,/match/arminia-bielefeld/energie-cottbus/2011,2011,2,2_liga
Fortuna,Hertha BSC,1-2,/match/fortuna-dusseldorf/hertha-bsc/2011,2011,2,2_liga
Ingolstadt 04,Rot-Weiß,1-2,/match/fc-ingolstadt-04/rot-weib-oberhausen/2011,2011,3,2_liga
VfL Osnabrück,Erzgebirge Aue,3-2,/match/vfl-osnabruck/fc-erzgebirge-aue/2011,2011,3,2_liga
Paderborn,Union Berlin,2-0,/match/paderborn/1-fc-union-berlin/2011,2011,3,2_liga
FSV Frankfurt,Fortuna,1-0,/match/fsv-frankfurt/fortuna-dusseldorf/2011,2011,3,2_liga
MSV Duisburg,1860 München,2-1,/match/msv-duisburg/1860-munchen/2011,2011,3,2_liga
Greuther Fürth,Alemannia Aachen,1-1,/match/greuther-furth/alemannia-aachen/2011,2011,3,2_liga
Hertha BSC,Arminia Bielefeld,3-1,/match/hertha-bsc/arminia-bielefeld/2011,2011,3,2_liga
VfL Bochum,FC Augsburg,0-2,/match/bochum/fc-augsburg/2011,2011,3,2_liga
Energie Cottbus,Karlsruher SC,5-5,/match/energie-cottbus/karlsruher-sc/2011,2011,3,2_liga
Alemannia Aachen,Energie Cottbus,2-3,/match/alemannia-aachen/energie-cottbus/2011,2011,4,2_liga
Union Berlin,Hertha BSC,1-1,/match/1-fc-union-berlin/hertha-bsc/2011,2011,4,2_liga
Greuther Fürth,FSV Frankfurt,1-0,/match/greuther-furth/fsv-frankfurt/2011,2011,4,2_liga
Rot-Weiß,VfL Bochum,3-1,/match/rot-weib-oberhausen/bochum/2011,2011,4,2_liga
Karlsruher SC,Paderborn,2-1,/match/karlsruher-sc/paderborn/2011,2011,4,2_liga
Erzgebirge Aue,MSV Duisburg,1-0,/match/fc-erzgebirge-aue/msv-duisburg/2011,2011,4,2_liga
Arminia Bielefeld,Ingolstadt 04,1-0,/match/arminia-bielefeld/fc-ingolstadt-04/2011,2011,4,2_liga
Fortuna,1860 München,1-2,/match/fortuna-dusseldorf/1860-munchen/2011,2011,4,2_liga
FC Augsburg,VfL Osnabrück,2-2,/match/fc-augsburg/vfl-osnabruck/2011,2011,4,2_liga
FSV Frankfurt,Alemannia Aachen,1-3,/match/fsv-frankfurt/alemannia-aachen/2011,2011,5,2_liga
Energie Cottbus,Greuther Fürth,2-0,/match/energie-cottbus/greuther-furth/2011,2011,5,2_liga
