Home_Team,Away_Team,Result,Link,Season,Round,League
Kaiserslautern,Köln,1-0,/match/kaiserslautern/1-fc-koln/1993,1993,1,bundesliga
Nürnberg,Werder Bremen,0-0,/match/fc-nurnberg/werder-bremen/1993,1993,1,bundesliga
B. Leverkusen,Saarbrücken,1-1,/match/bayer-leverkusen/saarbrucken/1993,1993,1,bundesliga
VfL Bochum,B. Dortmund,2-2,/match/bochum/borussia-dortmund/1993,1993,1,bundesliga
KFC Uerdingen 05,Bayern München,0-3,/match/kfc-uerdingen-05/bayern-munchen/1993,1993,1,bundesliga
Hamburger SV,Stuttgart,1-1,/match/hamburger-sv/stuttgart/1993,1993,1,bundesliga
Schalke 04,Wattenscheid 09,3-4,/match/schalke-04/wattenscheid-09/1993,1993,1,bundesliga
Eintracht,Dynamo Dresden,1-1,/match/eintracht-frankfurt/sg-dynamo-dresden/1993,1993,1,bundesliga
Karlsruher SC,Mönchengladbach,4-2,/match/karlsruher-sc/borussia-monchengla/1993,1993,1,bundesliga
Wattenscheid 09,KFC Uerdingen 05,1-1,/match/wattenscheid-09/kfc-uerdingen-05/1993,1993,2,bundesliga
Dynamo Dresden,Hamburger SV,1-1,/match/sg-dynamo-dresden/hamburger-sv/1993,1993,2,bundesliga
Stuttgart,Nürnberg,3-0,/match/stuttgart/fc-nurnberg/1993,1993,2,bundesliga
Mönchengladbach,VfL Bochum,1-1,/match/borussia-monchengla/bochum/1993,1993,2,bundesliga
Werder Bremen,B. Leverkusen,1-1,/match/werder-bremen/bayer-leverkusen/1993,1993,2,bundesliga
Saarbrücken,Karlsruher SC,2-0,/match/saarbrucken/karlsruher-sc/1993,1993,2,bundesliga
Köln,Eintracht,0-1,/match/1-fc-koln/eintracht-frankfurt/1993,1993,2,bundesliga
Bayern München,Kaiserslautern,1-0,/match/bayern-munchen/kaiserslautern/1993,1993,2,bundesliga
B. Dortmund,Schalke 04,0-2,/match/borussia-dortmund/schalke-04/1993,1993,2,bundesliga
Schalke 04,Mönchengladbach,1-2,/match/schalke-04/borussia-monchengla/1993,1993,3,bundesliga
B. Leverkusen,Stuttgart,4-0,/match/bayer-leverkusen/stuttgart/1993,1993,3,bundesliga
KFC Uerdingen 05,B. Dortmund,0-2,/match/kfc-uerdingen-05/borussia-dortmund/1993,1993,3,bundesliga
Hamburger SV,Nürnberg,0-1,/match/hamburger-sv/fc-nurnberg/1993,1993,3,bundesliga
Dynamo Dresden,Köln,3-0,/match/sg-dynamo-dresden/1-fc-koln/1993,1993,3,bundesliga
Karlsruher SC,Werder Bremen,5-2,/match/karlsruher-sc/werder-bremen/1993,1993,3,bundesliga
VfL Bochum,Saarbrücken,4-0,/match/bochum/saarbrucken/1993,1993,3,bundesliga
Kaiserslautern,Wattenscheid 09,4-1,/match/kaiserslautern/wattenscheid-09/1993,1993,3,bundesliga
Eintracht,Bayern München,1-1,/match/eintracht-frankfurt/bayern-munchen/1993,1993,3,bundesliga
Nürnberg,B. Leverkusen,0-1,/match/fc-nurnberg/bayer-leverkusen/1993,1993,4,bundesliga
