Home_Team,Away_Team,Result,Link,Season,Round,League
B. Dortmund,Stuttgart,0-3,/match/borussia-dortmund/stuttgart/1991,1991,1,bundesliga
Hertha BSC,FC St. Pauli,1-2,/match/hertha-bsc/st-pauli/1991,1991,1,bundesliga
Nürnberg,KFC Uerdingen 05,1-1,/match/fc-nurnberg/kfc-uerdingen-05/1991,1991,1,bundesliga
Wattenscheid 09,Werder Bremen,2-0,/match/wattenscheid-09/werder-bremen/1991,1991,1,bundesliga
Köln,Fortuna,1-1,/match/1-fc-koln/fortuna-dusseldorf/1991,1991,1,bundesliga
Hamburger SV,Kaiserslautern,1-3,/match/hamburger-sv/kaiserslautern/1991,1991,1,bundesliga
Mönchengladbach,VfL Bochum,1-2,/match/borussia-monchengla/bochum/1991,1991,1,bundesliga
Bayern München,B. Leverkusen,1-1,/match/bayern-munchen/bayer-leverkusen/1991,1991,1,bundesliga
Eintracht,Karlsruher SC,3-0,/match/eintracht-frankfurt/karlsruher-sc/1991,1991,1,bundesliga
FC St. Pauli,Bayern München,0-0,/match/st-pauli/bayern-munchen/1991,1991,2,bundesliga
Stuttgart,Hertha BSC,4-0,/match/stuttgart/hertha-bsc/1991,1991,2,bundesliga
Werder Bremen,Mönchengladbach,3-0,/match/werder-bremen/borussia-monchengla/1991,1991,2,bundesliga
Karlsruher SC,B. Dortmund,1-2,/match/karlsruher-sc/borussia-dortmund/1991,1991,2,bundesliga
VfL Bochum,Köln,1-0,/match/bochum/1-fc-koln/1991,1991,2,bundesliga
Fortuna,Hamburger SV,2-1,/match/fortuna-dusseldorf/hamburger-sv/1991,1991,2,bundesliga
B. Leverkusen,Nürnberg,2-2,/match/bayer-leverkusen/fc-nurnberg/1991,1991,2,bundesliga
Kaiserslautern,Eintracht,1-1,/match/kaiserslautern/eintracht-frankfurt/1991,1991,2,bundesliga
KFC Uerdingen 05,Wattenscheid 09,0-2,/match/kfc-uerdingen-05/wattenscheid-09/1991,1991,2,bundesliga
Hamburger SV,VfL Bochum,1-0,/match/hamburger-sv/bochum/1991,1991,3,bundesliga
B. Dortmund,Kaiserslautern,0-2,/match/borussia-dortmund/kaiserslautern/1991,1991,3,bundesliga
Eintracht,Fortuna,5-1,/match/eintracht-frankfurt/fortuna-dusseldorf/1991,1991,3,bundesliga
Hertha BSC,Karlsruher SC,1-1,/match/hertha-bsc/karlsruher-sc/1991,1991,3,bundesliga
Wattenscheid 09,Mönchengladbach,1-1,/match/wattenscheid-09/borussia-monchengla/1991,1991,3,bundesliga
Köln,Werder Bremen,1-0,/match/1-fc-koln/werder-bremen/1991,1991,3,bundesliga
Nürnberg,FC St. Pauli,5-2,/match/fc-nurnberg/st-pauli/1991,1991,3,bundesliga
KFC Uerdingen 05,B. Leverkusen,1-1,/match/kfc-uerdingen-05/bayer-leverkusen/1991,1991,3,bundesliga
Bayern München,Stuttgart,2-1,/match/bayern-munchen/stuttgart/1991,1991,3,bundesliga
Kaiserslautern,Hertha BSC,4-3,/match/kaiserslautern/hertha-bsc/1991,1991,4,bundesliga
Karlsruher SC,Bayern München,2-3,/match/karlsruher-sc/bayern-munchen/1991,1991,4,bundesliga
Stuttgart,Nürnberg,2-1,/match/stuttgart/fc-nurnberg/1991,1991,4,bundesliga
Werder Bremen,Hamburger SV,3-1,/match/werder-bremen/hamburger-sv/1991,1991,4,bundesliga
FC St. Pauli,KFC Uerdingen 05,1-1,/match/st-pauli/kfc-uerdingen-05/1991,1991,4,bundesliga
Mönchengladbach,Köln,2-2,/match/borussia-monchengla/1-fc-koln/1991,1991,4,bundesliga
VfL Bochum,Eintracht,0-0,/match/bochum/eintracht-frankfurt/1991,1991,4,bundesliga
Fortuna,B. Dortmund,0-0,/match/fortuna-dusseldorf/borussia-dortmund/1991,1991,4,bundesliga
B. Leverkusen,Wattenscheid 09,2-1,/match/bayer-leverkusen/wattenscheid-09/1991,1991,4,bundesliga
KFC Uerdingen 05,Stuttgart,2-0,/match/kfc-uerdingen-05/stuttgart/1991,1991,5,bundesliga
B. Dortmund,VfL Bochum,1-0,/match/borussia-dortmund/bochum/1991,1991,5,bundesliga
Bayern München,Kaiserslautern,4-0,/match/bayern-munchen/kaiserslautern/1991,1991,5,bundesliga
Wattenscheid 09,Köln,0-3,/match/wattenscheid-09/1-fc-koln/1991,1991,5,bundesliga
Hertha BSC,Fortuna,0-1,/match/hertha-bsc/fortuna-dusseldorf/1991,1991,5,bundesliga
Hamburger SV,Mönchengladbach,3-0,/match/hamburger-sv/borussia-monchengla/1991,1991,5,bundesliga
B. Leverkusen,FC St. Pauli,3-1,/match/bayer-leverkusen/st-pauli/1991,1991,5,bundesliga
Nürnberg,Karlsruher SC,0-0,/match/fc-nurnberg/karlsruher-sc/1991,1991,5,bundesliga
Eintracht,Werder Bremen,0-0,/match/eintracht-frankfurt/werder-bremen/1991,1991,5,bundesliga
FC St. Pauli,Wattenscheid 09,1-1,/match/st-pauli/wattenscheid-09/1991,1991,6,bundesliga
Karlsruher SC,KFC Uerdingen 05,2-0,/match/karlsruher-sc/kfc-uerdingen-05/1991,1991,6,bundesliga
Kaiserslautern,Nürnberg,3-1,/match/kaiserslautern/fc-nurnberg/1991,1991,6,bundesliga
VfL Bochum,Hertha BSC,4-2,/match/bochum/hertha-bsc/1991,1991,6,bundesliga
Werder Bremen,B. Dortmund,1-1,/match/werder-bremen/borussia-dortmund/1991,1991,6,bundesliga
Stuttgart,B. Leverkusen,0-2,/match/stuttgart/bayer-leverkusen/1991,1991,6,bundesliga
Fortuna,Bayern München,1-2,/match/fortuna-dusseldorf/bayern-munchen/1991,1991,6,bundesliga
Mönchengladbach,Eintracht,1-1,/match/borussia-monchengla/eintracht-frankfurt/1991,1991,6,bundesliga
Köln,Hamburger SV,1-0,/match/1-fc-koln/hamburger-sv/1991,1991,6,bundesliga
Wattenscheid 09,Hamburger SV,0-1,/match/wattenscheid-09/hamburger-sv/1991,1991,7,bundesliga
FC St. Pauli,Stuttgart,2-2,/match/st-pauli/stuttgart/1991,1991,7,bundesliga
Hertha BSC,Werder Bremen,0-0,/match/hertha-bsc/werder-bremen/1991,1991,7,bundesliga
Eintracht,Köln,1-0,/match/eintracht-frankfurt/1-fc-koln/1991,1991,7,bundesliga
Bayern München,VfL Bochum,2-2,/match/bayern-munchen/bochum/1991,1991,7,bundesliga
