Home_Team,Away_Team,Result,Link,Season,Round,League
Bayern München,Wolfsburg,2-1,/match/bayern-munchen/wolfsburg/2011,2011,1,bundesliga
Hoffenheim,Werder Bremen,4-1,/match/tsg-1899-hoffenheim/werder-bremen/2011,2011,1,bundesliga
Mönchengladbach,Nürnberg,1-1,/match/borussia-monchengla/fc-nurnberg/2011,2011,1,bundesliga
Köln,Kaiserslautern,1-3,/match/1-fc-koln/kaiserslautern/2011,2011,1,bundesliga
SC Freiburg,FC St. Pauli,1-3,/match/sc-freiburg/st-pauli/2011,2011,1,bundesliga
Hannover 96,Eintracht,2-1,/match/hannover-96/eintracht-frankfurt/2011,2011,1,bundesliga
Hamburger SV,Schalke 04,2-1,/match/hamburger-sv/schalke-04/2011,2011,1,bundesliga
Mainz 05,Stuttgart,2-0,/match/mainz-amat/stuttgart/2011,2011,1,bundesliga
B. Dortmund,B. Leverkusen,0-2,/match/borussia-dortmund/bayer-leverkusen/2011,2011,1,bundesliga
Kaiserslautern,Bayern München,2-0,/match/kaiserslautern/bayern-munchen/2011,2011,2,bundesliga
Schalke 04,Hannover 96,1-2,/match/schalke-04/hannover-96/2011,2011,2,bundesliga
Werder Bremen,Köln,4-2,/match/werder-bremen/1-fc-koln/2011,2011,2,bundesliga
Wolfsburg,Mainz 05,3-4,/match/wolfsburg/mainz-amat/2011,2011,2,bundesliga
Eintracht,Hamburger SV,1-3,/match/eintracht-frankfurt/hamburger-sv/2011,2011,2,bundesliga
Nürnberg,SC Freiburg,1-2,/match/fc-nurnberg/sc-freiburg/2011,2011,2,bundesliga
FC St. Pauli,Hoffenheim,0-1,/match/st-pauli/tsg-1899-hoffenheim/2011,2011,2,bundesliga
B. Leverkusen,Mönchengladbach,3-6,/match/bayer-leverkusen/borussia-monchengla/2011,2011,2,bundesliga
Stuttgart,B. Dortmund,1-3,/match/stuttgart/borussia-dortmund/2011,2011,2,bundesliga
Hoffenheim,Schalke 04,2-0,/match/tsg-1899-hoffenheim/schalke-04/2011,2011,3,bundesliga
B. Dortmund,Wolfsburg,2-0,/match/borussia-dortmund/wolfsburg/2011,2011,3,bundesliga
Hamburger SV,Nürnberg,1-1,/match/hamburger-sv/fc-nurnberg/2011,2011,3,bundesliga
Mönchengladbach,Eintracht,0-4,/match/borussia-monchengla/eintracht-frankfurt/2011,2011,3,bundesliga
SC Freiburg,Stuttgart,2-1,/match/sc-freiburg/stuttgart/2011,2011,3,bundesliga
Hannover 96,B. Leverkusen,2-2,/match/hannover-96/bayer-leverkusen/2011,2011,3,bundesliga
Bayern München,Werder Bremen,0-0,/match/bayern-munchen/werder-bremen/2011,2011,3,bundesliga
Mainz 05,Kaiserslautern,2-1,/match/mainz-amat/kaiserslautern/2011,2011,3,bundesliga
Köln,FC St. Pauli,1-0,/match/1-fc-koln/st-pauli/2011,2011,3,bundesliga
Eintracht,SC Freiburg,0-1,/match/eintracht-frankfurt/sc-freiburg/2011,2011,4,bundesliga
Bayern München,Köln,0-0,/match/bayern-munchen/1-fc-koln/2011,2011,4,bundesliga
Werder Bremen,Mainz 05,0-2,/match/werder-bremen/mainz-amat/2011,2011,4,bundesliga
Stuttgart,Mönchengladbach,7-0,/match/stuttgart/borussia-monchengla/2011,2011,4,bundesliga
Wolfsburg,Hannover 96,2-0,/match/wolfsburg/hannover-96/2011,2011,4,bundesliga
Kaiserslautern,Hoffenheim,2-2,/match/kaiserslautern/tsg-1899-hoffenheim/2011,2011,4,bundesliga
FC St. Pauli,Hamburger SV,1-1,/match/st-pauli/hamburger-sv/2011,2011,4,bundesliga
Schalke 04,B. Dortmund,1-3,/match/schalke-04/borussia-dortmund/2011,2011,4,bundesliga
B. Leverkusen,Nürnberg,0-0,/match/bayer-leverkusen/fc-nurnberg/2011,2011,4,bundesliga
Mainz 05,Köln,2-0,/match/mainz-amat/1-fc-koln/2011,2011,5,bundesliga
Hoffenheim,Bayern München,1-2,/match/tsg-1899-hoffenheim/bayern-munchen/2011,2011,5,bundesliga
Hannover 96,Werder Bremen,4-1,/match/hannover-96/werder-bremen/2011,2011,5,bundesliga
B. Leverkusen,Eintracht,2-1,/match/bayer-leverkusen/eintracht-frankfurt/2011,2011,5,bundesliga
B. Dortmund,Kaiserslautern,5-0,/match/borussia-dortmund/kaiserslautern/2011,2011,5,bundesliga
Hamburger SV,Wolfsburg,1-3,/match/hamburger-sv/wolfsburg/2011,2011,5,bundesliga
Mönchengladbach,FC St. Pauli,1-2,/match/borussia-monchengla/st-pauli/2011,2011,5,bundesliga
SC Freiburg,Schalke 04,1-2,/match/sc-freiburg/schalke-04/2011,2011,5,bundesliga
