Home_Team,Away_Team,Result,Link,Season,Round,League
Bayern München,Wolfsburg,2-1,/match/bayern-munchen/wolfsburg/2015,2015,1,bundesliga
Hoffenheim,FC Augsburg,2-0,/match/tsg-1899-hoffenheim/fc-augsburg/2015,2015,1,bundesliga
Hannover 96,Schalke 04,2-1,/match/hannover-96/schalke-04/2015,2015,1,bundesliga
Hertha BSC,Werder Bremen,2-2,/match/hertha-bsc/werder-bremen/2015,2015,1,bundesliga
Eintracht,SC Freiburg,1-0,/match/eintracht-frankfurt/sc-freiburg/2015,2015,1,bundesliga
Köln,Hamburger SV,0-0,/match/1-fc-koln/hamburger-sv/2015,2015,1,bundesliga
B. Dortmund,B. Leverkusen,0-2,/match/borussia-dortmund/bayer-leverkusen/2015,2015,1,bundesliga
Paderborn,Mainz 05,2-2,/match/paderborn/mainz-amat/2015,2015,1,bundesliga
Mönchengladbach,Stuttgart,1-1,/match/borussia-monchengla/stuttgart/2015,2015,1,bundesliga
FC Augsburg,B. Dortmund,2-3,/match/fc-augsburg/borussia-dortmund/2015,2015,2,bundesliga
B. Leverkusen,Hertha BSC,4-2,/match/bayer-leverkusen/hertha-bsc/2015,2015,2,bundesliga
Wolfsburg,Eintracht,2-2,/match/wolfsburg/eintracht-frankfurt/2015,2015,2,bundesliga
Werder Bremen,Hoffenheim,1-1,/match/werder-bremen/tsg-1899-hoffenheim/2015,2015,2,bundesliga
Stuttgart,Köln,0-2,/match/stuttgart/1-fc-koln/2015,2015,2,bundesliga
Hamburger SV,Paderborn,0-3,/match/hamburger-sv/paderborn/2015,2015,2,bundesliga
Schalke 04,Bayern München,1-1,/match/schalke-04/bayern-munchen/2015,2015,2,bundesliga
Mainz 05,Hannover 96,0-0,/match/mainz-amat/hannover-96/2015,2015,2,bundesliga
SC Freiburg,Mönchengladbach,0-0,/match/sc-freiburg/borussia-monchengla/2015,2015,2,bundesliga
B. Leverkusen,Werder Bremen,3-3,/match/bayer-leverkusen/werder-bremen/2015,2015,3,bundesliga
Paderborn,Köln,0-0,/match/paderborn/1-fc-koln/2015,2015,3,bundesliga
Hertha BSC,Mainz 05,1-3,/match/hertha-bsc/mainz-amat/2015,2015,3,bundesliga
Hoffenheim,Wolfsburg,1-1,/match/tsg-1899-hoffenheim/wolfsburg/2015,2015,3,bundesliga
Bayern München,Stuttgart,2-0,/match/bayern-munchen/stuttgart/2015,2015,3,bundesliga
B. Dortmund,SC Freiburg,3-1,/match/borussia-dortmund/sc-freiburg/2015,2015,3,bundesliga
Mönchengladbach,Schalke 04,4-1,/match/borussia-monchengla/schalke-04/2015,2015,3,bundesliga
Eintracht,FC Augsburg,0-1,/match/eintracht-frankfurt/fc-augsburg/2015,2015,3,bundesliga
Hannover 96,Hamburger SV,2-0,/match/hannover-96/hamburger-sv/2015,2015,3,bundesliga
SC Freiburg,Hertha BSC,2-2,/match/sc-freiburg/hertha-bsc/2015,2015,4,bundesliga
Stuttgart,Hoffenheim,0-2,/match/stuttgart/tsg-1899-hoffenheim/2015,2015,4,bundesliga
FC Augsburg,Werder Bremen,4-2,/match/fc-augsburg/werder-bremen/2015,2015,4,bundesliga
Paderborn,Hannover 96,2-0,/match/paderborn/hannover-96/2015,2015,4,bundesliga
Hamburger SV,Bayern München,0-0,/match/hamburger-sv/bayern-munchen/2015,2015,4,bundesliga
Schalke 04,Eintracht,2-2,/match/schalke-04/eintracht-frankfurt/2015,2015,4,bundesliga
Mainz 05,B. Dortmund,2-0,/match/mainz-amat/borussia-dortmund/2015,2015,4,bundesliga
Wolfsburg,B. Leverkusen,4-1,/match/wolfsburg/bayer-leverkusen/2015,2015,4,bundesliga
Köln,Mönchengladbach,0-0,/match/1-fc-koln/borussia-monchengla/2015,2015,4,bundesliga
Werder Bremen,Schalke 04,0-3,/match/werder-bremen/schalke-04/2015,2015,5,bundesliga
