Home_Team,Away_Team,Result,Link,Season,Round,League
Bayern München,Hamburger SV,2-2,/match/bayern-munchen/hamburger-sv/2009,2009,1,bundesliga
B. Leverkusen,B. Dortmund,2-3,/match/bayer-leverkusen/borussia-dortmund/2009,2009,1,bundesliga
Energie Cottbus,Hoffenheim,0-3,/match/energie-cottbus/tsg-1899-hoffenheim/2009,2009,1,bundesliga
Wolfsburg,Köln,2-1,/match/wolfsburg/1-fc-koln/2009,2009,1,bundesliga
Karlsruher SC,VfL Bochum,1-0,/match/karlsruher-sc/bochum/2009,2009,1,bundesliga
Schalke 04,Hannover 96,3-0,/match/schalke-04/hannover-96/2009,2009,1,bundesliga
Arminia Bielefeld,Werder Bremen,2-2,/match/arminia-bielefeld/werder-bremen/2009,2009,1,bundesliga
Mönchengladbach,Stuttgart,1-3,/match/borussia-monchengla/stuttgart/2009,2009,1,bundesliga
Eintracht,Hertha BSC,0-2,/match/eintracht-frankfurt/hertha-bsc/2009,2009,1,bundesliga
Hannover 96,Energie Cottbus,0-0,/match/hannover-96/energie-cottbus/2009,2009,2,bundesliga
Hamburger SV,Karlsruher SC,2-1,/match/hamburger-sv/karlsruher-sc/2009,2009,2,bundesliga
Stuttgart,B. Leverkusen,0-2,/match/stuttgart/bayer-leverkusen/2009,2009,2,bundesliga
Hertha BSC,Arminia Bielefeld,1-1,/match/hertha-bsc/arminia-bielefeld/2009,2009,2,bundesliga
Werder Bremen,Schalke 04,1-1,/match/werder-bremen/schalke-04/2009,2009,2,bundesliga
B. Dortmund,Bayern München,1-1,/match/borussia-dortmund/bayern-munchen/2009,2009,2,bundesliga
Hoffenheim,Mönchengladbach,1-0,/match/tsg-1899-hoffenheim/borussia-monchengla/2009,2009,2,bundesliga
Köln,Eintracht,1-1,/match/1-fc-koln/eintracht-frankfurt/2009,2009,2,bundesliga
VfL Bochum,Wolfsburg,2-2,/match/bochum/wolfsburg/2009,2009,2,bundesliga
Karlsruher SC,Köln,0-2,/match/karlsruher-sc/1-fc-koln/2009,2009,3,bundesliga
Mönchengladbach,Werder Bremen,3-2,/match/borussia-monchengla/werder-bremen/2009,2009,3,bundesliga
Wolfsburg,Eintracht,2-2,/match/wolfsburg/eintracht-frankfurt/2009,2009,3,bundesliga
Arminia Bielefeld,Hamburger SV,2-4,/match/arminia-bielefeld/hamburger-sv/2009,2009,3,bundesliga
B. Leverkusen,Hoffenheim,5-2,/match/bayer-leverkusen/tsg-1899-hoffenheim/2009,2009,3,bundesliga
Schalke 04,VfL Bochum,1-0,/match/schalke-04/bochum/2009,2009,3,bundesliga
Energie Cottbus,B. Dortmund,0-1,/match/energie-cottbus/borussia-dortmund/2009,2009,3,bundesliga
Stuttgart,Hannover 96,2-0,/match/stuttgart/hannover-96/2009,2009,3,bundesliga
Bayern München,Hertha BSC,4-1,/match/bayern-munchen/hertha-bsc/2009,2009,3,bundesliga
Hoffenheim,Stuttgart,0-0,/match/tsg-1899-hoffenheim/stuttgart/2009,2009,4,bundesliga
Hertha BSC,Wolfsburg,2-2,/match/hertha-bsc/wolfsburg/2009,2009,4,bundesliga
Hamburger SV,B. Leverkusen,3-2,/match/hamburger-sv/bayer-leverkusen/2009,2009,4,bundesliga
B. Dortmund,Schalke 04,3-3,/match/borussia-dortmund/schalke-04/2009,2009,4,bundesliga
Werder Bremen,Energie Cottbus,3-0,/match/werder-bremen/energie-cottbus/2009,2009,4,bundesliga
Köln,Bayern München,0-3,/match/1-fc-koln/bayern-munchen/2009,2009,4,bundesliga
VfL Bochum,Arminia Bielefeld,2-0,/match/bochum/arminia-bielefeld/2009,2009,4,bundesliga
Hannover 96,Mönchengladbach,5-1,/match/hannover-96/borussia-monchengla/2009,2009,4,bundesliga
Eintracht,Karlsruher SC,2-1,/match/eintracht-frankfurt/karlsruher-sc/2009,2009,4,bundesliga
B. Leverkusen,Hannover 96,4-0,/match/bayer-leverkusen/hannover-96/2009,2009,5,bundesliga
Mönchengladbach,Hertha BSC,0-1,/match/borussia-monchengla/hertha-bsc/2009,2009,5,bundesliga
Schalke 04,Eintracht,1-0,/match/schalke-04/eintracht-frankfurt/2009,2009,5,bundesliga
Arminia Bielefeld,Köln,2-0,/match/arminia-bielefeld/1-fc-koln/2009,2009,5,bundesliga
Bayern München,Werder Bremen,2-5,/match/bayern-munchen/werder-bremen/2009,2009,5,bundesliga
Energie Cottbus,VfL Bochum,1-1,/match/energie-cottbus/bochum/2009,2009,5,bundesliga
Stuttgart,Karlsruher SC,3-1,/match/stuttgart/karlsruher-sc/2009,2009,5,bundesliga
Hoffenheim,B. Dortmund,4-1,/match/tsg-1899-hoffenheim/borussia-dortmund/2009,2009,5,bundesliga
Wolfsburg,Hamburger SV,3-0,/match/wolfsburg/hamburger-sv/2009,2009,5,bundesliga
Köln,Schalke 04,1-0,/match/1-fc-koln/schalke-04/2009,2009,6,bundesliga
B. Dortmund,Stuttgart,3-0,/match/borussia-dortmund/stuttgart/2009,2009,6,bundesliga
Hertha BSC,Energie Cottbus,0-1,/match/hertha-bsc/energie-cottbus/2009,2009,6,bundesliga
Hamburger SV,Mönchengladbach,1-0,/match/hamburger-sv/borussia-monchengla/2009,2009,6,bundesliga
VfL Bochum,B. Leverkusen,2-3,/match/bochum/bayer-leverkusen/2009,2009,6,bundesliga
Werder Bremen,Hoffenheim,5-4,/match/werder-bremen/tsg-1899-hoffenheim/2009,2009,6,bundesliga
Hannover 96,Bayern München,1-0,/match/hannover-96/bayern-munchen/2009,2009,6,bundesliga
Eintracht,Arminia Bielefeld,1-1,/match/eintracht-frankfurt/arminia-bielefeld/2009,2009,6,bundesliga
Karlsruher SC,Wolfsburg,2-1,/match/karlsruher-sc/wolfsburg/2009,2009,6,bundesliga
Arminia Bielefeld,Karlsruher SC,1-2,/match/arminia-bielefeld/karlsruher-sc/2009,2009,7,bundesliga
B. Leverkusen,Hertha BSC,0-1,/match/bayer-leverkusen/hertha-bsc/2009,2009,7,bundesliga
Bayern München,VfL Bochum,3-3,/match/bayern-munchen/bochum/2009,2009,7,bundesliga
Hoffenheim,Eintracht,2-1,/match/tsg-1899-hoffenheim/eintracht-frankfurt/2009,2009,7,bundesliga
Stuttgart,Werder Bremen,4-1,/match/stuttgart/werder-bremen/2009,2009,7,bundesliga
Mönchengladbach,Köln,1-2,/match/borussia-monchengla/1-fc-koln/2009,2009,7,bundesliga
Schalke 04,Wolfsburg,2-2,/match/schalke-04/wolfsburg/2009,2009,7,bundesliga
Energie Cottbus,Hamburger SV,1-2,/match/energie-cottbus/hamburger-sv/2009,2009,7,bundesliga
B. Dortmund,Hannover 96,1-1,/match/borussia-dortmund/hannover-96/2009,2009,7,bundesliga
VfL Bochum,Mönchengladbach,2-2,/match/bochum/borussia-monchengla/2009,2009,8,bundesliga
Karlsruher SC,Bayern München,0-1,/match/karlsruher-sc/bayern-munchen/2009,2009,8,bundesliga
Hannover 96,Hoffenheim,2-5,/match/hannover-96/tsg-1899-hoffenheim/2009,2009,8,bundesliga
Werder Bremen,B. Dortmund,3-3,/match/werder-bremen/borussia-dortmund/2009,2009,8,bundesliga
Köln,Energie Cottbus,1-0,/match/1-fc-koln/energie-cottbus/2009,2009,8,bundesliga
Hertha BSC,Stuttgart,2-1,/match/hertha-bsc/stuttgart/2009,2009,8,bundesliga
Wolfsburg,Arminia Bielefeld,4-1,/match/wolfsburg/arminia-bielefeld/2009,2009,8,bundesliga
Eintracht,B. Leverkusen,0-2,/match/eintracht-frankfurt/bayer-leverkusen/2009,2009,8,bundesliga
Hamburger SV,Schalke 04,1-1,/match/hamburger-sv/schalke-04/2009,2009,8,bundesliga
B. Leverkusen,Köln,2-0,/match/bayer-leverkusen/1-fc-koln/2009,2009,9,bundesliga
Energie Cottbus,Eintracht,2-3,/match/energie-cottbus/eintracht-frankfurt/2009,2009,9,bundesliga
Bayern München,Wolfsburg,4-2,/match/bayern-munchen/wolfsburg/2009,2009,9,bundesliga
Mönchengladbach,Karlsruher SC,1-0,/match/borussia-monchengla/karlsruher-sc/2009,2009,9,bundesliga
Hannover 96,Werder Bremen,1-1,/match/hannover-96/werder-bremen/2009,2009,9,bundesliga
Schalke 04,Arminia Bielefeld,0-0,/match/schalke-04/arminia-bielefeld/2009,2009,9,bundesliga
Hoffenheim,Hamburger SV,3-0,/match/tsg-1899-hoffenheim/hamburger-sv/2009,2009,9,bundesliga
