,Home_Team,Away_Team,Result,Date,Link,Year,Round,League
1949,Feirense,Ovarense,2-1,Sat 20 Dec ,/match/feirense/ovarense/2004,2004,15,segunda_liga
1950,CD Santa Clara,Estoril,0-3,Sun 21 Dec ,/match/santa-clara/estoril/2004,2004,15,segunda_liga
1951,Naval,FC Marco,1-1,Sun 21 Dec ,/match/naval/fc-marco/2004,2004,15,segunda_liga
1952,Portimonense,Leixões,1-2,Sun 21 Dec ,/match/portimonense/leixoes/2004,2004,15,segunda_liga
1953,Penafiel,União Madeira,2-1,Sun 21 Dec ,/match/penafiel/uniao-madeira/2004,2004,15,segunda_liga
1954,Varzim,Chaves,0-0,Sun 21 Dec ,/match/varzim/chaves/2004,2004,15,segunda_liga
1955,FC Felgueiras,Desportivo Aves,1-1,Sun 21 Dec ,/match/fc-felgueiras/desportivo-aves/2004,2004,15,segunda_liga
1956,SC Salgueiros,FC Maia,1-1,Sun 21 Dec ,/match/salgueiros/fc-maia/2004,2004,15,segunda_liga
1957,SP. Covilhã,Vitória Setúbal,2-0,Sun 21 Dec ,/match/sporting-covilha/vitoria-setubal/2004,2004,15,segunda_liga
1958,Vitória Setúbal,Naval,3-0,Sun 04 Jan ,/match/vitoria-setubal/naval/2004,2004,16,segunda_liga
1959,União Madeira,Varzim,0-1,Sun 04 Jan ,/match/uniao-madeira/varzim/2004,2004,16,segunda_liga
1960,Estoril,FC Felgueiras,2-0,Sun 04 Jan ,/match/estoril/fc-felgueiras/2004,2004,16,segunda_liga
1961,FC Maia,SP. Covilhã,3-1,Sun 04 Jan ,/match/fc-maia/sporting-covilha/2004,2004,16,segunda_liga
1962,FC Marco,Feirense,2-2,Sun 04 Jan ,/match/fc-marco/feirense/2004,2004,16,segunda_liga
1963,Ovarense,Portimonense,1-1,Sun 04 Jan ,/match/ovarense/portimonense/2004,2004,16,segunda_liga
1964,Leixões,Penafiel,1-1,Sun 04 Jan ,/match/leixoes/penafiel/2004,2004,16,segunda_liga
1965,Desportivo Aves,SC Salgueiros,2-0,Sun 04 Jan ,/match/desportivo-aves/salgueiros/2004,2004,16,segunda_liga
1966,FC Felgueiras,CD Santa Clara,2-0,Sat 10 Jan ,/match/fc-felgueiras/santa-clara/2004,2004,17,segunda_liga
1967,Feirense,Vitória Setúbal,0-0,Sat 10 Jan ,/match/feirense/vitoria-setubal/2004,2004,17,segunda_liga
1968,Portimonense,FC Marco,2-0,Sat 10 Jan ,/match/portimonense/fc-marco/2004,2004,17,segunda_liga
1969,SC Salgueiros,Estoril,1-2,Sat 10 Jan ,/match/salgueiros/estoril/2004,2004,17,segunda_liga
1970,Naval,FC Maia,5-0,Sun 11 Jan ,/match/naval/fc-maia/2004,2004,17,segunda_liga
1971,Penafiel,Ovarense,3-1,Sun 11 Jan ,/match/penafiel/ovarense/2004,2004,17,segunda_liga
1972,SP. Covilhã,Desportivo Aves,4-0,Sun 11 Jan ,/match/sporting-covilha/desportivo-aves/2004,2004,17,segunda_liga
1973,Varzim,Leixões,1-1,Sun 11 Jan ,/match/varzim/leixoes/2004,2004,17,segunda_liga
1974,Chaves,União Madeira,2-1,Sun 11 Jan ,/match/chaves/uniao-madeira/2004,2004,17,segunda_liga
1975,Naval,Desportivo Aves,0-1,Sun 18 Jan ,/match/naval/desportivo-aves/2004,2004,18,segunda_liga
1976,União Madeira,CD Santa Clara,1-1,Sun 18 Jan ,/match/uniao-madeira/santa-clara/2004,2004,18,segunda_liga
1977,Penafiel,FC Marco,0-1,Sun 18 Jan ,/match/penafiel/fc-marco/2004,2004,18,segunda_liga
1978,Portimonense,Vitória Setúbal,3-3,Sun 18 Jan ,/match/portimonense/vitoria-setubal/2004,2004,18,segunda_liga
1979,Varzim,Ovarense,5-2,Sun 18 Jan ,/match/varzim/ovarense/2004,2004,18,segunda_liga
1980,SC Salgueiros,FC Felgueiras,1-1,Sun 18 Jan ,/match/salgueiros/fc-felgueiras/2004,2004,18,segunda_liga
1981,Chaves,Leixões,1-4,Sun 18 Jan ,/match/chaves/leixoes/2004,2004,18,segunda_liga
1982,Feirense,FC Maia,6-1,Sun 18 Jan ,/match/feirense/fc-maia/2004,2004,18,segunda_liga
1983,SP. Covilhã,Estoril,0-1,Sun 18 Jan ,/match/sporting-covilha/estoril/2004,2004,18,segunda_liga
1984,CD Santa Clara,SC Salgueiros,1-0,Fri 23 Jan ,/match/santa-clara/salgueiros/2004,2004,19,segunda_liga
1985,FC Felgueiras,SP. Covilhã,3-1,Sat 24 Jan ,/match/fc-felgueiras/sporting-covilha/2004,2004,19,segunda_liga
1986,FC Marco,Varzim,1-2,Sun 25 Jan ,/match/fc-marco/varzim/2004,2004,19,segunda_liga
1987,FC Maia,Portimonense,1-0,Sun 25 Jan ,/match/fc-maia/portimonense/2004,2004,19,segunda_liga
1988,Estoril,Naval,4-0,Sun 25 Jan ,/match/estoril/naval/2004,2004,19,segunda_liga
1989,Leixões,União Madeira,1-1,Sun 25 Jan ,/match/leixoes/uniao-madeira/2004,2004,19,segunda_liga
1990,Ovarense,Chaves,1-1,Sun 25 Jan ,/match/ovarense/chaves/2004,2004,19,segunda_liga
1991,Vitória Setúbal,Penafiel,0-0,Sun 25 Jan ,/match/vitoria-setubal/penafiel/2004,2004,19,segunda_liga
1992,Desportivo Aves,Feirense,2-1,Sun 25 Jan ,/match/desportivo-aves/feirense/2004,2004,19,segunda_liga
1993,Naval,FC Felgueiras,3-3,Sun 01 Feb ,/match/naval/fc-felgueiras/2004,2004,20,segunda_liga
1994,União Madeira,Ovarense,2-2,Sun 01 Feb ,/match/uniao-madeira/ovarense/2004,2004,20,segunda_liga
1995,Feirense,Estoril,3-3,Sun 01 Feb ,/match/feirense/estoril/2004,2004,20,segunda_liga
1996,Penafiel,FC Maia,1-1,Sun 01 Feb ,/match/penafiel/fc-maia/2004,2004,20,segunda_liga
1997,Portimonense,Desportivo Aves,1-4,Sun 01 Feb ,/match/portimonense/desportivo-aves/2004,2004,20,segunda_liga
1998,Leixões,CD Santa Clara,1-2,Sun 01 Feb ,/match/leixoes/santa-clara/2004,2004,20,segunda_liga
1999,Chaves,FC Marco,2-1,Sun 01 Feb ,/match/chaves/fc-marco/2004,2004,20,segunda_liga
2000,Varzim,Vitória Setúbal,1-2,Sun 01 Feb ,/match/varzim/vitoria-setubal/2004,2004,20,segunda_liga
2001,SP. Covilhã,SC Salgueiros,3-2,Mon 02 Feb ,/match/sporting-covilha/salgueiros/2004,2004,20,segunda_liga
2002,FC Felgueiras,Feirense,0-1,Sat 07 Feb ,/match/fc-felgueiras/feirense/2004,2004,21,segunda_liga
2003,Estoril,Portimonense,0-0,Sat 07 Feb ,/match/estoril/portimonense/2004,2004,21,segunda_liga
2004,SC Salgueiros,Naval,2-0,Sat 07 Feb ,/match/salgueiros/naval/2004,2004,21,segunda_liga
2005,CD Santa Clara,SP. Covilhã,0-1,Sun 08 Feb ,/match/santa-clara/sporting-covilha/2004,2004,21,segunda_liga
2006,Vitória Setúbal,Chaves,3-3,Sun 08 Feb ,/match/vitoria-setubal/chaves/2004,2004,21,segunda_liga
2007,FC Maia,Varzim,1-2,Sun 08 Feb ,/match/fc-maia/varzim/2004,2004,21,segunda_liga
2008,Ovarense,Leixões,2-2,Sun 08 Feb ,/match/ovarense/leixoes/2004,2004,21,segunda_liga
2009,FC Marco,União Madeira,2-2,Sun 08 Feb ,/match/fc-marco/uniao-madeira/2004,2004,21,segunda_liga
2010,Desportivo Aves,Penafiel,1-0,Sun 08 Feb ,/match/desportivo-aves/penafiel/2004,2004,21,segunda_liga
2011,Feirense,SC Salgueiros,0-1,Sun 15 Feb ,/match/feirense/salgueiros/2004,2004,22,segunda_liga
2012,Naval,SP. Covilhã,2-1,Sun 15 Feb ,/match/naval/sporting-covilha/2004,2004,22,segunda_liga
2013,União Madeira,Vitória Setúbal,1-1,Sun 15 Feb ,/match/uniao-madeira/vitoria-setubal/2004,2004,22,segunda_liga
2014,Penafiel,Estoril,3-1,Sun 15 Feb ,/match/penafiel/estoril/2004,2004,22,segunda_liga
2015,Portimonense,FC Felgueiras,0-0,Sun 15 Feb ,/match/portimonense/fc-felgueiras/2004,2004,22,segunda_liga
2016,Varzim,Desportivo Aves,1-1,Sun 15 Feb ,/match/varzim/desportivo-aves/2004,2004,22,segunda_liga
2017,Ovarense,CD Santa Clara,3-1,Sun 15 Feb ,/match/ovarense/santa-clara/2004,2004,22,segunda_liga
2018,Leixões,FC Marco,2-0,Sun 15 Feb ,/match/leixoes/fc-marco/2004,2004,22,segunda_liga
2019,Chaves,FC Maia,0-1,Sun 15 Feb ,/match/chaves/fc-maia/2004,2004,22,segunda_liga
2020,CD Santa Clara,Naval,1-0,Sat 21 Feb ,/match/santa-clara/naval/2004,2004,23,segunda_liga
2021,FC Maia,União Madeira,1-0,Sun 22 Feb ,/match/fc-maia/uniao-madeira/2004,2004,23,segunda_liga
2022,Estoril,Varzim,3-3,Sun 22 Feb ,/match/estoril/varzim/2004,2004,23,segunda_liga
2023,Vitória Setúbal,Leixões,3-1,Sun 22 Feb ,/match/vitoria-setubal/leixoes/2004,2004,23,segunda_liga
2024,FC Felgueiras,Penafiel,2-3,Sun 22 Feb ,/match/fc-felgueiras/penafiel/2004,2004,23,segunda_liga
2025,Desportivo Aves,Chaves,1-0,Sun 22 Feb ,/match/desportivo-aves/chaves/2004,2004,23,segunda_liga
2026,SC Salgueiros,Portimonense,1-0,Sun 22 Feb ,/match/salgueiros/portimonense/2004,2004,23,segunda_liga
2027,FC Marco,Ovarense,3-1,Sun 22 Feb ,/match/fc-marco/ovarense/2004,2004,23,segunda_liga
2028,SP. Covilhã,Feirense,1-1,Wed 25 Feb ,/match/sporting-covilha/feirense/2004,2004,23,segunda_liga
2029,União Madeira,Desportivo Aves,3-0,Sun 29 Feb ,/match/uniao-madeira/desportivo-aves/2004,2004,24,segunda_liga
2030,Penafiel,SC Salgueiros,1-0,Sun 29 Feb ,/match/penafiel/salgueiros/2004,2004,24,segunda_liga
2031,Feirense,Naval,0-1,Sun 29 Feb ,/match/feirense/naval/2004,2004,24,segunda_liga
2032,Portimonense,SP. Covilhã,1-0,Sun 29 Feb ,/match/portimonense/sporting-covilha/2004,2004,24,segunda_liga
2033,FC Marco,CD Santa Clara,1-1,Sun 29 Feb ,/match/fc-marco/santa-clara/2004,2004,24,segunda_liga
2034,Ovarense,Vitória Setúbal,2-1,Sun 29 Feb ,/match/ovarense/vitoria-setubal/2004,2004,24,segunda_liga
2035,Leixões,FC Maia,3-0,Sun 29 Feb ,/match/leixoes/fc-maia/2004,2004,24,segunda_liga
2036,Chaves,Estoril,2-2,Sun 29 Feb ,/match/chaves/estoril/2004,2004,24,segunda_liga
2037,Varzim,FC Felgueiras,1-0,Sun 29 Feb ,/match/varzim/fc-felgueiras/2004,2004,24,segunda_liga
2038,FC Felgueiras,Chaves,3-0,Sat 06 Mar ,/match/fc-felgueiras/chaves/2004,2004,25,segunda_liga
2039,CD Santa Clara,Feirense,2-2,Sat 06 Mar ,/match/santa-clara/feirense/2004,2004,25,segunda_liga
2040,Vitória Setúbal,FC Marco,3-0,Sun 07 Mar ,/match/vitoria-setubal/fc-marco/2004,2004,25,segunda_liga
2041,FC Maia,Ovarense,2-0,Sun 07 Mar ,/match/fc-maia/ovarense/2004,2004,25,segunda_liga
2042,Desportivo Aves,Leixões,1-1,Sun 07 Mar ,/match/desportivo-aves/leixoes/2004,2004,25,segunda_liga
2043,SC Salgueiros,Varzim,2-0,Sun 07 Mar ,/match/salgueiros/varzim/2004,2004,25,segunda_liga
2044,Naval,Portimonense,0-0,Sun 07 Mar ,/match/naval/portimonense/2004,2004,25,segunda_liga
2045,SP. Covilhã,Penafiel,0-2,Sun 07 Mar ,/match/sporting-covilha/penafiel/2004,2004,25,segunda_liga
2046,Estoril,União Madeira,2-1,Tue 09 Mar ,/match/estoril/uniao-madeira/2004,2004,25,segunda_liga
2047,Portimonense,Feirense,1-1,Sun 14 Mar ,/match/portimonense/feirense/2004,2004,26,segunda_liga
2048,Vitória Setúbal,CD Santa Clara,1-0,Sun 14 Mar ,/match/vitoria-setubal/santa-clara/2004,2004,26,segunda_liga
2049,Leixões,Estoril,0-3,Sun 14 Mar ,/match/leixoes/estoril/2004,2004,26,segunda_liga
2050,União Madeira,FC Felgueiras,1-0,Sun 14 Mar ,/match/uniao-madeira/fc-felgueiras/2004,2004,26,segunda_liga
2051,Penafiel,Naval,2-2,Sun 14 Mar ,/match/penafiel/naval/2004,2004,26,segunda_liga
2052,FC Marco,FC Maia,2-0,Sun 14 Mar ,/match/fc-marco/fc-maia/2004,2004,26,segunda_liga
2053,Ovarense,Desportivo Aves,3-0,Sun 14 Mar ,/match/ovarense/desportivo-aves/2004,2004,26,segunda_liga
2054,Chaves,SC Salgueiros,2-0,Sun 14 Mar ,/match/chaves/salgueiros/2004,2004,26,segunda_liga
2055,Varzim,SP. Covilhã,1-1,Sun 14 Mar ,/match/varzim/sporting-covilha/2004,2004,26,segunda_liga
2056,CD Santa Clara,Portimonense,1-0,Sun 21 Mar ,/match/santa-clara/portimonense/2004,2004,27,segunda_liga
2057,Naval,Varzim,1-1,Sun 21 Mar ,/match/naval/varzim/2004,2004,27,segunda_liga
2058,Feirense,Penafiel,2-0,Sun 21 Mar ,/match/feirense/penafiel/2004,2004,27,segunda_liga
2059,FC Maia,Vitória Setúbal,2-1,Sun 21 Mar ,/match/fc-maia/vitoria-setubal/2004,2004,27,segunda_liga
2060,Desportivo Aves,FC Marco,2-3,Sun 21 Mar ,/match/desportivo-aves/fc-marco/2004,2004,27,segunda_liga
2061,Estoril,Ovarense,5-3,Sun 21 Mar ,/match/estoril/ovarense/2004,2004,27,segunda_liga
2062,SC Salgueiros,União Madeira,1-1,Sun 21 Mar ,/match/salgueiros/uniao-madeira/2004,2004,27,segunda_liga
2063,FC Felgueiras,Leixões,1-0,Sun 21 Mar ,/match/fc-felgueiras/leixoes/2004,2004,27,segunda_liga
2064,SP. Covilhã,Chaves,3-2,Sun 21 Mar ,/match/sporting-covilha/chaves/2004,2004,27,segunda_liga
2065,Leixões,SC Salgueiros,1-1,Sun 28 Mar ,/match/leixoes/salgueiros/2004,2004,28,segunda_liga
2066,União Madeira,SP. Covilhã,3-3,Sun 28 Mar ,/match/uniao-madeira/sporting-covilha/2004,2004,28,segunda_liga
2067,Chaves,Naval,1-0,Sun 28 Mar ,/match/chaves/naval/2004,2004,28,segunda_liga
2068,Penafiel,Portimonense,3-0,Sun 28 Mar ,/match/penafiel/portimonense/2004,2004,28,segunda_liga
2069,FC Maia,CD Santa Clara,2-4,Sun 28 Mar ,/match/fc-maia/santa-clara/2004,2004,28,segunda_liga
2070,Vitória Setúbal,Desportivo Aves,1-3,Sun 28 Mar ,/match/vitoria-setubal/desportivo-aves/2004,2004,28,segunda_liga
2071,Varzim,Feirense,1-2,Sun 28 Mar ,/match/varzim/feirense/2004,2004,28,segunda_liga
2072,FC Marco,Estoril,2-3,Sun 28 Mar ,/match/fc-marco/estoril/2004,2004,28,segunda_liga
2073,Ovarense,FC Felgueiras,2-1,Sun 28 Mar ,/match/ovarense/fc-felgueiras/2004,2004,28,segunda_liga
2074,CD Santa Clara,Penafiel,0-2,Sun 04 Apr ,/match/santa-clara/penafiel/2004,2004,29,segunda_liga
2075,SC Salgueiros,Ovarense,2-0,Sun 04 Apr ,/match/salgueiros/ovarense/2004,2004,29,segunda_liga
2076,SP. Covilhã,Leixões,3-4,Sun 04 Apr ,/match/sporting-covilha/leixoes/2004,2004,29,segunda_liga
2077,Naval,União Madeira,2-2,Sun 04 Apr ,/match/naval/uniao-madeira/2004,2004,29,segunda_liga
2078,Feirense,Chaves,0-1,Sun 04 Apr ,/match/feirense/chaves/2004,2004,29,segunda_liga
2079,Portimonense,Varzim,1-1,Sun 04 Apr ,/match/portimonense/varzim/2004,2004,29,segunda_liga
2080,Desportivo Aves,FC Maia,1-2,Sun 04 Apr ,/match/desportivo-aves/fc-maia/2004,2004,29,segunda_liga
2081,Estoril,Vitória Setúbal,1-2,Sun 04 Apr ,/match/estoril/vitoria-setubal/2004,2004,29,segunda_liga
2082,FC Felgueiras,FC Marco,3-0,Sun 04 Apr ,/match/fc-felgueiras/fc-marco/2004,2004,29,segunda_liga
2083,FC Maia,Estoril,2-2,Sat 10 Apr ,/match/fc-maia/estoril/2004,2004,30,segunda_liga
2084,Vitória Setúbal,FC Felgueiras,5-1,Sat 10 Apr ,/match/vitoria-setubal/fc-felgueiras/2004,2004,30,segunda_liga
2085,FC Marco,SC Salgueiros,1-1,Sat 10 Apr ,/match/fc-marco/salgueiros/2004,2004,30,segunda_liga
2086,Ovarense,SP. Covilhã,2-0,Sat 10 Apr ,/match/ovarense/sporting-covilha/2004,2004,30,segunda_liga
2087,Leixões,Naval,0-1,Sat 10 Apr ,/match/leixoes/naval/2004,2004,30,segunda_liga
2088,União Madeira,Feirense,1-2,Sat 10 Apr ,/match/uniao-madeira/feirense/2004,2004,30,segunda_liga
2089,Chaves,Portimonense,0-0,Sat 10 Apr ,/match/chaves/portimonense/2004,2004,30,segunda_liga
2090,Desportivo Aves,CD Santa Clara,1-0,Sat 10 Apr ,/match/desportivo-aves/santa-clara/2004,2004,30,segunda_liga
2091,Varzim,Penafiel,1-1,Sat 10 Apr ,/match/varzim/penafiel/2004,2004,30,segunda_liga
2092,FC Felgueiras,FC Maia,2-3,Sat 17 Apr ,/match/fc-felgueiras/fc-maia/2004,2004,31,segunda_liga
2093,CD Santa Clara,Varzim,2-0,Sun 18 Apr ,/match/santa-clara/varzim/2004,2004,31,segunda_liga
2094,Estoril,Desportivo Aves,1-0,Sun 18 Apr ,/match/estoril/desportivo-aves/2004,2004,31,segunda_liga
2095,SC Salgueiros,Vitória Setúbal,0-4,Sun 18 Apr ,/match/salgueiros/vitoria-setubal/2004,2004,31,segunda_liga
2096,SP. Covilhã,FC Marco,1-2,Sun 18 Apr ,/match/sporting-covilha/fc-marco/2004,2004,31,segunda_liga
2097,Naval,Ovarense,1-2,Sun 18 Apr ,/match/naval/ovarense/2004,2004,31,segunda_liga
2098,Feirense,Leixões,1-3,Sun 18 Apr ,/match/feirense/leixoes/2004,2004,31,segunda_liga
2099,Portimonense,União Madeira,3-1,Sun 18 Apr ,/match/portimonense/uniao-madeira/2004,2004,31,segunda_liga
2100,Penafiel,Chaves,3-2,Sun 18 Apr ,/match/penafiel/chaves/2004,2004,31,segunda_liga
2101,Chaves,Varzim,0-1,Sun 25 Apr ,/match/chaves/varzim/2004,2004,32,segunda_liga
2102,Estoril,CD Santa Clara,1-0,Sun 25 Apr ,/match/estoril/santa-clara/2004,2004,32,segunda_liga
2103,Desportivo Aves,FC Felgueiras,1-0,Sun 25 Apr ,/match/desportivo-aves/fc-felgueiras/2004,2004,32,segunda_liga
2104,FC Maia,SC Salgueiros,3-2,Sun 25 Apr ,/match/fc-maia/salgueiros/2004,2004,32,segunda_liga
2105,Vitória Setúbal,SP. Covilhã,2-1,Sun 25 Apr ,/match/vitoria-setubal/sporting-covilha/2004,2004,32,segunda_liga
2106,FC Marco,Naval,4-2,Sun 25 Apr ,/match/fc-marco/naval/2004,2004,32,segunda_liga
2107,Ovarense,Feirense,2-2,Sun 25 Apr ,/match/ovarense/feirense/2004,2004,32,segunda_liga
2108,Leixões,Portimonense,2-2,Sun 25 Apr ,/match/leixoes/portimonense/2004,2004,32,segunda_liga
2109,União Madeira,Penafiel,1-3,Sun 25 Apr ,/match/uniao-madeira/penafiel/2004,2004,32,segunda_liga
2110,Varzim,União Madeira,1-0,Sun 02 May ,/match/varzim/uniao-madeira/2004,2004,33,segunda_liga
2111,Chaves,CD Santa Clara,3-1,Sun 02 May ,/match/chaves/santa-clara/2004,2004,33,segunda_liga
2112,FC Felgueiras,Estoril,2-0,Sun 02 May ,/match/fc-felgueiras/estoril/2004,2004,33,segunda_liga
2113,SC Salgueiros,Desportivo Aves,1-1,Sun 02 May ,/match/salgueiros/desportivo-aves/2004,2004,33,segunda_liga
2114,SP. Covilhã,FC Maia,1-0,Sun 02 May ,/match/sporting-covilha/fc-maia/2004,2004,33,segunda_liga
2115,Naval,Vitória Setúbal,0-1,Sun 02 May ,/match/naval/vitoria-setubal/2004,2004,33,segunda_liga
2116,Feirense,FC Marco,2-3,Sun 02 May ,/match/feirense/fc-marco/2004,2004,33,segunda_liga
2117,Portimonense,Ovarense,2-2,Sun 02 May ,/match/portimonense/ovarense/2004,2004,33,segunda_liga
2118,Penafiel,Leixões,1-1,Sun 02 May ,/match/penafiel/leixoes/2004,2004,33,segunda_liga
2119,FC Marco,Portimonense,0-0,Sun 09 May ,/match/fc-marco/portimonense/2004,2004,34,segunda_liga
2120,Ovarense,Penafiel,1-1,Sun 09 May ,/match/ovarense/penafiel/2004,2004,34,segunda_liga
2121,Leixões,Varzim,1-1,Sun 09 May ,/match/leixoes/varzim/2004,2004,34,segunda_liga
2122,União Madeira,Chaves,0-0,Sun 09 May ,/match/uniao-madeira/chaves/2004,2004,34,segunda_liga
2123,CD Santa Clara,FC Felgueiras,1-2,Sun 09 May ,/match/santa-clara/fc-felgueiras/2004,2004,34,segunda_liga
2124,Estoril,SC Salgueiros,2-1,Sun 09 May ,/match/estoril/salgueiros/2004,2004,34,segunda_liga
2125,Desportivo Aves,SP. Covilhã,0-3,Sun 09 May ,/match/desportivo-aves/sporting-covilha/2004,2004,34,segunda_liga
2126,FC Maia,Naval,2-0,Sun 09 May ,/match/fc-maia/naval/2004,2004,34,segunda_liga
2127,Vitória Setúbal,Feirense,1-0,Sun 09 May ,/match/vitoria-setubal/feirense/2004,2004,34,segunda_liga
2128,Varzim,Paços Ferreira,1-4,Sun 29 Aug ,/match/varzim/pacos-ferreira/2005,2005,1,segunda_liga
2129,CD Santa Clara,Feirense,1-3,Sun 29 Aug ,/match/santa-clara/feirense/2005,2005,1,segunda_liga
2130,Olhanense,Portimonense,2-1,Sun 29 Aug ,/match/sc-olhanense/portimonense/2005,2005,1,segunda_liga
2131,Ovarense,Estrela Amadora,1-1,Sun 29 Aug ,/match/ovarense/estrela-amadora/2005,2005,1,segunda_liga
2132,Espinho,Leixões,2-3,Sun 29 Aug ,/match/espinho/leixoes/2005,2005,1,segunda_liga
2133,Alverca,FC Marco,1-1,Sun 29 Aug ,/match/alverca/fc-marco/2005,2005,1,segunda_liga
2134,FC Felgueiras,Chaves,0-1,Sun 29 Aug ,/match/fc-felgueiras/chaves/2005,2005,1,segunda_liga
2135,Desportivo Aves,Naval,0-1,Sun 29 Aug ,/match/desportivo-aves/naval/2005,2005,1,segunda_liga
2136,Gondomar,FC Maia,3-0,Sun 29 Aug ,/match/gondomar/fc-maia/2005,2005,1,segunda_liga
2137,FC Maia,Espinho,2-0,Sat 11 Sep ,/match/fc-maia/espinho/2005,2005,2,segunda_liga
2138,Feirense,Desportivo Aves,1-5,Sun 12 Sep ,/match/feirense/desportivo-aves/2005,2005,2,segunda_liga
2139,Leixões,Alverca,2-0,Sun 12 Sep ,/match/leixoes/alverca/2005,2005,2,segunda_liga
2140,FC Marco,FC Felgueiras,0-0,Sun 12 Sep ,/match/fc-marco/fc-felgueiras/2005,2005,2,segunda_liga
2141,Chaves,Varzim,0-0,Sun 12 Sep ,/match/chaves/varzim/2005,2005,2,segunda_liga
2142,Portimonense,Gondomar,2-1,Sun 12 Sep ,/match/portimonense/gondomar/2005,2005,2,segunda_liga
2143,Paços Ferreira,CD Santa Clara,2-1,Sun 12 Sep ,/match/pacos-ferreira/santa-clara/2005,2005,2,segunda_liga
2144,Naval,Ovarense,1-2,Sun 12 Sep ,/match/naval/ovarense/2005,2005,2,segunda_liga
2145,Estrela Amadora,Olhanense,2-0,Sun 12 Sep ,/match/estrela-amadora/sc-olhanense/2005,2005,2,segunda_liga
2146,Varzim,CD Santa Clara,3-1,Sat 18 Sep ,/match/varzim/santa-clara/2005,2005,3,segunda_liga
2147,Alverca,FC Maia,0-1,Sat 18 Sep ,/match/alverca/fc-maia/2005,2005,3,segunda_liga
2148,Desportivo Aves,Paços Ferreira,1-0,Sun 19 Sep ,/match/desportivo-aves/pacos-ferreira/2005,2005,3,segunda_liga
2149,Ovarense,Feirense,4-1,Sun 19 Sep ,/match/ovarense/feirense/2005,2005,3,segunda_liga
2150,Olhanense,Naval,2-0,Sun 19 Sep ,/match/sc-olhanense/naval/2005,2005,3,segunda_liga
2151,Gondomar,Estrela Amadora,0-2,Sun 19 Sep ,/match/gondomar/estrela-amadora/2005,2005,3,segunda_liga
2152,FC Felgueiras,Leixões,0-0,Sun 19 Sep ,/match/fc-felgueiras/leixoes/2005,2005,3,segunda_liga
2153,Chaves,FC Marco,0-2,Sun 19 Sep ,/match/chaves/fc-marco/2005,2005,3,segunda_liga
2154,Espinho,Portimonense,1-3,Sun 19 Sep ,/match/espinho/portimonense/2005,2005,3,segunda_liga
2155,CD Santa Clara,Desportivo Aves,0-2,Sun 26 Sep ,/match/santa-clara/desportivo-aves/2005,2005,4,segunda_liga
2156,Paços Ferreira,Ovarense,1-1,Sun 26 Sep ,/match/pacos-ferreira/ovarense/2005,2005,4,segunda_liga
2157,Portimonense,Alverca,0-1,Sun 26 Sep ,/match/portimonense/alverca/2005,2005,4,segunda_liga
2158,Feirense,Olhanense,0-0,Sun 26 Sep ,/match/feirense/sc-olhanense/2005,2005,4,segunda_liga
2159,Naval,Gondomar,3-1,Sun 26 Sep ,/match/naval/gondomar/2005,2005,4,segunda_liga
2160,Estrela Amadora,Espinho,1-0,Sun 26 Sep ,/match/estrela-amadora/espinho/2005,2005,4,segunda_liga
2161,FC Maia,FC Felgueiras,2-0,Sun 26 Sep ,/match/fc-maia/fc-felgueiras/2005,2005,4,segunda_liga
2162,Leixões,Chaves,0-1,Sun 26 Sep ,/match/leixoes/chaves/2005,2005,4,segunda_liga
2163,FC Marco,Varzim,3-0,Sun 26 Sep ,/match/fc-marco/varzim/2005,2005,4,segunda_liga
2164,FC Marco,Leixões,2-1,Sat 02 Oct ,/match/fc-marco/leixoes/2005,2005,5,segunda_liga
2165,FC Felgueiras,Portimonense,1-1,Sat 02 Oct ,/match/fc-felgueiras/portimonense/2005,2005,5,segunda_liga
2166,Varzim,Desportivo Aves,1-0,Sat 02 Oct ,/match/varzim/desportivo-aves/2005,2005,5,segunda_liga
2167,Ovarense,CD Santa Clara,1-0,Sat 02 Oct ,/match/ovarense/santa-clara/2005,2005,5,segunda_liga
2168,Gondomar,Feirense,1-0,Sat 02 Oct ,/match/gondomar/feirense/2005,2005,5,segunda_liga
2169,Espinho,Naval,0-0,Sat 02 Oct ,/match/espinho/naval/2005,2005,5,segunda_liga
2170,Alverca,Estrela Amadora,0-1,Sat 02 Oct ,/match/alverca/estrela-amadora/2005,2005,5,segunda_liga
2171,Chaves,FC Maia,0-2,Sat 02 Oct ,/match/chaves/fc-maia/2005,2005,5,segunda_liga
2172,Olhanense,Paços Ferreira,1-0,Sat 02 Oct ,/match/sc-olhanense/pacos-ferreira/2005,2005,5,segunda_liga
2173,FC Maia,FC Marco,0-0,Sat 16 Oct ,/match/fc-maia/fc-marco/2005,2005,6,segunda_liga
2174,CD Santa Clara,Olhanense,3-2,Sat 16 Oct ,/match/santa-clara/sc-olhanense/2005,2005,6,segunda_liga
2175,Naval,Alverca,1-0,Sun 17 Oct ,/match/naval/alverca/2005,2005,6,segunda_liga
2176,Portimonense,Chaves,2-0,Sun 17 Oct ,/match/portimonense/chaves/2005,2005,6,segunda_liga
2177,Estrela Amadora,FC Felgueiras,0-1,Sun 17 Oct ,/match/estrela-amadora/fc-felgueiras/2005,2005,6,segunda_liga
2178,Leixões,Varzim,1-1,Sun 17 Oct ,/match/leixoes/varzim/2005,2005,6,segunda_liga
