Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
15,Cesena,10,3,4,5,8,13,18,1990,12,serie_a
16,Ascoli,8,2,4,6,9,17,18,1990,12,serie_a
17,Cremonese,7,1,5,6,11,17,18,1990,12,serie_a
18,Hellas Verona,4,0,4,8,7,19,18,1990,12,serie_a
1,Napoli,20,7,6,0,20,10,18,1990,13,serie_a
2,Sampdoria,17,7,3,3,21,13,18,1990,13,serie_a
3,Juventus,16,6,4,3,23,16,18,1990,13,serie_a
4,Milan,16,7,2,4,18,11,18,1990,13,serie_a
5,Inter,16,7,2,4,20,15,18,1990,13,serie_a
6,Atalanta,16,7,2,4,12,10,18,1990,13,serie_a
7,Roma,15,5,5,3,18,16,18,1990,13,serie_a
8,Bologna,15,4,7,2,12,13,18,1990,13,serie_a
9,SSC Bari,13,3,7,3,14,13,18,1990,13,serie_a
10,Fiorentina,12,4,4,5,18,16,18,1990,13,serie_a
11,Lazio,12,3,6,4,12,12,18,1990,13,serie_a
12,Lecce,12,5,2,6,13,17,18,1990,13,serie_a
13,Genoa,11,3,5,5,13,15,18,1990,13,serie_a
14,Cesena,11,3,5,5,9,14,18,1990,13,serie_a
15,Udinese,10,2,6,5,18,24,18,1990,13,serie_a
16,Cremonese,9,2,5,6,12,17,18,1990,13,serie_a
17,Ascoli,8,2,4,7,9,18,18,1990,13,serie_a
18,Hellas Verona,5,0,5,8,9,21,18,1990,13,serie_a
1,Napoli,22,8,6,0,23,11,18,1990,14,serie_a
2,Sampdoria,18,7,4,3,21,13,18,1990,14,serie_a
3,Milan,18,8,2,4,19,11,18,1990,14,serie_a
4,Inter,18,8,2,4,23,17,18,1990,14,serie_a
5,Juventus,17,6,5,3,25,18,18,1990,14,serie_a
6,Roma,17,6,5,3,20,17,18,1990,14,serie_a
7,Atalanta,16,7,2,5,13,13,18,1990,14,serie_a
8,Bologna,15,4,7,3,12,14,18,1990,14,serie_a
9,SSC Bari,14,3,8,3,16,15,18,1990,14,serie_a
10,Lazio,13,3,7,4,14,14,18,1990,14,serie_a
11,Lecce,13,5,3,6,13,17,18,1990,14,serie_a
12,Fiorentina,12,4,4,6,19,18,18,1990,14,serie_a
13,Udinese,12,3,6,5,20,24,18,1990,14,serie_a
14,Genoa,11,3,5,6,13,16,18,1990,14,serie_a
15,Cesena,11,3,5,6,11,17,18,1990,14,serie_a
16,Cremonese,10,2,6,6,14,19,18,1990,14,serie_a
17,Ascoli,8,2,4,8,9,20,18,1990,14,serie_a
18,Hellas Verona,7,1,5,8,10,21,18,1990,14,serie_a
1,Napoli,23,8,7,0,24,12,18,1990,15,serie_a
2,Inter,20,9,2,4,24,17,18,1990,15,serie_a
3,Sampdoria,19,7,5,3,22,14,18,1990,15,serie_a
4,Milan,19,8,3,4,20,12,18,1990,15,serie_a
5,Roma,19,7,5,3,23,19,18,1990,15,serie_a
6,Juventus,18,6,6,3,26,19,18,1990,15,serie_a
7,Atalanta,18,8,2,5,14,13,18,1990,15,serie_a
8,Bologna,17,5,7,3,14,15,18,1990,15,serie_a
9,SSC Bari,15,3,9,3,17,16,18,1990,15,serie_a
10,Lazio,14,3,8,4,14,14,18,1990,15,serie_a
11,Lecce,13,5,3,7,14,19,18,1990,15,serie_a
12,Fiorentina,12,4,4,7,19,19,18,1990,15,serie_a
13,Udinese,12,3,6,6,20,25,18,1990,15,serie_a
14,Cesena,12,3,6,6,12,18,18,1990,15,serie_a
15,Genoa,11,3,5,7,13,17,18,1990,15,serie_a
16,Cremonese,10,2,6,7,16,22,18,1990,15,serie_a
17,Hellas Verona,9,2,5,8,11,21,18,1990,15,serie_a
18,Ascoli,9,2,5,8,9,20,18,1990,15,serie_a
1,Napoli,25,9,7,0,26,12,18,1990,16,serie_a
2,Sampdoria,21,8,5,3,24,15,18,1990,16,serie_a
3,Inter,21,9,3,4,26,19,18,1990,16,serie_a
4,Roma,21,8,5,3,24,19,18,1990,16,serie_a
5,Milan,20,8,4,4,20,12,18,1990,16,serie_a
6,Atalanta,19,8,3,5,16,15,18,1990,16,serie_a
7,Juventus,18,6,6,4,26,20,18,1990,16,serie_a
8,SSC Bari,17,4,9,3,19,16,18,1990,16,serie_a
9,Bologna,17,5,7,4,14,17,18,1990,16,serie_a
10,Lazio,16,4,8,4,16,14,18,1990,16,serie_a
11,Lecce,14,5,4,7,15,20,18,1990,16,serie_a
12,Fiorentina,13,4,5,7,21,21,18,1990,16,serie_a
13,Genoa,12,3,6,7,15,19,18,1990,16,serie_a
14,Udinese,12,3,6,7,20,27,18,1990,16,serie_a
15,Cesena,12,3,6,7,13,20,18,1990,16,serie_a
16,Cremonese,10,2,6,8,16,24,18,1990,16,serie_a
17,Hellas Verona,10,2,6,8,11,21,18,1990,16,serie_a
18,Ascoli,10,2,6,8,10,21,18,1990,16,serie_a
1,Napoli,25,9,7,1,26,15,18,1990,17,serie_a
2,Inter,23,10,3,4,28,19,18,1990,17,serie_a
3,Sampdoria,22,8,6,3,25,16,18,1990,17,serie_a
4,Milan,22,9,4,4,21,12,18,1990,17,serie_a
5,Roma,22,8,6,3,25,20,18,1990,17,serie_a
6,Juventus,20,7,6,4,29,20,18,1990,17,serie_a
7,Atalanta,20,8,4,5,16,15,18,1990,17,serie_a
8,Lazio,18,5,8,4,19,14,18,1990,17,serie_a
9,Bologna,18,5,8,4,15,18,18,1990,17,serie_a
10,SSC Bari,17,4,9,4,19,17,18,1990,17,serie_a
11,Fiorentina,14,4,6,7,21,21,18,1990,17,serie_a
12,Cesena,14,4,6,7,15,20,18,1990,17,serie_a
13,Lecce,14,5,4,8,15,23,18,1990,17,serie_a
14,Genoa,13,3,7,7,15,19,18,1990,17,serie_a
15,Udinese,12,3,6,8,20,29,18,1990,17,serie_a
16,Cremonese,11,2,7,8,17,25,18,1990,17,serie_a
17,Ascoli,11,2,7,8,10,21,18,1990,17,serie_a
18,Hellas Verona,10,2,6,9,11,23,18,1990,17,serie_a
1,Napoli,27,10,7,1,27,15,18,1990,18,serie_a
2,Inter,25,11,3,4,29,19,18,1990,18,serie_a
3,Milan,24,10,4,4,24,12,18,1990,18,serie_a
4,Sampdoria,24,9,6,3,27,16,18,1990,18,serie_a
5,Roma,24,9,6,3,28,21,18,1990,18,serie_a
6,Juventus,21,7,7,4,30,21,18,1990,18,serie_a
7,Atalanta,21,8,5,5,17,16,18,1990,18,serie_a
8,Bologna,19,5,9,4,16,19,18,1990,18,serie_a
9,Lazio,18,5,8,5,19,16,18,1990,18,serie_a
10,SSC Bari,18,4,10,4,21,19,18,1990,18,serie_a
11,Lecce,16,6,4,8,17,24,18,1990,18,serie_a
12,Fiorentina,15,4,7,7,23,23,18,1990,18,serie_a
13,Cesena,14,4,6,8,15,23,18,1990,18,serie_a
14,Genoa,13,3,7,8,16,21,18,1990,18,serie_a
15,Udinese,12,3,6,9,21,32,18,1990,18,serie_a
16,Cremonese,11,2,7,9,17,26,18,1990,18,serie_a
17,Hellas Verona,11,2,7,9,12,24,18,1990,18,serie_a
18,Ascoli,11,2,7,9,10,22,18,1990,18,serie_a
1,Napoli,28,10,8,1,29,17,18,1990,19,serie_a
2,Inter,27,12,3,4,32,19,18,1990,19,serie_a
3,Milan,26,11,4,4,27,13,18,1990,19,serie_a
4,Sampdoria,26,10,6,3,29,16,18,1990,19,serie_a
5,Roma,25,9,7,3,29,22,18,1990,19,serie_a
6,Juventus,23,8,7,4,32,22,18,1990,19,serie_a
7,Atalanta,23,9,5,5,19,17,18,1990,19,serie_a
8,Bologna,19,5,9,5,16,22,18,1990,19,serie_a
9,Lazio,18,5,8,6,20,19,18,1990,19,serie_a
10,SSC Bari,18,4,10,5,21,21,18,1990,19,serie_a
11,Fiorentina,16,4,8,7,24,24,18,1990,19,serie_a
12,Lecce,16,6,4,9,18,26,18,1990,19,serie_a
13,Cesena,15,4,7,8,16,24,18,1990,19,serie_a
14,Genoa,14,3,8,8,17,22,18,1990,19,serie_a
15,Udinese,13,3,7,9,23,34,18,1990,19,serie_a
16,Cremonese,12,2,8,9,18,27,18,1990,19,serie_a
17,Ascoli,12,2,8,9,11,23,18,1990,19,serie_a
18,Hellas Verona,11,2,7,10,13,26,18,1990,19,serie_a
1,Napoli,30,11,8,1,30,17,18,1990,20,serie_a
2,Milan,28,12,4,4,30,14,18,1990,20,serie_a
3,Sampdoria,28,11,6,3,31,16,18,1990,20,serie_a
4,Inter,28,12,4,4,32,19,18,1990,20,serie_a
5,Roma,25,9,7,4,29,23,18,1990,20,serie_a
6,Juventus,24,8,8,4,34,24,18,1990,20,serie_a
7,Atalanta,23,9,5,6,20,20,18,1990,20,serie_a
8,Bologna,20,5,10,5,16,22,18,1990,20,serie_a
9,SSC Bari,19,4,11,5,22,22,18,1990,20,serie_a
10,Lazio,18,5,8,7,21,21,18,1990,20,serie_a
11,Fiorentina,17,4,9,7,26,26,18,1990,20,serie_a
12,Lecce,17,6,5,9,18,26,18,1990,20,serie_a
13,Genoa,16,4,8,8,18,22,18,1990,20,serie_a
14,Cesena,15,4,7,9,16,25,18,1990,20,serie_a
15,Cremonese,14,3,8,9,20,28,18,1990,20,serie_a
16,Udinese,14,3,8,9,23,34,18,1990,20,serie_a
17,Hellas Verona,12,2,8,10,14,27,18,1990,20,serie_a
18,Ascoli,12,2,8,10,11,25,18,1990,20,serie_a
1,Napoli,32,12,8,1,32,17,18,1990,21,serie_a
2,Milan,30,13,4,4,32,14,18,1990,21,serie_a
3,Inter,30,13,4,4,34,19,18,1990,21,serie_a
4,Sampdoria,28,11,6,4,31,18,18,1990,21,serie_a
5,Juventus,26,9,8,4,36,25,18,1990,21,serie_a
6,Roma,25,9,7,5,29,26,18,1990,21,serie_a
7,Atalanta,25,10,5,6,23,20,18,1990,21,serie_a
8,Bologna,21,5,11,5,16,22,18,1990,21,serie_a
9,SSC Bari,20,4,12,5,22,22,18,1990,21,serie_a
10,Lazio,19,5,9,7,22,22,18,1990,21,serie_a
11,Fiorentina,18,4,10,7,27,27,18,1990,21,serie_a
12,Genoa,18,5,8,8,19,22,18,1990,21,serie_a
13,Cesena,17,5,7,9,20,25,18,1990,21,serie_a
14,Lecce,17,6,5,10,18,30,18,1990,21,serie_a
15,Cremonese,14,3,8,10,20,29,18,1990,21,serie_a
16,Udinese,14,3,8,10,23,36,18,1990,21,serie_a
17,Hellas Verona,12,2,8,11,14,29,18,1990,21,serie_a
18,Ascoli,12,2,8,11,12,27,18,1990,21,serie_a
1,Napoli,34,13,8,1,33,17,18,1990,22,serie_a
2,Milan,32,14,4,4,33,14,18,1990,22,serie_a
3,Sampdoria,30,12,6,4,34,19,18,1990,22,serie_a
4,Inter,30,13,4,5,34,20,18,1990,22,serie_a
5,Juventus,28,10,8,4,37,25,18,1990,22,serie_a
6,Roma,27,10,7,5,30,26,18,1990,22,serie_a
7,Atalanta,26,10,6,6,24,21,18,1990,22,serie_a
8,Bologna,23,6,11,5,17,22,18,1990,22,serie_a
9,Lazio,20,5,10,7,22,22,18,1990,22,serie_a
10,SSC Bari,20,4,12,6,22,23,18,1990,22,serie_a
11,Fiorentina,18,4,10,8,27,28,18,1990,22,serie_a
12,Genoa,18,5,8,9,19,23,18,1990,22,serie_a
13,Lecce,18,6,6,10,18,30,18,1990,22,serie_a
14,Cesena,17,5,7,10,20,26,18,1990,22,serie_a
15,Cremonese,15,3,9,10,21,30,18,1990,22,serie_a
16,Udinese,14,3,8,11,24,39,18,1990,22,serie_a
17,Hellas Verona,13,2,9,11,14,29,18,1990,22,serie_a
18,Ascoli,13,2,9,11,12,27,18,1990,22,serie_a
1,Napoli,36,14,8,1,36,17,18,1990,23,serie_a
2,Milan,34,15,4,4,36,16,18,1990,23,serie_a
3,Sampdoria,31,12,7,4,36,21,18,1990,23,serie_a
4,Inter,31,13,5,5,34,20,18,1990,23,serie_a
5,Juventus,29,10,9,4,38,26,18,1990,23,serie_a
6,Roma,28,10,8,5,30,26,18,1990,23,serie_a
7,Atalanta,27,10,7,6,26,23,18,1990,23,serie_a
8,Bologna,24,6,12,5,17,22,18,1990,23,serie_a
9,Lazio,21,5,11,7,22,22,18,1990,23,serie_a
10,SSC Bari,21,4,13,6,23,24,18,1990,23,serie_a
11,Genoa,19,5,9,9,19,23,18,1990,23,serie_a
12,Fiorentina,18,4,10,9,29,31,18,1990,23,serie_a
13,Cesena,18,5,8,10,20,26,18,1990,23,serie_a
14,Lecce,18,6,6,11,19,33,18,1990,23,serie_a
15,Udinese,16,4,8,11,27,40,18,1990,23,serie_a
16,Cremonese,15,3,9,11,21,33,18,1990,23,serie_a
17,Hellas Verona,14,2,10,11,14,29,18,1990,23,serie_a
18,Ascoli,14,2,10,11,12,27,18,1990,23,serie_a
1,Milan,36,16,4,4,39,16,18,1990,24,serie_a
2,Napoli,36,14,8,2,36,20,18,1990,24,serie_a
3,Sampdoria,32,12,8,4,36,21,18,1990,24,serie_a
4,Inter,32,13,6,5,35,21,18,1990,24,serie_a
5,Juventus,31,11,9,4,39,26,18,1990,24,serie_a
6,Roma,29,10,9,5,31,27,18,1990,24,serie_a
7,Atalanta,28,10,8,6,26,23,18,1990,24,serie_a
8,Bologna,24,6,12,6,18,24,18,1990,24,serie_a
9,SSC Bari,22,4,14,6,24,25,18,1990,24,serie_a
10,Lazio,21,5,11,8,22,23,18,1990,24,serie_a
11,Genoa,20,5,10,9,19,23,18,1990,24,serie_a
12,Lecce,20,7,6,11,20,33,18,1990,24,serie_a
13,Fiorentina,19,4,11,9,30,32,18,1990,24,serie_a
14,Cesena,19,5,9,10,20,26,18,1990,24,serie_a
15,Cremonese,17,4,9,11,23,34,18,1990,24,serie_a
16,Udinese,17,4,9,11,28,41,18,1990,24,serie_a
17,Ascoli,15,2,11,11,13,28,18,1990,24,serie_a
18,Hellas Verona,14,2,10,12,14,30,18,1990,24,serie_a
1,Milan,38,17,4,4,41,17,18,1990,25,serie_a
2,Napoli,38,15,8,2,39,21,18,1990,25,serie_a
3,Juventus,33,12,9,4,41,27,18,1990,25,serie_a
4,Inter,33,13,7,5,35,21,18,1990,25,serie_a
