Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
5,Sampdoria,32,12,8,5,36,22,18,1990,25,serie_a
6,Roma,29,10,9,6,32,30,18,1990,25,serie_a
7,Atalanta,28,10,8,7,27,25,18,1990,25,serie_a
8,Bologna,26,7,12,6,20,25,18,1990,25,serie_a
9,Lazio,23,6,11,8,26,23,18,1990,25,serie_a
10,SSC Bari,23,4,15,6,24,25,18,1990,25,serie_a
11,Fiorentina,21,5,11,9,33,32,18,1990,25,serie_a
12,Genoa,21,5,11,9,19,23,18,1990,25,serie_a
13,Lecce,20,7,6,12,20,36,18,1990,25,serie_a
14,Cesena,19,5,9,11,20,30,18,1990,25,serie_a
15,Udinese,18,4,10,11,28,41,18,1990,25,serie_a
16,Cremonese,17,4,9,12,24,36,18,1990,25,serie_a
17,Hellas Verona,16,3,10,12,15,30,18,1990,25,serie_a
18,Ascoli,15,2,11,12,14,30,18,1990,25,serie_a
1,Milan,40,18,4,4,45,17,18,1990,26,serie_a
2,Napoli,38,15,8,3,40,24,18,1990,26,serie_a
3,Inter,35,14,7,5,38,22,18,1990,26,serie_a
4,Sampdoria,34,13,8,5,39,22,18,1990,26,serie_a
5,Juventus,34,12,10,4,42,28,18,1990,26,serie_a
6,Atalanta,29,10,9,7,28,26,18,1990,26,serie_a
7,Roma,29,10,9,7,32,34,18,1990,26,serie_a
8,Bologna,27,7,13,6,21,26,18,1990,26,serie_a
9,Lazio,24,6,12,8,27,24,18,1990,26,serie_a
10,SSC Bari,23,4,15,7,24,26,18,1990,26,serie_a
11,Genoa,22,5,12,9,20,24,18,1990,26,serie_a
12,Lecce,22,8,6,12,21,36,18,1990,26,serie_a
13,Fiorentina,21,5,11,10,33,35,18,1990,26,serie_a
14,Udinese,20,5,10,11,29,41,18,1990,26,serie_a
15,Cesena,19,5,9,12,20,31,18,1990,26,serie_a
16,Cremonese,18,4,10,12,25,37,18,1990,26,serie_a
17,Hellas Verona,17,3,11,12,16,31,18,1990,26,serie_a
18,Ascoli,16,2,12,12,15,31,18,1990,26,serie_a
1,Milan,42,19,4,4,47,18,18,1990,27,serie_a
2,Napoli,40,16,8,3,42,25,18,1990,27,serie_a
3,Sampdoria,35,13,9,5,39,22,18,1990,27,serie_a
4,Inter,35,14,7,6,39,24,18,1990,27,serie_a
5,Juventus,35,12,11,4,42,28,18,1990,27,serie_a
6,Roma,31,11,9,7,34,34,18,1990,27,serie_a
7,Atalanta,30,10,10,7,28,26,18,1990,27,serie_a
8,Bologna,28,7,14,6,21,26,18,1990,27,serie_a
9,Lazio,26,7,12,8,29,25,18,1990,27,serie_a
10,SSC Bari,24,4,16,7,26,28,18,1990,27,serie_a
11,Fiorentina,22,5,12,10,33,35,18,1990,27,serie_a
12,Genoa,22,5,12,10,21,26,18,1990,27,serie_a
13,Lecce,22,8,6,13,21,38,18,1990,27,serie_a
14,Cesena,20,5,10,12,22,33,18,1990,27,serie_a
15,Udinese,20,5,10,12,29,43,18,1990,27,serie_a
16,Cremonese,19,4,11,12,25,37,18,1990,27,serie_a
17,Hellas Verona,19,4,11,12,18,31,18,1990,27,serie_a
18,Ascoli,16,2,12,13,16,33,18,1990,27,serie_a
1,Milan,42,19,4,5,47,21,18,1990,28,serie_a
2,Napoli,41,16,9,3,43,26,18,1990,28,serie_a
3,Juventus,37,13,11,4,45,28,18,1990,28,serie_a
4,Sampdoria,36,13,10,5,40,23,18,1990,28,serie_a
5,Inter,36,14,8,6,39,24,18,1990,28,serie_a
6,Atalanta,32,11,10,7,32,26,18,1990,28,serie_a
7,Roma,32,11,10,7,35,35,18,1990,28,serie_a
8,Bologna,30,8,14,6,22,26,18,1990,28,serie_a
9,Lazio,26,7,12,9,29,29,18,1990,28,serie_a
10,SSC Bari,25,4,17,7,26,28,18,1990,28,serie_a
11,Genoa,23,5,13,10,21,26,18,1990,28,serie_a
12,Lecce,23,8,7,13,22,39,18,1990,28,serie_a
13,Fiorentina,22,5,12,11,33,36,18,1990,28,serie_a
14,Cesena,21,5,11,12,22,33,18,1990,28,serie_a
15,Udinese,21,5,11,12,30,44,18,1990,28,serie_a
16,Cremonese,20,4,12,12,26,38,18,1990,28,serie_a
17,Hellas Verona,20,4,12,12,18,31,18,1990,28,serie_a
18,Ascoli,17,2,13,13,16,33,18,1990,28,serie_a
1,Milan,42,19,4,6,48,24,18,1990,29,serie_a
2,Napoli,41,16,9,4,44,28,18,1990,29,serie_a
3,Sampdoria,38,14,10,5,42,24,18,1990,29,serie_a
4,Juventus,38,13,12,4,46,29,18,1990,29,serie_a
5,Inter,38,15,8,6,42,25,18,1990,29,serie_a
6,Roma,34,12,10,7,36,35,18,1990,29,serie_a
7,Atalanta,32,11,10,8,32,30,18,1990,29,serie_a
8,Bologna,30,8,14,7,24,29,18,1990,29,serie_a
9,SSC Bari,27,5,17,7,30,28,18,1990,29,serie_a
10,Lazio,26,7,12,10,29,30,18,1990,29,serie_a
11,Genoa,24,5,14,10,22,27,18,1990,29,serie_a
12,Lecce,24,8,8,13,23,40,18,1990,29,serie_a
13,Fiorentina,22,5,12,12,34,38,18,1990,29,serie_a
14,Cesena,22,5,12,12,23,34,18,1990,29,serie_a
15,Hellas Verona,22,5,12,12,21,33,18,1990,29,serie_a
16,Udinese,22,5,12,12,31,45,18,1990,29,serie_a
17,Cremonese,21,4,13,12,27,39,18,1990,29,serie_a
18,Ascoli,19,3,13,13,18,34,18,1990,29,serie_a
1,Milan,44,20,4,6,50,25,18,1990,30,serie_a
2,Napoli,43,17,9,4,47,29,18,1990,30,serie_a
3,Inter,40,16,8,6,49,27,18,1990,30,serie_a
4,Sampdoria,38,14,10,6,42,25,18,1990,30,serie_a
5,Juventus,38,13,12,5,47,32,18,1990,30,serie_a
6,Roma,36,13,10,7,41,37,18,1990,30,serie_a
7,Atalanta,32,11,10,9,34,37,18,1990,30,serie_a
8,Bologna,32,9,14,7,25,29,18,1990,30,serie_a
9,SSC Bari,28,5,18,7,32,30,18,1990,30,serie_a
10,Lazio,27,7,13,10,31,32,18,1990,30,serie_a
11,Genoa,25,5,15,10,24,29,18,1990,30,serie_a
12,Lecce,24,8,8,14,24,42,18,1990,30,serie_a
13,Fiorentina,23,5,13,12,34,38,18,1990,30,serie_a
14,Cremonese,23,5,13,12,29,40,18,1990,30,serie_a
15,Cesena,23,5,13,12,23,34,18,1990,30,serie_a
16,Udinese,23,5,13,12,33,47,18,1990,30,serie_a
17,Hellas Verona,22,5,12,13,23,38,18,1990,30,serie_a
18,Ascoli,19,3,13,14,19,36,18,1990,30,serie_a
1,Milan,45,20,5,6,50,25,18,1990,31,serie_a
2,Napoli,45,18,9,4,49,29,18,1990,31,serie_a
3,Inter,41,16,9,6,50,28,18,1990,31,serie_a
4,Juventus,40,14,12,5,51,32,18,1990,31,serie_a
5,Sampdoria,40,15,10,6,43,25,18,1990,31,serie_a
6,Roma,37,13,11,7,41,37,18,1990,31,serie_a
7,Bologna,33,9,15,7,25,29,18,1990,31,serie_a
8,Atalanta,32,11,10,10,34,39,18,1990,31,serie_a
9,SSC Bari,29,5,19,7,32,30,18,1990,31,serie_a
10,Lazio,28,7,14,10,31,32,18,1990,31,serie_a
11,Genoa,26,5,16,10,25,30,18,1990,31,serie_a
12,Fiorentina,24,5,14,12,34,38,18,1990,31,serie_a
13,Cesena,24,5,14,12,24,35,18,1990,31,serie_a
14,Lecce,24,8,8,15,24,43,18,1990,31,serie_a
15,Udinese,23,5,13,13,33,48,18,1990,31,serie_a
16,Cremonese,23,5,13,13,29,44,18,1990,31,serie_a
17,Hellas Verona,23,5,13,13,24,39,18,1990,31,serie_a
18,Ascoli,21,4,13,14,20,36,18,1990,31,serie_a
1,Milan,47,21,5,6,51,25,18,1990,32,serie_a
2,Napoli,47,19,9,4,52,29,18,1990,32,serie_a
3,Inter,42,16,10,6,50,28,18,1990,32,serie_a
4,Juventus,41,14,13,5,52,33,18,1990,32,serie_a
5,Sampdoria,40,15,10,7,43,26,18,1990,32,serie_a
6,Roma,39,14,11,7,42,37,18,1990,32,serie_a
7,Atalanta,33,11,11,10,34,39,18,1990,32,serie_a
8,Bologna,33,9,15,8,25,30,18,1990,32,serie_a
9,Lazio,30,8,14,10,34,32,18,1990,32,serie_a
10,SSC Bari,29,5,19,8,32,33,18,1990,32,serie_a
11,Genoa,27,5,17,10,25,30,18,1990,32,serie_a
12,Fiorentina,26,6,14,12,37,39,18,1990,32,serie_a
13,Lecce,26,9,8,15,25,43,18,1990,32,serie_a
14,Cesena,25,5,15,12,25,36,18,1990,32,serie_a
15,Udinese,24,5,14,13,33,48,18,1990,32,serie_a
16,Cremonese,23,5,13,14,29,45,18,1990,32,serie_a
17,Hellas Verona,23,5,13,14,25,42,18,1990,32,serie_a
18,Ascoli,21,4,13,15,20,39,18,1990,32,serie_a
1,Napoli,49,20,9,4,56,31,18,1990,33,serie_a
2,Milan,47,21,5,7,52,27,18,1990,33,serie_a
3,Inter,44,17,10,6,52,28,18,1990,33,serie_a
4,Juventus,42,14,14,5,53,34,18,1990,33,serie_a
5,Sampdoria,41,15,11,7,43,26,18,1990,33,serie_a
6,Roma,40,14,12,7,43,38,18,1990,33,serie_a
7,Atalanta,35,12,11,10,35,39,18,1990,33,serie_a
8,Bologna,33,9,15,9,27,34,18,1990,33,serie_a
9,Lazio,31,8,15,10,34,32,18,1990,33,serie_a
10,SSC Bari,31,6,19,8,34,33,18,1990,33,serie_a
11,Lecce,28,10,8,15,27,43,18,1990,33,serie_a
12,Genoa,27,5,17,11,25,31,18,1990,33,serie_a
13,Fiorentina,26,6,14,13,37,41,18,1990,33,serie_a
14,Cesena,26,5,16,12,25,36,18,1990,33,serie_a
15,Udinese,25,5,15,13,33,48,18,1990,33,serie_a
16,Hellas Verona,25,6,13,14,27,43,18,1990,33,serie_a
17,Cremonese,23,5,13,15,29,47,18,1990,33,serie_a
18,Ascoli,21,4,13,16,20,41,18,1990,33,serie_a
1,Napoli,51,21,9,4,57,31,18,1990,34,serie_a
2,Milan,49,22,5,7,56,27,18,1990,34,serie_a
3,Inter,44,17,10,7,55,32,18,1990,34,serie_a
4,Juventus,44,15,14,5,56,36,18,1990,34,serie_a
5,Sampdoria,43,16,11,7,46,26,18,1990,34,serie_a
6,Roma,41,14,13,7,45,40,18,1990,34,serie_a
7,Atalanta,35,12,11,11,36,43,18,1990,34,serie_a
8,Bologna,34,9,16,9,29,36,18,1990,34,serie_a
9,Lazio,31,8,15,11,34,33,18,1990,34,serie_a
10,SSC Bari,31,6,19,9,34,37,18,1990,34,serie_a
11,Genoa,29,6,17,11,27,31,18,1990,34,serie_a
12,Fiorentina,28,7,14,13,41,42,18,1990,34,serie_a
13,Cesena,28,6,16,12,26,36,18,1990,34,serie_a
14,Lecce,28,10,8,16,29,46,18,1990,34,serie_a
15,Udinese,27,6,15,13,37,51,18,1990,34,serie_a
16,Hellas Verona,25,6,13,15,27,44,18,1990,34,serie_a
17,Cremonese,23,5,13,16,29,50,18,1990,34,serie_a
18,Ascoli,21,4,13,17,20,43,18,1990,34,serie_a
