Home_Team,Away_Team,Result,Link,Season,Round,League
Sparta Rotterdam,Willem II,0-2,/match/sparta-rotterdam/willem-ii/2000,2000,1,eredivisie
Den Bosch,Feyenoord,0-4,/match/fc-den-bosch/feyenoord/2000,2000,1,eredivisie
PSV,MVV Maastricht,4-1,/match/psv/mvv/2000,2000,1,eredivisie
Fortuna Sittard,AZ Alkmaar,1-2,/match/fortuna-sittard/az/2000,2000,1,eredivisie
De Graafschap,Roda JC,0-0,/match/graafschap/roda-jc/2000,2000,1,eredivisie
Cambuur,Vitesse,1-1,/match/sc-cambuur-leeuwarden/vitesse/2000,2000,1,eredivisie
Utrecht,NEC Nijmegen,1-0,/match/fc-utrecht/nec/2000,2000,1,eredivisie
RKC Waalwijk,Twente 1965,1-1,/match/rkc-waalwijk/fc-twente-1965/2000,2000,1,eredivisie
Ajax,Heerenveen,3-2,/match/ajax/heerenveen/2000,2000,1,eredivisie
MVV Maastricht,Ajax,2-6,/match/mvv/ajax/2000,2000,2,eredivisie
Roda JC,RKC Waalwijk,1-2,/match/roda-jc/rkc-waalwijk/2000,2000,2,eredivisie
Heerenveen,Sparta Rotterdam,3-1,/match/heerenveen/sparta-rotterdam/2000,2000,2,eredivisie
Twente 1965,NEC Nijmegen,4-2,/match/fc-twente-1965/nec/2000,2000,2,eredivisie
Willem II,Fortuna Sittard,2-2,/match/willem-ii/fortuna-sittard/2000,2000,2,eredivisie
Den Bosch,De Graafschap,1-1,/match/fc-den-bosch/graafschap/2000,2000,2,eredivisie
Feyenoord,Cambuur,4-0,/match/feyenoord/sc-cambuur-leeuwarden/2000,2000,2,eredivisie
Vitesse,PSV,1-6,/match/vitesse/psv/2000,2000,2,eredivisie
Cambuur,Ajax,0-3,/match/sc-cambuur-leeuwarden/ajax/2000,2000,2,eredivisie
Willem II,Den Bosch,2-1,/match/willem-ii/fc-den-bosch/2000,2000,3,eredivisie
Vitesse,MVV Maastricht,6-2,/match/vitesse/mvv/2000,2000,3,eredivisie
PSV,Fortuna Sittard,2-1,/match/psv/fortuna-sittard/2000,2000,3,eredivisie
Roda JC,NEC Nijmegen,4-3,/match/roda-jc/nec/2000,2000,3,eredivisie
Feyenoord,Heerenveen,3-1,/match/feyenoord/heerenveen/2000,2000,3,eredivisie
Utrecht,Twente 1965,1-0,/match/fc-utrecht/fc-twente-1965/2000,2000,3,eredivisie
