Home_Team,Away_Team,Result,Link,Season,Round,League
Twente 1965,RKC Waalwijk,1-0,/match/fc-twente-1965/rkc-waalwijk/2002,2002,1,eredivisie
NAC Breda,Utrecht,1-0,/match/nac-breda/fc-utrecht/2002,2002,1,eredivisie
Groningen,PSV,2-2,/match/fc-groningen/psv/2002,2002,1,eredivisie
De Graafschap,AZ Alkmaar,3-0,/match/graafschap/az/2002,2002,1,eredivisie
Den Bosch,Heerenveen,0-0,/match/fc-den-bosch/heerenveen/2002,2002,1,eredivisie
Fortuna Sittard,Vitesse,0-0,/match/fortuna-sittard/vitesse/2002,2002,1,eredivisie
Feyenoord,Sparta Rotterdam,5-0,/match/feyenoord/sparta-rotterdam/2002,2002,1,eredivisie
Ajax,Roda JC,1-1,/match/ajax/roda-jc/2002,2002,1,eredivisie
Willem II,NEC Nijmegen,3-1,/match/willem-ii/nec/2002,2002,1,eredivisie
NAC Breda,Twente 1965,3-3,/match/nac-breda/fc-twente-1965/2002,2002,2,eredivisie
Groningen,Willem II,1-0,/match/fc-groningen/willem-ii/2002,2002,2,eredivisie
Roda JC,Feyenoord,0-2,/match/roda-jc/feyenoord/2002,2002,2,eredivisie
Fortuna Sittard,De Graafschap,2-1,/match/fortuna-sittard/graafschap/2002,2002,2,eredivisie
Vitesse,AZ Alkmaar,1-0,/match/vitesse/az/2002,2002,2,eredivisie
PSV,Den Bosch,3-2,/match/psv/fc-den-bosch/2002,2002,2,eredivisie
Sparta Rotterdam,Utrecht,3-1,/match/sparta-rotterdam/fc-utrecht/2002,2002,2,eredivisie
NEC Nijmegen,RKC Waalwijk,1-0,/match/nec/rkc-waalwijk/2002,2002,2,eredivisie
Heerenveen,Ajax,5-1,/match/heerenveen/ajax/2002,2002,2,eredivisie
Heerenveen,NAC Breda,5-0,/match/heerenveen/nac-breda/2002,2002,3,eredivisie
De Graafschap,NEC Nijmegen,1-1,/match/graafschap/nec/2002,2002,3,eredivisie
Twente 1965,Roda JC,3-0,/match/fc-twente-1965/roda-jc/2002,2002,3,eredivisie
Willem II,PSV,3-1,/match/willem-ii/psv/2002,2002,3,eredivisie
