Home_Team,Away_Team,Result,Link,Season,Round,League
Roda JC,Feyenoord,1-1,/match/roda-jc/feyenoord/1997,1997,1,eredivisie
AZ Alkmaar,Vitesse,0-2,/match/az/vitesse/1997,1997,1,eredivisie
FC Volendam,De Graafschap,1-1,/match/fc-volendam/graafschap/1997,1997,1,eredivisie
Groningen,Willem II,0-0,/match/fc-groningen/willem-ii/1997,1997,1,eredivisie
Heerenveen,Twente 1965,1-3,/match/heerenveen/fc-twente-1965/1997,1997,1,eredivisie
Utrecht,RKC Waalwijk,2-2,/match/fc-utrecht/rkc-waalwijk/1997,1997,1,eredivisie
Ajax,NAC Breda,1-0,/match/ajax/nac-breda/1997,1997,1,eredivisie
Sparta Rotterdam,Fortuna Sittard,0-0,/match/sparta-rotterdam/fortuna-sittard/1997,1997,1,eredivisie
NEC Nijmegen,PSV,1-4,/match/nec/psv/1997,1997,1,eredivisie
De Graafschap,RKC Waalwijk,3-2,/match/graafschap/rkc-waalwijk/1997,1997,2,eredivisie
Willem II,Fortuna Sittard,0-1,/match/willem-ii/fortuna-sittard/1997,1997,2,eredivisie
Heerenveen,Ajax,2-0,/match/heerenveen/ajax/1997,1997,2,eredivisie
NAC Breda,Sparta Rotterdam,1-0,/match/nac-breda/sparta-rotterdam/1997,1997,2,eredivisie
NEC Nijmegen,AZ Alkmaar,0-0,/match/nec/az/1997,1997,2,eredivisie
Feyenoord,FC Volendam,3-0,/match/feyenoord/fc-volendam/1997,1997,2,eredivisie
Vitesse,Utrecht,1-0,/match/vitesse/fc-utrecht/1997,1997,2,eredivisie
Twente 1965,Roda JC,1-1,/match/fc-twente-1965/roda-jc/1997,1997,2,eredivisie
PSV,Groningen,4-1,/match/psv/fc-groningen/1997,1997,2,eredivisie
Fortuna Sittard,Heerenveen,2-4,/match/fortuna-sittard/heerenveen/1997,1997,3,eredivisie
Groningen,Roda JC,1-1,/match/fc-groningen/roda-jc/1997,1997,3,eredivisie
Feyenoord,De Graafschap,2-1,/match/feyenoord/graafschap/1997,1997,3,eredivisie
Vitesse,Sparta Rotterdam,1-1,/match/vitesse/sparta-rotterdam/1997,1997,3,eredivisie
Willem II,RKC Waalwijk,1-3,/match/willem-ii/rkc-waalwijk/1997,1997,3,eredivisie
Ajax,AZ Alkmaar,1-0,/match/ajax/az/1997,1997,3,eredivisie
Utrecht,Twente 1965,0-0,/match/fc-utrecht/fc-twente-1965/1997,1997,3,eredivisie
FC Volendam,PSV,1-3,/match/fc-volendam/psv/1997,1997,3,eredivisie
NAC Breda,NEC Nijmegen,1-1,/match/nac-breda/nec/1997,1997,3,eredivisie
Fortuna Sittard,Feyenoord,0-2,/match/fortuna-sittard/feyenoord/1997,1997,4,eredivisie
Heerenveen,NAC Breda,0-1,/match/heerenveen/nac-breda/1997,1997,4,eredivisie
Utrecht,Groningen,0-0,/match/fc-utrecht/fc-groningen/1997,1997,4,eredivisie
AZ Alkmaar,FC Volendam,2-1,/match/az/fc-volendam/1997,1997,4,eredivisie
Roda JC,Ajax,0-0,/match/roda-jc/ajax/1997,1997,4,eredivisie
De Graafschap,NEC Nijmegen,4-0,/match/graafschap/nec/1997,1997,4,eredivisie
Sparta Rotterdam,Twente 1965,1-2,/match/sparta-rotterdam/fc-twente-1965/1997,1997,4,eredivisie
Willem II,Vitesse,2-1,/match/willem-ii/vitesse/1997,1997,4,eredivisie
PSV,RKC Waalwijk,4-0,/match/psv/rkc-waalwijk/1997,1997,4,eredivisie
Groningen,Heerenveen,1-5,/match/fc-groningen/heerenveen/1997,1997,5,eredivisie
AZ Alkmaar,Fortuna Sittard,0-1,/match/az/fortuna-sittard/1997,1997,5,eredivisie
Roda JC,FC Volendam,3-0,/match/roda-jc/fc-volendam/1997,1997,5,eredivisie
Feyenoord,Willem II,4-1,/match/feyenoord/willem-ii/1997,1997,5,eredivisie
NEC Nijmegen,Ajax,2-0,/match/nec/ajax/1997,1997,5,eredivisie
PSV,NAC Breda,5-0,/match/psv/nac-breda/1997,1997,5,eredivisie
Sparta Rotterdam,Utrecht,3-2,/match/sparta-rotterdam/fc-utrecht/1997,1997,5,eredivisie
Twente 1965,De Graafschap,1-0,/match/fc-twente-1965/graafschap/1997,1997,5,eredivisie
Vitesse,Heerenveen,1-1,/match/vitesse/heerenveen/1997,1997,5,eredivisie
Fortuna Sittard,Utrecht,1-3,/match/fortuna-sittard/fc-utrecht/1997,1997,6,eredivisie
NAC Breda,AZ Alkmaar,1-0,/match/nac-breda/az/1997,1997,6,eredivisie
Ajax,Sparta Rotterdam,2-0,/match/ajax/sparta-rotterdam/1997,1997,6,eredivisie
Groningen,NEC Nijmegen,2-4,/match/fc-groningen/nec/1997,1997,6,eredivisie
RKC Waalwijk,Roda JC,0-2,/match/rkc-waalwijk/roda-jc/1997,1997,6,eredivisie
Twente 1965,Feyenoord,0-1,/match/fc-twente-1965/feyenoord/1997,1997,6,eredivisie
