Home_Team,Away_Team,Result,Link,Season,Round,League
Roda JC,PSV,2-2,/match/roda-jc/psv/2004,2004,1,eredivisie
Willem II,AZ Alkmaar,1-0,/match/willem-ii/az/2004,2004,1,eredivisie
RKC Waalwijk,ADO Den Haag,1-0,/match/rkc-waalwijk/ado-den-haag/2004,2004,1,eredivisie
Twente 1965,RBC Roosendaal,3-1,/match/fc-twente-1965/rbc/2004,2004,1,eredivisie
Utrecht,PEC Zwolle,1-0,/match/fc-utrecht/fc-zwolle/2004,2004,1,eredivisie
FC Volendam,Heerenveen,0-1,/match/fc-volendam/heerenveen/2004,2004,1,eredivisie
Groningen,NAC Breda,1-0,/match/fc-groningen/nac-breda/2004,2004,1,eredivisie
Vitesse,Ajax,1-2,/match/vitesse/ajax/2004,2004,1,eredivisie
Feyenoord,NEC Nijmegen,2-1,/match/feyenoord/nec/2004,2004,1,eredivisie
AZ Alkmaar,Twente 1965,3-0,/match/az/fc-twente-1965/2004,2004,2,eredivisie
ADO Den Haag,Utrecht,1-1,/match/ado-den-haag/fc-utrecht/2004,2004,2,eredivisie
Heerenveen,Feyenoord,1-0,/match/heerenveen/feyenoord/2004,2004,2,eredivisie
NAC Breda,Vitesse,2-0,/match/nac-breda/vitesse/2004,2004,2,eredivisie
PSV,Willem II,6-1,/match/psv/willem-ii/2004,2004,2,eredivisie
RBC Roosendaal,Ajax,0-1,/match/rbc/ajax/2004,2004,2,eredivisie
FC Volendam,Groningen,3-0,/match/fc-volendam/fc-groningen/2004,2004,2,eredivisie
NEC Nijmegen,Roda JC,1-3,/match/nec/roda-jc/2004,2004,2,eredivisie
PEC Zwolle,RKC Waalwijk,0-3,/match/fc-zwolle/rkc-waalwijk/2004,2004,2,eredivisie
Vitesse,AZ Alkmaar,1-2,/match/vitesse/az/2004,2004,3,eredivisie
Willem II,Heerenveen,2-0,/match/willem-ii/heerenveen/2004,2004,3,eredivisie
Roda JC,RBC Roosendaal,0-2,/match/roda-jc/rbc/2004,2004,3,eredivisie
Twente 1965,PSV,0-2,/match/fc-twente-1965/psv/2004,2004,3,eredivisie
Feyenoord,NAC Breda,2-1,/match/feyenoord/nac-breda/2004,2004,3,eredivisie
Groningen,ADO Den Haag,2-0,/match/fc-groningen/ado-den-haag/2004,2004,3,eredivisie
RKC Waalwijk,FC Volendam,3-0,/match/rkc-waalwijk/fc-volendam/2004,2004,3,eredivisie
Ajax,PEC Zwolle,1-0,/match/ajax/fc-zwolle/2004,2004,3,eredivisie
Utrecht,NEC Nijmegen,0-1,/match/fc-utrecht/nec/2004,2004,3,eredivisie
ADO Den Haag,FC Volendam,1-1,/match/ado-den-haag/fc-volendam/2004,2004,4,eredivisie
PSV,Utrecht,2-1,/match/psv/fc-utrecht/2004,2004,4,eredivisie
Heerenveen,Groningen,1-0,/match/heerenveen/fc-groningen/2004,2004,4,eredivisie
PEC Zwolle,Roda JC,0-0,/match/fc-zwolle/roda-jc/2004,2004,4,eredivisie
RBC Roosendaal,Vitesse,1-1,/match/rbc/vitesse/2004,2004,4,eredivisie
Ajax,RKC Waalwijk,4-1,/match/ajax/rkc-waalwijk/2004,2004,4,eredivisie
AZ Alkmaar,Feyenoord,2-2,/match/az/feyenoord/2004,2004,4,eredivisie
NEC Nijmegen,Twente 1965,2-1,/match/nec/fc-twente-1965/2004,2004,4,eredivisie
NAC Breda,Willem II,1-1,/match/nac-breda/willem-ii/2004,2004,4,eredivisie
FC Volendam,NEC Nijmegen,2-3,/match/fc-volendam/nec/2004,2004,5,eredivisie
Willem II,PEC Zwolle,2-1,/match/willem-ii/fc-zwolle/2004,2004,5,eredivisie
ADO Den Haag,RBC Roosendaal,1-2,/match/ado-den-haag/rbc/2004,2004,5,eredivisie
Twente 1965,RKC Waalwijk,2-1,/match/fc-twente-1965/rkc-waalwijk/2004,2004,5,eredivisie
Vitesse,Roda JC,1-1,/match/vitesse/roda-jc/2004,2004,5,eredivisie
AZ Alkmaar,Heerenveen,3-1,/match/az/heerenveen/2004,2004,5,eredivisie
Feyenoord,PSV,1-3,/match/feyenoord/psv/2004,2004,5,eredivisie
NAC Breda,Ajax,4-2,/match/nac-breda/ajax/2004,2004,5,eredivisie
Groningen,Utrecht,1-1,/match/fc-groningen/fc-utrecht/2004,2004,5,eredivisie
PSV,AZ Alkmaar,0-1,/match/psv/az/2004,2004,6,eredivisie
Heerenveen,Twente 1965,3-0,/match/heerenveen/fc-twente-1965/2004,2004,6,eredivisie
RBC Roosendaal,FC Volendam,1-1,/match/rbc/fc-volendam/2004,2004,6,eredivisie
Utrecht,Vitesse,1-3,/match/fc-utrecht/vitesse/2004,2004,6,eredivisie
PEC Zwolle,Feyenoord,0-3,/match/fc-zwolle/feyenoord/2004,2004,6,eredivisie
NEC Nijmegen,ADO Den Haag,1-2,/match/nec/ado-den-haag/2004,2004,6,eredivisie
Ajax,Willem II,6-0,/match/ajax/willem-ii/2004,2004,6,eredivisie
RKC Waalwijk,NAC Breda,2-0,/match/rkc-waalwijk/nac-breda/2004,2004,6,eredivisie
Roda JC,Groningen,0-0,/match/roda-jc/fc-groningen/2004,2004,6,eredivisie
Vitesse,Twente 1965,3-5,/match/vitesse/fc-twente-1965/2004,2004,7,eredivisie
Willem II,Roda JC,0-2,/match/willem-ii/roda-jc/2004,2004,7,eredivisie
Heerenveen,RKC Waalwijk,1-0,/match/heerenveen/rkc-waalwijk/2004,2004,7,eredivisie
ADO Den Haag,PSV,0-4,/match/ado-den-haag/psv/2004,2004,7,eredivisie
NAC Breda,Utrecht,1-2,/match/nac-breda/fc-utrecht/2004,2004,7,eredivisie
AZ Alkmaar,NEC Nijmegen,2-0,/match/az/nec/2004,2004,7,eredivisie
FC Volendam,PEC Zwolle,2-2,/match/fc-volendam/fc-zwolle/2004,2004,7,eredivisie
Groningen,Ajax,1-3,/match/fc-groningen/ajax/2004,2004,7,eredivisie
Feyenoord,RBC Roosendaal,2-0,/match/feyenoord/rbc/2004,2004,7,eredivisie
Ajax,FC Volendam,5-1,/match/ajax/fc-volendam/2004,2004,8,eredivisie
RBC Roosendaal,Willem II,0-0,/match/rbc/willem-ii/2004,2004,8,eredivisie
PSV,Heerenveen,2-0,/match/psv/heerenveen/2004,2004,8,eredivisie
RKC Waalwijk,Vitesse,2-2,/match/rkc-waalwijk/vitesse/2004,2004,8,eredivisie
Roda JC,Feyenoord,1-1,/match/roda-jc/feyenoord/2004,2004,8,eredivisie
Twente 1965,Groningen,5-3,/match/fc-twente-1965/fc-groningen/2004,2004,8,eredivisie
NEC Nijmegen,NAC Breda,0-3,/match/nec/nac-breda/2004,2004,8,eredivisie
Utrecht,AZ Alkmaar,0-3,/match/fc-utrecht/az/2004,2004,8,eredivisie
PEC Zwolle,ADO Den Haag,1-2,/match/fc-zwolle/ado-den-haag/2004,2004,8,eredivisie
FC Volendam,Roda JC,2-1,/match/fc-volendam/roda-jc/2004,2004,9,eredivisie
Groningen,Vitesse,2-1,/match/fc-groningen/vitesse/2004,2004,9,eredivisie
