Home_Team,Away_Team,Result,Link,Season,Round,League
Roda JC,Twente 1965,1-2,/match/roda-jc/fc-twente-1965/1991,1991,1,eredivisie
Heerenveen,FC Volendam,1-3,/match/heerenveen/fc-volendam/1991,1991,1,eredivisie
MVV Maastricht,NEC Nijmegen,1-2,/match/mvv/nec/1991,1991,1,eredivisie
Ajax,Willem II,3-1,/match/ajax/willem-ii/1991,1991,1,eredivisie
Sparta Rotterdam,Vitesse,1-1,/match/sparta-rotterdam/vitesse/1991,1991,1,eredivisie
ADO Den Haag,Fortuna Sittard,0-0,/match/ado-den-haag/fortuna-sittard/1991,1991,1,eredivisie
RKC Waalwijk,Groningen,1-1,/match/rkc-waalwijk/fc-groningen/1991,1991,1,eredivisie
PSV,Utrecht,5-0,/match/psv/fc-utrecht/1991,1991,1,eredivisie
SVV,Feyenoord,0-0,/match/svv/feyenoord/1991,1991,1,eredivisie
Twente 1965,ADO Den Haag,2-1,/match/fc-twente-1965/ado-den-haag/1991,1991,2,eredivisie
Fortuna Sittard,Ajax,1-1,/match/fortuna-sittard/ajax/1991,1991,2,eredivisie
NEC Nijmegen,PSV,1-1,/match/nec/psv/1991,1991,2,eredivisie
Willem II,Sparta Rotterdam,6-1,/match/willem-ii/sparta-rotterdam/1991,1991,2,eredivisie
Vitesse,SVV,3-0,/match/vitesse/svv/1991,1991,2,eredivisie
Groningen,Roda JC,3-1,/match/fc-groningen/roda-jc/1991,1991,2,eredivisie
Feyenoord,MVV Maastricht,6-0,/match/feyenoord/mvv/1991,1991,2,eredivisie
Utrecht,Heerenveen,1-2,/match/fc-utrecht/heerenveen/1991,1991,2,eredivisie
FC Volendam,RKC Waalwijk,2-0,/match/fc-volendam/rkc-waalwijk/1991,1991,2,eredivisie
Roda JC,FC Volendam,2-1,/match/roda-jc/fc-volendam/1991,1991,3,eredivisie
Heerenveen,NEC Nijmegen,1-1,/match/heerenveen/nec/1991,1991,3,eredivisie
PSV,MVV Maastricht,3-0,/match/psv/mvv/1991,1991,3,eredivisie
Sparta Rotterdam,Fortuna Sittard,2-2,/match/sparta-rotterdam/fortuna-sittard/1991,1991,3,eredivisie
SVV,Willem II,0-0,/match/svv/willem-ii/1991,1991,3,eredivisie
Vitesse,Feyenoord,0-0,/match/vitesse/feyenoord/1991,1991,3,eredivisie
ADO Den Haag,Groningen,1-2,/match/ado-den-haag/fc-groningen/1991,1991,3,eredivisie
Ajax,Twente 1965,1-1,/match/ajax/fc-twente-1965/1991,1991,3,eredivisie
RKC Waalwijk,Utrecht,1-0,/match/rkc-waalwijk/fc-utrecht/1991,1991,3,eredivisie
MVV Maastricht,Heerenveen,2-0,/match/mvv/heerenveen/1991,1991,4,eredivisie
Willem II,Vitesse,0-0,/match/willem-ii/vitesse/1991,1991,4,eredivisie
NEC Nijmegen,RKC Waalwijk,0-0,/match/nec/rkc-waalwijk/1991,1991,4,eredivisie
Fortuna Sittard,SVV,1-0,/match/fortuna-sittard/svv/1991,1991,4,eredivisie
Twente 1965,Sparta Rotterdam,0-1,/match/fc-twente-1965/sparta-rotterdam/1991,1991,4,eredivisie
Utrecht,Roda JC,2-1,/match/fc-utrecht/roda-jc/1991,1991,4,eredivisie
Feyenoord,PSV,1-1,/match/feyenoord/psv/1991,1991,4,eredivisie
Groningen,Ajax,1-2,/match/fc-groningen/ajax/1991,1991,4,eredivisie
FC Volendam,ADO Den Haag,0-2,/match/fc-volendam/ado-den-haag/1991,1991,4,eredivisie
SVV,Twente 1965,1-1,/match/svv/fc-twente-1965/1991,1991,5,eredivisie
Roda JC,NEC Nijmegen,2-2,/match/roda-jc/nec/1991,1991,5,eredivisie
Sparta Rotterdam,Groningen,1-1,/match/sparta-rotterdam/fc-groningen/1991,1991,5,eredivisie
Heerenveen,PSV,0-3,/match/heerenveen/psv/1991,1991,5,eredivisie
Willem II,Feyenoord,3-2,/match/willem-ii/feyenoord/1991,1991,5,eredivisie
Vitesse,Fortuna Sittard,2-3,/match/vitesse/fortuna-sittard/1991,1991,5,eredivisie
ADO Den Haag,Utrecht,3-1,/match/ado-den-haag/fc-utrecht/1991,1991,5,eredivisie
Ajax,FC Volendam,3-1,/match/ajax/fc-volendam/1991,1991,5,eredivisie
RKC Waalwijk,MVV Maastricht,3-2,/match/rkc-waalwijk/mvv/1991,1991,5,eredivisie
Twente 1965,Fortuna Sittard,1-0,/match/fc-twente-1965/fortuna-sittard/1991,1991,6,eredivisie
NEC Nijmegen,Sparta Rotterdam,3-1,/match/nec/sparta-rotterdam/1991,1991,6,eredivisie
Heerenveen,Roda JC,1-2,/match/heerenveen/roda-jc/1991,1991,6,eredivisie
MVV Maastricht,Ajax,1-4,/match/mvv/ajax/1991,1991,6,eredivisie
PSV,ADO Den Haag,4-0,/match/psv/ado-den-haag/1991,1991,6,eredivisie
Feyenoord,RKC Waalwijk,3-0,/match/feyenoord/rkc-waalwijk/1991,1991,6,eredivisie
Utrecht,SVV,1-0,/match/fc-utrecht/svv/1991,1991,6,eredivisie
Groningen,Willem II,4-1,/match/fc-groningen/willem-ii/1991,1991,6,eredivisie
FC Volendam,Vitesse,2-1,/match/fc-volendam/vitesse/1991,1991,6,eredivisie
Fortuna Sittard,Feyenoord,3-2,/match/fortuna-sittard/feyenoord/1991,1991,7,eredivisie
SVV,FC Volendam,1-0,/match/svv/fc-volendam/1991,1991,7,eredivisie
Willem II,Twente 1965,2-1,/match/willem-ii/fc-twente-1965/1991,1991,7,eredivisie
Sparta Rotterdam,Utrecht,4-1,/match/sparta-rotterdam/fc-utrecht/1991,1991,7,eredivisie
Vitesse,Groningen,1-2,/match/vitesse/fc-groningen/1991,1991,7,eredivisie
RKC Waalwijk,Heerenveen,5-2,/match/rkc-waalwijk/heerenveen/1991,1991,7,eredivisie
Ajax,NEC Nijmegen,7-0,/match/ajax/nec/1991,1991,7,eredivisie
