Home_Team,Away_Team,Result,Link,Season,Round,League
PEC Zwolle,Utrecht,2-0,/match/fc-zwolle/fc-utrecht/2015,2015,1,eredivisie
Heerenveen,Dordrecht,1-2,/match/heerenveen/fc-dordrecht/2015,2015,1,eredivisie
Cambuur,Twente 1965,1-1,/match/sc-cambuur-leeuwarden/fc-twente-1965/2015,2015,1,eredivisie
NAC Breda,Excelsior,1-1,/match/nac-breda/excelsior/2015,2015,1,eredivisie
Heracles,AZ Alkmaar,0-3,/match/heracles/az/2015,2015,1,eredivisie
ADO Den Haag,Feyenoord,0-1,/match/ado-den-haag/feyenoord/2015,2015,1,eredivisie
Go Ahead Eagles,Groningen,2-3,/match/go-ahead-eagles/fc-groningen/2015,2015,1,eredivisie
Ajax,Vitesse,4-1,/match/ajax/vitesse/2015,2015,1,eredivisie
Willem II,PSV,1-3,/match/willem-ii/psv/2015,2015,1,eredivisie
Feyenoord,Heerenveen,1-1,/match/feyenoord/heerenveen/2015,2015,2,eredivisie
PSV,NAC Breda,6-1,/match/psv/nac-breda/2015,2015,2,eredivisie
Dordrecht,PEC Zwolle,1-2,/match/fc-dordrecht/fc-zwolle/2015,2015,2,eredivisie
Twente 1965,ADO Den Haag,2-2,/match/fc-twente-1965/ado-den-haag/2015,2015,2,eredivisie
Vitesse,Cambuur,2-2,/match/vitesse/sc-cambuur-leeuwarden/2015,2015,2,eredivisie
AZ Alkmaar,Ajax,1-3,/match/az/ajax/2015,2015,2,eredivisie
Utrecht,Willem II,2-1,/match/fc-utrecht/willem-ii/2015,2015,2,eredivisie
Excelsior,Go Ahead Eagles,3-2,/match/excelsior/go-ahead-eagles/2015,2015,2,eredivisie
Groningen,Heracles,3-1,/match/fc-groningen/heracles/2015,2015,2,eredivisie
Heracles,Cambuur,0-1,/match/heracles/sc-cambuur-leeuwarden/2015,2015,3,eredivisie
Willem II,AZ Alkmaar,3-0,/match/willem-ii/az/2015,2015,3,eredivisie
Heerenveen,Excelsior,2-0,/match/heerenveen/excelsior/2015,2015,3,eredivisie
Go Ahead Eagles,Dordrecht,0-0,/match/go-ahead-eagles/fc-dordrecht/2015,2015,3,eredivisie
PEC Zwolle,Vitesse,2-1,/match/fc-zwolle/vitesse/2015,2015,3,eredivisie
ADO Den Haag,Groningen,3-0,/match/ado-den-haag/fc-groningen/2015,2015,3,eredivisie
Feyenoord,Utrecht,1-2,/match/feyenoord/fc-utrecht/2015,2015,3,eredivisie
NAC Breda,Twente 1965,1-1,/match/nac-breda/fc-twente-1965/2015,2015,3,eredivisie
Ajax,PSV,1-3,/match/ajax/psv/2015,2015,3,eredivisie
Go Ahead Eagles,Willem II,1-0,/match/go-ahead-eagles/willem-ii/2015,2015,4,eredivisie
Cambuur,ADO Den Haag,3-2,/match/sc-cambuur-leeuwarden/ado-den-haag/2015,2015,4,eredivisie
Excelsior,Heracles,3-1,/match/excelsior/heracles/2015,2015,4,eredivisie
